Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Treated acute,CN Out-of-care,CN Treated chronic,CN Susceptible,CN Untreated chronic,CN Treated acute,CN Untreated acute,SN Untreated acute
0,0,4,392,0,392,1,162,2,162,"[5133, 377, 11295, 9072, 3160, 7361, 6579, 12406, 11856, 9197, 4083, 9033, 5275, 11021, 6265, 3493, 1556, 12779, 8647, 7257, 6261, 942, 3042, 15023, 11476, 10581, 14018, 14524, 14170, 9106, 1508, 4991, 3078, 10103, 9350, 2809, 12403, 12312, 2076, 10828, 13787, 3958, 12851, 352, 5943, 5220, 12287, 7395, 10013, 4721, 14979, 1682, 722, 3836, 12905, 10252, 11838, 3265, 12587, 2163, 1333, 13509, 10816, 14384, 14725, 14103, 12304, 15002, 14611, 9852, 6970, 4707, 14921, 15049, 13144, 10334, 15082, 14166, 10294, 14850, 15025, 15041, 15056, 12143, 11861, 9558, 14892, 15046, 6710, 12993, 14973, 14076, 10859, 14988, 15057, 13594, 13588, 13602, 10259, 14895, 14197, 5585, 14690, 14886, 15031, 13912, 14934, 14823, 15089, 14910, 15083, 15021, 14987, 12103, 15100, 8152, 15055, 11877, 8851, 15042, 8679, 14985, 8847, 15098, 14213, 9577, 15092, 12033, 8858, 6868, 8348, 13219, 6199, 13415, 12100, 14776, 12823, 14730, 13168, 11946, 10575, 12931, 3478, 14875, 13994, 15007, 14552, 15054, 13535, 14398, 10996, 14440, 14508, 14783, 13997, 13629, 10642, 6533, 15044, 14202, 14935, 13436, 14183, 7906, 14251, 15017, 13967, 3648, 12392, 14021, 13364, 8627, 9075, 12901, 11807, 11079, 7445, 14999, 6017, 8049, 3912, 14637, 14781, 14925, 1761, 12965, 15070, 12595, 3938, 14902, 14818, 14425, 15060, 14774, 15264, 14288, 14146, 15058, 14242, 11741, 13772, 14965, 12051, 15064, 15099, 15003, 14955, 12904, 9148, 14661, 14636, 12972, 9875, 11144, 14889, 12329, 7465, 14362, 14994, 14131, 9308, 14082, 14579, 11336, 12760, 10194, 14352, 11662, 14702, 13810, 13667, 2665, 13133, 14477, 14754, 14981, 14836, 12894, 13976, 14141, 14233, 13122, 10542, 14493, 15156, 11922, 6269, 14722, 2831, 14222, 12524, 14029, 12523, 14998, 14549, 6448, 14932, 14514, 14629, 12119, 3231, 3003, 8764, 14971, 13039, 134, 12037, 10174, 9830, 7408, 14430, 5830, 7775, 14133, 15074, 12125, 14095, 14759, 14478, 6368, 14181, 14237, 13966, 10955, 10777, 14482, 14997, 13252, 13880, 15091, 12286, 14841, 10864, 8637, 15010, 13670, 14422, 14916, 14822, 12770, 9846, 13644, 9738, 12714, 14614, 8209, 14821, 15075, 9319, 13878, 14317, 14444, 14067, 13790, 14926, 12662, 12744, 7803, 15088, 14674, 12484, 4419, 14682, 12152, 15030, 14719, 13586, 12296, 13028, 13355, 13552, 15072, 8192, 14188, 13779, 5686, 12813, 10098, 14888, 15079, 7233, 15016, 13569, 10736, 14790, 7597, 14779, 15094, 14451, 11792, 15013, 12738, 14435, 10227, 14793, 13776, 14302, 13526, 14961, 6694, 12698, 7704, 14819, 10058, 14033, 9895, 13312, 14673, 12398, 15019, 14694, 12797, 14220, 14675, 8337, 13971, 6589, 14426, 15000, 14505, 13774, 14711, 13565, 14374, 14471, 14834, 15015, 11376, 13965, 13863, 12746, 8549, 9275, 8335, 14102, 10020, 14042, 11742, 10961, 15004, 15069, 13968, 15087, 8903, 15038, 14829, 4316, 13625, 10228, 13085, 11298, 14511, 14768, 13952, 12877, 5118, 10482, 13781, 9778, 1927, 9112, 13015, 14743, 14691, 13366, 12480, 12869, 9211, 14975, 11580, 6754, 6502, 9207, 4347, 14978, 12082, 8538, 13196, 13549, 14671, 14798, 2989, 13267, 14923, 11925, 1428, 13387, 13092, 6557, 14017, 4283, 14917, 13844, 13585, 11312, 14634, 14200, 7253, 14581, 15097, 5090, 14270, 2395, 14348, 10802, 11385, 9491, 15035, 13954, 8196, 12670, 13887, 8323, 14714, 2483, 14761, 14297, 9752, 5496, 14814, 8320, 11499, 14828, 13566, 3335, 14758, 5213, 14914, 8253, 5115, 14844, 14882, 9710, 8486, 15095, 5221, 13375, 11823, 10703, 7669, 15033, 5146, 14741, 10417, 14164, 4144, 14234, 13902, 7566, 14860, 6917, 14001, 12646, 12951, 11944, 13650, 11172, 14123, 13595, 12832, 3345, 15039, 14272, 14263, 13612, 13935, 14073, 14117, 9317, 12907, 12185, 14490, 14053, 15081, 14855, 12376, 13250, 14148, 12099, 14976, 11854, 9005, 14951, 1246, 15024, 10437, 8042, 8388, 10016, 13874, 5049, 14243, 12418, 12819, 13574, 12529, 13333, 8823, 3336, 3127, 12975, 15086, 14523, 11171, 2776, 15005, 13821, 13884, 14122, 6091, 14211, 9514, 14943, 7193, 7460, 13608, 12397, 6188, 11305, 9401, 10066, 13818, 13353, 11206, 11081, 8980, 14686, 11751, 13734, 14559, 13924, 6826, 12920, 13476, 3879, 9929, 4846, 11375, 14662, 10517]","[1140, 14934, 11345, 2326, 9181, 2822, 1122, 7971, 7395, 4288, 9548, 13750, 11507, 11234, 11894, 15283, 13161, 7828, 14173, 5818, 2879, 6135, 1092, 1334, 11878, 6959, 11309, 8839, 13544, 3701, 6373, 12805, 6179, 9306, 14002, 8982, 2136, 14683, 1697, 1099, 5644, 11251, 6964, 8403, 7424, 14640, 8262, 6160, 1528, 14083, 4617, 14582, 14632, 1752, 9765, 8371, 9266, 11065, 9681, 8097, 10451, 1787, 15167, 12529, 5521, 11403, 15072, 7549, 3633, 13700, 10509, 11956, 13026, 14451, 10706, 7400, 10066, 11338, 14956, 12449, 15279, 7052, 13448, 12808, 10620, 12163, 6864, 13581, 4056, 7078, 14396]",254,72,344,101,90,57,1,32,23,19,10,1,1,0
