0.000315 2532.163000 10045 4 8 0 8928 25 1060 1609 0 25 0 2374 0 0 [10045],[],[],[],[],[],[],[],[]
0.000648 2532.535000 693 8 4 0 8928 25 1060 1610 0 25 0 2373 0 0 [693],[],[],[],[],[],[],[],[]
0.001184 2532.163000 8084 8 4 0 8928 25 1060 1611 0 25 0 2372 0 0 [8084],[],[],[],[],[],[],[],[]
0.001693 2531.875000 11143 4 8 0 8928 25 1060 1610 0 25 0 2373 0 0 [11143],[],[],[],[],[],[],[],[]
0.002041 2532.219000 922 8 4 0 8928 25 1060 1611 0 25 0 2372 0 0 [922],[],[],[],[],[],[],[],[]
0.002044 2531.819000 1554 4 8 0 8928 25 1060 1610 0 25 0 2373 0 0 [1554],[],[],[],[],[],[],[],[]
0.002219 2532.191000 11398 6 7 0 8928 25 1060 1610 0 24 1 2373 0 0 [11398],[],[],[],[],[],[],[],[]
0.002219 1002523.179750 11398 7 8 0 8928 25 1060 1610 0 24 0 2374 0 0 [11398],[],[],[],[],[],[],[],[]
0.002312 2524.749750 5488 3 7 0 8928 25 1059 1610 0 24 1 2374 0 0 [5488],[],[],[],[],[],[],[],[]
0.002312 1002523.349750 5488 7 8 0 8928 25 1059 1610 0 24 0 2375 0 0 [5488],[],[],[],[],[],[],[],[]
0.002411 2524.919750 1882 8 4 0 8928 25 1059 1611 0 24 0 2374 0 0 [1882],[],[],[],[],[],[],[],[]
0.003129 2524.547750 9750 4 8 0 8928 25 1059 1610 0 24 0 2375 0 0 [9750],[],[],[],[],[],[],[],[]
0.003154 2524.919750 8003 8 4 0 8928 25 1059 1611 0 24 0 2374 0 0 [8003],[],[],[],[],[],[],[],[]
0.003376 2524.519750 4439 8 4 0 8928 25 1059 1612 0 24 0 2373 0 0 [4439],[],[],[],[],[],[],[],[]
0.003416 2524.119750 10997 8 4 0 8928 25 1059 1613 0 24 0 2372 0 0 [10997],[],[],[],[],[],[],[],[]
0.003447 2523.747750 6783 8 4 0 8928 25 1059 1614 0 24 0 2371 0 0 [6783],[],[],[],[],[],[],[],[]
0.003780 2523.375750 8853 8 4 0 8928 25 1059 1615 0 24 0 2370 0 0 [8853],[],[],[],[],[],[],[],[]
0.003931 2522.975750 245 8 4 0 8928 25 1059 1616 0 24 0 2369 0 0 [245],[],[],[],[],[],[],[],[]
0.004154 2522.575750 13193 8 4 0 8928 25 1059 1617 0 24 0 2368 0 0 [13193],[],[],[],[],[],[],[],[]
0.004176 2522.231750 12518 6 7 0 8928 25 1059 1617 0 23 1 2368 0 0 [12518],[],[],[],[],[],[],[],[]
0.004179 1002513.209250 12518 7 8 0 8928 25 1059 1617 0 23 0 2369 0 0 [12518],[],[],[],[],[],[],[],[]
0.004933 2514.779250 8250 6 7 0 8928 25 1059 1617 0 22 1 2369 0 0 [8250],[],[],[],[],[],[],[],[]
0.004934 1002505.779250 8250 7 8 0 8928 25 1059 1617 0 22 0 2370 0 0 [8250],[],[],[],[],[],[],[],[]
0.006358 2507.349250 12139 8 4 0 8928 25 1059 1618 0 22 0 2369 0 0 [12139],[],[],[],[],[],[],[],[]
0.006375 2506.977250 2718 8 4 0 8928 25 1059 1619 0 22 0 2368 0 0 [2718],[],[],[],[],[],[],[],[]
0.006761 2506.605250 3672 8 4 0 8928 25 1059 1620 0 22 0 2367 0 0 [3672],[],[],[],[],[],[],[],[]
0.007265 2506.233250 6451 8 4 0 8928 25 1059 1621 0 22 0 2366 0 0 [6451],[],[],[],[],[],[],[],[]
0.007372 2505.889250 11993 2 6 0 8928 24 1059 1621 0 23 0 2366 0 0 [11993],[],[],[],[],[],[],[],[]
0.007658 2504.461750 3348 8 4 0 8928 24 1059 1622 0 23 0 2365 0 0 [3348],[],[],[],[],[],[],[],[]
0.008682 2504.089750 8184 1 2 0 8927 25 1059 1622 0 23 0 2365 0 0 [],[],[8185,8185],[],[],[],[],[],[]
0.008783 2513.044750 1417 8 4 0 8927 25 1059 1623 0 23 0 2364 0 0 [1417],[],[],[],[],[],[],[],[]
0.010248 2512.700750 11295 8 4 0 8927 25 1059 1624 0 23 0 2363 0 0 [11295],[],[],[],[],[],[],[],[]
0.010393 2512.328750 3589 8 4 0 8927 25 1059 1625 0 23 0 2362 0 0 [3589],[],[],[],[],[],[],[],[]
0.011098 2512.012750 13032 8 4 0 8927 25 1059 1626 0 23 0 2361 0 0 [13032],[],[],[],[],[],[],[],[]
0.011119 2511.640750 13162 8 4 0 8927 25 1059 1627 0 23 0 2360 0 0 [13162],[],[],[],[],[],[],[],[]
0.011326 2511.380750 12594 8 4 0 8927 25 1059 1628 0 23 0 2359 0 0 [12594],[],[],[],[],[],[],[],[]
0.011415 2511.008750 7752 8 4 0 8927 25 1059 1629 0 23 0 2358 0 0 [7752],[],[],[],[],[],[],[],[]
0.011424 2510.636750 2794 8 4 0 8927 25 1059 1630 0 23 0 2357 0 0 [2794],[],[],[],[],[],[],[],[]
0.011493 2510.264750 9855 8 4 0 8927 25 1059 1631 0 23 0 2356 0 0 [9855],[],[],[],[],[],[],[],[]
0.011930 2509.892750 6660 8 4 0 8927 25 1059 1632 0 23 0 2355 0 0 [6660],[],[],[],[],[],[],[],[]
0.012201 2509.576750 2766 8 4 0 8927 25 1059 1633 0 23 0 2354 0 0 [2766],[],[],[],[],[],[],[],[]
0.013024 2509.260750 7833 4 8 0 8927 25 1059 1632 0 23 0 2355 0 0 [7833],[],[],[],[],[],[],[],[]
0.013340 2509.660750 9799 8 4 0 8927 25 1059 1633 0 23 0 2354 0 0 [9799],[],[],[],[],[],[],[],[]
0.013433 2509.288750 4011 8 4 0 8927 25 1059 1634 0 23 0 2353 0 0 [4011],[],[],[],[],[],[],[],[]
0.013814 2508.916750 4459 2 3 0 8927 24 1060 1634 0 23 0 2353 0 0 [4459],[],[],[],[],[],[],[],[]
0.014366 2499.686750 6545 3 7 0 8927 24 1059 1634 0 23 1 2353 0 0 [6545],[],[],[],[],[],[],[],[]
0.014367 1002498.331750 6545 7 8 0 8927 24 1059 1634 0 23 0 2354 0 0 [6545],[],[],[],[],[],[],[],[]
0.014656 2499.901750 10261 8 4 0 8927 24 1059 1635 0 23 0 2353 0 0 [10261],[],[],[],[],[],[],[],[]
0.014723 2499.501750 11143 8 4 0 8927 24 1059 1636 0 23 0 2352 0 0 [11143],[],[],[],[],[],[],[],[]
0.015088 2499.157750 4014 2 3 0 8927 23 1060 1636 0 23 0 2352 0 0 [4014],[],[],[],[],[],[],[],[]
0.015835 2490.107750 4611 6 7 0 8927 23 1060 1636 0 22 1 2352 0 0 [4611],[],[],[],[],[],[],[],[]
0.015837 1002481.096500 4611 7 8 0 8927 23 1060 1636 0 22 0 2353 0 0 [4611],[],[],[],[],[],[],[],[]
0.015889 2482.666500 6577 8 4 0 8927 23 1060 1637 0 22 0 2352 0 0 [6577],[],[],[],[],[],[],[],[]
0.016736 2482.266500 4501 8 4 0 8927 23 1060 1638 0 22 0 2351 0 0 [4501],[],[],[],[],[],[],[],[]
0.016903 2481.894500 7615 2 3 0 8927 22 1061 1638 0 22 0 2351 0 0 [7615],[],[],[],[],[],[],[],[]
0.017384 2473.024500 4168 8 4 0 8927 22 1061 1639 0 22 0 2350 0 0 [4168],[],[],[],[],[],[],[],[]
0.017427 2472.652500 4499 6 7 0 8927 22 1061 1639 0 21 1 2350 0 0 [4499],[],[],[],[],[],[],[],[]
0.017427 1002463.630000 4499 7 8 0 8927 22 1061 1639 0 21 0 2351 0 0 [4499],[],[],[],[],[],[],[],[]
0.018161 2465.200000 8152 8 4 0 8927 22 1061 1640 0 21 0 2350 0 0 [8152],[],[],[],[],[],[],[],[]
0.018478 2464.800000 6212 8 4 0 8927 22 1061 1641 0 21 0 2349 0 0 [6212],[],[],[],[],[],[],[],[]
0.019190 2464.400000 10091 6 7 0 8927 22 1061 1641 0 20 1 2349 0 0 [10091],[],[],[],[],[],[],[],[]
0.019191 1002455.377500 10091 7 8 0 8927 22 1061 1641 0 20 0 2350 0 0 [10091],[],[],[],[],[],[],[],[]
0.019338 2456.947500 12053 4 8 0 8927 22 1061 1640 0 20 0 2351 0 0 [12053],[],[],[],[],[],[],[],[]
0.019589 2457.319500 6880 8 4 0 8927 22 1061 1641 0 20 0 2350 0 0 [6880],[],[],[],[],[],[],[],[]
0.019673 2457.059500 1167 8 4 0 8927 22 1061 1642 0 20 0 2349 0 0 [1167],[],[],[],[],[],[],[],[]
0.020392 2456.743500 13119 8 4 0 8927 22 1061 1643 0 20 0 2348 0 0 [13119],[],[],[],[],[],[],[],[]
0.021157 2456.427500 10660 8 4 0 8927 22 1061 1644 0 20 0 2347 0 0 [10660],[],[],[],[],[],[],[],[]
0.021921 2456.027500 9086 8 4 0 8927 22 1061 1645 0 20 0 2346 0 0 [9086],[],[],[],[],[],[],[],[]
0.021980 2455.627500 3304 8 4 0 8927 22 1061 1646 0 20 0 2345 0 0 [3304],[],[],[],[],[],[],[],[]
0.022974 2455.227500 6384 6 7 0 8927 22 1061 1646 0 19 1 2345 0 0 [6384],[],[],[],[],[],[],[],[]
0.022974 1002446.227500 6384 7 8 0 8927 22 1061 1646 0 19 0 2346 0 0 [6384],[],[],[],[],[],[],[],[]
0.023282 2447.797500 8116 8 4 0 8927 22 1061 1647 0 19 0 2345 0 0 [8116],[],[],[],[],[],[],[],[]
0.023890 2447.425500 3548 8 4 0 8927 22 1061 1648 0 19 0 2344 0 0 [3548],[],[],[],[],[],[],[],[]
0.024264 2447.025500 4131 4 8 0 8927 22 1061 1647 0 19 0 2345 0 0 [4131],[],[],[],[],[],[],[],[]
0.024578 2447.425500 5936 8 4 0 8927 22 1061 1648 0 19 0 2344 0 0 [5936],[],[],[],[],[],[],[],[]
0.024796 2447.053500 4103 8 4 0 8927 22 1061 1649 0 19 0 2343 0 0 [4103],[],[],[],[],[],[],[],[]
0.025017 2446.709500 9435 6 7 0 8927 22 1061 1649 0 18 1 2343 0 0 [9435],[],[],[],[],[],[],[],[]
0.025018 1002437.687000 9435 7 8 0 8927 22 1061 1649 0 18 0 2344 0 0 [9435],[],[],[],[],[],[],[],[]
