SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled
1411,136529,3,136529,20,845,0,845,1453,29
1371,92893,3,92893,30,819,0,819,1731,30
1413,152615,2,152615,17,818,0,818,1358,29
1751,111392,1,111392,25,788,0,788,1764,29
2781,167559,6,167559,28,811,1,811,1800,32
1776,185757,5,185757,16,824,1,824,1382,28
1436,73027,0,73027,30,860,1,860,1816,28
640,36142,0,36142,36,824,1,824,1768,25
3674,243479,1,243479,32,730,0,730,1702,24
854,66903,0,66903,35,774,0,774,1625,29
1959,223149,6,223149,18,842,1,842,1367,32
2873,131691,1,131691,32,805,1,805,1943,41
1117,119066,0,119066,22,829,0,829,1381,26
631,48776,1,48776,25,830,2,830,1676,37
737,69283,0,69283,20,853,0,853,1505,31
1523,57387,0,57387,48,802,1,802,2088,27
590,41705,1,41705,21,785,3,785,1719,33
642,65363,2,65363,13,829,0,829,1381,33
802,62231,0,62231,14,771,0,771,1499,28
611,94674,2,94674,17,794,2,794,1205,39
1011,67702,0,67702,25,760,0,760,1712,33
1479,78658,4,78658,43,795,3,795,1961,33
427,48549,0,48549,19,819,2,819,1297,24
1318,70314,0,70314,22,744,0,744,1756,30
811,61370,1,61370,27,812,0,812,1571,26
1202,83302,3,83302,24,763,1,763,1687,38
457,36034,0,36034,29,847,0,847,1736,24
1438,131812,1,131812,20,832,0,832,1508,22
1145,47038,3,47038,28,786,2,786,2005,34
374,43100,1,43100,20,807,3,807,1327,27
4935,381575,3,381575,18,795,0,795,1508,27
979,76579,0,76579,20,805,1,805,1555,35
1540,102372,3,102372,35,829,1,829,1700,36
2594,131288,2,131288,29,824,3,824,1817,35
1342,102676,1,102676,27,785,1,785,1575,24
1021,131002,1,131002,21,759,1,759,1302,34
1452,90733,3,90733,35,795,1,795,1788,32
1584,86424,5,86424,43,766,2,766,1948,30
1323,79534,1,79534,35,777,2,777,1808,28
645,111370,2,111370,13,815,2,815,1162,28
426,40844,0,40844,20,798,2,798,1557,32
1246,91165,4,91165,22,778,0,778,1693,25
1719,84821,0,84821,32,828,0,828,1919,26
5858,334609,7,334609,38,749,0,749,1955,26
565,38525,0,38525,33,825,1,825,1858,29
908,76628,0,76628,26,818,0,818,1491,29
1066,69479,1,69479,30,807,1,807,1754,35
958,75906,0,75906,26,830,2,830,1606,28
587,39657,1,39657,29,805,0,805,1646,36
631,57117,1,57117,32,830,1,830,1632,34
1123,102016,2,102016,19,828,2,828,1426,38
1553,89952,1,89952,30,831,1,831,1783,29
1333,50907,0,50907,34,817,0,817,2127,27
2446,196837,0,196837,29,814,0,814,1600,30
668,65136,0,65136,22,799,0,799,1467,26
2232,219340,3,219340,19,805,0,805,1487,36
1141,75691,1,75691,24,852,2,852,1533,41
3976,213398,0,213398,37,830,1,830,1903,33
1752,113120,3,113120,33,868,1,868,1725,26
1058,87826,0,87826,26,809,0,809,1515,28
1069,100208,1,100208,15,755,4,755,1459,40
569,77075,4,77075,19,779,2,779,1323,28
388,35195,0,35195,27,835,2,835,1458,28
939,61092,6,61092,25,785,0,785,1450,33
891,49143,0,49143,28,837,0,837,1777,23
823,148447,0,148447,10,834,0,834,1146,33
3457,138726,0,138726,51,792,0,792,2023,28
1165,124283,0,124283,11,787,3,787,1492,32
2658,179378,9,179378,39,819,3,819,1866,41
1556,86812,1,86812,28,816,3,816,1786,31
438,39779,0,39779,27,805,1,805,1618,29
897,69944,2,69944,32,799,1,799,1600,26
1939,195059,2,195059,14,803,0,803,1316,26
1836,135877,1,135877,29,770,1,770,1666,31
1026,66120,1,66120,33,817,0,817,1694,31
1844,140594,2,140594,20,794,2,794,1647,30
864,64702,1,64702,23,773,0,773,1525,26
861,82794,4,82794,30,836,0,836,1418,29
1689,114381,2,114381,23,760,3,760,1655,43
909,55687,1,55687,41,868,1,868,1806,26
2189,233332,2,233332,15,784,0,784,1275,25
2013,133467,0,133467,32,745,1,745,1673,31
1194,70343,3,70343,28,849,0,849,1852,39
728,63273,1,63273,24,801,1,801,1561,26
1500,84807,3,84807,31,790,0,790,1982,30
1014,52793,0,52793,36,787,0,787,1915,24
2448,145522,1,145522,39,832,0,832,1703,31
1213,149062,3,149062,20,854,1,854,1246,30
831,34608,0,34608,42,775,0,775,2175,25
795,74968,1,74968,19,792,1,792,1320,28
550,41167,0,41167,27,828,1,828,1626,29
1754,124947,2,124947,21,798,0,798,1603,29
1025,87026,1,87026,28,838,1,838,1590,32
1256,99126,4,99126,37,839,1,839,1747,32
1512,83111,1,83111,31,828,0,828,1881,30
534,64536,0,64536,17,779,1,779,1312,31
2651,130927,3,130927,33,832,4,832,1814,44
1617,113572,2,113572,23,783,1,783,1591,31
412,64491,2,64491,19,800,0,800,1128,25
863,66481,4,66481,21,808,0,808,1594,30
1455,79032,0,79032,26,785,0,785,1821,25
1128,48839,0,48839,43,840,2,840,1993,31
4028,228713,3,228713,34,857,3,857,1775,34
1677,110820,1,110820,26,787,0,787,1787,25
3834,201475,3,201475,29,835,1,835,1936,25
1164,108215,2,108215,23,845,1,845,1428,28
766,56533,2,56533,23,795,1,795,1477,39
688,60202,3,60202,16,836,1,836,1392,30
549,29466,1,29466,39,786,1,786,1873,29
1098,69776,1,69776,25,782,2,782,1784,28
6633,404164,4,404164,30,824,0,824,1838,35
906,111880,1,111880,13,818,2,818,1267,28
1014,53379,1,53379,34,832,2,832,1816,25
809,87450,4,87450,18,809,1,809,1289,29
2281,133409,1,133409,35,837,0,837,1855,25
1224,55013,0,55013,34,781,0,781,1874,26
3211,316668,15,316668,20,845,1,845,1424,33
1087,115444,1,115444,28,773,1,773,1337,28
564,44196,0,44196,26,808,1,808,1652,28
1142,93565,2,93565,20,757,2,757,1576,37
854,47147,0,47147,28,833,2,833,1813,31
1746,115225,2,115225,29,824,1,824,1831,29
845,61712,0,61712,27,808,0,808,1554,26
466,64163,1,64163,22,813,2,813,1170,33
563,39679,1,39679,28,816,2,816,1703,33
820,86206,0,86206,13,860,2,860,1301,29
1654,70891,2,70891,53,758,1,758,2181,29
356,67252,0,67252,8,795,0,795,857,30
1216,67013,1,67013,36,858,0,858,1832,31
1495,147866,2,147866,21,790,1,790,1472,30
4183,232458,5,232458,36,805,1,805,1981,27
552,38824,0,38824,39,828,0,828,1642,33
960,83324,2,83324,21,794,2,794,1374,34
743,50499,0,50499,30,839,1,839,1687,34
3342,278226,3,278226,24,839,2,839,1467,28
1570,90473,3,90473,28,775,2,775,1786,36
1192,114738,2,114738,16,785,0,785,1426,28
757,51140,1,51140,17,779,1,779,1530,26
1146,97530,2,97530,25,800,2,800,1563,33
942,80532,4,80532,14,809,3,809,1429,30
1666,142301,1,142301,22,810,0,810,1531,22
1177,102791,2,102791,19,840,1,840,1428,32
449,50481,2,50481,24,822,4,822,1359,38
466,51498,0,51498,14,813,0,813,1329,26
2056,150195,3,150195,35,786,0,786,1676,32
379,32658,0,32658,29,831,0,831,1532,24
1312,165083,6,165083,25,830,1,830,1300,27
2192,87950,1,87950,58,824,0,824,2190,31
1379,133277,2,133277,21,766,2,766,1324,34
2357,175583,5,175583,34,836,1,836,1593,26
543,76992,3,76992,13,820,0,820,1237,31
1159,141808,1,141808,11,829,2,829,1176,28
756,50020,2,50020,19,841,1,841,1620,33
