SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total
2702,136529,4,136529,39,845,3,845
1996,92893,5,92893,41,819,3,819
3524,152615,0,152615,39,818,0,818
3511,111392,9,111392,63,788,0,788
3652,167559,5,167559,49,811,0,811
330,185757,7,185757,8,824,3,824
2850,73027,5,73027,63,860,3,860
1077,36142,1,36142,43,824,3,824
6959,243479,7,243479,45,730,2,730
1377,66903,1,66903,40,774,2,774
6752,223149,3,223149,66,842,1,842
3752,131691,3,131691,43,805,1,805
240,119066,5,119066,7,829,1,829
1496,48776,2,48776,65,830,0,830
2134,69283,5,69283,83,853,2,853
1143,57387,1,57387,37,802,2,802
1118,41705,1,41705,43,785,0,785
2699,65363,2,65363,75,829,1,829
112,62231,6,62231,3,771,2,771
2906,94674,2,94674,59,794,3,794
1856,67702,14,67702,46,760,3,760
2115,78658,2,78658,59,795,2,795
1551,48549,6,48549,54,819,2,819
2275,70314,4,70314,43,744,0,744
2216,61370,4,61370,83,812,1,812
3141,83302,1,83302,52,763,0,763
1031,36034,2,36034,57,847,2,847
3386,131812,6,131812,58,832,2,832
1087,47038,0,47038,53,786,1,786
1221,43100,0,43100,59,807,0,807
1039,381575,10,381575,3,795,0,795
2625,76579,4,76579,59,805,1,805
2335,102372,4,102372,61,829,2,829
3839,131288,10,131288,49,824,1,824
3379,102676,4,102676,56,785,0,785
2497,131002,7,131002,41,759,2,759
1064,90733,4,90733,24,795,3,795
145,86424,1,86424,3,766,0,766
1715,79534,0,79534,53,777,0,777
3232,111370,2,111370,55,815,0,815
1243,40844,5,40844,49,798,3,798
2107,91165,5,91165,42,778,0,778
1721,84821,3,84821,34,828,1,828
6290,334609,10,334609,41,749,2,749
628,38525,3,38525,39,825,2,825
2572,76628,4,76628,86,818,5,818
969,69479,4,69479,27,807,1,807
2299,75906,5,75906,65,830,2,830
903,39657,3,39657,63,805,2,805
1843,57117,1,57117,75,830,1,830
1893,102016,2,102016,49,828,2,828
2671,89952,1,89952,51,831,4,831
1025,50907,2,50907,36,817,1,817
6919,196837,11,196837,62,814,2,814
1779,65136,3,65136,52,799,3,799
544,219340,4,219340,2,805,1,805
1524,75691,2,75691,28,852,2,852
471,213398,3,213398,6,830,2,830
3208,113120,5,113120,67,868,2,868
2410,87826,4,87826,48,809,1,809
3740,100208,2,100208,65,755,1,755
2071,77075,1,77075,55,779,0,779
892,35195,2,35195,57,835,5,835
1578,61092,3,61092,38,785,3,785
1603,49143,2,49143,68,837,2,837
358,148447,6,148447,6,834,3,834
4131,138726,2,138726,59,792,0,792
4202,124283,6,124283,47,787,3,787
4222,179378,3,179378,45,819,5,819
2588,86812,4,86812,55,816,0,816
777,39779,1,39779,42,805,1,805
1416,69944,2,69944,49,799,1,799
4895,195059,3,195059,58,803,0,803
2171,135877,5,135877,30,770,1,770
1871,66120,3,66120,53,817,1,817
4670,140594,4,140594,54,794,4,794
2177,64702,1,64702,48,773,0,773
203,82794,5,82794,4,836,2,836
3165,114381,2,114381,54,760,1,760
1491,55687,2,55687,63,868,1,868
8026,233332,13,233332,55,784,0,784
3027,133467,5,133467,44,745,0,745
218,70343,4,70343,10,849,3,849
1442,63273,2,63273,48,801,1,801
2435,84807,5,84807,46,790,4,790
1690,52793,3,52793,63,787,3,787
4622,145522,6,145522,49,832,1,832
3081,149062,2,149062,36,854,0,854
567,34608,2,34608,31,775,1,775
2629,74968,4,74968,54,792,2,792
723,41167,4,41167,37,828,2,828
4354,124947,3,124947,61,798,1,798
1746,87026,3,87026,42,838,2,838
2689,99126,5,99126,54,839,4,839
3323,83111,2,83111,70,828,0,828
1448,64536,4,64536,42,779,2,779
2963,130927,2,130927,40,832,2,832
2818,113572,2,113572,42,783,2,783
1569,64491,1,64491,39,800,1,800
1305,66481,0,66481,42,808,1,808
1995,79032,1,79032,40,785,3,785
1765,48839,3,48839,57,840,0,840
5609,228713,6,228713,53,857,4,857
3581,110820,3,110820,53,787,0,787
3828,201475,15,201475,55,835,2,835
3076,108215,5,108215,55,845,3,845
1465,56533,2,56533,49,795,1,795
184,60202,1,60202,7,836,0,836
808,29466,2,29466,43,786,1,786
2489,69776,2,69776,52,782,1,782
10426,404164,12,404164,65,824,5,824
1979,111880,5,111880,26,818,1,818
1687,53379,4,53379,57,832,1,832
234,87450,4,87450,2,809,2,809
3975,133409,5,133409,46,837,1,837
1739,55013,2,55013,64,781,5,781
10816,316668,10,316668,60,845,3,845
2540,115444,4,115444,38,773,1,773
842,44196,2,44196,33,808,2,808
1716,93565,9,93565,48,757,3,757
1227,47147,0,47147,46,833,0,833
2538,115225,2,115225,48,824,3,824
1856,61712,1,61712,48,808,0,808
1858,64163,0,64163,65,813,3,813
1249,39679,1,39679,56,816,2,816
2787,86206,4,86206,53,860,1,860
1767,70891,4,70891,50,758,1,758
1850,67252,0,67252,41,795,2,795
2203,67013,1,67013,46,858,1,858
4082,147866,5,147866,53,790,2,790
4389,232458,6,232458,41,805,1,805
780,38824,1,38824,31,828,1,828
2797,83324,3,83324,67,794,1,794
1534,50499,2,50499,70,839,3,839
9629,278226,3,278226,67,839,1,839
3449,90473,2,90473,77,775,1,775
3837,114738,4,114738,52,785,0,785
665,51140,1,51140,21,779,1,779
3089,97530,8,97530,43,800,6,800
1686,80532,4,80532,40,809,2,809
4272,142301,5,142301,60,810,1,810
2550,102791,7,102791,39,840,2,840
1510,50481,3,50481,53,822,3,822
1388,51498,3,51498,47,813,2,813
3144,150195,5,150195,54,786,2,786
530,32658,3,32658,36,831,1,831
3348,165083,5,165083,42,830,1,830
2558,87950,2,87950,51,824,1,824
245,133277,7,133277,4,766,1,766
4735,175583,2,175583,53,836,2,836
2356,76992,2,76992,39,820,1,820
3718,141808,3,141808,67,829,1,829
1811,50020,1,50020,63,841,2,841
1548,57502,7,57502,40,834,5,834
1225,36557,1,36557,51,786,3,786
1795,69893,2,69893,40,795,0,795
1324,35576,4,35576,55,812,1,812
9465,273269,25,273269,55,803,2,803
2563,71427,0,71427,69,795,2,795
1764,59062,2,59062,55,790,1,790
2700,151350,18,151350,44,799,2,799
1361,80140,3,80140,29,807,2,807
2744,115420,3,115420,59,811,1,811
14144,494983,11,494983,60,769,0,769
1359,47306,2,47306,53,771,1,771
3556,90251,6,90251,64,822,1,822
1257,42305,0,42305,51,730,1,730
3521,113327,12,113327,62,845,4,845
2603,101899,3,101899,48,823,1,823
1435,47979,1,47979,55,817,1,817
902,46253,0,46253,42,775,2,775
1573,50907,0,50907,69,796,2,796
2141,60626,2,60626,73,839,0,839
2577,63026,1,63026,81,798,0,798
2588,73295,2,73295,71,753,0,753
2647,148378,5,148378,43,855,1,855
1873,75508,4,75508,43,795,1,795
2571,158453,5,158453,20,795,4,795
2731,118015,8,118015,49,845,2,845
43777,1197056,27,1197056,66,790,2,790
3722,171386,4,171386,53,821,0,821
13541,373138,4,373138,69,819,0,819
4538,153039,8,153039,50,802,2,802
1233,40871,3,40871,38,792,2,792
1626,55190,3,55190,33,782,0,782
1580,45581,2,45581,62,743,2,743
1146,49533,0,49533,45,755,1,755
157,70196,2,70196,6,827,0,827
1273,40225,2,40225,48,840,0,840
2314,76745,4,76745,65,841,4,841
2335,69541,4,69541,57,779,6,779
1798,84454,1,84454,38,810,1,810
2332,70948,2,70948,61,817,1,817
3501,117129,4,117129,56,832,0,832
2173,66309,1,66309,50,794,1,794
1605,71537,6,71537,53,799,4,799
4541,110876,9,110876,71,811,1,811
3448,108300,2,108300,72,835,2,835
9928,354758,4,354758,59,764,0,764
2078,75270,1,75270,38,772,0,772
1745,61636,3,61636,58,789,2,789
3112,226529,4,226529,28,842,1,842
2554,160365,2,160365,42,790,3,790
983,52328,1,52328,41,805,1,805
2195,68848,2,68848,60,795,2,795
1587,43492,1,43492,67,899,1,899
4289,108484,4,108484,78,777,1,777
1876,75916,4,75916,50,867,4,867
1682,54527,5,54527,59,774,1,774
2021,60341,8,60341,63,840,2,840
15256,1090195,40,1090195,33,842,5,842
168,82580,3,82580,8,814,2,814
922,47443,1,47443,39,812,1,812
1526,71525,1,71525,39,812,1,812
2878,80821,5,80821,71,829,1,829
3042,126196,8,126196,45,858,0,858
1716,55049,3,55049,48,834,2,834
3803,172425,3,172425,51,806,1,806
131,46536,6,46536,6,821,4,821
1901,66717,2,66717,47,796,0,796
2289,139689,7,139689,30,807,1,807
2105,63246,0,63246,66,812,0,812
4365,144387,4,144387,54,823,0,823
1957,63943,2,63943,60,842,4,842
790,41974,4,41974,36,787,4,787
106,60547,3,60547,3,803,1,803
4285,162643,14,162643,55,786,1,786
839,69245,1,69245,33,835,1,835
