source,target
0,14721
1,14607
2,6238
3,15049
4,15052
5,9513
6,15038
7,15088
8,5092
9,13993
10,14840
11,14957
12,3924
13,8618
13,14582
14,14388
15,14791
16,15096
17,14093
18,5009
19,14897
20,6241
21,11275
22,11677
23,13812
24,15058
25,10977
26,14517
27,6059
28,12834
29,14430
30,13901
31,13058
32,15079
33,14947
34,14406
35,14066
36,15093
37,14978
38,15030
39,13175
40,15095
41,14757
42,11421
43,14871
44,14976
45,14922
46,13676
46,14823
47,15088
48,14823
49,12786
50,15035
51,15063
52,8382
53,12401
54,10211
55,15074
56,14149
57,13435
58,12968
59,10264
60,15082
61,14167
62,14857
63,14271
64,6080
65,14993
66,14839
67,14634
68,9814
69,9873
70,15032
71,9701
72,15097
73,12490
74,14393
75,14954
76,14653
77,13400
78,6186
79,12336
80,4293
81,13749
82,9558
82,13179
83,14836
84,14707
85,4147
86,14168
86,14376
87,14942
88,14616
89,12694
90,14944
90,13208
91,10342
92,15061
93,11110
94,14935
95,12626
96,14977
97,5057
98,13709
99,9863
100,11938
101,12134
102,12183
103,14347
104,14410
105,15085
106,14277
107,15053
107,14574
108,15083
108,15222
109,14269
110,5130
111,14051
112,15031
113,12018
114,7970
115,14752
116,15079
117,14936
118,13645
119,14953
120,14257
121,15101
122,13505
123,10808
124,14951
125,14974
126,15055
127,15080
128,15097
129,9179
130,12953
131,13881
132,14764
133,10832
133,11843
134,14883
135,15074
136,4468
137,13455
138,9258
139,14781
140,9265
141,14357
142,15101
143,10462
144,7902
145,8134
146,11454
147,14655
148,13544
149,15059
150,9335
151,13585
152,14598
153,11008
154,13489
155,13737
156,12101
157,14569
158,15091
159,9495
160,14807
161,5289
162,15032
163,14364
164,13904
165,14567
166,14557
167,11003
168,14416
169,11245
170,11663
171,10868
172,12433
173,15042
174,14720
174,15208
175,15034
176,13965
177,15056
178,14799
179,14901
180,1482
181,14111
182,15079
183,11427
184,15061
185,14984
186,11780
187,11145
188,15026
188,13951
189,14921
190,13764
191,14695
191,15220
192,13986
193,11972
194,12818
195,14774
195,13467
196,12853
197,15087
198,14955
199,14977
200,13774
201,14678
202,15101
203,14283
204,8458
205,14677
206,11989
207,15075
208,1091
208,15215
209,12214
210,14990
211,14872
212,14773
213,14734
214,14931
215,15079
216,14869
217,15101
218,14760
219,14029
220,6462
221,12214
222,15077
223,11947
224,13150
224,10493
225,14388
226,13685
227,7321
228,11885
229,13839
230,11301
231,13934
232,3358
233,10421
234,11371
235,14272
236,10959
237,12218
238,14563
239,14407
240,14998
241,14969
242,14980
243,14184
244,14716
245,15082
246,14932
247,12960
248,14056
249,10900
250,10988
251,4569
252,10650
253,15021
253,13902
254,15000
255,12810
256,12672
257,11690
258,13035
259,11908
260,6519
261,11846
262,12365
263,15073
264,14534
265,13963
266,7293
267,14767
268,5751
269,14093
270,15065
271,13235
272,14529
273,5888
274,14537
275,10080
276,14923
277,12206
278,15041
279,14847
280,14316
281,9707
282,3770
283,14263
284,15068
285,14128
286,14666
287,14894
288,14984
289,13329
290,11981
291,14203
292,14402
293,13677
294,2613
295,12875
296,9045
297,9295
298,13313
298,15360
299,11918
300,3896
300,14307
301,13951
302,9530
303,12284
304,15101
305,9638
306,15053
306,13329
307,9874
308,11844
308,15384
309,14203
310,14739
311,15092
312,7816
313,9441
314,8365
315,14883
316,13805
317,13512
318,12282
319,2108
320,14356
321,14862
322,14781
323,9939
324,14743
325,15080
326,11389
327,14413
328,7315
329,14998
330,11768
331,15086
332,15064
333,2651
334,14690
335,14855
336,14506
336,14822
337,13077
338,13861
339,15096
340,11010
341,10969
341,15179
342,9268
343,14849
343,14553
344,12035
345,14740
346,14903
347,14974
348,4134
349,13940
350,15015
351,15014
352,14929
353,14675
354,5595
355,15003
356,15074
357,14867
358,14124
359,11013
359,12796
360,8162
361,12975
362,14889
363,13015
364,11717
365,13253
366,13428
367,12736
368,13785
369,14452
370,6215
371,15036
372,11623
372,14758
373,14218
374,11634
375,5346
376,7102
377,9921
378,15070
379,5356
380,14846
381,14735
382,14852
383,14962
384,13950
385,6956
386,12766
387,15003
388,14642
389,9799
390,4767
391,14577
392,3866
393,14531
394,14569
394,13861
395,9328
396,12822
396,15197
397,14822
398,10710
399,9467
400,15033
401,14270
402,11737
403,11926
404,14729
405,13995
406,10555
407,15062
408,8357
409,10681
410,10939
411,14974
412,9209
413,11522
414,13640
415,14014
416,14978
417,14427
418,5483
419,13551
420,14831
421,2874
421,8102
422,11500
423,14846
424,15025
425,10682
426,14849
427,14764
428,14965
428,14248
429,12178
429,13671
430,14715
431,14982
432,12530
433,2123
434,15041
435,14387
436,14672
437,14608
438,15045
439,8117
440,6105
441,14053
442,1943
443,12875
443,13702
444,14377
445,14252
446,13942
447,14735
448,14296
449,14765
450,15089
450,11996
451,8886
452,15065
453,15088
454,14917
455,15045
456,9766
457,15087
458,15096
459,14836
459,15377
460,15027
461,9395
462,14142
463,11951
464,15093
465,15033
466,14255
467,14500
467,15219
468,14735
469,15028
470,14868
470,13185
471,7286
472,14244
473,15035
474,14963
475,7732
475,15214
476,14352
477,12651
478,9331
479,14201
479,14809
480,14334
481,14079
482,10126
483,10239
484,14371
485,14854
486,14323
487,13751
488,1628
489,13601
490,11621
491,2870
492,8840
493,13473
494,15067
495,13542
496,13405
497,13048
498,8666
499,14653
500,13503
501,14901
502,14402
503,15041
504,6662
505,14978
506,14976
507,14132
508,14841
509,7010
510,15099
510,14169
511,14748
512,14272
513,12765
514,11025
515,14578
516,14780
517,15046
518,2275
519,4048
520,14995
521,15052
522,13842
523,13757
524,14919
525,13713
526,14961
527,10849
528,12866
529,15005
530,12609
531,14537
532,14451
533,15080
534,15097
535,11752
535,13621
536,15054
537,12102
538,14228
539,14418
540,12748
541,13374
542,8506
543,14996
544,12013
545,14321
546,8037
547,10647
548,14912
549,14786
550,15011
551,13812
552,11560
553,13991
553,14369
554,15095
555,14326
556,14975
557,13781
558,10283
559,5331
560,14639
561,14952
562,13983
563,14938
564,14594
565,14113
566,6790
567,14849
567,15374
568,14987
569,9224
570,15096
571,13324
571,12167
572,13096
573,14529
574,12420
575,14607
576,9149
577,10064
578,1701
579,13536
580,14257
581,14908
582,9445
583,13694
584,14598
585,14146
585,15305
586,14496
587,13303
588,14860
589,12297
590,15009
591,14461
592,12020
593,14012
594,14039
595,14948
596,14799
597,14435
598,13384
599,13714
600,11502
601,12057
602,15013
603,14973
604,13368
605,15021
606,15099
606,15293
607,14843
608,13850
609,14876
610,14107
611,11502
612,8177
613,14445
614,15080
615,13075
616,15001
617,14986
618,15067
619,13280
620,13353
621,14971
622,14872
623,13805
624,14019
625,15018
626,12479
627,15089
628,8598
629,14569
630,10296
