ID1,ID2,Distance
N6042|5834|0.044856,N6041|5215|0.211963,0.0132238
N6035|8107|0.395927,N6034|5040|0.679034,0.00852191
N6593|3353|0.511141,N6592|6882|0.698417,0.00852223
N6474|15167|0.715765,N6475|10501|0.75863,0.0124403
N5942|14360|0.645417,N5941|13549|0.986122,0.0148071
N5945|8926|0.983499,N5947|4541|0.888274,0.013234
N6292|10405|0.673281,N6290|4995|0.508021,0.0124235
N6292|10405|0.673281,N6291|6714|0.042284,0.0116463
N6312|9629|0.026953,N6310|13671|0.437022,0.0124353
N6312|9629|0.026953,N6313|10847|0.609131,0.00076909
N6312|9629|0.026953,N6311|8517|0.233503,0.00695379
N6498|9834|0.304614,N6497|14677|0.173835,0.0108909
N6373|2689|0.472383,N6372|10238|0.086364,0.0038632
N6099|13270|0.281427,N6098|3329|0.556931,0.00774568
N6361|8757|0.557265,N6360|3989|0.097137,0.0132147
N6527|12575|0.339427,N6526|13003|0.835294,0.00929531
N6146|5976|0.499327,N6147|10844|0.34747,0.0148025
N6479|1709|0.195187,N6478|11673|0.53467,0.00308561
N6491|2774|0.441102,N6490|8100|0.736779,0.0116461
N6479|1709|0.195187,N6480|3655|0.351249,0.00231175
N6313|10847|0.609131,N6311|8517|0.233503,0.00617889
N5953|2361|0.354806,N5950|8720|0.177566,0.0147763
N6565|5453|0.482534,N6560|13889|0.090289,0.0140147
N5953|2361|0.354806,N5951|11843|0.456049,0.0116287
N6565|5453|0.482534,N6564|12179|0.477619,0.00231233
N5953|2361|0.354806,N5954|14176|0.209249,0.0108534
N5953|2361|0.354806,N5952|2043|0.022572,0.00696189
N6386|8873|0.685017,N6387|9703|0.816662,0.0140549
N6386|8873|0.685017,N6385|11096|0.657894,0.010858
N6392|12718|0.597852,N6390|2676|0.759345,0.00851261
N6386|8873|0.685017,N6384|14247|0.991331,0.0124216
N6556|4516|0.527142,N6557|11285|0.069893,0.00463458
N6434|10850|0.951836,N6435|11508|0.374009,0.00463035
N5981|12327|0.999607,N5977|2241|0.02205,0.0100887
N5981|12327|0.999607,N5978|2129|0.101946,0.00852686
N6434|10850|0.951836,N6437|8938|0.234343,0.0140357
N5981|12327|0.999607,N5974|9022|0.854439,0.00929808
N6434|10850|0.951836,N6436|11647|0.081274,0.00774717
N6324|2228|0.793337,N6325|6157|0.821561,0.0132168
N6324|2228|0.793337,N6327|2825|0.215897,0.0108592
N6324|2228|0.793337,N6326|10393|0.894121,0.010087
N6126|8451|0.505023,N6129|8566|0.034151,0.0148029
N6215|9344|0.38348,N6219|7610|0.27777,0.0132356
N6453|1407|0.22322,N6454|12442|0.094437,0.00463034
N6597|7430|0.696244,N6598|5676|0.709781,0.0108792
N6233|3177|0.647069,N6234|14004|0.747082,0.0100813
N6407|8459|0.127079,N6408|3246|0.829392,0.0108662
N6407|8459|0.127079,N6409|7316|0.569318,0.00852697
N6233|3177|0.647069,N6232|14175|0.087096,0.00618442
N6338|12535|0.862806,N6339|11383|0.677016,0.00308446
N6338|12535|0.862806,N6341|9906|0.892836,0.00929568
N6587|6370|0.232794,N6583|7282|0.029936,0.0147886
N6587|6370|0.232794,N6585|2325|0.923915,0.0147699
N6587|6370|0.232794,N6584|14271|0.164823,0.0148
N6587|6370|0.232794,N6586|14566|0.831913,0.0147762
N6560|13889|0.090289,N6561|12995|0.65643,0.0148181
N6318|11635|0.938801,N6315|14369|0.457394,0.0132081
N6318|11635|0.938801,N6316|10317|0.432836,0.0132081
N6560|13889|0.090289,N6564|12179|0.477619,0.013224
N6560|13889|0.090289,N6563|8151|0.760316,0.0148024
N6318|11635|0.938801,N6317|11119|0.79243,0.0140146
N6127|4031|0.595448,N6129|8566|0.034151,0.0077437
N6127|4031|0.595448,N6128|15134|0.675173,0.0100943
N6489|5322|0.498734,N6488|12454|0.22995,0.0148147
N6515|13054|0.95758,N6516|8743|0.35975,0.0116496
N6114|12716|7.6E-5,N6112|5312|0.522171,0.0148143
N6150|15303|0.134167,N6151|4573|0.544131,0
N6114|12716|7.6E-5,N6113|7765|0.707965,0.00617712
N6114|12716|7.6E-5,N6115|14210|0.499469,0.012428
N6362|8169|0.971401,N6365|6053|0.594702,0.00930703
N6234|14004|0.747082,N6237|8286|0.94049,0.0140051
