Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Untreated acute,CN Out-of-care,CN Untreated chronic,CN Treated chronic,CN Susceptible,CN Untreated acute,SN Treated acute,CN Treated acute
0,0,3,422,0,422,1,151,0,151,"[7604, 1978, 1237, 9246, 4281, 14443, 4457, 5626, 12046, 8881, 7449, 3584, 3009, 3766, 3478, 9822, 8753, 1726, 1576, 9085, 13783, 6327, 5939, 15168, 14143, 8196, 9116, 5746, 4513, 9232, 5836, 10989, 13126, 14620, 10163, 1633, 12650, 3322, 5907, 7638, 11572, 13270, 7290, 9253, 7653, 12251, 11844, 7940, 14919, 2878, 3825, 14396, 1474, 5485, 1601, 14432, 13223, 3757, 13734, 6482, 8028, 11553, 11917, 14959, 10754, 14653, 14566, 9886, 14867, 12108, 12178, 13904, 13845, 12782, 9914, 14645, 14765, 12597, 13731, 12812, 12413, 10556, 13380, 15064, 6589, 12635, 2273, 15045, 15056, 13516, 15084, 15061, 5277, 10298, 12285, 14943, 15095, 13439, 13476, 14035, 5918, 13047, 14713, 9767, 12265, 5998, 12697, 12315, 15050, 13115, 14697, 14010, 10577, 14120, 14666, 15042, 12764, 9773, 7862, 8305, 819, 14814, 12854, 14412, 14274, 15090, 13186, 5854, 1206, 12366, 7134, 11121, 11096, 15072, 12238, 13575, 5469, 15016, 11192, 15079, 12326, 10714, 14923, 15097, 11068, 15008, 15059, 13945, 13469, 13101, 14375, 1547, 13467, 13676, 15077, 15022, 13426, 7514, 13911, 14527, 15030, 12790, 9349, 632, 15093, 15083, 11982, 14127, 8671, 15011, 11959, 14967, 8060, 6320, 14523, 13098, 12033, 13449, 9628, 10419, 13372, 11025, 15078, 12935, 12085, 11283, 14806, 12577, 1890, 15081, 14706, 10545, 14293, 14964, 11183, 14072, 15037, 8850, 11541, 14766, 11599, 15088, 15051, 8876, 14342, 13996, 14720, 13474, 9189, 3924, 10125, 12955, 15076, 15031, 11467, 15094, 14247, 10576, 14577, 14575, 15018, 3814, 12468, 14371, 5209, 15062, 13337, 12621, 4486, 13332, 15006, 15091, 14993, 13462, 8812, 13764, 14482, 14029, 2829, 13161, 13897, 8791, 11745, 15040, 11189, 14533, 15082, 13022, 14055, 14972, 12170, 5079, 15029, 13657, 13939, 12044, 13994, 15098, 4945, 15053, 11332, 7724, 11994, 4082, 8274, 13947, 15047, 12626, 13249, 13738, 11727, 14177, 14990, 15068, 14659, 9404, 13717, 4891, 11024, 14225, 10467, 13625, 13642, 13941, 7906, 14887, 12908, 14717, 15070, 13810, 14507, 10320, 14688, 11233, 1874, 12243, 9640, 15089, 7211, 6501, 14531, 14640, 11021, 6101, 14025, 7351, 13392, 13649, 11880, 9980, 7486, 13353, 12757, 4196, 13978, 1244, 14152, 14605, 15152, 14664, 11079, 14023, 2846, 14519, 11117, 8611, 15075, 14185, 13193, 6690, 5185, 9712, 13752, 14982, 10735, 14859, 15009, 14675, 11554, 14415, 14870, 14178, 11390, 6385, 14892, 13121, 11359, 14794, 12797, 14944, 13009, 12149, 12802, 7172, 12729, 12875, 14957, 10202, 13975, 10994, 13578, 15054, 14408, 13852, 11991, 14506, 14701, 15043, 13726, 14074, 13179, 10620, 12688, 6199, 14740, 13518, 14768, 15074, 8695, 1022, 14966, 15099, 12349, 12796, 12585, 13624, 3931, 4666, 15058, 15035, 10283, 13492, 12840, 11627, 10937, 14312, 7060, 13938, 14979, 14907, 11650, 10327, 6612, 11494, 13502, 14975, 13147, 8252, 13265, 13544, 14353, 11615, 14844, 12540, 11538, 13779, 11728, 8854, 14648, 687, 9995, 14139, 10862, 11413, 13715, 15055, 15033, 9944, 3797, 14331, 14609, 14693, 14783, 13667, 14458, 14955, 12296, 12562, 98, 10414, 14785, 14834, 13376, 10832, 7874, 14329, 13888, 164, 13209, 3862, 9880, 6396, 12291, 12041, 14004, 10679, 14221, 14647, 3749, 15049, 14812, 14779, 14522, 11709, 14079, 14039, 12944, 14802, 14401, 14539, 1947, 14882, 14679, 11979, 14797, 13619, 11990, 14692, 7737, 13373, 14488, 14215, 5863, 12848, 12847, 14242, 14869, 14200, 8191, 13635, 13831, 12284, 14698, 11378, 11607, 10881, 14878, 14163, 14229, 3762, 9110, 13381, 14551, 13706, 14696, 15057, 13819, 8045, 13899, 14686, 11694, 14909, 10360, 15080, 15026, 13037, 11057, 13389, 14973, 14467, 14478, 13825, 15039, 6939, 13735, 10851, 14960, 14454, 14736, 14739, 6094, 14462, 14543, 14742, 14988, 14825, 14954, 14189, 13686, 14032, 14761, 13506, 11104, 11562, 15027, 14906, 13709, 14932, 14958, 12127, 10531, 13060, 14014, 8280, 13423, 15001, 12092, 14853, 15073, 14411, 14485, 13615, 6247, 13083, 15239, 12313, 13543, 14754, 14941, 12568, 14831, 14663, 10331, 12555, 13515, 10144, 14879, 13957, 15069, 13120, 14637, 14154, 15066, 14978, 12246, 14974, 11867, 15067, 14545, 11806, 13771, 14066, 10161, 14725, 14803, 11295, 5244, 8238, 14439, 15013]","[14434, 13539, 3246, 5336, 3144, 8438, 6450, 6851, 1493, 9453, 6075, 12751, 12709, 13215, 13527, 11763, 4762, 8764, 12138, 3655, 3170, 12959, 6284, 905, 3158, 10316, 14302, 15319, 4450, 11980, 9984, 1172, 8096, 9439, 4427, 11570, 7831, 4939, 6360, 1816, 11680, 10634, 392, 799, 12856, 5103, 2097, 7976, 11154, 5517, 6630, 7338, 6714, 14535, 5992, 1068, 7017, 9096, 12590, 14339, 9021, 13699, 14199, 14348, 15022, 12581, 13805, 11731, 9668, 14896, 14699, 10697, 12657, 14173, 10376, 5104, 14904, 8080, 14137, 1517, 7963, 8987, 5228, 14601, 8369, 13792, 10521, 4209, 14401]",274,74,320,143,79,47,2,31,19,18,15,1,0,0
