ID1,ID2,Distance
N6208|10025|0.730488,N6209|12883|0.515022,0.0135251
N6539|12918|0.644625,N6538|13100|0.459874,0.00633246
N6070|6696|0.797447,N6069|6865|0.361002,0.0135108
N6435|13882|0.928839,N6434|4035|0.202949,0.0103073
N6432|9052|0.476303,N6433|5895|0.004005,0.014309
N5889|9613|0.316621,N5888|4734|0.786403,0.00552071
N6371|14659|0.890567,N6370|3479|0.777153,0.00710834
N6371|14659|0.890567,N6367|3042|0.437133,0.0142991
N5902|9260|0.822999,N5901|14838|0.041652,0.011888
N6370|3479|0.777153,N6367|3042|0.437133,0.0127149
N6513|10440|0.679283,N6512|12897|0.984957,0.00633237
N5998|1721|0.85978,N6000|8390|0.430313,0.0143763
N5927|12068|0.440922,N5926|9992|0.85648,0.00236328
N5886|12205|0.715195,N5885|10532|0.213743,0.00711522
N5886|12205|0.715195,N5884|14748|0.071917,0.0118953
N6246|4743|0.31956,N6245|5770|0.550322,0.0102992
N6360|6618|0.961113,N6361|4424|0.103637,0.00236269
N6076|6538|0.722293,N6078|1995|0.979731,0.0103044
N6076|6538|0.722293,N6079|10400|0.415105,0.00473391
N6076|6538|0.722293,N6077|14047|0.746397,0.00790379
N6260|13274|0.077908,N6261|4961|0.992486,0.0119115
N6174|13533|0.010419,N6175|13968|0.794746,0.00393825
N6090|2239|0.141951,N6091|3698|0.461878,0.00394377
N6540|4029|0.690627,N6539|12918|0.644625,0.00315407
N6540|4029|0.690627,N6538|13100|0.459874,0.00792435
N5924|8383|0.443745,N5923|6370|0.932321,0.0127433
N6322|4752|0.090131,N6323|14849|0.843915,0.0127462
N6322|4752|0.090131,N6321|6806|0.328891,0.00157362
N6329|7923|0.328131,N6328|2191|0.947661,0.00710584
N6345|10887|0.92314,N6346|5494|0.027712,0.0119088
N6315|11116|0.525309,N6312|3488|0.089363,0.0135247
N6315|11116|0.525309,N6314|10313|0.980416,0.0127052
N5977|9809|0.477088,N5979|8852|0.93845,0.00710941
N6030|14928|0.093034,N6031|9678|0.139514,0.00791923
N6030|14928|0.093034,N6032|3996|0.824009,0.00632511
N6415|5675|0.193435,N6413|6391|0.972282,0.0143086
N6364|3916|0.275903,N6363|11903|0.162537,0.00870555
N6364|3916|0.275903,N6362|11024|0.098977,0.0103284
N6385|8423|0.600606,N6387|4288|0.456422,0.00951039
N6385|8423|0.600606,N6388|4260|0.485445,0.0127235
N5937|15145|0.514306,N5938|13135|0.611837,0.0095247
N5917|4672|0.495758,N5916|1618|0.575693,0.000786714
N5920|10698|0.924081,N5919|8817|0.234739,0.00394255
N6280|11455|0.034031,N6279|2253|0.042901,0.0103122
N6031|9678|0.139514,N6032|3996|0.824009,0.00473614
N6097|10429|0.067968,N6095|9876|0.052818,0.012718
N5988|9709|0.903387,N5989|12357|0.42308,0.00157359
N6320|6768|0.030097,N6319|12860|0.718048,0.0127163
N5988|9709|0.903387,N5987|6397|0.396829,0.0134924
N6122|4788|0.050033,N6123|10262|0.069518,0.00236269
N6501|1826|0.792592,N6499|4494|0.530919,0.0111022
N6501|1826|0.792592,N6500|3626|0.62167,0.0143024
N6501|1826|0.792592,N6502|7539|0.640683,0.0143163
N6250|11268|0.879221,N6252|11692|0.271316,0.0127335
N6250|11268|0.879221,N6251|3512|0.075217,0.00712067
N5955|7959|0.612782,N5956|8026|0.963276,0.00633214
N5955|7959|0.612782,N5952|4703|0.865585,0.0135184
N5955|7959|0.612782,N5954|5920|0.0863,0.00950486
N6064|3670|0.731809,N6065|2745|0.902265,0.000786909
N6180|11994|0.430579,N6181|7088|0.242527,0.00950261
N6460|12911|0.146994,N6459|14649|0.153012,0.00315055
N5999|6274|0.894746,N5997|12665|0.330954,0.0119205
N5999|6274|0.894746,N5998|1721|0.85978,0.0103052
N5999|6274|0.894746,N6000|8390|0.430313,0.0103446
N6138|8835|0.067929,N6139|15257|0.473236,0.0134966
N6499|4494|0.530919,N6500|3626|0.62167,0.0110946
N6499|4494|0.530919,N6502|7539|0.640683,0.0111124
N6446|12215|0.70511,N6447|11821|0.581769,0.011111
N6312|3488|0.089363,N6314|10313|0.980416,0.0127257
N6388|4260|0.485445,N6386|4368|0.736225,0.0119107
N6231|10383|0.107791,N6234|7091|0.495828,0.00869456
N6231|10383|0.107791,N6233|1934|0.362442,0.00632842
N6231|10383|0.107791,N6232|5389|0.960651,0.00236088
N5959|12050|0.507298,N5960|1870|0.150841,0.00632383
