SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled
127,77604,13,77604,3,760,6,760,501,97
78,74004,16,74004,2,833,2,833,503,101
64,52532,3,52532,2,807,3,807,505,79
145,79427,19,79427,3,814,3,814,502,94
59,49449,4,49449,0,811,4,811,501,88
107,76421,9,76421,4,787,1,787,501,95
161,122897,21,122897,3,803,2,803,502,94
39,36937,4,36937,1,815,4,815,505,99
44,44736,10,44736,2,774,1,774,500,83
287,234734,39,234734,2,840,3,840,502,94
151,102810,27,102810,2,818,3,818,500,108
37,35482,3,35482,4,804,4,804,505,92
89,41248,13,41248,3,849,4,849,504,96
254,231450,35,231450,5,812,3,812,502,89
78,84507,14,84507,3,839,3,839,503,90
57,47996,10,47996,4,821,4,821,500,105
150,127754,15,127754,1,857,2,857,501,90
107,76213,5,76213,5,790,2,790,501,88
63,58933,11,58933,4,853,2,853,501,87
131,86600,5,86600,4,856,1,856,504,79
226,230746,33,230746,5,786,2,786,501,92
145,110251,17,110251,3,815,3,815,500,86
224,208702,33,208702,2,844,5,844,501,95
60,61423,10,61423,3,809,1,809,503,90
55,55836,16,55836,0,866,4,866,504,90
297,194270,24,194270,1,833,1,833,500,83
228,135360,23,135360,3,814,6,814,504,91
45,31385,12,31385,5,787,7,787,500,102
49,33349,5,33349,3,794,5,794,504,106
339,152491,47,152491,1,796,2,796,501,79
80,70133,15,70133,6,846,5,846,500,101
67,45526,6,45526,2,754,2,754,500,84
30,49889,10,49889,3,813,5,813,503,94
83,59880,16,59880,3,774,7,774,504,112
196,140920,15,140920,5,863,4,863,505,90
85,50511,8,50511,4,852,3,852,505,91
174,118461,18,118461,2,821,2,821,504,88
109,76444,4,76444,1,837,4,837,504,96
65,51483,11,51483,1,835,7,835,501,97
131,118095,7,118095,1,793,1,793,500,90
179,122438,14,122438,4,764,4,764,503,87
25,23452,3,23452,4,717,1,717,501,84
167,159347,17,159347,2,804,6,804,500,103
194,149580,10,149580,1,807,5,807,500,93
144,135468,14,135468,4,815,2,815,502,87
61,58853,18,58853,2,842,5,842,500,94
86,50214,7,50214,2,768,5,768,500,95
133,95406,11,95406,4,800,2,800,502,91
121,62121,11,62121,2,842,2,842,504,94
191,107215,15,107215,1,772,4,772,500,96
100,82151,14,82151,4,767,4,767,500,98
210,157785,24,157785,3,828,5,828,504,101
1182,725812,60,725812,2,830,3,830,500,91
85,65951,12,65951,5,794,3,794,503,84
205,209286,36,209286,4,805,0,805,505,89
