SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled
264,136529,9,136529,5,845,2,845,639,59
168,92893,7,92893,4,819,0,819,672,53
253,152615,10,152615,9,818,4,818,666,65
3840,111392,4,111392,72,788,1,788,2699,52
649,167559,3,167559,7,811,2,811,801,57
320,185757,13,185757,8,824,0,824,663,57
188,73027,2,73027,7,860,2,860,692,61
112,36142,1,36142,7,824,3,824,799,53
614,243479,13,243479,6,730,2,730,725,75
156,66903,7,66903,6,774,0,774,706,57
746,223149,12,223149,4,842,1,842,724,57
4124,131691,6,131691,67,805,3,805,2606,57
3927,119066,7,119066,56,829,5,829,2393,70
135,48776,4,48776,5,830,3,830,675,57
168,69283,4,69283,5,853,6,853,750,58
2076,57387,3,57387,62,802,1,802,2731,57
85,41705,3,41705,9,785,2,785,675,69
2436,65363,5,65363,67,829,3,829,2717,59
123,62231,6,62231,4,771,2,771,653,60
3583,94674,2,94674,100,794,2,794,2740,65
141,67702,2,67702,5,760,3,760,699,62
2833,78658,7,78658,61,795,2,795,2625,59
1771,48549,3,48549,70,819,2,819,2665,66
2212,70314,6,70314,65,744,0,744,2547,62
2436,61370,4,61370,75,812,3,812,2678,60
231,83302,4,83302,4,763,1,763,723,59
1103,36034,2,36034,76,847,3,847,2532,56
332,131812,3,131812,5,832,2,832,654,57
117,47038,2,47038,5,786,3,786,690,61
136,43100,2,43100,4,807,1,807,764,62
915,381575,12,381575,7,795,1,795,649,57
211,76579,1,76579,6,805,4,805,667,64
273,102372,5,102372,12,829,4,829,805,65
442,131288,8,131288,4,824,2,824,704,64
3566,102676,10,102676,60,785,1,785,2454,73
269,131002,9,131002,7,759,2,759,706,66
193,90733,3,90733,6,795,0,795,650,57
3125,86424,0,86424,65,766,0,766,2671,57
2082,79534,3,79534,53,777,5,777,2238,68
4709,111370,4,111370,69,815,2,815,2696,56
106,40844,3,40844,7,798,1,798,767,56
262,91165,5,91165,9,778,3,778,702,62
2871,84821,4,84821,59,828,4,828,2689,63
864,334609,21,334609,7,749,2,749,780,62
89,38525,1,38525,8,825,2,825,674,66
2009,76628,9,76628,61,818,6,818,2378,66
2685,69479,3,69479,70,807,2,807,2814,58
207,75906,3,75906,5,830,0,830,756,50
1216,39657,1,39657,65,805,2,805,2592,67
2277,57117,3,57117,72,830,3,830,2765,72
228,102016,5,102016,8,828,1,828,656,55
303,89952,5,89952,5,831,2,831,671,58
115,50907,0,50907,5,817,4,817,687,53
5045,196837,13,196837,44,814,2,814,2237,62
165,65136,6,65136,3,799,3,799,726,71
434,219340,12,219340,3,805,2,805,663,63
2356,75691,4,75691,56,852,1,852,2291,52
7599,213398,16,213398,74,830,1,830,2553,54
4500,113120,7,113120,79,868,1,868,2770,56
154,87826,2,87826,3,809,1,809,663,57
244,100208,11,100208,3,755,2,755,705,52
186,77075,2,77075,5,779,1,779,698,56
73,35195,4,35195,8,835,1,835,669,56
