Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,CN Treated chronic,CN Out-of-care,CN Susceptible,CN Untreated chronic,CN Untreated acute,SN Untreated acute,SN Treated acute,CN Treated acute
0,0,1,379,0,379,3,154,1,154,"[12693, 1473, 2254, 12450, 10981, 9108, 8901, 4623, 4269, 4549, 9855, 5167, 6314, 6039, 9051, 4671, 3028, 14944, 10614, 6641, 7202, 13655, 7742, 12263, 13982, 14062, 12471, 2571, 10948, 10797, 4968, 8841, 15372, 2419, 3297, 1361, 11334, 1843, 3272, 3498, 2438, 7564, 12455, 2794, 12410, 14166, 3436, 9387, 12455, 7453, 9024, 14119, 3341, 438, 7178, 1204, 12820, 2082, 2444, 4479, 11859, 11934, 10048, 12549, 3383, 11853, 3110, 15077, 14851, 13309, 8527, 13453, 13623, 15098, 6194, 10095, 14150, 12083, 15048, 13986, 5683, 14953, 14719, 14071, 14472, 9035, 15345, 11432, 8580, 15066, 7606, 13087, 1837, 15090, 13517, 1162, 15073, 9595, 11798, 13598, 14869, 13910, 13768, 5893, 14107, 4348, 13388, 12045, 8019, 11854, 14684, 14951, 10468, 13879, 13405, 14780, 13901, 14499, 5381, 12211, 12580, 14858, 11316, 13857, 11872, 14969, 14215, 14998, 13402, 14604, 13465, 14176, 14561, 13798, 14717, 14455, 15097, 7577, 14656, 11476, 15089, 14976, 9078, 14942, 14550, 9749, 13556, 2044, 1713, 15010, 13329, 13894, 9630, 13860, 14967, 15037, 13216, 15006, 15101, 2992, 14971, 1566, 11362, 13355, 14980, 14975, 14625, 14947, 14723, 4765, 12921, 2561, 14606, 13024, 12264, 15020, 10062, 9423, 15029, 10602, 5233, 9726, 14457, 14628, 8498, 15091, 13943, 9893, 14485, 11086, 15045, 13576, 11584, 14910, 14608, 2152, 14768, 14509, 8504, 6775, 11959, 11763, 14612, 14554, 13167, 15068, 9720, 13653, 14906, 14632, 12421, 14885, 11299, 13696, 13684, 14960, 13285, 11835, 12676, 7743, 14807, 14287, 13094, 12298, 4881, 5661, 14173, 10876, 12722, 11529, 15021, 12589, 11326, 15059, 13751, 15076, 15026, 12516, 8362, 12395, 8627, 14789, 13841, 11849, 15096, 14860, 13323, 15081, 14011, 5959, 14646, 3266, 14441, 15065, 11667, 4632, 14617, 11020, 12194, 14473, 14314, 8978, 3713, 10804, 14098, 14893, 14697, 12748, 11234, 14750, 8033, 14698, 13237, 8339, 10099, 13124, 11680, 14578, 10357, 12858, 6180, 14986, 14012, 15078, 15032, 13276, 14200, 14418, 13568, 11210, 5412, 14569, 14272, 14769, 14001, 14084, 14149, 15095, 15005, 11751, 15062, 14955, 14940, 14135, 13506, 13808, 10020, 14695, 15034, 9931, 9460, 13636, 14814, 11054, 14987, 6964, 8486, 14602, 13614, 10494, 12205, 13523, 14974, 14371, 14331, 14359, 12498, 14629, 13484, 13911, 13570, 8719, 15046, 10906, 14270, 10904, 14977, 14182, 14363, 14738, 13048, 13409, 14703, 1184, 14710, 14965, 13800, 11912, 6349, 14847, 2381, 14936, 11634, 13468, 2568, 13334, 14937, 14462, 10642, 8464, 13773, 13974, 14283, 13959, 14898, 14006, 15014, 9767, 6252, 11813, 14727, 15070, 14152, 14420, 10555, 14913, 12588, 12478, 2903, 6505, 15094, 14813, 13640, 13300, 8866, 15057, 10688, 14016, 7112, 12468, 9141, 13761, 14838, 8614, 2186, 14615, 8403, 7911, 14212, 14476, 15085, 13728, 9291, 6988, 14158, 15033, 8633, 13337, 15099, 3654, 14990, 762, 11521, 8144, 14763, 8657, 14610, 5774, 20, 13542, 15036, 8671, 12535, 1945, 13225, 14487, 8243, 14696, 14982, 14250, 14927, 13829, 15075, 9827, 12919, 14666, 14959, 13092, 14901, 15093, 13977, 12756, 11601, 7317, 13775, 14931, 4116, 15086, 14274, 2221, 12172, 12502, 12892, 13828, 3292, 14707, 13463, 12229, 8700, 4322, 12495, 6657, 11663, 3133, 7163, 13146, 13840, 11858, 12166, 14443, 9946, 13782, 13731, 10240, 12978, 14105, 14882, 8687, 12533, 15004, 12543, 13310, 14663, 10224, 13686, 15050, 15058, 15051, 5146, 13501, 9227, 14765, 7967, 15082, 14879, 14812, 14993, 1685, 4054, 14501, 13871, 14014, 14174, 15072, 11767, 13156, 1957, 14466, 13743, 12372, 15016, 13304, 14718, 14721, 11125, 11722, 7873, 8048, 14584, 12396, 11741, 14939, 10182, 14693, 14033, 8979, 14352, 14887, 12950, 14921, 14837, 12816, 14864, 14900, 14535, 13319, 13604, 14313, 14853, 9887, 7773, 5076, 9972, 6754, 1648, 13740, 11894, 13984, 14771, 10421, 9578, 6248, 13109, 14514, 11105, 15054, 14957, 5737, 14830, 9228, 13784, 14598, 15092, 14109, 9398, 10278, 14619, 14880, 11738, 13947, 13436, 12191, 1056, 14740, 14557, 13785, 4554, 10719, 14164, 12844, 13981, 14094, 13789, 10516, 12243, 7879, 14639, 5921, 12032, 7237, 14124, 261, 11972, 4434, 7545, 13211, 3708, 13993, 14099, 10114, 10613]","[13558, 3272, 7879, 5130, 14774, 8332, 4959, 12076, 14912, 6085, 15323, 11436, 4461, 12416, 9150, 7498, 3510, 4938, 8839, 3967, 8966, 5221, 4399, 14773, 3122, 7222, 14727, 9439, 12017, 1871, 15043, 6565, 435, 14446, 14479, 10209, 14928, 12636, 9027, 2432, 15155, 15309, 12423, 10668, 10960, 561, 5970, 6186, 1636, 93, 960, 7196, 2278, 2744, 11854, 282, 7692, 14890, 478, 6344, 8223, 2313, 14332, 3377, 12075, 10638, 2881, 7830, 9771, 6987, 11560, 4437, 12092, 14404, 11424, 15271, 9873, 7880, 7297, 11259, 9301, 13611, 14917, 5909, 2148, 14753, 9218, 10698, 9959, 13302]",290,71,307,129,104,51,27,23,19,14,1,0,0,0
