SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled
126,77604,9,77604,3,760,2,760,602,86
153,74004,13,74004,5,833,4,833,602,100
108,52532,4,52532,3,807,0,807,602,84
139,79427,7,79427,5,814,1,814,604,96
108,49449,9,49449,0,811,3,811,603,90
128,76421,8,76421,5,787,3,787,602,86
215,122897,11,122897,6,803,3,803,601,94
45,36937,9,36937,2,815,4,815,603,109
81,44736,3,44736,4,774,6,774,603,100
384,234734,16,234734,3,840,5,840,601,94
254,102810,16,102810,3,818,4,818,605,99
42,35482,8,35482,3,804,2,804,600,93
77,41248,10,41248,0,849,3,849,601,100
347,231450,18,231450,5,812,4,812,600,94
152,84507,4,84507,3,839,3,839,600,93
96,47996,9,47996,11,821,2,821,600,89
242,127754,20,127754,5,857,7,857,600,100
146,76213,23,76213,7,790,8,790,602,103
100,58933,8,58933,7,853,2,853,600,85
96,86600,13,86600,4,856,3,856,602,96
671,230746,68,230746,10,786,4,786,603,99
232,110251,21,110251,4,815,5,815,601,98
348,208702,25,208702,6,844,4,844,600,94
93,61423,6,61423,2,809,4,809,603,88
91,55836,11,55836,7,866,3,866,605,95
465,194270,11,194270,4,833,3,833,600,88
290,135360,23,135360,4,814,2,814,605,83
73,31385,4,31385,3,787,6,787,602,86
39,33349,4,33349,4,794,0,794,602,81
263,152491,13,152491,6,796,5,796,604,83
82,70133,8,70133,8,846,5,846,600,91
99,45526,9,45526,3,754,2,754,603,84
54,49889,8,49889,1,813,6,813,605,91
138,59880,7,59880,4,774,1,774,601,88
284,140920,30,140920,6,863,3,863,602,95
93,50511,9,50511,2,852,5,852,600,87
173,118461,31,118461,5,821,9,821,604,102
147,76444,8,76444,6,837,6,837,604,99
115,51483,6,51483,3,835,6,835,601,93
275,118095,15,118095,5,793,5,793,600,93
239,122438,23,122438,2,764,3,764,601,96
31,23452,1,23452,5,717,3,717,603,93
290,159347,13,159347,2,804,6,804,600,93
298,149580,15,149580,7,807,4,807,605,84
241,135468,14,135468,4,815,7,815,605,105
161,58853,12,58853,5,842,8,842,605,95
115,50214,12,50214,5,768,3,768,602,108
178,95406,21,95406,4,800,6,800,601,96
107,62121,14,62121,7,842,5,842,601,94
303,107215,14,107215,4,772,5,772,602,96
154,82151,5,82151,3,767,4,767,600,92
285,157785,31,157785,9,828,6,828,600,98
1577,725812,99,725812,2,830,4,830,602,91
145,65951,12,65951,5,794,5,794,601,98
388,209286,22,209286,4,805,1,805,602,86
98,62463,2,62463,1,856,5,856,600,95
154,83579,8,83579,4,836,1,836,603,85
85,29836,2,29836,3,799,2,799,601,90
159,80820,5,80820,2,802,4,802,604,83
213,107634,8,107634,6,860,6,860,600,102
267,178202,33,178202,5,777,3,777,600,91
56,28821,4,28821,4,844,5,844,600,94
