SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN seed,CN seed,SN HIV+,CN HIV+,SN Out-of-care,CN Out-of-care,SN Susceptible,CN Susceptible,SN Treated acute,CN Treated acute,SN Treated chronic,CN Treated chronic,SN Untreated acute,CN Untreated acute,SN Untreated chronic,CN Untreated chronic,SN HIV+ Isolated,CN HIV+ Isolated
6,1233,7,1233,4,416,7,416,"[2157, 14608, 9783, 10876, 10314, 13916, 7657, 8836, 9350, 8314, 10447, 6374, 11496, 13379, 10122, 3306, 6463, 10356, 11597, 14335, 7196, 7433, 8153, 10258, 13335, 13994, 12637, 7787, 5878, 15002, 4606, 2564, 9518, 6609, 10465, 10553, 4331, 14505, 14959, 7044, 9074, 11130, 14228, 6408, 3110, 6703, 13032, 9793, 3103, 1257, 13834, 11606, 8836, 9623, 13811, 11830, 307, 10979, 4457, 6689, 11298, 1409, 15009, 11921, 15062, 14749, 14992, 13153, 3875, 14208, 15057, 15071, 14695, 15049, 15052, 10776, 10383, 14246, 12538, 8548, 10961, 14973, 12979, 9985, 14047, 11599, 15099, 14303, 14020, 4397, 14341, 270, 12450, 12583, 14994, 15054, 14961, 14950, 15061, 2784, 13484, 14799, 8864, 13393, 14604, 13117, 14998, 14676, 15090, 10890, 14095, 15043, 14751, 14305, 14876, 12687, 7426, 14673, 5211, 12269, 15035, 14882, 14028, 14343, 15079, 11979, 7618, 14949, 14585, 14150, 14679, 765, 9636, 14533, 14476, 11960, 14830, 12964, 15082, 11751, 13227, 9364, 14972, 11114, 15072, 14943, 14318, 14982, 12259, 4624, 14607, 13500, 14342, 15067, 10579, 13452, 13302, 14253, 14856, 12885, 12484, 15003, 15073, 14975, 14569, 15075, 3424, 14960, 14863, 11944, 10671, 14282, 11818, 6425, 14015, 2813, 10489, 4352, 13563, 14445, 13173, 15042, 13176, 14910, 11474, 12712, 15065, 12896, 15078, 15096, 15088, 13205, 14057, 15036, 14433, 14872, 15080, 12308, 8910, 15101, 14532, 14651, 9213, 10705, 14802, 11152, 14977, 14933, 12684, 15098, 14699, 10945, 14322, 12335, 12002, 4141, 14512, 13409, 14241, 14880, 8815, 13480, 13881, 14023, 3278, 14780, 13810, 12416, 14883, 12060, 14902, 13175, 7327, 15087, 6227, 14481, 15100, 9511, 14279, 15019, 13407, 11684, 15084, 13166, 14712, 10451, 5005, 15064, 13646, 15056, 2104, 6907, 13686, 15076, 5019, 14226, 10806, 13533, 9008, 11445, 13516, 12236, 15068, 5359, 3289, 2633, 14262, 14739, 8031, 11378, 10761, 14786, 13510, 13919, 12614, 12676, 14892, 12587, 7823, 9877, 14346, 7790, 13428, 12580, 15055, 13791, 13300, 14486, 12427, 10975, 5863, 10810, 14956, 13141, 14472, 4199, 14482, 15051, 7564, 10980, 13372, 9479, 13003, 4147, 14579, 14589, 11366, 14632, 14174, 2956, 14874, 12154, 13110, 14175, 15038, 14769, 14848, 12384, 14796, 14428, 13888, 15060, 9242, 7094, 10860, 13116, 13286, 13030, 12517, 14920, 14733, 15077, 12453, 13217, 10668, 7585, 9463, 14823, 14747, 12242, 9619, 14397, 13757, 14766, 13855, 12435, 5069, 11677, 14363, 14715, 7832, 8928, 13239, 12781, 13327, 7629, 15010, 9940, 5536, 12707, 14671, 14774, 13779, 11549, 7361, 15000, 12842, 15093, 12607, 14377, 13749, 14218, 9760, 14702, 14029, 14441, 2326, 14815, 13911, 14708, 7736, 9225, 14177, 13478, 14159, 12054, 13598, 13699, 9885, 14553, 14108, 14643, 12711, 4225, 13734, 9299, 14049, 14964, 2691, 14846, 11567, 14787, 7138, 9117, 15015, 14602, 14665, 10458, 8223, 14740, 13467, 12602, 9861, 12065, 10100, 14719, 8509, 11294, 15032, 10931, 9681, 12421, 3373, 11058, 14770, 13241, 14968, 4764, 7160, 15046, 14934, 7974, 11675, 13991, 13702, 8179, 14027, 6740, 15081, 14742, 11444, 14656, 14467, 14252, 13108, 14916, 1616, 9754, 12180, 10893, 12494, 15095, 14591, 10851, 14985, 14330, 12865, 14662, 15063, 14369, 15004, 13591, 14706, 15058, 14269, 14489, 8816, 14573, 11690, 12824, 540, 13931, 15086, 13497, 8024, 1524, 15048, 15091, 13492, 14980, 10472, 9878, 3233, 4173, 9512, 12735, 9911, 11331, 4655, 14403, 12753, 5370, 11926, 15044, 8291, 13945, 14609, 1638, 14388, 12537, 7701, 1773, 14009, 13906, 13004, 10154, 13328, 12629, 4371, 10372, 13162, 15024, 15097, 5255, 6969, 14384, 15074, 13479, 14771, 15031, 4580, 13154, 11791, 9517, 6622, 14515, 12983, 13712, 9784, 14824, 14685, 12385, 10306, 15059, 13344, 11648, 11026, 15041, 14221, 13992, 7499, 14458, 11702, 11731, 13419, 14711, 14066, 14065, 12062, 12738, 14151, 14621, 8856, 13824, 12089, 15007, 9998, 15029, 15028, 14014, 9243, 12576, 13921, 12572, 12341, 15020, 13600, 8108, 14618, 9426, 12925, 11947, 5708, 13785, 12939, 11161, 14071, 13087, 14878, 13555, 10404, 14082, 13807, 8130, 14549, 13939, 11628, 13234, 13746, 11889, 14135, 11182, 11484, 13675, 11051, 3362, 12462, 14852, 14689, 6919, 4851, 11482, 11175, 11584]","[10717, 6703, 9690, 1970, 5580, 11733, 12354, 1708, 3971, 3628, 10529, 9924, 7542, 15246, 9084, 13947, 14661, 7751, 13518, 11343, 13791, 3306, 5051, 7544, 11908, 1842, 10610, 11326, 2219, 10554, 13633, 8289, 11854, 6893, 1560, 1921, 4052, 11748, 7786, 13858, 8015, 15213, 8173, 10105, 10084, 9991, 6966, 7506, 6243, 11169, 7843, 6128, 12948, 10816, 5037, 11026, 10931, 7893, 901, 5235, 6374, 5594, 14656, 13790, 11681, 4577, 12589, 13220, 13642, 9727, 12128, 14715, 2693, 8195, 10420, 5021, 3611, 1704, 4595, 2306, 3817, 13529, 10387, 8110, 14270]","[2157, 14608, 9783, 10876, 10314, 13916, 7657, 8836, 9350, 8314, 10447, 6374, 11496, 13379, 10122, 3306, 6463, 10356, 11597, 14335, 7196, 7433, 8153, 10258, 13335, 13994, 12637, 7787, 5878, 15002, 4606, 2564, 9518, 6609, 10465, 10553, 4331, 14505, 14959, 7044, 9074, 11130, 14228, 6408, 3110, 6703, 13032, 9793, 3103, 1257, 13834, 11606, 8836, 9623, 13811, 11830, 307, 10979, 4457, 6689, 11298, 1409]","[10717, 6703, 9690, 1970, 5580, 11733, 12354, 1708, 3971, 3628, 10529, 9924, 7542, 15246, 9084, 13947, 14661, 7751, 13518, 11343, 13791, 3306, 5051, 7544, 11908, 1842, 10610, 11326, 2219, 10554, 13633, 8289, 11854, 6893, 1560, 1921, 4052, 11748, 7786, 13858, 8015, 15213, 8173, 10105, 10084, 9991, 6966, 7506, 6243, 11169, 7843, 6128, 12948, 10816, 5037, 11026, 10931, 7893, 901, 5235, 6374, 5594]",76,8,42.0,6.0,463.0,15.0,0.0,0.0,21.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0
18,1409,7,1409,9,389,6,389,"[13805, 14154, 6186, 103, 7256, 3206, 11345, 4673, 1886, 8194, 7368, 9785, 6283, 2068, 3460, 1648, 3387, 5562, 8450, 4846, 3264, 1826, 5270, 13463, 15335, 15332, 13468, 15201, 2157, 13800, 14350, 10421, 4727, 4673, 5050, 11157, 3635, 13863, 7393, 1568, 7860, 11207, 517, 13524, 14177, 10154, 6058, 9499, 12331, 12169, 12227, 8220, 7465, 14465, 6466, 7024, 9361, 12750, 12130, 6368, 14341, 8641, 14744, 10469, 9502, 14960, 15061, 14135, 15027, 2046, 9704, 5835, 14932, 12151, 6921, 10110, 9635, 10364, 5556, 14784, 13092, 12994, 15085, 7617, 13552, 14027, 12455, 5716, 3085, 12321, 12207, 7367, 13537, 14959, 11836, 12765, 4648, 14400, 8674, 13346, 14998, 13579, 15004, 14941, 14197, 14695, 14307, 14556, 3216, 13901, 13711, 14115, 15094, 14106, 14618, 14940, 14229, 14272, 13871, 14950, 7194, 11529, 2967, 13932, 12586, 14785, 13620, 13762, 14375, 5952, 6677, 14809, 13095, 13332, 14833, 11414, 14493, 14139, 14928, 14268, 14792, 12121, 14707, 14370, 3577, 14016, 15064, 15014, 14550, 14107, 14634, 1602, 12593, 13926, 7092, 14708, 14454, 11441, 14877, 14269, 9536, 10352, 10777, 14971, 10869, 6727, 15068, 11592, 14949, 3896, 13488, 14872, 14931, 7536, 11651, 11495, 15076, 14758, 5266, 14992, 12699, 13678, 12223, 14975, 4546, 8136, 14205, 9411, 15088, 11125, 13150, 14739, 13731, 14504, 10440, 13532, 15093, 14589, 13876, 13300, 13414, 14845, 9479, 13817, 14860, 14996, 14630, 14274, 15073, 9806, 15069, 10063, 15083, 9249, 15096, 13929, 14559, 8098, 14387, 7988, 12097, 14284, 14397, 11569, 13742, 13864, 13978, 14745, 14977, 13829, 14970, 14218, 14742, 9725, 11488, 13605, 14675, 14122, 15092, 12472, 12478, 7962, 9961, 14901, 14647, 13598, 15020, 9722, 7130, 14561, 12669, 13310, 14945, 14409, 10060, 13779, 15095, 2961, 11287, 12573, 5649, 14594, 12259, 14868, 14308, 2959, 14730, 9974, 15090, 11497, 14250, 14964, 11729, 9551, 14293, 6608, 14524, 11492, 15025, 3690, 8891, 14566, 6779, 14749, 14885, 11081, 13334, 12954, 13873, 14549, 14874, 233, 14823, 14159, 13321, 12055, 14958, 14168, 14023, 9907, 13363, 14600, 14681, 12960, 14926, 6578, 15045, 14660, 7796, 14918, 10372, 15024, 3291, 14188, 13074, 11839, 15053, 12997, 13317, 4553, 12775, 14948, 10097, 14089, 14003, 12038, 10173, 14911, 14108, 9040, 9238, 11188, 14813, 14879, 14787, 14349, 3588, 13905, 7342, 12731, 14467, 15080, 13733, 14136, 14280, 12281, 15101, 12504, 14682, 12767, 13942, 15099, 10169, 12793, 10768, 11777, 15031, 13442, 8702, 13700, 15060, 14726, 10435, 12818, 11870, 12907, 8543, 14870, 15070, 14680, 8287, 13855, 15059, 14142, 13832, 4295, 6305, 14488, 14173, 1116, 14988, 13527, 7195, 9524, 15048, 14934, 12157, 12112, 15054, 11764, 11523, 14716, 15087, 11534, 14979, 7916, 14780, 11830, 13230, 13437, 12872, 15075, 6036, 15035, 13936, 15086, 4368, 9595, 14914, 8760, 14819, 15089, 10194, 15047, 9730, 14866, 13108, 6981, 14461, 14927, 9844, 10157, 11853, 11465, 11116, 12013, 11579, 13498, 15052, 14709, 13782, 6896, 14825, 15034, 15082, 637, 12349, 13171, 9669, 14639, 11405, 9799, 14103, 13723, 11034, 8664, 14088, 12219, 9970, 14981, 15062, 15051, 14827, 13094, 15091, 14474, 14356, 14791, 552, 15046, 8118, 6798, 11894, 10479, 14773, 11667, 12602, 11990, 14078, 15063, 11217, 14035, 10115, 14953, 14986, 14800, 13215, 10471, 1297, 14310, 10732, 14100, 13432, 14696, 13376, 10159, 14924, 14728, 11586, 13229, 11212, 8128, 12482, 9293, 11776, 5779, 12255, 14093, 14896, 14477, 14551, 15018, 10216, 14208, 14654, 13434, 6904, 3039, 6528, 9301, 14376, 13491, 14967, 13872, 12299, 14976, 3307, 14782, 14201, 14838, 11682, 13888, 14989, 15100, 7506, 13371, 14053, 14460, 10836, 13669, 13984, 4759, 6975, 2216, 12465, 11012, 6990, 6985, 10790, 14912, 13760, 14410, 14075, 14686, 11262, 6088, 14658, 7433, 12023, 14364, 10408, 14004, 7405, 6175, 13392, 14812, 6187, 14038, 6880, 7821, 12113, 14646, 14821, 15010, 614, 3636, 15008, 7638, 12897, 13930, 14756, 14898, 14919, 14430, 15015, 14965, 10349, 14068, 9603, 13015, 9921, 12241, 15001, 8620, 13862, 10801, 2905, 4777, 11489, 15022, 14853, 13264, 7059, 11536, 1574, 632, 14516, 13933, 14358, 15033, 15055]","[7498, 13811, 1289, 3168, 884, 4131, 766, 9157, 14695, 2382, 5044, 10646, 5210, 7545, 9398, 2663, 11379, 8069, 4499, 5114, 7181, 6266, 10806, 12331, 2382, 2898, 6446, 4872, 6094, 4238, 13114, 6499, 1359, 13227, 11710, 5480, 7495, 8418, 7705, 14821, 6993, 2708, 3944, 8252, 9636, 12042, 14881, 13825, 14784, 5971, 10963, 5032, 1738, 9481, 14451, 11333, 9775, 9894, 148, 314, 5007, 9869, 5383, 11215, 9509, 12368, 11845, 15247, 12626, 7197, 11157, 5653, 15222, 11518, 7880, 7467, 13816, 14934, 12394, 15005, 13264, 8191, 7476, 4595]","[13805, 14154, 6186, 103, 7256, 3206, 11345, 4673, 1886, 8194, 7368, 9785, 6283, 2068, 3460, 1648, 3387, 5562, 8450, 4846, 3264, 1826, 5270, 13463, 15335, 15332, 13468, 15201, 2157, 13800, 14350, 10421, 4727, 4673, 5050, 11157, 3635, 13863, 7393, 1568, 7860, 11207, 517, 13524, 14177, 10154, 6058, 9499, 12331, 12169, 12227, 8220, 7465, 14465, 6466, 7024, 9361, 12750, 12130, 6368, 14341, 8641]","[7498, 13811, 1289, 3168, 884, 4131, 766, 9157, 14695, 2382, 5044, 10646, 5210, 7545, 9398, 2663, 11379, 8069, 4499, 5114, 7181, 6266, 10806, 12331, 2382, 2898, 6446, 4872, 6094, 4238, 13114, 6499, 1359, 13227, 11710, 5480, 7495, 8418, 7705, 14821, 6993, 2708, 3944, 8252, 9636, 12042, 14881, 13825, 14784, 5971, 10963, 5032, 1738, 9481, 14451, 11333, 9775, 9894, 148, 314, 5007, 9869]",90,7,51.0,3.0,444.0,15.0,0.0,0.0,20.0,3.0,1.0,0.0,16.0,1.0,2.0,0.0
9,1549,7,1549,4,414,6,414,"[45, 11642, 1935, 10130, 11199, 14523, 4402, 6595, 2318, 14697, 13597, 1180, 15120, 6470, 14382, 111, 12932, 6734, 12341, 14659, 4043, 13655, 14244, 14108, 6004, 266, 5635, 8091, 321, 3867, 2735, 5059, 12681, 9412, 1438, 13852, 13663, 6802, 11826, 13452, 14222, 12865, 8670, 14015, 13227, 3839, 2980, 7954, 9187, 1402, 4643, 13541, 5970, 7755, 13320, 11990, 11179, 14766, 8157, 12477, 5185, 12224, 11987, 14856, 13829, 14922, 7881, 14440, 15082, 15084, 12898, 12887, 13392, 11553, 10648, 10496, 6064, 6655, 12831, 12192, 13095, 14217, 12938, 14946, 12006, 14742, 14992, 3542, 14586, 14709, 14687, 13629, 14993, 9735, 9092, 11809, 4810, 14918, 12812, 9852, 14778, 14834, 14735, 14235, 7631, 14183, 14562, 13349, 4992, 7672, 13449, 14818, 11636, 14502, 15092, 12543, 14369, 7902, 14948, 10784, 8745, 14731, 10453, 14639, 15063, 1962, 6772, 14240, 13112, 14825, 2871, 11198, 15041, 14625, 14870, 11432, 15024, 15094, 13603, 15067, 12807, 61, 15097, 14698, 15020, 13461, 13806, 14044, 12794, 4774, 14406, 11284, 2460, 14796, 14526, 9530, 8388, 13861, 14620, 14931, 12859, 14060, 14561, 5284, 14459, 9495, 12583, 13527, 8012, 10471, 7447, 15042, 7698, 13408, 14029, 13067, 13548, 15012, 14773, 12360, 9316, 14631, 14378, 9205, 3850, 14730, 7880, 15044, 15087, 14995, 7895, 13605, 13409, 14375, 13075, 15014, 14660, 14252, 10639, 12922, 10659, 14716, 10964, 12019, 749, 14852, 3919, 13993, 14431, 1082, 15047, 14974, 12785, 14909, 14984, 12365, 6376, 5293, 13519, 14144, 15057, 9991, 14837, 14875, 14003, 9838, 14136, 14473, 13348, 15096, 13635, 3600, 11958, 15025, 14997, 9375, 3892, 13040, 13687, 14902, 14564, 8742, 14700, 5121, 13245, 14116, 6953, 14900, 13670, 14923, 15052, 14986, 14804, 4111, 4175, 12054, 14809, 7176, 11796, 14959, 13657, 13305, 8253, 15032, 9509, 15202, 14101, 14720, 11980, 14627, 15027, 9562, 5271, 14649, 10075, 14906, 15001, 14751, 12112, 2877, 8014, 11715, 12078, 11926, 6859, 14256, 3440, 13184, 14520, 10394, 12923, 11938, 11864, 15073, 10267, 6651, 8946, 13375, 10019, 14757, 11921, 13844, 4884, 13613, 12705, 12052, 15054, 13218, 14723, 14964, 14330, 14253, 14402, 15053, 12649, 9212, 9639, 14920, 15085, 12824, 13883, 12905, 3512, 15051, 2577, 9657, 8279, 13744, 15011, 11906, 8850, 14636, 14427, 7463, 13396, 13662, 12665, 12163, 14113, 13168, 15040, 15090, 9915, 13823, 14629, 13369, 14817, 14363, 9422, 14784, 14722, 14822, 6246, 1512, 14955, 13871, 10819, 14226, 10448, 12040, 12501, 14302, 14001, 14448, 15089, 11308, 15093, 14309, 14494, 6519, 11581, 13940, 14513, 2940, 14619, 12437, 15099, 13411, 13435, 4099, 7251, 12680, 9615, 12571, 14358, 5163, 4531, 13398, 12642, 11407, 15061, 11568, 14205, 15088, 14187, 12092, 13679, 14162, 9644, 11607, 12425, 8300, 9456, 14998, 3057, 14844, 14589, 15098, 14988, 14848, 12150, 15070, 12434, 13158, 5735, 12707, 14743, 14708, 14107, 12472, 15069, 15075, 14036, 14552, 14860, 14968, 1675, 9049, 12900, 12156, 8094, 14768, 14389, 1078, 6664, 14202, 15095, 15101, 13521, 5190, 12049, 14683, 11774, 14511, 14147, 13322, 14754, 13612, 11666, 7947, 14952, 13355, 15050, 11325, 14942, 1394, 15074, 8443, 11886, 14775, 5670, 14263, 13543, 15016, 13233, 14741, 14862, 8804, 15065, 15077, 12140, 14729, 14880, 10428, 11547, 14425, 14762, 6107, 4897, 14836, 14432, 14268, 1374, 14928, 15072, 12475, 11741, 14739, 14640, 13488, 14463, 12813, 5103, 12027, 13617, 2507, 12519, 14080, 14917, 13684, 14756, 207, 14882, 11804, 14832, 6132, 12682, 5587, 15022, 13483, 14254, 14269, 3943, 4222, 8016, 13939, 11611, 10393, 8895, 10410, 14498, 13973, 12050, 14125, 11566, 14426, 14737, 15133, 14359, 13801, 7482, 14682, 7684, 14675, 14879, 14405, 11681, 10476, 15078, 14177, 9764, 6095, 14996, 11941, 14969, 10085, 14921, 12011, 8753, 13782, 10927, 14491, 12514, 14781, 3365, 11839, 13727, 15008, 14810, 13735, 14368, 10445, 11116, 14063, 14965, 14438, 14527, 14934, 10662, 6942, 15056, 6082, 9834, 14977, 13534, 13533, 14693, 12334, 14943, 9211, 14109, 12327, 12935, 12662, 7355, 14910, 14719, 5402, 46, 14961, 6701, 6102, 13277, 12264, 13039, 8141, 13297, 13768, 14899, 12989, 10168, 10941, 12555, 12458]","[2986, 5285, 11746, 6651, 9477, 5515, 1283, 6661, 1967, 9641, 1180, 12502, 9123, 4392, 245, 14299, 6168, 11396, 1066, 4581, 2067, 3947, 2819, 7838, 8767, 7823, 10837, 4061, 10686, 14651, 3000, 9436, 1778, 4049, 3577, 12524, 14851, 6620, 8241, 9935, 5627, 4201, 12780, 12329, 5944, 4650, 13452, 10348, 189, 7356, 13458, 5084, 1051, 1501, 3213, 4379, 1729, 11567, 9771, 12449, 15183, 6055, 10028, 9117, 12519, 4955, 10976, 12948, 13012, 9922, 9141, 14610, 5454, 10436, 14401, 14415, 4283, 10939, 10018, 15221, 14539, 14017, 12802, 13566, 8050, 14641, 12391, 12993, 14637, 15324, 12754]","[45, 11642, 1935, 10130, 11199, 14523, 4402, 6595, 2318, 14697, 13597, 1180, 15120, 6470, 14382, 111, 12932, 6734, 12341, 14659, 4043, 13655, 14244, 14108, 6004, 266, 5635, 8091, 321, 3867, 2735, 5059, 12681, 9412, 1438, 13852, 13663, 6802, 11826, 13452, 14222, 12865, 8670, 14015, 13227, 3839, 2980, 7954, 9187, 1402, 4643, 13541, 5970, 7755, 13320, 11990, 11179, 14766, 8157, 12477, 5185, 12224]","[2986, 5285, 11746, 6651, 9477, 5515, 1283, 6661, 1967, 9641, 1180, 12502, 9123, 4392, 245, 14299, 6168, 11396, 1066, 4581, 2067, 3947, 2819, 7838, 8767, 7823, 10837, 4061, 10686, 14651, 3000, 9436, 1778, 4049, 3577, 12524, 14851, 6620, 8241, 9935, 5627, 4201, 12780, 12329, 5944, 4650, 13452, 10348, 189, 7356, 13458, 5084, 1051, 1501, 3213, 4379, 1729, 11567, 9771, 12449, 15183, 6055]",65,13,30.0,6.0,472.0,16.0,0.0,0.0,20.0,2.0,2.0,1.0,12.0,4.0,1.0,0.0
11,1261,2,1261,2,424,2,424,"[2143, 13352, 4370, 14145, 4229, 35, 9755, 9093, 8669, 14648, 14470, 1205, 1636, 12451, 14703, 8797, 7076, 13359, 5642, 2828, 2669, 9131, 12585, 3915, 13570, 11885, 14993, 2317, 3964, 10561, 9064, 1277, 11705, 11589, 5578, 10621, 13586, 10548, 6643, 5234, 8522, 1452, 15235, 5224, 14232, 13117, 11475, 15318, 13042, 1942, 8810, 9825, 1305, 12181, 13146, 207, 2147, 12900, 13321, 8798, 1942, 11278, 14669, 15083, 15098, 13102, 15082, 14967, 15055, 14386, 12888, 15000, 15080, 14958, 13954, 13902, 14668, 9633, 15038, 11866, 14708, 10210, 15006, 8321, 15099, 14247, 6006, 14981, 14910, 14756, 15005, 14167, 15058, 14541, 11843, 14459, 15073, 11935, 13414, 10042, 14117, 13893, 14766, 14740, 13635, 14797, 14990, 14913, 2550, 14591, 15089, 14664, 13976, 13077, 15046, 10393, 14920, 14725, 15020, 7480, 9289, 13404, 13429, 14984, 13384, 15056, 14954, 14670, 15032, 14529, 13433, 12311, 14595, 15086, 14679, 4537, 15128, 14307, 12510, 15088, 14290, 14804, 13249, 13987, 14767, 10095, 11287, 15035, 13084, 14898, 14176, 13074, 13617, 9779, 15007, 14172, 15053, 9115, 6159, 13254, 15079, 12905, 15051, 14728, 13472, 5375, 12244, 13534, 12607, 14250, 15018, 8614, 15026, 14707, 14785, 10724, 1132, 15092, 15076, 14580, 8462, 14667, 14941, 13328, 10599, 14966, 14586, 14873, 14059, 14578, 13668, 14120, 13998, 14770, 13095, 13875, 13930, 12081, 14798, 11145, 13768, 14527, 14704, 13303, 13207, 13324, 14699, 15087, 14855, 13176, 14955, 12358, 11697, 12491, 14762, 13965, 7085, 14758, 14896, 14698, 15016, 14258, 12776, 14507, 15059, 9122, 14585, 11602, 14925, 14980, 14060, 9114, 13655, 5066, 15081, 8115, 14487, 14918, 15069, 7020, 14858, 14825, 12722, 13740, 12786, 15065, 15024, 11730, 7625, 9190, 15061, 13266, 13879, 14198, 3113, 8288, 12164, 14665, 14821, 15084, 15044, 15030, 8260, 13897, 14963, 11762, 14070, 13317, 13980, 4928, 11543, 15048, 6781, 13431, 15074, 14426, 14847, 1759, 12269, 12822, 14988, 5930, 8475, 15025, 14521, 14749, 13884, 13070, 15078, 13492, 10103, 14666, 9655, 14816, 13006, 14792, 6595, 14809, 13168, 15011, 14850, 14717, 15041, 14285, 14450, 10675, 14969, 8070, 9573, 13609, 14027, 14159, 13787, 6197, 3247, 9233, 13372, 14356, 12214, 14938, 13376, 12456, 11537, 14252, 14464, 11165, 14814, 4684, 11089, 5100, 13927, 10485, 14776, 5400, 14485, 14744, 6853, 14942, 12868, 13599, 15064, 15085, 14871, 13263, 14691, 15093, 7057, 8776, 14799, 12952, 14332, 15068, 12012, 9462, 14987, 13999, 14817, 11254, 11598, 14522, 9253, 7937, 14949, 14765, 14998, 5141, 12217, 10025, 14943, 12345, 13276, 12993, 13719, 13872, 6481, 12548, 15057, 14845, 4024, 4666, 9648, 14786, 14201, 14995, 12695, 13130, 12588, 14295, 4462, 14303, 5108, 12820, 13936, 10322, 14379, 12118, 8485, 13436, 14962, 14160, 10339, 14408, 12681, 6427, 9247, 15090, 14780, 14844, 15033, 12245, 12049, 15070, 14626, 14081, 13221, 13082, 14939, 14992, 14584, 14977, 1571, 7786, 10931, 13814, 14975, 2455, 13490, 13953, 12683, 14639, 14013, 13627, 14074, 12896, 15063, 9194, 14956, 13549, 14483, 14870, 14035, 13805, 12292, 13507, 11763, 14682, 13118, 5748, 7500, 13848, 4659, 14915, 14358, 13053, 12336, 13458, 14388, 14458, 13781, 13284, 14795, 4170, 3908, 14784, 8135, 2945, 12663, 13708, 14693, 14736, 15096, 14857, 13403, 14970, 15049, 14137, 10683, 14274, 14713, 6810, 11099, 12318, 10937, 13537, 12414, 14912, 11908, 15034, 13072, 13754, 15091, 13046, 8495, 14774, 10735, 14864, 14940, 13619, 6968, 14329, 15013, 14006, 13958, 14246, 15060, 10447, 15200, 13258, 1179, 14793, 3662, 11031, 11841, 13364, 15067, 14436, 13373, 9004, 12841, 8796, 11443, 7475, 14800, 14337, 11850, 926, 2096, 15047, 13219, 14820, 14072, 1930, 3530, 9454, 9407, 13545, 12096, 12399, 13924, 14288, 2197, 11959, 14223, 14839, 11900, 8856, 401, 14544, 6657, 12464, 11485, 13016, 8672, 14424, 14642, 5565, 14869, 14193, 12828, 10881, 13795, 5161, 6824, 15001, 15023, 14447, 14600, 14999, 15019, 12859, 14324, 11613, 13964, 14608, 14476, 14196, 15050, 14601, 3170, 12329, 2047, 8808, 11465, 8479, 7147, 5039, 13698, 14929, 3631, 11940, 13786, 10958, 13289, 9700, 15036, 6, 12566, 7992, 14621, 3827, 13844, 12108]","[8189, 270, 10288, 9938, 9114, 8250, 13171, 12372, 3565, 10872, 8298, 10813, 12605, 13330, 2937, 12585, 3734, 2699, 12799, 10615, 4169, 15302, 2861, 14737, 5676, 9635, 11705, 3218, 6734, 13271, 2463, 2714, 15275, 2042, 8061, 4315, 13267, 6322, 12667, 4114, 4971, 11077, 850, 12549, 9299, 6033, 13620, 8071, 6792, 12861, 3088, 10806, 2568, 105, 15086, 9912, 6736, 14712, 9154, 14360, 2990, 157, 1468, 14761, 13768, 14178, 14912, 15324, 13138, 14025, 9425, 14210, 3714, 4181, 14659, 13370, 14154, 3231, 3756, 10740, 7263, 13637, 12256, 14187, 5668, 8651, 6666, 13731, 3625, 1448, 12511]","[2143, 13352, 4370, 14145, 4229, 35, 9755, 9093, 8669, 14648, 14470, 1205, 1636, 12451, 14703, 8797, 7076, 13359, 5642, 2828, 2669, 9131, 12585, 3915, 13570, 11885, 14993, 2317, 3964, 10561, 9064, 1277, 11705, 11589, 5578, 10621, 13586, 10548, 6643, 5234, 8522, 1452, 15235, 5224, 14232, 13117, 11475, 15318, 13042, 1942, 8810, 9825, 1305, 12181, 13146, 207, 2147, 12900, 13321, 8798, 1942, 11278]","[8189, 270, 10288, 9938, 9114, 8250, 13171, 12372, 3565, 10872, 8298, 10813, 12605, 13330, 2937, 12585, 3734, 2699, 12799, 10615, 4169, 15302, 2861, 14737, 5676, 9635, 11705, 3218, 6734, 13271, 2463, 2714, 15275, 2042, 8061, 4315, 13267, 6322, 12667, 4114, 4971, 11077, 850, 12549, 9299, 6033, 13620, 8071, 6792, 12861, 3088, 10806, 2568, 105, 15086, 9912, 6736, 14712, 9154, 14360, 2990, 157]",84,4,46.0,2.0,451.0,25.0,0.0,0.0,20.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0
