SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total
4531,136529,89,136529,58,845,11,845
3273,92893,85,92893,56,819,5,819
5587,152615,172,152615,62,818,9,818
3654,111392,103,111392,72,788,7,788
6248,167559,144,167559,62,811,12,811
5661,185757,266,185757,55,824,9,824
2178,73027,69,73027,58,860,9,860
1333,36142,27,36142,62,824,13,824
10013,243479,202,243479,60,730,5,730
2249,66903,84,66903,54,774,12,774
8021,223149,173,223149,67,842,7,842
4263,131691,150,131691,41,805,8,805
4777,119066,56,119066,61,829,11,829
1757,48776,43,48776,73,830,7,830
2376,69283,80,69283,53,853,6,853
1782,57387,40,57387,43,802,4,802
1428,41705,80,41705,70,785,7,785
3235,65363,53,65363,79,829,7,829
1836,62231,47,62231,53,771,5,771
3639,94674,98,94674,59,794,8,794
2113,67702,64,67702,62,760,12,760
2387,78658,85,78658,63,795,7,795
1558,48549,36,48549,57,819,6,819
2510,70314,49,70314,50,744,8,744
1641,61370,77,61370,49,812,6,812
3174,83302,89,83302,56,763,5,763
1529,36034,25,36034,79,847,13,847
4669,131812,122,131812,55,832,4,832
1600,47038,21,47038,53,786,6,786
1515,43100,48,43100,60,807,8,807
13200,381575,332,381575,43,795,12,795
2544,76579,55,76579,60,805,12,805
3110,102372,64,102372,60,829,9,829
4540,131288,102,131288,52,824,5,824
4426,102676,84,102676,68,785,6,785
4424,131002,115,131002,64,759,12,759
2607,90733,67,90733,50,795,10,795
2732,86424,77,86424,55,766,7,766
3329,79534,45,79534,71,777,15,777
3899,111370,111,111370,62,815,10,815
1470,40844,25,40844,75,798,3,798
2381,91165,64,91165,42,778,15,778
2954,84821,56,84821,60,828,7,828
12116,334609,330,334609,68,749,4,749
1381,38525,50,38525,69,825,9,825
2484,76628,37,76628,60,818,8,818
2366,69479,74,69479,53,807,10,807
2204,75906,59,75906,60,830,7,830
1223,39657,29,39657,47,805,5,805
2160,57117,32,57117,72,830,8,830
3093,102016,78,102016,61,828,5,828
3922,89952,74,89952,76,831,10,831
1764,50907,63,50907,65,817,15,817
7080,196837,150,196837,60,814,9,814
1988,65136,52,65136,59,799,5,799
8134,219340,177,219340,74,805,6,805
3097,75691,73,75691,81,852,14,852
9275,213398,183,213398,75,830,3,830
4456,113120,75,113120,68,868,7,868
2972,87826,75,87826,48,809,8,809
4150,100208,68,100208,62,755,8,755
2317,77075,79,77075,60,779,15,779
1169,35195,30,35195,57,835,10,835
1976,61092,57,61092,53,785,8,785
1779,49143,36,49143,56,837,9,837
5337,148447,141,148447,56,834,11,834
4350,138726,114,138726,51,792,9,792
4229,124283,123,124283,42,787,9,787
6096,179378,173,179378,57,819,10,819
3283,86812,77,86812,47,816,11,816
1235,39779,39,39779,52,805,6,805
2544,69944,35,69944,85,799,10,799
7059,195059,148,195059,60,803,7,803
3741,135877,101,135877,50,770,12,770
2006,66120,65,66120,58,817,13,817
3888,140594,141,140594,33,794,4,794
2359,64702,54,64702,56,773,5,773
3090,82794,67,82794,74,836,13,836
4681,114381,99,114381,61,760,3,760
2590,55687,32,55687,75,868,8,868
7755,233332,220,233332,62,784,13,784
5224,133467,126,133467,59,745,6,745
2346,70343,57,70343,53,849,9,849
2314,63273,66,63273,75,801,7,801
