SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled
106,77604,63,77604,5,760,9,760,600,201
125,74004,55,74004,5,833,9,833,605,213
88,52532,41,52532,2,807,14,807,604,217
134,79427,66,79427,5,814,7,814,602,201
95,49449,47,49449,1,811,6,811,605,210
98,76421,60,76421,5,787,7,787,605,213
160,122897,114,122897,4,803,5,803,604,212
91,36937,38,36937,4,815,8,815,600,207
69,44736,60,44736,3,774,11,774,604,227
415,234734,252,234734,0,840,5,840,600,217
203,102810,60,102810,2,818,4,818,603,212
68,35482,19,35482,7,804,7,804,605,203
59,41248,28,41248,1,849,6,849,600,211
276,231450,143,231450,4,812,7,812,601,199
145,84507,55,84507,6,839,10,839,600,205
78,47996,35,47996,7,821,10,821,605,227
244,127754,85,127754,3,857,18,857,601,226
136,76213,60,76213,3,790,6,790,600,213
99,58933,44,58933,3,853,10,853,604,205
127,86600,43,86600,3,856,6,856,602,216
667,230746,265,230746,2,786,8,786,603,206
171,110251,65,110251,4,815,8,815,603,207
383,208702,111,208702,5,844,4,844,600,195
97,61423,47,61423,2,809,11,809,601,203
93,55836,38,55836,2,866,5,866,600,214
289,194270,137,194270,2,833,7,833,602,207
218,135360,72,135360,4,814,9,814,601,206
50,31385,24,31385,2,787,7,787,605,220
82,33349,29,33349,6,794,2,794,603,195
334,152491,67,152491,3,796,6,796,602,228
127,70133,45,70133,9,846,7,846,601,199
68,45526,35,45526,2,754,9,754,605,201
68,49889,35,49889,2,813,13,813,605,205
101,59880,41,59880,1,774,8,774,601,214
327,140920,122,140920,9,863,10,863,604,203
93,50511,35,50511,4,852,6,852,600,207
262,118461,41,118461,1,821,3,821,602,186
143,76444,34,76444,7,837,6,837,604,205
119,51483,30,51483,1,835,9,835,605,210
317,118095,47,118095,5,793,5,793,601,190
172,122438,108,122438,1,764,14,764,602,218
53,23452,33,23452,1,717,11,717,603,220
247,159347,84,159347,1,804,3,804,604,209
284,149580,79,149580,1,807,6,807,603,208
233,135468,122,135468,1,815,12,815,602,242
109,58853,56,58853,2,842,7,842,600,194
127,50214,25,50214,2,768,4,768,605,193
178,95406,93,95406,3,800,11,800,600,217
127,62121,33,62121,5,842,9,842,601,202
264,107215,61,107215,7,772,9,772,601,202
180,82151,84,82151,4,767,8,767,605,204
240,157785,109,157785,7,828,7,828,602,203
1205,725812,309,725812,5,830,10,830,600,205
92,65951,39,65951,4,794,7,794,600,205
376,209286,128,209286,4,805,4,805,603,208
95,62463,50,62463,1,856,11,856,603,219
216,83579,66,83579,8,836,7,836,600,198
44,29836,26,29836,2,799,11,799,600,218
122,80820,87,80820,4,802,8,802,605,218
178,107634,86,107634,8,860,11,860,600,228
248,178202,113,178202,2,777,6,777,601,192
40,28821,20,28821,6,844,9,844,600,216
470,204822,163,204822,2,779,6,779,602,215
