SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+
12,6073,1,6073,7,997,2,997,"[14649, 6099, 13304, 5509, 12633, 4899, 11523, 4931, 6740, 14043, 7490, 12737, 701, 74, 4497, 69, 14160, 5948, 144, 12975, 10520, 8586, 1528, 1400, 1900, 7907, 8723, 959, 1559, 6194, 10528, 989, 6744, 9939, 13149, 10774, 14953, 12480, 293, 4645, 14675, 14381, 12737, 4485, 6626, 8399, 6732, 7908, 5254, 8352, 14090, 12818, 5821, 11970, 979, 13256, 13874, 5540, 1247, 2746, 15360, 343, 10696, 7567, 14659, 14666, 9298, 14998, 9340, 10572, 9798, 15069, 5422, 14826, 14336, 14990, 5399, 15063, 1725, 13450, 3819, 14208, 14981, 10321, 15059, 14694, 14573, 10781, 14018, 14769, 14778, 14417, 8852, 13123, 15099, 4521, 14579, 13590, 13461, 14891, 14838, 10973, 14784, 14984, 14548, 14959, 10523, 12844, 13772, 14162, 14811, 15011, 15055, 10656, 14935, 14317, 10045, 7387, 14246, 10631, 1300, 13362, 12299, 14976, 14202, 14308, 14350, 14456, 8675, 12875, 14678, 12586, 9713, 14708, 14702, 12968, 10013, 15054, 13716, 14153, 14461, 5350, 13630, 12508, 12977, 6963, 6845, 13557, 14262, 15075, 14806, 15033, 14725, 14191, 15098, 8714, 14944, 14642, 12309, 15090, 15043, 12484, 14627, 12567, 14660, 9281, 7103, 13019, 12573, 13348, 2792, 15095, 9398, 12042, 15086, 14564, 12497, 11836, 3123, 14152, 14757, 13686, 14833, 10792, 15025, 5593, 13985, 10081, 11849, 14493, 15078, 15057, 15068, 13317, 6770, 11860, 14394, 15037, 14311, 8829, 14641, 11900, 15048, 15077, 14892, 14804, 14339, 15096, 8926, 8515, 13118, 12661, 14974, 14538, 7599, 15058, 6759, 14652, 14908, 12741, 1064, 14713, 11014, 14406, 13578, 8328, 14955, 12424, 10430, 14672, 14345, 14863, 11587, 14210, 14726, 10341, 11377, 14149, 14494, 13024, 13081, 3619, 15082, 13532, 12298, 14978, 13662, 14900, 13619, 10252, 14020, 13958, 9357, 11780, 14964, 2939, 13925, 11589, 1777, 14185, 3591, 13540, 12255, 12965, 8998, 14989, 14907, 14326, 13421, 14267, 9595, 14917, 11567, 9228, 15100, 8282, 14151, 15046, 14771, 6192, 13816, 11114, 8681, 9897, 8343, 5587, 14707, 13906, 7824, 14748, 14165, 14869, 13120, 9319, 14894, 14724, 7377, 9882, 14623, 12891, 13962, 12225, 12918, 14619, 6221, 14295, 13499, 6662, 14824, 14099, 14988, 10110, 11716, 14962, 13224, 13579, 14667, 13176, 12699, 14937, 12119, 12291, 10743, 9735, 14059, 11004, 13312, 6258, 13548, 14637, 15047, 12943, 13414, 12184, 15005, 13071, 12642, 14625, 7204, 13771, 15070, 11259, 14716, 63, 15009, 14669, 12655, 2583, 14414, 12731, 8767, 14818, 13693, 12013, 6762, 1163, 14992, 12923, 9721, 7498, 9248, 14357, 14905, 12623, 14384, 14279, 15039, 14434, 4882, 13111, 14991, 6800, 14316, 15038, 10503, 13796, 15093, 5326, 14994, 14886, 14920, 15056, 2064, 2297, 6088, 1500, 14575, 15000, 10307, 14478, 14387, 11610, 13343, 5391, 11990, 14843, 13306, 10791, 15050, 14148, 12029, 11179, 14820, 14985, 4202, 12168, 14359, 10085, 13417, 11557, 14617, 14497, 14712, 11577, 13889, 13649, 8124, 13016, 13288, 12005, 2562, 13170, 14360, 11517, 13972, 14695, 15018, 3089, 13511, 13452, 7611, 14705, 10297, 13442, 3452, 11027, 9597, 10074, 12325, 12363, 1983, 10227, 14980, 14009, 15014, 14621, 15062, 15177, 14447, 14731, 9150, 14977, 14822, 13689, 14919, 13645, 8401, 11547, 14440, 8556, 5387, 11164, 14827, 13546, 13474, 11349, 15097, 13514, 12860, 14537, 8175, 11177, 12698, 14214, 14893, 12248, 10239, 14740, 14904, 13599, 10337, 10220, 14298, 12935, 14791, 14993, 15064, 10216, 9737, 9794, 14280, 12752, 2158, 14636, 15008, 12088, 10461, 2410, 15067, 4719, 10352, 15110, 14745, 14846, 14952, 15076, 4780, 3315, 13844, 10407, 6712, 11726, 14455, 14945, 10481, 14632, 14058, 14396, 12908, 15072, 9249, 13982, 15029, 5613, 14352, 13510, 11712, 5369, 9935, 12227, 11158, 11696, 13666, 14015, 9407, 14452, 14665, 14085, 6687, 15021, 14509, 12336, 3608, 14200, 14961, 14730, 5828, 14651, 15031, 15023, 13717, 14768, 12441, 12374, 13044, 14325, 12669, 13109, 14281, 12753, 15081, 15034, 7552, 6717, 13626, 13937, 15006, 15079, 15084, 4623, 14808, 11165, 11355, 11538, 13399, 14704, 12909, 13986, 10180, 9804, 13070, 13210, 13088, 14925, 12295, 11894, 13692, 9807, 15060, 9752, 14486, 14630, 14190, 7418, 15061, 14885, 14026, 7290, 12976, 5705, 9287, 10668, 1800, 15035]","[5818, 12693, 11670, 1235, 11753, 191, 8709, 915, 5653, 9409, 7942, 13178, 7263, 5291, 14677, 3493, 11288, 6032, 5099, 3506, 8911, 4821, 10241, 3678, 11900, 2671, 8705, 9969, 15121, 13316, 3460, 929, 15267, 786, 12324, 308, 14007, 9230, 5523, 6472, 10880, 11382, 1615, 14313, 5534, 12337, 7455, 12558, 6394, 1530, 68, 5561, 7339, 2286, 2725, 3343, 4333, 11378, 2071, 14008, 13901, 13025, 10085, 8531, 15303, 13983, 13996, 14073, 12592, 12262, 2316, 6000, 6740, 14665, 7425, 10339, 10900, 15318, 8698, 7809, 6105, 12139, 10026, 8207, 13795, 14395, 9785, 14670, 14931]",312,72
