Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Untreated acute,CN Out-of-care,CN Susceptible,CN Untreated chronic,CN Treated chronic,SN Treated acute,CN Untreated acute,CN Treated acute
0,0,3,489,1,489,1,152,2,152,"[12205, 3014, 7275, 3998, 125, 15376, 13105, 5525, 3747, 6366, 12632, 5285, 3383, 13301, 14537, 2304, 15225, 5633, 3267, 9579, 6580, 13222, 7119, 11361, 1258, 14909, 176, 8562, 2225, 5420, 14493, 1145, 6656, 9344, 5067, 10122, 483, 13919, 3140, 9006, 2355, 14449, 787, 13844, 3433, 9065, 10392, 11762, 14264, 1200, 9906, 4996, 385, 7334, 6159, 14105, 11500, 7996, 6731, 12599, 3454, 4484, 15083, 13007, 13768, 14881, 14903, 14451, 14707, 12548, 13492, 14595, 5493, 11728, 15019, 15087, 15092, 13258, 13283, 13473, 14406, 14981, 14579, 12489, 14333, 6761, 14670, 11629, 14672, 15097, 567, 14456, 11737, 14827, 12186, 14963, 14754, 14938, 13562, 15004, 14797, 14952, 14586, 3369, 2556, 14710, 14846, 15089, 8655, 9584, 11398, 15100, 14807, 9959, 12738, 13040, 13089, 14799, 14808, 12245, 13763, 3048, 12938, 14921, 14576, 14923, 15101, 14499, 14277, 7569, 4179, 10507, 14095, 10636, 6391, 13961, 15099, 8751, 14943, 7829, 15075, 5240, 5813, 13884, 13784, 12854, 13448, 8639, 12334, 7626, 14016, 14189, 15027, 4171, 11317, 14239, 10237, 11885, 14260, 14904, 12285, 14506, 9818, 13333, 11882, 12960, 14809, 6525, 15086, 15085, 14722, 12723, 9426, 2173, 10996, 15029, 14928, 6951, 15045, 11147, 12980, 14292, 14766, 13567, 14485, 8888, 14856, 15058, 14979, 9280, 12696, 13225, 14713, 5660, 11537, 14723, 15094, 14262, 15026, 14295, 10087, 15077, 7478, 14289, 14727, 12122, 14243, 14124, 15066, 11126, 5037, 11990, 8665, 14872, 14284, 8388, 4544, 14987, 13735, 14642, 11615, 13932, 14616, 15061, 14464, 4847, 14714, 5033, 12872, 14035, 10523, 9948, 12101, 15096, 14693, 14765, 9155, 9726, 14677, 14322, 12444, 7179, 14937, 15095, 15067, 13614, 7412, 14739, 15001, 7736, 14824, 13636, 10124, 7256, 11525, 14425, 15016, 14336, 4244, 10555, 11951, 15071, 14107, 11862, 13920, 843, 12267, 11933, 13130, 10762, 13969, 13012, 13403, 10119, 13273, 15073, 14892, 14860, 6623, 12802, 10518, 13713, 14364, 14404, 8465, 12861, 10003, 14847, 11341, 13637, 11691, 13940, 14958, 14573, 15091, 13354, 13063, 11985, 11465, 11671, 13453, 12188, 13557, 14424, 1975, 10075, 14819, 15008, 14644, 14111, 7592, 4629, 13594, 14312, 14695, 11597, 9952, 13716, 10841, 15294, 14266, 13619, 10635, 14759, 14086, 11549, 5867, 9761, 13962, 14236, 10588, 8575, 11673, 13123, 14267, 14222, 1676, 7722, 13077, 14893, 14682, 3567, 14947, 14410, 10384, 14256, 8244, 12838, 14304, 12207, 14953, 9524, 14697, 14234, 11439, 1949, 14689, 14977, 3415, 14879, 14756, 11605, 8337, 12956, 8326, 14975, 13543, 13051, 13463, 14805, 12816, 10725, 13917, 14812, 13973, 14462, 14882, 14102, 15034, 13997, 2458, 13926, 3469, 15028, 15078, 14382, 13548, 14219, 5926, 6708, 13423, 14830, 4011, 14712, 15003, 9322, 14359, 12794, 15032, 15084, 1371, 13274, 14661, 13317, 11108, 14955, 13022, 14570, 6374, 4515, 15082, 14131, 7174, 13975, 10238, 12390, 15010, 15024, 8163, 14146, 15055, 14992, 14039, 12875, 13921, 1348, 13808, 12742, 14825, 14380, 14251, 11453, 3460, 11122, 14305, 10676, 14488, 13651, 14988, 8339, 12735, 12052, 14931, 12535, 5745, 12581, 12687, 10136, 13106, 15072, 11789, 10564, 13618, 12619, 13765, 14134, 11184, 14539, 14467, 12299, 14950, 11475, 1707, 14101, 11461, 15069, 11607, 12614, 15037, 13923, 7641, 9100, 15047, 9093, 12574, 14990, 12781, 15093, 13120, 14679, 13959, 9644, 2757, 13925, 7246, 11564, 15044, 4832, 13676, 14003, 13035, 12230, 10994, 5828, 9475, 13132, 14501, 15076, 13490, 13464, 13586, 14582, 10598, 15063, 5031, 15038, 14494, 9345, 8242, 5622, 13563, 13129, 12536, 12771, 15064, 11841, 14608, 14986, 14884, 15000, 11970, 14316, 14176, 11665, 14961, 6324, 13450, 10970, 12246, 14019, 13836, 14822, 13005, 14418, 10962, 14983, 10285, 14022, 12413, 13421, 14776, 14818, 2787, 14970, 7891, 1388, 3738, 13922, 10229, 12453, 4323, 14009, 14352, 13681, 11750, 9209, 4167, 14249, 13514, 6885, 13158, 7619, 14989, 11687, 13472, 14878, 14783, 14704, 14996, 10830, 11544, 10484, 14750, 12142, 14886, 13510, 14968, 6203, 13864, 8695, 10949, 11524, 9559, 14815, 14885, 14922, 2539, 15054, 11914, 12081, 12909, 13606, 15009, 14998, 14625, 14895, 9208, 9000, 11674, 7304, 14185, 13846, 11137, 14290, 14857]","[9391, 4879, 9448, 5500, 12078, 4118, 13255, 14638, 9450, 12057, 797, 9458, 9257, 12610, 5401, 2980, 14134, 596, 7852, 5401, 492, 9757, 8951, 4680, 13974, 15227, 13884, 6631, 79, 7263, 11418, 557, 5558, 8137, 9103, 6162, 11268, 3740, 13889, 9257, 4950, 1809, 11216, 2097, 15072, 6336, 7335, 15098, 12958, 14577, 5200, 2849, 3798, 5925, 443, 3115, 8952, 5349, 3885, 5650, 10515, 9198, 13939, 7238, 10096, 14684, 11351, 11615, 12572, 12988, 10602, 3578, 11251, 5114, 12880, 9754, 10038, 10066, 9674, 12309, 6164, 13029, 12183, 14910, 7376, 10246, 11311, 15055]",273,71,330,127,84,49,4,30,17,17,16,0,0,0
