SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total
605,136529,33,136529,10,845,4,845
782,92893,8,92893,17,819,3,819
964,152615,13,152615,25,818,0,818
644,111392,11,111392,12,788,7,788
1142,167559,41,167559,6,811,7,811
777,185757,10,185757,13,824,6,824
572,73027,19,73027,15,860,3,860
278,36142,0,36142,18,824,4,824
2462,243479,43,243479,20,730,5,730
360,66903,15,66903,10,774,3,774
1805,223149,27,223149,18,842,4,842
743,131691,9,131691,11,805,2,805
902,119066,17,119066,18,829,4,829
264,48776,11,48776,7,830,5,830
470,69283,9,69283,10,853,0,853
589,57387,9,57387,26,802,1,802
332,41705,6,41705,20,785,6,785
568,65363,17,65363,12,829,1,829
464,62231,14,62231,18,771,1,771
607,94674,16,94674,13,794,8,794
389,67702,12,67702,7,760,3,760
496,78658,17,78658,15,795,1,795
259,48549,4,48549,12,819,2,819
424,70314,12,70314,17,744,3,744
406,61370,15,61370,11,812,8,812
455,83302,10,83302,10,763,3,763
239,36034,1,36034,22,847,3,847
663,131812,20,131812,12,832,6,832
449,47038,5,47038,16,786,2,786
194,43100,6,43100,20,807,3,807
3401,381575,59,381575,16,795,5,795
581,76579,5,76579,10,805,1,805
965,102372,15,102372,18,829,3,829
890,131288,7,131288,12,824,2,824
767,102676,17,102676,11,785,3,785
822,131002,31,131002,12,759,2,759
573,90733,19,90733,14,795,3,795
600,86424,12,86424,15,766,5,766
730,79534,17,79534,18,777,1,777
1037,111370,18,111370,19,815,3,815
269,40844,6,40844,9,798,7,798
662,91165,10,91165,14,778,6,778
449,84821,8,84821,8,828,3,828
1474,334609,64,334609,8,749,3,749
225,38525,5,38525,21,825,3,825
569,76628,11,76628,13,818,2,818
273,69479,5,69479,15,807,2,807
371,75906,6,75906,10,830,2,830
343,39657,7,39657,16,805,4,805
309,57117,6,57117,10,830,3,830
535,102016,16,102016,16,828,6,828
796,89952,9,89952,13,831,4,831
260,50907,9,50907,10,817,5,817
682,196837,20,196837,10,814,1,814
458,65136,6,65136,16,799,3,799
1182,219340,33,219340,13,805,3,805
417,75691,15,75691,17,852,3,852
1338,213398,15,213398,16,830,4,830
713,113120,11,113120,19,868,4,868
357,87826,18,87826,8,809,1,809
521,100208,13,100208,10,755,5,755
332,77075,7,77075,14,779,5,779
244,35195,7,35195,16,835,4,835
292,61092,12,61092,7,785,3,785
330,49143,12,49143,14,837,3,837
815,148447,24,148447,21,834,0,834
1084,138726,23,138726,21,792,0,792
810,124283,14,124283,14,787,1,787
1129,179378,20,179378,16,819,2,819
509,86812,21,86812,13,816,3,816
353,39779,10,39779,14,805,4,805
413,69944,11,69944,13,799,2,799
1325,195059,21,195059,20,803,1,803
1177,135877,20,135877,10,770,4,770
513,66120,21,66120,20,817,6,817
862,140594,35,140594,7,794,4,794
493,64702,7,64702,9,773,0,773
493,82794,10,82794,7,836,4,836
941,114381,28,114381,23,760,4,760
489,55687,10,55687,17,868,2,868
1718,233332,34,233332,14,784,1,784
896,133467,20,133467,15,745,3,745
554,70343,12,70343,19,849,4,849
409,63273,11,63273,15,801,1,801
392,84807,7,84807,6,790,5,790
405,52793,5,52793,14,787,3,787
914,145522,21,145522,17,832,4,832
837,149062,36,149062,20,854,4,854
268,34608,4,34608,13,775,5,775
544,74968,11,74968,10,792,1,792
311,41167,7,41167,13,828,4,828
604,124947,27,124947,9,798,2,798
642,87026,14,87026,16,838,4,838
581,99126,17,99126,17,839,3,839
472,83111,8,83111,17,828,7,828
578,64536,7,64536,22,779,3,779
1240,130927,22,130927,7,832,1,832
831,113572,15,113572,11,783,2,783
365,64491,12,64491,10,800,5,800
297,66481,14,66481,9,808,5,808
611,79032,29,79032,8,785,4,785
289,48839,11,48839,12,840,5,840
2385,228713,20,228713,14,857,4,857
586,110820,15,110820,7,787,4,787
1406,201475,27,201475,18,835,2,835
681,108215,26,108215,11,845,4,845
347,56533,8,56533,13,795,4,795
506,60202,5,60202,15,836,4,836
184,29466,2,29466,15,786,4,786
526,69776,8,69776,14,782,3,782
2098,404164,64,404164,8,824,4,824
715,111880,18,111880,22,818,5,818
323,53379,1,53379,12,832,4,832
556,87450,13,87450,11,809,3,809
1159,133409,13,133409,18,837,3,837
390,55013,8,55013,22,781,4,781
2181,316668,46,316668,20,845,1,845
1009,115444,17,115444,14,773,3,773
364,44196,7,44196,27,808,4,808
438,93565,11,93565,17,757,3,757
323,47147,7,47147,10,833,2,833
939,115225,13,115225,13,824,4,824
524,61712,3,61712,14,808,2,808
355,64163,11,64163,17,813,2,813
246,39679,6,39679,24,816,4,816
385,86206,15,86206,11,860,2,860
496,70891,12,70891,14,758,4,758
466,67252,23,67252,13,795,3,795
531,67013,14,67013,21,858,0,858
678,147866,31,147866,12,790,3,790
1444,232458,42,232458,15,805,4,805
355,38824,2,38824,18,828,1,828
470,83324,10,83324,10,794,4,794
235,50499,13,50499,13,839,1,839
1663,278226,31,278226,8,839,9,839
711,90473,36,90473,16,775,7,775
552,114738,22,114738,9,785,5,785
313,51140,6,51140,16,779,3,779
731,97530,16,97530,15,800,3,800
478,80532,9,80532,14,809,1,809
875,142301,20,142301,10,810,2,810
840,102791,9,102791,19,840,4,840
408,50481,7,50481,11,822,3,822
263,51498,8,51498,9,813,1,813
852,150195,30,150195,26,786,4,786
180,32658,5,32658,14,831,2,831
805,165083,27,165083,16,830,6,830
434,87950,9,87950,7,824,1,824
857,133277,13,133277,13,766,2,766
870,175583,44,175583,19,836,7,836
647,76992,10,76992,17,820,6,820
858,141808,21,141808,19,829,2,829
471,50020,4,50020,11,841,1,841
442,57502,8,57502,15,834,3,834
227,36557,6,36557,18,786,5,786
513,69893,10,69893,12,795,4,795
280,35576,10,35576,13,812,7,812
1695,273269,56,273269,14,803,4,803
480,71427,12,71427,9,795,7,795
380,59062,6,59062,16,790,2,790
928,151350,11,151350,13,799,3,799
774,80140,12,80140,20,807,6,807
488,115420,8,115420,6,811,5,811
3273,494983,75,494983,15,769,3,769
238,47306,6,47306,12,771,5,771
637,90251,18,90251,15,822,5,822
188,42305,6,42305,8,730,6,730
613,113327,34,113327,4,845,2,845
718,101899,8,101899,14,823,3,823
265,47979,8,47979,13,817,4,817
386,46253,10,46253,11,775,4,775
262,50907,7,50907,11,796,2,796
504,60626,12,60626,18,839,5,839
557,63026,14,63026,13,798,5,798
447,73295,12,73295,12,753,5,753
1100,148378,31,148378,20,855,4,855
525,75508,7,75508,14,795,5,795
1128,158453,21,158453,22,795,4,795
857,118015,10,118015,12,845,3,845
5659,1197056,220,1197056,15,790,2,790
1058,171386,26,171386,18,821,11,821
2168,373138,41,373138,6,819,2,819
1191,153039,8,153039,12,802,3,802
246,40871,6,40871,14,792,3,792
411,55190,6,55190,14,782,3,782
430,45581,10,45581,18,743,2,743
191,49533,5,49533,9,755,3,755
318,70196,23,70196,15,827,9,827
299,40225,2,40225,20,840,2,840
374,76745,8,76745,13,841,5,841
365,69541,8,69541,10,779,1,779
380,84454,14,84454,11,810,5,810
509,70948,6,70948,11,817,2,817
718,117129,12,117129,9,832,8,832
622,66309,6,66309,13,794,4,794
448,71537,12,71537,15,799,6,799
655,110876,8,110876,13,811,5,811
1151,108300,16,108300,17,835,2,835
2425,354758,65,354758,10,764,8,764
559,75270,7,75270,11,772,5,772
