source,target
0,13327
1,14620
2,15040
3,14713
4,11264
5,12738
5,14601
6,14156
7,12727
8,15067
9,15081
10,14644
11,14687
12,14312
13,12443
14,14844
15,7443
16,14133
17,12410
18,14900
19,13793
19,12846
20,14791
20,14899
21,14894
22,14839
23,14782
24,14428
25,14652
26,14757
26,15392
27,15100
28,11419
29,11451
30,14692
31,14745
32,14935
33,11533
34,12227
35,13659
36,13678
37,8489
38,15064
39,13127
40,13906
41,14340
42,13423
43,13628
44,15100
45,14412
46,3704
47,14680
48,15015
49,14751
50,13940
51,14256
52,14643
53,11316
54,14532
55,8563
56,14866
57,15039
58,13247
59,13794
60,12829
61,9690
62,6702
63,9173
64,15059
65,10949
65,14129
66,15065
67,14887
68,14696
69,9116
70,11543
71,11083
72,15049
72,14678
73,15035
74,9359
75,12696
76,13772
76,15375
77,14752
78,15034
79,14886
80,13634
81,14779
82,13104
83,13438
84,14371
85,14935
86,13570
87,12617
88,15097
89,15060
90,15080
90,15274
91,14817
92,14943
93,13268
94,10451
95,9655
95,13554
96,14130
97,11871
98,14110
99,14817
100,9792
100,15311
101,5687
102,11592
103,14957
104,14913
105,14662
106,14894
107,7149
107,15206
108,14144
109,15097
110,14151
111,14842
112,14494
113,15023
114,10065
115,15082
116,13716
117,13791
118,13403
119,12105
120,12174
121,10387
122,2819
123,14030
124,7641
125,14856
126,14917
127,15062
128,14980
129,14541
130,14980
131,10090
132,15057
133,12870
134,15018
135,14910
136,554
137,12852
138,15095
139,8104
140,12101
141,9006
142,11450
143,12498
144,14875
145,11085
146,13986
147,14789
148,12356
149,10004
150,15096
151,13334
152,14580
153,13256
154,11808
155,12665
156,12956
157,12511
158,14957
159,10555
160,10395
161,13126
162,14281
163,11481
164,9609
164,15280
165,14935
166,10721
167,14566
168,14995
169,13988
170,8363
171,14115
172,14838
173,11887
174,14378
175,14896
176,3105
176,15188
177,11124
178,13560
178,15344
179,6972
179,12899
180,15056
181,14903
182,10995
183,7969
184,14169
185,15030
185,13322
186,14941
187,9839
188,10223
189,13227
190,14452
191,13886
191,14626
192,14956
193,14384
194,15048
195,1316
196,14810
197,10974
198,14317
199,14906
200,14356
201,7362
201,15252
202,15058
203,8714
203,13342
204,9265
205,14792
206,14871
207,14008
208,14746
209,10715
210,12316
211,14986
212,13097
213,10546
213,12929
214,14059
215,14814
216,15097
217,14957
218,11814
219,7361
220,9638
221,14880
222,14221
222,12252
223,14645
224,13699
224,15282
225,12655
226,15042
227,14478
228,14939
229,14921
230,9118
231,11539
232,9756
233,14472
234,14624
235,14724
236,13640
237,12505
238,14865
239,1525
240,14685
240,13801
241,15083
242,15046
243,14131
244,9263
245,10499
246,13571
247,7782
248,10353
249,12059
250,13181
251,9207
252,3267
253,14738
253,15363
254,15083
255,13629
256,14968
257,15078
258,15052
259,14700
260,15040
261,9535
262,14973
263,14085
264,13846
265,13524
266,14819
267,14609
268,14416
269,15097
270,14639
271,13816
272,14326
273,14933
274,13813
275,15056
276,10983
277,7497
278,8318
279,15088
280,15079
281,14656
282,10607
283,15019
284,10680
285,15070
286,15056
287,13655
288,14713
288,14572
289,14725
290,6919
291,6444
292,8461
293,12141
294,13957
295,14663
296,11632
297,3334
298,15067
299,13134
299,15202
300,10555
301,14406
302,13548
303,10219
304,15086
305,3473
306,14534
307,15100
308,15083
309,14881
310,14402
311,12316
312,14894
313,14470
314,12171
315,14989
316,15098
317,13459
318,14268
319,15070
320,14559
320,13663
321,14926
322,14951
322,14121
323,12910
324,12952
325,15011
326,14090
327,4371
328,2371
329,15085
330,14651
331,9557
332,15012
333,12540
334,14550
335,15078
336,14976
337,15073
338,13934
339,10054
340,12881
341,15074
342,13873
343,14352
344,15098
345,1109
346,6751
347,8545
348,15099
349,14851
350,5074
351,14216
352,15081
353,11917
354,8337
355,12434
356,13773
357,14828
358,1795
359,9271
360,10097
361,14848
362,1794
363,13227
364,14974
365,14779
366,11610
367,15048
368,9962
369,15016
370,11942
371,5722
