Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Treated chronic,SN Out-of-care,SN Untreated chronic,SN Untreated acute,CN Treated chronic,CN Out-of-care,CN Susceptible,CN Untreated chronic,SN Treated acute,CN Untreated acute,CN Treated acute
0,0,5,978,1,978,1,156,1,156,"[4403, 2946, 5458, 4359, 4610, 3330, 10178, 8316, 5604, 790, 9161, 6892, 9941, 3196, 8684, 10850, 15123, 8440, 1231, 11778, 9492, 8047, 11863, 13746, 14329, 11740, 1902, 626, 8777, 8221, 1265, 4876, 10375, 14667, 8979, 13707, 5126, 2500, 13441, 14988, 13225, 11537, 2623, 1362, 730, 6906, 2945, 13144, 4203, 13910, 2686, 2295, 3147, 14635, 5660, 4938, 12441, 2678, 9312, 784, 10437, 9312, 11867, 14984, 13656, 13336, 14323, 14956, 4634, 15010, 10914, 7162, 14745, 13991, 14156, 12430, 14003, 15081, 13822, 2917, 1047, 15071, 12225, 14127, 13699, 13349, 6645, 5006, 12657, 6608, 15087, 15049, 14871, 10448, 13205, 14993, 14252, 6007, 15241, 13315, 13823, 15086, 13069, 15009, 9280, 15066, 11549, 13243, 14958, 14722, 14736, 14265, 5781, 14188, 14196, 15043, 6506, 3299, 15101, 15079, 13805, 12754, 14094, 8978, 14873, 14940, 4829, 15082, 14892, 13401, 12008, 14718, 14974, 15011, 10502, 15064, 6632, 12117, 14751, 14728, 15017, 14638, 15025, 12486, 14800, 14280, 12182, 15076, 14999, 14732, 12986, 14165, 1602, 13688, 12101, 10446, 14737, 9434, 14749, 14594, 1208, 13089, 9922, 14902, 6806, 14878, 15073, 14786, 7326, 13989, 13650, 12586, 14201, 9059, 12092, 15072, 14084, 14231, 13666, 1331, 15037, 14073, 12656, 881, 13028, 15099, 11180, 14400, 13742, 13827, 14781, 13931, 14358, 14402, 14646, 14113, 8011, 6219, 13172, 14426, 14297, 12208, 14317, 12704, 14802, 14585, 12325, 12492, 10870, 8567, 15098, 15027, 15057, 14701, 13818, 14622, 15091, 9159, 13211, 15024, 13098, 11445, 12740, 5326, 14868, 13132, 5862, 14823, 15004, 15052, 9215, 14144, 12259, 14577, 15026, 14830, 14383, 13004, 9116, 15090, 14658, 13310, 14972, 10265, 13044, 13990, 14643, 14613, 15006, 15065, 14626, 15053, 15022, 10879, 15060, 9354, 5707, 6269, 10139, 7902, 14969, 14249, 14242, 9770, 13479, 14967, 14245, 13709, 13329, 12133, 15001, 14109, 10161, 12998, 10602, 13787, 13219, 9545, 13477, 14768, 9521, 10116, 3091, 14205, 15061, 10753, 15020, 13450, 14842, 10335, 8976, 7499, 14360, 12373, 13889, 4497, 11124, 14723, 9887, 6374, 14183, 14283, 14104, 5994, 12291, 12154, 10191, 14794, 14645, 7003, 15094, 8937, 13956, 14549, 15015, 10563, 12597, 14864, 14589, 14870, 8262, 12623, 13054, 14070, 13683, 15085, 15080, 9604, 15007, 15089, 14894, 14077, 5710, 14973, 15100, 6626, 14336, 12173, 14610, 8506, 3815, 8863, 14852, 14699, 15059, 15035, 13687, 12239, 14672, 13580, 14911, 14311, 10091, 14979, 15023, 8862, 9828, 13252, 14357, 14815, 8549, 5556, 13271, 14612, 2658, 15095, 13123, 8695, 14731, 5871, 11542, 6574, 14006, 15034, 14642, 13552, 15013, 4671, 14068, 11211, 12125, 14385, 14833, 15041, 14933, 13887, 13193, 14978, 12381, 10037, 8480, 14281, 14624, 13636, 8208, 15078, 14172, 13715, 14693, 10088, 15046, 15005, 10716, 14844, 14331, 14846, 6585, 12729, 9883, 14985, 14719, 13675, 15093, 14115, 14431, 2163, 7054, 13997, 12672, 15058, 12864, 14444, 13963, 11466, 14900, 12583, 14083, 10909, 13389, 9350, 14943, 11446, 15067, 6719, 11142, 13662, 12570, 6435, 9235, 14580, 13651, 14178, 7477, 6987, 9801, 14235, 14411, 9816, 14907, 8627, 9318, 14240, 9358, 10133, 11800, 15054, 13298, 13330, 8579, 14867, 10149, 10668, 14051, 14862, 14991, 14805, 7048, 13461, 14308, 15032, 14254, 12286, 14325, 14836, 14043, 6418, 13755, 9685, 14827, 14971, 13613, 1501, 12581, 3101, 12203, 14959, 8918, 13751, 14026, 2126, 3425, 1742, 14625, 14232, 14977, 14807, 11462, 9663, 5538, 7530, 8382, 10290, 15344, 12534, 15044, 13305, 4945, 2447, 14691, 14492, 9182, 13342, 15031, 13233, 14287, 12997, 13091, 14406, 7551, 14395, 15047, 14675, 7020, 13180, 14560, 12926, 14773, 12106, 9925, 4872, 6198, 14820, 14816, 14532, 14053, 14555, 8023, 12292, 14344, 13883, 14342, 14739, 14290, 9880, 1835, 7375, 15038, 5486, 14569, 5050, 14588, 14154, 3326, 10690, 7943, 14762, 14176, 7712, 14282, 12876, 6143, 3112, 6366, 12399, 14931, 11320, 14996, 13778, 13654, 14465, 1123, 14730, 8280, 12418, 14351, 14994, 13087, 494, 11389, 1061, 9330, 13356, 13595, 14752, 12817, 13623, 1834, 6820, 14033, 12454, 11415, 13255, 13223, 15039, 15092, 789, 12174, 14688, 12340, 12191, 13375, 5715, 9414, 9804]","[12601, 6876, 8104, 950, 8045, 2686, 8388, 6421, 1746, 4425, 2719, 5203, 9279, 12338, 10559, 7043, 12747, 6443, 10653, 15273, 8502, 5893, 7085, 2083, 6723, 8366, 9044, 8069, 4205, 9390, 6879, 12158, 5328, 1720, 3281, 3073, 14460, 1246, 2844, 187, 6100, 7544, 7887, 6754, 13913, 5474, 12492, 5312, 9586, 682, 15206, 10514, 11075, 3554, 12303, 925, 3984, 3692, 8283, 8801, 3622, 446, 9890, 6871, 8214, 14151, 11783, 7686, 12961, 11318, 15280, 7018, 4711, 7468, 9489, 14546, 2403, 14246, 12920, 12377, 7131, 2239]",258,67,340,107,105,35,1,27,24,15,10,0,0,0
