SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total
639,168942,12,168942,37,3553,9,3553
495,89471,8,89471,44,3570,7,3570
453,91536,27,91536,50,3482,22,3482
216,38904,22,38904,38,3539,21,3539
572,118352,6,118352,49,3576,7,3576
277,63421,5,63421,33,3534,13,3534
428,87604,23,87604,53,3522,8,3522
671,146844,11,146844,43,3546,12,3546
300,71713,18,71713,33,3539,12,3539
2134,392778,43,392778,42,3592,9,3592
1081,213900,41,213900,41,3523,10,3523
326,67889,13,67889,27,3593,12,3593
537,93305,22,93305,43,3629,19,3629
1253,244172,25,244172,53,3540,19,3540
553,112918,15,112918,42,3567,14,3567
508,76233,7,76233,45,3587,13,3587
395,72196,3,72196,37,3631,4,3631
573,113831,13,113831,33,3609,12,3609
272,39095,5,39095,49,3538,11,3538
1102,286865,60,286865,39,3522,14,3522
523,129263,33,129263,41,3544,15,3544
2411,513133,53,513133,50,3568,20,3568
1257,145931,8,145931,81,3581,13,3581
600,87341,9,87341,49,3591,4,3591
691,118976,8,118976,56,3538,6,3538
828,177873,26,177873,36,3573,11,3573
595,130721,15,130721,42,3528,9,3528
494,116832,24,116832,28,3604,18,3604
1728,327967,42,327967,42,3525,13,3525
1551,310655,41,310655,35,3485,15,3485
533,95375,11,95375,47,3648,16,3648
3270,902181,86,902181,31,3637,5,3637
903,133291,24,133291,51,3546,11,3546
819,142728,14,142728,40,3667,9,3667
146,40870,14,40870,36,3646,19,3646
389,51983,11,51983,64,3679,13,3679
326,50182,5,50182,56,3597,13,3597
276,68291,17,68291,44,3506,10,3506
260,53719,12,53719,58,3516,14,3516
668,128180,18,128180,40,3641,10,3641
302,54727,10,54727,41,3626,16,3626
330,77669,12,77669,42,3555,15,3555
589,102371,21,102371,60,3623,12,3623
402,69067,9,69067,37,3565,15,3565
990,232547,28,232547,28,3554,10,3554
324,60919,12,60919,27,3554,11,3554
573,78211,9,78211,69,3633,5,3633
616,105228,7,105228,32,3604,9,3604
380,75488,18,75488,50,3591,16,3591
399,91962,7,91962,42,3637,11,3637
443,89418,21,89418,42,3576,15,3576
456,92227,13,92227,49,3572,10,3572
861,121142,24,121142,40,3551,9,3551
630,97836,23,97836,50,3542,15,3542
614,181598,32,181598,33,3523,16,3523
155,39186,5,39186,38,3520,8,3520
612,112072,20,112072,40,3551,16,3551
505,72685,11,72685,33,3548,19,3548
519,82676,10,82676,39,3593,9,3593
650,93457,30,93457,60,3550,13,3550
622,112387,16,112387,41,3495,9,3495
1101,215227,46,215227,32,3553,10,3553
337,42354,13,42354,70,3724,14,3724
582,92353,5,92353,51,3634,11,3634
409,64503,3,64503,55,3601,3,3601
436,90778,23,90778,47,3582,11,3582
1315,270097,21,270097,43,3577,4,3577
