Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Treated acute,SN Untreated acute,CN Out-of-care,CN Treated chronic,CN Susceptible,CN Untreated chronic,CN Treated acute,CN Untreated acute
0,0,5,516,0,516,2,175,1,175,"[4099, 9271, 11067, 9926, 10637, 5640, 5221, 14615, 8590, 296, 6475, 10057, 11665, 6695, 5525, 13682, 144, 6497, 2392, 13078, 556, 12909, 7460, 7949, 3561, 9723, 12614, 10234, 9854, 13787, 7811, 13600, 8435, 3896, 12614, 4911, 2822, 8716, 4801, 11310, 5456, 13732, 12191, 2652, 3577, 13496, 13269, 9014, 5617, 801, 3146, 7966, 9239, 12440, 667, 3684, 6708, 13419, 3989, 6257, 4860, 8922, 14163, 14780, 13193, 14733, 14838, 4553, 7270, 14839, 14882, 14861, 14690, 11807, 14587, 15021, 14858, 15072, 3788, 14293, 15092, 12652, 9887, 12211, 12104, 12597, 15080, 15084, 14960, 11347, 14677, 4959, 15051, 6509, 11763, 11815, 12805, 14162, 10272, 13702, 14819, 14056, 15067, 14311, 11983, 12055, 12514, 12821, 15053, 11062, 13399, 15050, 13952, 4552, 14971, 14919, 14224, 10668, 14968, 14671, 13126, 12763, 15001, 13053, 14709, 15049, 14981, 15101, 14589, 10799, 14796, 7604, 12158, 13931, 15040, 14696, 2182, 11344, 10118, 10215, 13501, 12475, 14776, 14020, 15079, 13941, 15042, 13888, 7011, 13594, 2054, 8694, 12713, 14398, 15091, 13939, 15074, 9675, 12553, 11384, 14727, 11894, 14237, 14814, 13925, 11273, 5885, 15078, 14477, 11109, 14427, 14847, 14779, 10597, 9137, 12973, 13354, 11643, 12617, 14635, 14897, 14910, 11444, 14907, 8197, 14328, 14872, 14958, 8987, 11368, 14416, 14846, 8223, 15030, 14601, 12089, 8447, 14569, 14996, 13246, 5165, 15046, 14438, 5174, 11720, 13658, 10224, 15048, 13949, 14974, 12737, 13248, 15087, 12013, 12556, 2855, 14577, 7251, 14612, 14202, 14941, 12125, 14464, 10810, 6436, 15047, 13140, 15055, 14444, 14147, 14556, 13341, 13850, 14875, 14242, 14028, 2591, 11378, 15009, 1693, 12563, 14975, 15100, 13566, 12943, 14141, 14807, 14318, 10023, 9477, 6186, 6552, 5805, 13417, 10854, 12879, 14126, 14942, 13879, 14117, 5080, 13498, 4822, 10447, 2432, 15038, 12030, 14702, 10634, 14829, 12266, 14168, 14113, 14932, 13478, 11539, 14527, 14487, 10413, 15098, 9907, 12694, 14993, 9273, 7833, 13933, 11440, 14667, 10472, 11773, 14184, 13172, 9324, 11723, 14676, 13435, 13889, 1046, 14939, 7752, 11487, 12321, 14365, 12783, 13452, 15056, 14831, 14731, 14913, 14714, 15006, 14565, 15008, 10115, 10228, 7508, 14931, 14584, 14469, 250, 12051, 12118, 13173, 10798, 15011, 11322, 15094, 13509, 15083, 14840, 12269, 12287, 13683, 13608, 12332, 13810, 9418, 12512, 12890, 14363, 9912, 9807, 14380, 11606, 11058, 7066, 13224, 13627, 11531, 3966, 14015, 10768, 15031, 7856, 14222, 13844, 9694, 14715, 13441, 13462, 12670, 7234, 11854, 13632, 9386, 11206, 3796, 11615, 13663, 10914, 12484, 15085, 11289, 14952, 12387, 13623, 14198, 13570, 14482, 10740, 14957, 2927, 15089, 9291, 15093, 6072, 14820, 5052, 14652, 13580, 14298, 13534, 12279, 14036, 13088, 13667, 14618, 13863, 4108, 2911, 10617, 9964, 12503, 13778, 3697, 12324, 14130, 13585, 13665, 10449, 10362, 12143, 6554, 8119, 14027, 14844, 14949, 8912, 12883, 12926, 9697, 15081, 13961, 14302, 15099, 1506, 9439, 5043, 15095, 14299, 8020, 12630, 10861, 14543, 13363, 15044, 14976, 10809, 7101, 14688, 11635, 14987, 7224, 14725, 12374, 14327, 14326, 14642, 11008, 14483, 13202, 13503, 12265, 9797, 13215, 14114, 14374, 14647, 6352, 4762, 9028, 12206, 14768, 6733, 14998, 12305, 9667, 14697, 12768, 12470, 13527, 14934, 1742, 13785, 12008, 14980, 10896, 13846, 9437, 15005, 12168, 12276, 12135, 15034, 576, 14335, 13986, 15028, 14888, 13199, 15090, 14169, 11439, 788, 14231, 11586, 13411, 9124, 10952, 3737, 10705, 14785, 12469, 10948, 12188, 15057, 10655, 14666, 14813, 14923, 14517, 12412, 14214, 10450, 14914, 11211, 14308, 14418, 11622, 8437, 14252, 2600, 9036, 6384, 14822, 14624, 10721, 14986, 13759, 10577, 9679, 15035, 13368, 14698, 14068, 11768, 14634, 8985, 15014, 2208, 13644, 14225, 8281, 11346, 14566, 13856, 14324, 11569, 13859, 6875, 14212, 15070, 14763, 15003, 14724, 14816, 5517, 12307, 14313, 13154, 15071, 11045, 12232, 14436, 14802, 13896, 14138, 12910, 7345, 13223, 9637, 14016, 14954, 14108, 9446, 10806, 12093, 12790, 9429, 15061, 10001, 13751, 14073, 13434, 14926, 14090, 9861, 14638, 14655, 14290, 6292, 14824, 13693, 10651, 8785, 12277, 14559, 12546, 12548, 2980]","[12580, 574, 4255, 13794, 13108, 10049, 360, 3665, 5935, 4889, 2713, 4642, 6315, 2216, 14497, 784, 8392, 5882, 12295, 1569, 13150, 5179, 14349, 10928, 7106, 5584, 1914, 3123, 5816, 5487, 13918, 13214, 5644, 4239, 14202, 12598, 2712, 14975, 4267, 14646, 13548, 430, 15094, 2638, 13483, 11504, 3537, 2728, 7489, 11641, 3958, 2877, 6605, 33, 1647, 3499, 1190, 228, 40, 10394, 1510, 14902, 13491, 6881, 14171, 13165, 9821, 15278, 15251, 11723, 13658, 14786, 10354, 14788, 7427, 2537, 13506, 1753, 7890, 15222, 8271, 3234, 11114, 11925, 8693, 11155, 12207, 15341, 15312, 9855, 9990, 12440, 13707, 14246, 13472]",278,76,321,118,107,42,1,1,32,26,19,8,1,1
