SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled
130,77604,9,77604,1,760,2,760,655,99
175,74004,24,74004,5,833,4,833,651,97
80,52532,9,52532,1,807,2,807,654,87
189,79427,16,79427,7,814,7,814,654,107
133,49449,10,49449,3,811,1,811,651,99
164,76421,19,76421,7,787,2,787,650,95
228,122897,23,122897,4,803,3,803,651,103
65,36937,4,36937,7,815,2,815,652,102
109,44736,6,44736,1,774,3,774,655,93
540,234734,43,234734,2,840,6,840,651,92
199,102810,24,102810,3,818,5,818,655,96
69,35482,7,35482,5,804,4,804,650,97
111,41248,4,41248,3,849,5,849,655,104
444,231450,30,231450,3,812,4,812,655,80
163,84507,17,84507,6,839,7,839,653,106
94,47996,12,47996,5,821,3,821,652,96
210,127754,7,127754,10,857,2,857,655,91
185,76213,11,76213,3,790,4,790,651,93
120,58933,11,58933,4,853,1,853,653,95
157,86600,20,86600,5,856,8,856,655,98
537,230746,20,230746,4,786,0,786,655,88
188,110251,14,110251,8,815,2,815,651,91
275,208702,20,208702,1,844,2,844,655,98
154,61423,6,61423,6,809,3,809,650,82
100,55836,5,55836,3,866,5,866,650,98
319,194270,16,194270,4,833,2,833,652,87
249,135360,16,135360,7,814,10,814,650,102
61,31385,4,31385,3,787,3,787,652,102
68,33349,2,33349,4,794,4,794,650,94
431,152491,32,152491,4,796,3,796,653,100
189,70133,8,70133,4,846,2,846,651,78
87,45526,12,45526,3,754,9,754,652,108
135,49889,12,49889,7,813,2,813,653,94
158,59880,5,59880,3,774,8,774,653,96
327,140920,17,140920,2,863,1,863,652,84
99,50511,7,50511,7,852,2,852,652,90
306,118461,17,118461,9,821,3,821,654,95
216,76444,13,76444,10,837,6,837,652,93
147,51483,8,51483,3,835,6,835,650,101
205,118095,23,118095,6,793,6,793,650,95
273,122438,28,122438,3,764,1,764,652,100
44,23452,3,23452,6,717,0,717,652,93
305,159347,40,159347,5,804,3,804,650,96
331,149580,7,149580,4,807,2,807,652,87
227,135468,18,135468,6,815,5,815,652,89
126,58853,11,58853,2,842,2,842,655,96
137,50214,11,50214,9,768,2,768,650,97
183,95406,13,95406,2,800,3,800,653,92
114,62121,4,62121,7,842,1,842,655,88
373,107215,17,107215,5,772,1,772,653,84
199,82151,11,82151,3,767,4,767,654,81
314,157785,31,157785,2,828,2,828,650,92
1704,725812,79,725812,3,830,1,830,653,87
144,65951,12,65951,7,794,4,794,650,98
384,209286,32,209286,5,805,2,805,650,86
113,62463,6,62463,6,856,1,856,653,85
149,83579,17,83579,5,836,5,836,652,102
85,29836,4,29836,7,799,5,799,653,85
166,80820,13,80820,3,802,5,802,652,104
255,107634,17,107634,5,860,2,860,655,87
348,178202,8,178202,6,777,2,777,654,83
92,28821,4,28821,6,844,5,844,652,98
377,204822,30,204822,5,779,2,779,654,88
104,40357,6,40357,6,791,0,791,651,95
59,23521,2,23521,7,822,5,822,650,104
130,65407,3,65407,7,797,2,797,651,85
134,61198,7,61198,3,855,2,855,650,89
232,104081,18,104081,3,790,4,790,650,96
