ID1,ID2,Distance
N5992|1451|0.579969,N5993|11671|0.251605,0.014447
N6425|5944|0.786307,N6426|9200|0.304162,0.000792873
N6425|5944|0.786307,N6427|6607|0.085141,0.0120091
N6050|5371|0.268349,N6052|12308|0.105054,0.00959449
N6050|5371|0.268349,N6051|14522|0.872643,0.00958533
N6489|5247|0.330536,N6488|3227|0.19867,0
N6052|12308|0.105054,N6051|14522|0.872643,0.00477786
N6026|12473|0.67381,N6024|11201|0.114032,0.0136426
N6026|12473|0.67381,N6027|13514|0.666602,0.0128041
N5947|1550|0.051005,N5944|11268|0.951094,0.00798507
N5947|1550|0.051005,N5945|1448|0.883765,0.00637898
N6360|7102|0.406004,N6358|11651|0.040165,0.00477791
N6440|7518|0.751909,N6439|8817|0.551818,0.00557535
N6063|7903|0.917957,N6064|14880|0.592993,0.0144806
N5912|6663|0.715202,N5913|2645|0.740577,0.00238407
N6311|10184|0.393595,N6310|5106|0.910348,0.00557449
N6092|3075|0.388088,N6093|9011|0.457245,0.0112503
N6041|12521|0.163236,N6043|10623|0.975629,0.00798387
N6142|7114|0.817302,N6139|2536|0.786905,0.0136387
N6041|12521|0.163236,N6039|7423|0.604615,0.00879183
N6041|12521|0.163236,N6040|9392|0.15204,0.00637237
N6041|12521|0.163236,N6042|10633|0.547801,0.0120348
N6075|2198|0.420264,N6076|8393|0.260169,0.0111971
N6335|8053|0.201097,N6336|1766|0.158027,0.00318145
N5901|14062|0.38834,N5900|8312|0.740201,0.0112332
N6192|12283|0.222642,N6193|9811|0.240573,0.00799443
N6317|8248|0.790973,N6319|10994|0.373697,0.0104042
N6317|8248|0.790973,N6318|7022|0.306781,0.00797784
N6412|3547|0.871539,N6413|2457|0.73552,0.00878838
N6412|3547|0.871539,N6409|7545|0.297463,0.0111889
N5939|6130|0.040985,N5933|11775|0.460954,0.0136216
N5939|6130|0.040985,N5936|4301|0.586043,0.0144146
N5939|6130|0.040985,N5938|6634|0.833652,0.0144635
N5939|6130|0.040985,N5940|2810|0.415322,0.0103841
N6326|7773|0.775051,N6332|3545|0.913215,0.0128266
N6326|7773|0.775051,N6324|5077|0.180746,0.00877767
N6326|7773|0.775051,N6328|7033|0.027241,0.0128288
N5964|8612|0.775764,N5965|12675|0.921569,0.0144429
N6326|7773|0.775051,N6331|11348|0.381628,0.0136378
N6326|7773|0.775051,N6325|10006|0.508542,0.00797777
