SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total
617,161047,15,161047,67,7131,15,7131
358,59460,12,59460,74,7107,14,7107
600,83553,6,83553,63,7219,20,7219
423,79105,11,79105,78,7102,17,7102
544,96228,12,96228,71,7108,29,7108
792,141731,14,141731,59,7083,19,7083
572,67103,17,67103,101,7135,20,7135
760,120706,13,120706,95,7198,20,7198
394,75247,5,75247,85,7157,21,7157
939,115852,22,115852,101,7128,18,7128
1959,265390,28,265390,107,7170,21,7170
1230,137638,10,137638,108,7158,14,7158
2069,213022,25,213022,128,7074,19,7074
628,86523,31,86523,106,7163,28,7163
2227,306495,19,306495,72,7158,10,7158
1411,198482,11,198482,83,7168,14,7168
800,115524,12,115524,82,7026,23,7026
1216,212033,14,212033,91,7160,19,7160
733,109515,15,109515,72,7190,22,7190
711,88125,21,88125,106,7155,33,7155
630,82343,8,82343,92,7089,15,7089
938,154362,21,154362,95,7120,24,7120
831,107675,23,107675,91,7239,14,7239
717,109583,7,109583,96,7136,10,7136
1822,214833,26,214833,112,7203,22,7203
769,123401,17,123401,91,7188,17,7188
1007,102185,17,102185,103,7080,19,7080
779,82224,8,82224,129,7108,19,7108
1754,331638,23,331638,77,7165,18,7165
2102,374408,21,374408,84,7100,11,7100
753,120642,8,120642,96,7129,15,7129
539,91907,9,91907,72,7157,14,7157
1497,222271,30,222271,91,7077,30,7077
640,86732,12,86732,97,7116,12,7116
1926,276834,22,276834,76,7127,19,7127
1230,188490,15,188490,81,7115,19,7115
522,75844,14,75844,71,7078,24,7078
795,106660,9,106660,93,7133,22,7133
387,68366,11,68366,89,7056,25,7056
1513,314680,16,314680,66,7149,20,7149
1522,243807,30,243807,79,7145,21,7145
1656,164202,19,164202,113,7111,22,7111
2013,397318,33,397318,64,7112,19,7112
788,181244,12,181244,64,7181,8,7181
595,113436,28,113436,78,7152,22,7152
616,85885,16,85885,83,7171,28,7171
916,175837,38,175837,59,7161,20,7161
1118,243616,49,243616,57,7066,37,7066
781,100846,15,100846,101,7165,21,7165
755,68609,10,68609,113,7108,9,7108
