SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total
679,136529,19,136529,13,845,4,845
464,92893,7,92893,18,819,2,819
1058,152615,29,152615,10,818,3,818
871,111392,14,111392,13,788,2,788
922,167559,30,167559,16,811,2,811
1236,185757,20,185757,14,824,3,824
444,73027,7,73027,11,860,0,860
186,36142,3,36142,10,824,2,824
1357,243479,36,243479,9,730,6,730
506,66903,7,66903,13,774,1,774
1424,223149,29,223149,18,842,0,842
988,131691,21,131691,9,805,5,805
757,119066,35,119066,12,829,4,829
332,48776,10,48776,11,830,2,830
430,69283,21,69283,20,853,4,853
196,57387,7,57387,5,802,1,802
442,41705,3,41705,17,785,1,785
295,65363,5,65363,9,829,3,829
236,62231,17,62231,14,771,3,771
453,94674,9,94674,4,794,1,794
387,67702,8,67702,7,760,3,760
503,78658,9,78658,8,795,1,795
309,48549,4,48549,7,819,2,819
525,70314,41,70314,12,744,2,744
387,61370,5,61370,5,812,3,812
379,83302,18,83302,4,763,2,763
163,36034,4,36034,18,847,4,847
616,131812,19,131812,9,832,1,832
237,47038,9,47038,6,786,3,786
309,43100,9,43100,9,807,3,807
1357,381575,28,381575,12,795,5,795
468,76579,9,76579,11,805,2,805
430,102372,14,102372,8,829,3,829
888,131288,14,131288,14,824,3,824
639,102676,20,102676,6,785,3,785
871,131002,22,131002,18,759,1,759
645,90733,8,90733,12,795,0,795
495,86424,13,86424,16,766,4,766
418,79534,7,79534,16,777,0,777
570,111370,17,111370,11,815,2,815
244,40844,7,40844,11,798,4,798
406,91165,7,91165,11,778,0,778
268,84821,19,84821,7,828,5,828
1303,334609,99,334609,10,749,0,749
114,38525,4,38525,12,825,5,825
260,76628,12,76628,13,818,3,818
200,69479,5,69479,7,807,2,807
559,75906,6,75906,15,830,2,830
254,39657,5,39657,13,805,4,805
254,57117,7,57117,9,830,1,830
444,102016,12,102016,10,828,4,828
493,89952,22,89952,5,831,2,831
243,50907,3,50907,11,817,4,817
998,196837,56,196837,8,814,2,814
346,65136,14,65136,10,799,0,799
1022,219340,42,219340,8,805,5,805
367,75691,6,75691,10,852,2,852
944,213398,32,213398,10,830,4,830
656,113120,14,113120,17,868,3,868
328,87826,14,87826,8,809,3,809
721,100208,15,100208,20,755,3,755
401,77075,6,77075,13,779,2,779
239,35195,7,35195,10,835,3,835
315,61092,14,61092,12,785,0,785
249,49143,9,49143,7,837,1,837
688,148447,11,148447,10,834,6,834
557,138726,16,138726,12,792,4,792
679,124283,12,124283,9,787,2,787
1195,179378,18,179378,11,819,4,819
394,86812,11,86812,10,816,7,816
174,39779,4,39779,6,805,0,805
340,69944,15,69944,11,799,3,799
1263,195059,20,195059,13,803,1,803
762,135877,10,135877,9,770,3,770
343,66120,9,66120,8,817,1,817
629,140594,16,140594,7,794,4,794
463,64702,7,64702,12,773,3,773
542,82794,10,82794,18,836,3,836
658,114381,15,114381,7,760,1,760
280,55687,7,55687,10,868,0,868
1811,233332,16,233332,13,784,5,784
933,133467,18,133467,13,745,4,745
247,70343,6,70343,11,849,4,849
315,63273,8,63273,11,801,1,801
416,84807,11,84807,12,790,3,790
434,52793,7,52793,15,787,1,787
690,145522,7,145522,13,832,2,832
789,149062,19,149062,11,854,0,854
162,34608,2,34608,8,775,0,775
515,74968,16,74968,5,792,1,792
233,41167,8,41167,13,828,5,828
827,124947,13,124947,21,798,1,798
422,87026,17,87026,10,838,0,838
746,99126,11,99126,12,839,3,839
440,83111,8,83111,18,828,1,828
288,64536,6,64536,12,779,3,779
664,130927,13,130927,7,832,2,832
754,113572,12,113572,8,783,4,783
364,64491,6,64491,8,800,3,800
331,66481,1,66481,5,808,2,808
435,79032,9,79032,13,785,3,785
218,48839,6,48839,10,840,2,840
1244,228713,25,228713,7,857,3,857
906,110820,10,110820,12,787,3,787
1041,201475,19,201475,14,835,1,835
708,108215,17,108215,23,845,1,845
424,56533,8,56533,17,795,2,795
273,60202,12,60202,7,836,3,836
117,29466,8,29466,9,786,1,786
420,69776,11,69776,12,782,6,782
2599,404164,38,404164,14,824,1,824
676,111880,13,111880,8,818,4,818
260,53379,5,53379,13,832,2,832
494,87450,16,87450,15,809,4,809
433,133409,20,133409,8,837,2,837
237,55013,9,55013,13,781,1,781
2371,316668,13,316668,15,845,0,845
756,115444,16,115444,15,773,1,773
322,44196,5,44196,19,808,0,808
208,93565,20,93565,8,757,4,757
244,47147,9,47147,16,833,6,833
556,115225,19,115225,14,824,0,824
404,61712,5,61712,20,808,2,808
281,64163,7,64163,7,813,5,813
371,39679,4,39679,13,816,2,816
714,86206,18,86206,11,860,0,860
441,70891,9,70891,10,758,1,758
467,67252,10,67252,16,795,2,795
597,67013,9,67013,15,858,5,858
875,147866,14,147866,7,790,1,790
1069,232458,22,232458,16,805,1,805
176,38824,6,38824,7,828,6,828
390,83324,15,83324,6,794,3,794
332,50499,14,50499,20,839,2,839
1794,278226,42,278226,9,839,5,839
393,90473,11,90473,7,775,2,775
747,114738,8,114738,19,785,5,785
138,51140,8,51140,5,779,6,779
530,97530,25,97530,10,800,3,800
899,80532,12,80532,25,809,1,809
878,142301,28,142301,15,810,4,810
611,102791,14,102791,9,840,5,840
339,50481,13,50481,13,822,2,822
316,51498,3,51498,12,813,1,813
1095,150195,18,150195,23,786,1,786
210,32658,12,32658,12,831,3,831
1110,165083,14,165083,13,830,2,830
527,87950,9,87950,12,824,5,824
668,133277,3,133277,11,766,2,766
883,175583,22,175583,16,836,7,836
696,76992,6,76992,19,820,2,820
971,141808,33,141808,9,829,4,829
272,50020,24,50020,10,841,3,841
388,57502,7,57502,8,834,3,834
290,36557,3,36557,7,786,0,786
443,69893,8,69893,17,795,2,795
158,35576,3,35576,17,812,3,812
1549,273269,28,273269,9,803,0,803
385,71427,8,71427,9,795,2,795
288,59062,11,59062,12,790,4,790
773,151350,25,151350,8,799,3,799
426,80140,6,80140,12,807,4,807
632,115420,12,115420,13,811,3,811
2296,494983,93,494983,12,769,1,769
261,47306,10,47306,10,771,0,771
471,90251,14,90251,13,822,2,822
277,42305,5,42305,8,730,0,730
516,113327,12,113327,16,845,3,845
772,101899,8,101899,11,823,3,823
341,47979,2,47979,7,817,5,817
285,46253,3,46253,12,775,2,775
214,50907,4,50907,12,796,1,796
167,60626,10,60626,11,839,2,839
497,63026,3,63026,24,798,3,798
668,73295,6,73295,13,753,1,753
536,148378,26,148378,9,855,5,855
412,75508,4,75508,9,795,2,795
1033,158453,12,158453,16,795,1,795
650,118015,16,118015,19,845,0,845
6103,1197056,123,1197056,9,790,1,790
979,171386,14,171386,11,821,2,821
1925,373138,44,373138,11,819,0,819
752,153039,21,153039,15,802,2,802
220,40871,5,40871,10,792,1,792
228,55190,7,55190,11,782,3,782
222,45581,8,45581,12,743,3,743
306,49533,9,49533,12,755,4,755
413,70196,7,70196,15,827,2,827
181,40225,4,40225,5,840,2,840
329,76745,13,76745,10,841,2,841
452,69541,14,69541,9,779,3,779
684,84454,17,84454,14,810,0,810
268,70948,9,70948,9,817,0,817
781,117129,8,117129,15,832,4,832
423,66309,5,66309,9,794,1,794
357,71537,8,71537,13,799,2,799
791,110876,10,110876,5,811,3,811
618,108300,17,108300,13,835,5,835
2019,354758,44,354758,9,764,1,764
386,75270,7,75270,9,772,3,772
213,61636,14,61636,8,789,3,789
1156,226529,32,226529,12,842,2,842
941,160365,13,160365,17,790,3,790
295,52328,10,52328,18,805,4,805
299,68848,4,68848,9,795,4,795
287,43492,7,43492,14,899,4,899
505,108484,16,108484,17,777,2,777
588,75916,4,75916,8,867,1,867
337,54527,2,54527,15,774,0,774
348,60341,9,60341,14,840,4,840
4691,1090195,98,1090195,9,842,3,842
561,82580,7,82580,11,814,4,814
204,47443,6,47443,15,812,6,812
350,71525,5,71525,10,812,3,812
392,80821,9,80821,8,829,0,829
946,126196,26,126196,21,858,1,858
382,55049,14,55049,13,834,5,834
776,172425,11,172425,11,806,0,806
288,46536,1,46536,21,821,0,821
404,66717,12,66717,13,796,1,796
723,139689,10,139689,16,807,1,807
343,63246,12,63246,21,812,2,812
661,144387,33,144387,7,823,3,823
431,63943,3,63943,11,842,5,842
215,41974,5,41974,8,787,4,787
305,60547,6,60547,8,803,2,803
893,162643,14,162643,10,786,0,786
679,69245,19,69245,15,835,4,835
553,85525,12,85525,14,843,6,843
442,63242,8,63242,13,831,1,831
176,42867,3,42867,8,832,1,832
444,72167,4,72167,19,793,1,793
724,147998,12,147998,21,868,4,868
4830,730372,131,730372,16,770,3,770
319,53320,7,53320,15,801,3,801
752,178217,15,178217,14,838,2,838
472,105760,13,105760,12,825,2,825
476,113612,21,113612,9,818,3,818
686,146358,19,146358,12,771,3,771
216,44199,7,44199,8,800,5,800
500,101214,12,101214,9,766,1,766
626,96118,8,96118,12,798,2,798
365,70282,4,70282,8,842,3,842
556,108162,20,108162,11,827,3,827
302,72215,9,72215,8,814,4,814
640,150573,15,150573,6,810,1,810
450,74585,6,74585,16,816,0,816
296,84757,14,84757,6,815,2,815
446,57354,6,57354,15,816,3,816
837,138006,12,138006,8,797,2,797
