Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Treated acute,CN Out-of-care,CN Susceptible,CN Treated chronic,CN Untreated chronic,CN Untreated acute,SN Untreated acute,CN Treated acute
0,0,0,411,0,411,1,170,2,170,"[14482, 15386, 6927, 807, 9247, 4990, 8948, 2533, 1619, 3573, 14409, 14416, 13604, 5177, 10581, 10015, 3487, 1235, 4307, 6534, 13318, 2485, 10163, 4957, 2342, 7892, 12000, 9023, 8417, 13965, 9205, 9216, 14289, 1952, 14355, 3081, 13395, 13422, 5226, 9964, 5521, 9286, 14082, 2772, 7596, 12477, 11838, 9805, 2692, 200, 11098, 14227, 4465, 6591, 12757, 13422, 7312, 10180, 9752, 6996, 9638, 498, 12664, 15087, 15093, 12036, 8395, 11531, 9745, 15058, 14524, 15068, 8381, 14106, 15077, 14762, 14954, 15030, 14636, 13805, 15083, 15045, 14703, 14303, 11981, 14327, 13067, 14789, 15026, 11176, 15035, 15060, 14094, 12571, 14111, 9760, 13482, 13765, 7027, 5029, 14384, 14735, 14295, 14122, 6162, 12890, 14550, 14920, 14116, 12552, 6762, 12325, 11549, 9717, 14675, 9817, 11608, 13860, 3209, 12817, 9445, 14962, 11880, 14930, 7134, 13411, 9995, 11570, 15019, 10771, 14547, 9099, 14148, 6104, 14902, 12239, 15080, 9653, 9276, 976, 13226, 14634, 4013, 14154, 10809, 11319, 14379, 11475, 9797, 14810, 12742, 14759, 3278, 14967, 14638, 6178, 13658, 15054, 10091, 14051, 6326, 13677, 10090, 2461, 556, 11036, 13447, 7507, 13748, 15021, 13857, 1129, 14866, 12883, 14731, 14294, 12438, 14932, 14933, 15053, 14987, 12639, 14998, 15086, 14832, 13787, 14877, 12417, 8144, 14166, 10611, 13312, 13181, 11239, 14923, 10336, 12134, 8134, 14721, 10755, 15076, 14567, 13214, 15066, 13320, 11378, 8106, 14862, 8846, 13547, 13311, 12620, 15044, 5451, 6772, 14792, 11181, 8810, 14984, 4551, 14830, 4962, 14218, 11334, 15071, 12669, 9710, 10156, 14681, 14922, 3443, 10806, 5102, 2992, 1691, 12057, 12103, 7770, 13430, 12393, 14562, 10449, 10188, 10767, 15088, 1845, 11440, 14102, 15091, 13508, 10988, 14942, 7087, 13039, 15024, 14247, 14611, 14229, 12822, 14702, 14688, 5153, 14572, 8355, 14668, 11395, 14602, 13042, 12378, 14994, 14974, 1715, 14633, 14804, 7850, 14917, 15018, 11580, 10517, 14628, 11566, 13212, 13844, 8880, 15094, 11528, 14616, 14842, 14870, 14559, 13931, 8632, 15079, 3690, 14158, 11601, 14434, 14195, 13344, 14694, 12955, 10169, 13669, 10396, 14835, 13687, 7016, 5718, 13384, 10062, 13032, 12200, 14768, 14750, 12952, 13589, 10144, 14076, 13904, 2549, 14986, 10, 15084, 13005, 13865, 15029, 15042, 8813, 12892, 14748, 12762, 9459, 5116, 11339, 2114, 11544, 9968, 14655, 14964, 11686, 9860, 13667, 7454, 15096, 9013, 11560, 13234, 12106, 14630, 14969, 14062, 13930, 11809, 11683, 15089, 10459, 10258, 14573, 12269, 14582, 14531, 10797, 14863, 15015, 10147, 10743, 12937, 10414, 14925, 12775, 15078, 14873, 11455, 14410, 12737, 14568, 10130, 7056, 13337, 15002, 15099, 11644, 14695, 15057, 14538, 14510, 11363, 13636, 12528, 14691, 15075, 15039, 14461, 12869, 14737, 13789, 14824, 14595, 13908, 13399, 13774, 14999, 13300, 13377, 14063, 14872, 13479, 8779, 12792, 14283, 7889, 14874, 13309, 10244, 12488, 2190, 13359, 14818, 13835, 15000, 15101, 14540, 13940, 10395, 9463, 8168, 14890, 10200, 15028, 14936, 10099, 14417, 7626, 15050, 14707, 14599, 12126, 10527, 12119, 13436, 14225, 15061, 12673, 14995, 14770, 14935, 13806, 14226, 13681, 7588, 8797, 15065, 14926, 15067, 1226, 13794, 9742, 13737, 4360, 15074, 9482, 13769, 12351, 13901, 8505, 11353, 13778, 14265, 14525, 13695, 12880, 13072, 15048, 15081, 13739, 7244, 13137, 8497, 8728, 15092, 14234, 14738, 13686, 14958, 15059, 12376, 6584, 10006, 2441, 5519, 10093, 9676, 14952, 10891, 13322, 11693, 13490, 14931, 14319, 10541, 14367, 8362, 14639, 12572, 14192, 9076, 14643, 13225, 13843, 14812, 9102, 15036, 9584, 14956, 4654, 3348, 12197, 14401, 10799, 10621, 14025, 13233, 4578, 14512, 13728, 12371, 15082, 13972, 15064, 3403, 13402, 11879, 13675, 14381, 11951, 11916, 8803, 1100, 8296, 15049, 14685, 15031, 12693, 14412, 3718, 1855, 14515, 4363, 7224, 13571, 14084, 13946, 14751, 3632, 14846, 15098, 14673, 13715, 11647, 14252, 9083, 14597, 15100, 14710, 7667, 8970, 14808, 13682, 14769, 14180, 2727, 3394, 10939, 14972, 14829, 12319, 14452, 6287, 14571, 13923, 14070, 11076, 10677, 14435, 12439, 11586, 8597, 15396, 14301, 10153, 14478, 14253, 9333, 1847, 8167, 13659, 14335, 12064, 14656, 12774]","[7323, 14736, 2022, 1511, 10111, 7539, 2485, 4713, 575, 7756, 6680, 7223, 12330, 4063, 5706, 13384, 9585, 4726, 15204, 12081, 10305, 12439, 4646, 2407, 2379, 6634, 12796, 5044, 3934, 8590, 13205, 6855, 2906, 12517, 13766, 9561, 12919, 2131, 2289, 10332, 11319, 7113, 1436, 8994, 2545, 11052, 8341, 3169, 15209, 12682, 9818, 15266, 10390, 1502, 12360, 14605, 9602, 6709, 123, 2733, 11590, 14267, 6673, 1803, 12977, 8596, 13527, 3147, 12426, 7275, 10149, 13829, 12185, 7836, 13495, 12194, 7783, 14408, 10942, 7174, 13977, 7587, 14741, 2580, 13647, 12632, 8456, 13346, 14599, 1370, 8868, 5357, 4264]",259,75,339,107,104,37,1,40,18,18,13,2,0,0
