Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Untreated acute,CN Susceptible,CN Out-of-care,CN Treated chronic,CN Untreated chronic,SN Treated acute,CN Untreated acute,CN Treated acute
0,0,1,326,1,326,0,165,4,165,"[11333, 4426, 3028, 8930, 8128, 4925, 13282, 12210, 13047, 7736, 10317, 9334, 7583, 2678, 8146, 14387, 12708, 1902, 1675, 2345, 396, 7516, 10982, 906, 10178, 2051, 9296, 13796, 14227, 1507, 135, 12062, 6940, 10683, 14918, 14545, 1558, 13971, 9514, 1173, 8577, 1948, 9376, 13061, 3630, 13199, 10027, 1948, 10523, 14541, 6390, 5243, 2693, 12747, 12207, 1217, 3131, 6266, 8562, 723, 6806, 12173, 14158, 13862, 14785, 10252, 14368, 13989, 2889, 11669, 15063, 10427, 14095, 13132, 7016, 10258, 15023, 14108, 9618, 14515, 12578, 14451, 14606, 14692, 10111, 15058, 13075, 15066, 13729, 15054, 15084, 14710, 10482, 13086, 13866, 15090, 10097, 15000, 14613, 14058, 14593, 11593, 14771, 14632, 11975, 8269, 9128, 11779, 3779, 14856, 14619, 11464, 14957, 11588, 8996, 9453, 2522, 12574, 7828, 9042, 9611, 9614, 787, 15049, 13284, 13198, 14617, 11029, 13628, 15083, 15062, 14379, 14700, 14808, 15091, 14933, 15073, 14944, 15051, 8963, 15097, 13383, 15011, 13534, 13020, 12607, 6415, 10855, 14008, 11186, 15029, 3612, 7764, 14234, 9201, 12680, 14372, 14301, 7529, 13944, 13359, 14993, 2828, 12399, 13207, 15037, 13067, 15064, 6826, 15065, 11521, 13169, 15033, 13863, 15026, 13502, 14138, 11768, 12358, 11461, 13555, 15067, 12126, 11844, 15096, 10158, 3571, 14739, 15015, 14996, 11494, 11685, 15088, 13948, 14149, 10516, 13449, 14102, 14019, 15068, 13476, 13345, 4903, 14188, 12078, 14788, 14966, 4896, 15053, 14425, 15036, 14951, 15042, 14403, 14502, 13457, 14960, 14701, 14576, 14801, 14488, 5952, 7316, 15082, 13841, 13005, 9792, 12881, 14559, 12248, 10878, 13363, 275, 15086, 13368, 13489, 10542, 14449, 14243, 3933, 13229, 12749, 14506, 13327, 14646, 13268, 13082, 15092, 9975, 14333, 7831, 14820, 7145, 15034, 13503, 11864, 14859, 14126, 15031, 9926, 6333, 7184, 11540, 11061, 13750, 13855, 15072, 15045, 15001, 14098, 9487, 7605, 5976, 12060, 7731, 15099, 2266, 4700, 10502, 12274, 14191, 12557, 12297, 5168, 14946, 14199, 14092, 9772, 14829, 12810, 13744, 14534, 14625, 11959, 14439, 15093, 14405, 13737, 14658, 13886, 12857, 13499, 10462, 9268, 14696, 13923, 13888, 8497, 14997, 8886, 6748, 12789, 14281, 8845, 7577, 9787, 5848, 9445, 13402, 7176, 10632, 13447, 6030, 15059, 6992, 14322, 14972, 12270, 14675, 11421, 13977, 14083, 14214, 5837, 14641, 13779, 11797, 6296, 15101, 11432, 2561, 2055, 9403, 14836, 13868, 13256, 9629, 13027, 11325, 3981, 14085, 14512, 13101, 13471, 14773, 11945, 12474, 11266, 14284, 15098, 10220, 11533, 14913, 13182, 12398, 3352, 7543, 14907, 11364, 14926, 14759, 12334, 14910, 14024, 14713, 11981, 13535, 13657, 14501, 13975, 13813, 12727, 13177, 15047, 8541, 14293, 10716, 5319, 11072, 14718, 14653, 9802, 12610, 13669, 13228, 3227, 14964, 13335, 14096, 13617, 14186, 15014, 13808, 13116, 12658, 10145, 7573, 14524, 11983, 14848, 15095, 13278, 15074, 15046, 3088, 15061, 15080, 14932, 14977, 13369, 10624, 14137, 3727, 15089, 15004, 11328, 15070, 14955, 13708, 12593, 14626, 2919, 11246, 9436, 10719, 13410, 4234, 2455, 10897, 13234, 9325, 10500, 15035, 14500, 6982, 12910, 14730, 14373, 10212, 14347, 11347, 14113, 10044, 14359, 14070, 14577, 12154, 14843, 4729, 14662, 12370, 11734, 14834, 3678, 14978, 15077, 13777, 14928, 13029, 12918, 12673, 14838, 9952, 14388, 14819, 13820, 12290, 14800, 5453, 14247, 2169, 13714, 12666, 15055, 3751, 11137, 14566, 14568, 13451, 14599, 9449, 15048, 9283, 13999, 14861, 14905, 13165, 14224, 14889, 13654, 13827, 14969, 15256, 10004, 4824, 7659, 14753, 13025, 13736, 14630, 2823, 11497, 12188, 4573, 13985, 7588, 14551, 13720, 14172, 7631, 5027, 9035, 14300, 12123, 15094, 11693, 14462, 13681, 7003, 13965, 9001, 7084, 4705, 12063, 5982, 13528, 10792, 13887, 14027, 13452, 11777, 14076, 13404, 10341, 6210, 6981, 14967, 5853, 5459, 14846, 6244, 14452, 14721, 15075, 14067, 10480, 13371, 14062, 14528, 10070, 8879, 8050, 8092, 13685, 14661, 11314, 10769, 14564, 10708, 14688, 3824, 14003, 14255, 11863, 13732, 15079, 13523, 11261, 8897, 14035, 1511, 14988, 8508, 12396, 13445, 14594, 8536, 11697, 2759, 14490, 13620, 14364, 12395, 13106, 14979, 8697, 12382, 14258, 13470, 14663, 14947, 2844, 14468, 14517]","[9540, 150, 11447, 2166, 1223, 11233, 1179, 5851, 12013, 12171, 11919, 1828, 8034, 737, 5510, 12797, 12140, 313, 5287, 13990, 8386, 13769, 13971, 7537, 10466, 9998, 14316, 5552, 8623, 14197, 14020, 1332, 337, 11245, 10716, 4932, 1172, 1740, 5938, 10954, 3097, 229, 5242, 13598, 12777, 1204, 834, 545, 13600, 7543, 2601, 9692, 9825, 4160, 10734, 8947, 5218, 11234, 7837, 9770, 633, 4504, 11304, 10122, 10569, 13219, 8421, 13579, 12789, 13838, 9245, 10563, 1687, 11290, 10413, 8289, 7781, 13368, 12080, 11295, 13443, 9235, 14190, 2887, 13258, 6995, 15197, 3867, 14991, 15122, 13575, 5467, 10361, 14062, 14343, 13391, 11250, 14892, 12631]",266,73,337,120,87,48,3,26,24,22,14,0,0,0
