SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled
160,77604,2,77604,1,760,0,760,605,26
128,74004,0,74004,2,833,2,833,605,32
119,52532,1,52532,4,807,0,807,601,33
165,79427,2,79427,2,814,1,814,604,27
167,49449,0,49449,2,811,1,811,605,29
154,76421,4,76421,5,787,0,787,600,34
266,122897,2,122897,2,803,0,803,601,30
92,36937,0,36937,3,815,0,815,601,32
83,44736,2,44736,4,774,3,774,600,34
445,234734,1,234734,3,840,1,840,600,31
162,102810,0,102810,4,818,0,818,600,29
76,35482,0,35482,4,804,2,804,600,31
79,41248,1,41248,6,849,1,849,604,31
403,231450,2,231450,2,812,0,812,600,29
235,84507,3,84507,1,839,3,839,601,27
104,47996,1,47996,6,821,0,821,605,27
214,127754,2,127754,10,857,2,857,602,24
117,76213,1,76213,7,790,1,790,601,25
97,58933,0,58933,4,853,0,853,602,34
180,86600,1,86600,3,856,2,856,601,31
451,230746,11,230746,4,786,1,786,601,29
265,110251,1,110251,7,815,0,815,601,26
505,208702,3,208702,4,844,0,844,605,27
126,61423,0,61423,2,809,1,809,601,27
110,55836,5,55836,6,866,3,866,602,32
360,194270,1,194270,6,833,1,833,602,36
328,135360,4,135360,5,814,1,814,603,35
64,31385,1,31385,3,787,0,787,600,27
60,33349,0,33349,6,794,3,794,602,34
220,152491,3,152491,2,796,0,796,602,28
151,70133,1,70133,3,846,1,846,603,29
76,45526,2,45526,3,754,0,754,603,31
82,49889,0,49889,6,813,3,813,603,27
144,59880,0,59880,2,774,2,774,603,32
344,140920,5,140920,5,863,2,863,600,31
100,50511,1,50511,9,852,1,852,604,32
264,118461,3,118461,5,821,1,821,604,30
131,76444,2,76444,2,837,2,837,604,31
67,51483,0,51483,4,835,0,835,602,34
277,118095,12,118095,5,793,2,793,602,34
243,122438,4,122438,4,764,1,764,605,28
48,23452,0,23452,3,717,2,717,601,36
303,159347,2,159347,4,804,1,804,602,31
200,149580,4,149580,4,807,2,807,603,30
295,135468,1,135468,7,815,1,815,604,30
115,58853,0,58853,4,842,2,842,603,28
144,50214,2,50214,4,768,0,768,604,38
176,95406,3,95406,2,800,2,800,601,30
160,62121,2,62121,5,842,1,842,605,33
259,107215,0,107215,6,772,0,772,604,27
181,82151,1,82151,3,767,1,767,604,28
373,157785,3,157785,4,828,1,828,600,42
1997,725812,11,725812,4,830,0,830,604,27
123,65951,3,65951,4,794,3,794,600,34
413,209286,4,209286,4,805,1,805,601,34
135,62463,2,62463,3,856,1,856,601,30
160,83579,3,83579,2,836,2,836,600,38
89,29836,0,29836,7,799,0,799,602,23
136,80820,2,80820,7,802,3,802,605,32
324,107634,9,107634,5,860,0,860,604,26
287,178202,0,178202,0,777,0,777,602,30
44,28821,0,28821,4,844,0,844,600,24
471,204822,2,204822,3,779,0,779,601,31
98,40357,0,40357,5,791,1,791,604,33
51,23521,2,23521,6,822,1,822,604,35
92,65407,0,65407,7,797,0,797,602,32
116,61198,1,61198,5,855,4,855,601,34
178,104081,1,104081,4,790,3,790,600,26
581,210647,3,210647,2,766,2,766,601,35
80,42935,1,42935,11,812,0,812,602,34
241,135024,5,135024,3,792,1,792,604,36
97,65180,0,65180,5,791,2,791,602,30
77,36346,2,36346,2,765,1,765,601,31
159,81031,1,81031,5,787,3,787,601,34
163,72552,2,72552,6,796,1,796,600,35
197,87675,1,87675,1,800,1,800,603,30
135,65216,3,65216,2,763,0,763,603,26
273,108440,4,108440,2,784,0,784,600,31
127,49630,0,49630,6,824,3,824,601,28
335,136836,2,136836,4,793,0,793,600,29
188,117466,0,117466,3,801,1,801,604,30
237,84263,2,84263,5,756,0,756,603,31
209,96508,1,96508,3,828,1,828,605,30
125,87530,1,87530,3,787,1,787,602,37
177,67451,0,67451,4,777,1,777,603,25
281,126581,1,126581,6,829,1,829,602,28
170,64174,0,64174,6,847,1,847,603,30
89,48762,0,48762,3,826,1,826,605,30
448,202130,6,202130,6,800,0,800,601,25
259,125184,1,125184,5,778,1,778,603,26
203,116766,2,116766,4,836,0,836,603,28
270,127776,4,127776,0,790,1,790,602,26
272,145497,2,145497,6,808,2,808,600,30
416,235445,3,235445,5,837,0,837,604,29
263,141985,2,141985,5,769,0,769,601,27
98,72823,1,72823,5,780,0,780,603,37
494,180370,2,180370,7,836,0,836,602,30
163,87296,0,87296,8,813,0,813,601,24
133,94811,2,94811,4,788,1,788,602,28
162,66295,0,66295,3,820,1,820,602,29
186,80609,4,80609,7,822,3,822,601,39
178,81801,2,81801,4,822,0,822,600,25
379,165512,2,165512,7,821,4,821,604,28
129,62578,1,62578,2,785,1,785,604,27
112,55330,3,55330,2,802,3,802,601,36
243,113661,1,113661,7,829,1,829,601,26
204,97797,0,97797,3,859,1,859,602,30
100,44905,1,44905,9,811,0,811,602,35
83,45209,2,45209,8,819,1,819,604,27
202,103551,0,103551,9,829,2,829,602,33
131,85702,0,85702,6,760,1,760,605,31
267,102438,1,102438,7,833,3,833,605,29
355,123185,4,123185,2,813,2,813,605,32
75,46222,3,46222,3,846,3,846,603,34
90,49614,0,49614,6,853,0,853,600,30
240,116149,1,116149,4,796,1,796,603,28
269,119838,1,119838,5,773,1,773,600,24
237,96570,1,96570,4,838,2,838,602,30
105,59050,1,59050,3,813,1,813,601,32
194,103353,0,103353,5,755,0,755,602,32
211,76544,5,76544,6,852,1,852,605,35
129,49597,2,49597,6,834,0,834,601,27
113,85604,0,85604,5,812,0,812,603,30
515,212737,6,212737,3,796,0,796,601,31
167,80125,0,80125,4,786,1,786,605,32
63,33511,1,33511,8,833,0,833,604,31
146,68420,0,68420,7,829,1,829,602,28
268,99611,2,99611,4,770,1,770,605,30
328,156568,3,156568,4,759,1,759,604,27
93,51005,0,51005,2,812,3,812,600,30
121,62664,1,62664,6,800,0,800,605,34
207,113152,1,113152,5,767,0,767,600,27
662,299976,8,299976,3,789,2,789,601,31
218,88291,1,88291,7,830,0,830,601,30
86,44979,1,44979,3,789,2,789,601,34
135,50926,0,50926,6,844,1,844,600,26
219,86568,3,86568,3,851,1,851,603,39
195,96812,2,96812,1,801,5,801,600,35
184,81290,0,81290,3,781,0,781,600,25
144,52777,0,52777,7,807,0,807,603,25
113,54348,0,54348,7,821,1,821,603,23
248,111777,4,111777,6,794,0,794,601,30
79,40277,0,40277,4,797,1,797,601,27
98,64433,1,64433,2,824,3,824,603,38
115,72154,4,72154,3,802,2,802,601,34
98,55620,0,55620,6,829,2,829,605,29
217,85762,1,85762,9,852,1,852,601,32
106,49300,0,49300,7,826,0,826,604,24
58,44098,1,44098,3,783,0,783,603,24
167,78335,2,78335,7,859,1,859,601,32
195,96125,0,96125,9,791,1,791,602,27
292,146687,3,146687,4,831,0,831,603,28
149,78290,1,78290,4,816,2,816,604,37
313,163890,0,163890,2,803,1,803,605,24
73,46584,0,46584,4,765,3,765,605,34
87,34371,0,34371,4,772,2,772,600,33
498,280854,0,280854,3,815,1,815,603,28
110,60134,3,60134,5,882,1,882,602,36
104,55499,0,55499,5,852,0,852,605,24
75,48574,0,48574,5,799,1,799,602,30
193,81199,0,81199,8,797,0,797,600,31
152,85300,0,85300,7,823,0,823,605,30
102,44624,0,44624,4,801,1,801,601,32
61,41725,1,41725,2,771,0,771,603,29
178,91830,1,91830,4,813,1,813,602,29
78,50072,0,50072,4,796,2,796,601,29
314,145176,3,145176,3,786,0,786,603,30
42,25523,1,25523,2,773,1,773,602,38
252,143622,3,143622,4,797,2,797,603,33
130,52612,0,52612,0,772,1,772,603,37
106,43066,0,43066,4,807,0,807,600,25
