0.000467 2557.645500 8062 6 7 0 8928 27 1069 1604 0 24 1 2374 0 0 [8062],[],[],[],[],[],[],[],[]
0.000467 1002548.645500 8062 7 8 0 8928 27 1069 1604 0 24 0 2375 0 0 [8062],[],[],[],[],[],[],[],[]
0.000492 2550.215500 10558 8 4 0 8928 27 1069 1605 0 24 0 2374 0 0 [10558],[],[],[],[],[],[],[],[]
0.000544 2549.899500 10713 8 4 0 8928 27 1069 1606 0 24 0 2373 0 0 [10713],[],[],[],[],[],[],[],[]
0.000688 2549.555500 10384 3 7 0 8928 27 1068 1606 0 24 1 2373 0 0 [10384],[],[],[],[],[],[],[],[]
0.000688 1002548.155500 10384 7 8 0 8928 27 1068 1606 0 24 0 2374 0 0 [10384],[],[],[],[],[],[],[],[]
0.000763 2549.725500 9221 2 3 0 8928 26 1069 1606 0 24 0 2374 0 0 [9221],[],[],[],[],[],[],[],[]
0.002051 2540.855500 10031 8 4 0 8928 26 1069 1607 0 24 0 2373 0 0 [10031],[],[],[],[],[],[],[],[]
0.002385 2540.483500 7039 4 8 0 8928 26 1069 1606 0 24 0 2374 0 0 [7039],[],[],[],[],[],[],[],[]
0.003769 2540.855500 10439 1 2 0 8927 27 1069 1606 0 24 0 2374 0 0 [],[],[],[8716,8716],[],[],[],[],[]
0.003845 2550.052500 865 8 4 0 8927 27 1069 1607 0 24 0 2373 0 0 [865],[],[],[],[],[],[],[],[]
0.004549 2549.680500 3619 8 4 0 8927 27 1069 1608 0 24 0 2372 0 0 [3619],[],[],[],[],[],[],[],[]
0.004845 2549.280500 4290 2 3 0 8927 26 1070 1608 0 24 0 2372 0 0 [4290],[],[],[],[],[],[],[],[]
0.005289 2540.410500 870 8 4 0 8927 26 1070 1609 0 24 0 2371 0 0 [870],[],[],[],[],[],[],[],[]
0.005497 2540.066500 5840 6 7 0 8927 26 1070 1609 0 23 1 2371 0 0 [5840],[],[],[],[],[],[],[],[]
0.005502 1002531.066500 5840 7 8 0 8927 26 1070 1609 0 23 0 2372 0 0 [5840],[],[],[],[],[],[],[],[]
0.006367 2532.636500 1718 8 4 0 8927 26 1070 1610 0 23 0 2371 0 0 [1718],[],[],[],[],[],[],[],[]
