Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Untreated acute,CN Treated chronic,CN Out-of-care,CN Untreated chronic,CN Susceptible,CN Untreated acute,SN Treated acute,CN Treated acute
0,0,0,450,1,450,3,161,3,161,"[12068, 4562, 3907, 2565, 2973, 5503, 9521, 13676, 11781, 4016, 8360, 7239, 4874, 1414, 2668, 14937, 4600, 2746, 3682, 14009, 13312, 13203, 10145, 8293, 8214, 10049, 1966, 6753, 5602, 1250, 8710, 5536, 970, 7651, 10537, 9404, 11, 2326, 2981, 10511, 10941, 9749, 13938, 8491, 5742, 6890, 5367, 10242, 5030, 5509, 1706, 14802, 798, 6669, 9194, 7414, 11901, 9097, 12119, 12770, 12682, 13268, 11246, 12223, 13025, 15042, 15087, 12469, 12681, 15089, 15080, 13704, 15013, 14388, 14879, 7983, 13908, 14122, 9886, 14868, 15027, 14156, 11147, 14962, 15099, 14975, 15059, 12830, 14986, 11409, 13699, 14322, 14785, 14443, 14948, 14458, 2800, 14767, 14704, 15071, 9526, 13962, 14477, 14720, 10147, 15058, 9585, 14524, 3731, 15085, 13406, 14732, 13881, 15050, 14946, 14915, 10785, 14930, 14911, 10904, 9644, 4939, 14639, 14626, 14711, 11906, 15092, 14590, 14707, 15063, 11235, 13077, 6693, 8604, 12998, 14956, 6302, 11681, 9359, 12568, 14193, 14546, 14244, 15046, 15094, 14902, 12291, 12139, 7340, 15093, 9094, 14038, 15010, 14307, 14892, 7797, 15060, 9340, 11876, 14086, 15057, 15048, 9105, 14139, 14147, 14191, 8989, 12016, 14744, 13144, 14555, 14366, 15098, 15041, 14686, 14994, 8657, 3712, 13670, 5721, 8337, 6126, 11556, 6105, 13687, 14201, 11722, 9210, 14001, 9560, 9381, 14997, 12615, 14996, 14421, 15037, 7430, 12577, 8709, 14368, 12269, 15049, 15003, 3693, 14636, 14155, 14516, 14277, 9688, 12225, 1027, 14689, 4733, 14434, 12660, 12246, 12915, 3814, 15056, 8121, 5331, 12610, 14093, 10762, 14921, 6495, 8830, 14685, 5722, 14765, 10509, 11543, 14020, 869, 12160, 13817, 8312, 5116, 15095, 6140, 14008, 13384, 13557, 14845, 8218, 14981, 15075, 14471, 15384, 5681, 8827, 14775, 12268, 454, 13265, 590, 14002, 14977, 15036, 13368, 12032, 12412, 3568, 13373, 14475, 11413, 14988, 5570, 12799, 14832, 14979, 15096, 15025, 9190, 14600, 13889, 9583, 14024, 14847, 14809, 12843, 4505, 14157, 11261, 14815, 15045, 13935, 13540, 15026, 5946, 14757, 11954, 9346, 13645, 14959, 13954, 12785, 5482, 10767, 13204, 14197, 13595, 14970, 14544, 13064, 10101, 12705, 13505, 14972, 14018, 15100, 14696, 13702, 14308, 13290, 15030, 13128, 15097, 14960, 11801, 14476, 12849, 14750, 13923, 11082, 13994, 13250, 15054, 14040, 13668, 13993, 15083, 14330, 15088, 14584, 14648, 5695, 14618, 13461, 14313, 14241, 15086, 4550, 14206, 14788, 10267, 14483, 13698, 10253, 6809, 14140, 13424, 2710, 14870, 14521, 3133, 13748, 2240, 14953, 12544, 14771, 13610, 14066, 14638, 14749, 14780, 9201, 14143, 14861, 13940, 13022, 15084, 13365, 14494, 4475, 15077, 9882, 11608, 10653, 14560, 6518, 15067, 13632, 10575, 6852, 15090, 11135, 14612, 13305, 5883, 14132, 15091, 13836, 15081, 13259, 13227, 11850, 14787, 14536, 14674, 11937, 2877, 13216, 11525, 15074, 14362, 14825, 13737, 13471, 14659, 14982, 13625, 15011, 11654, 15079, 12686, 11717, 12494, 12976, 13642, 14760, 13971, 8151, 15068, 14269, 4449, 11853, 9849, 13459, 13460, 14983, 818, 5232, 13282, 12993, 1545, 13652, 14908, 13646, 7751, 13492, 10539, 15066, 12438, 13580, 14098, 15015, 12455, 12713, 3082, 15007, 14702, 14645, 13520, 14095, 10921, 7299, 14540, 14681, 10917, 10770, 13810, 14007, 7163, 12463, 14748, 14821, 6026, 14768, 13789, 13562, 12629, 10358, 14966, 13696, 13717, 14791, 13549, 4501, 14916, 9476, 14573, 344, 7262, 4982, 14912, 14280, 10706, 12530, 13626, 15032, 14736, 702, 12883, 9484, 13651, 13096, 1138, 14583, 10377, 14204, 9563, 9852, 14410, 15001, 15034, 13494, 12050, 14940, 7539, 14779, 11968, 8320, 9487, 13968, 13263, 14964, 12471, 1166, 13395, 14219, 12760, 15064, 14420, 14247, 2049, 14691, 15082, 10893, 14111, 14913, 14424, 14577, 11277, 14468, 14934, 13860, 14954, 14297, 4099, 12244, 12321, 5969, 14117, 14542, 14968, 6444, 12305, 14512, 14872, 12227, 12190, 14944, 8533, 10054, 14653, 11904, 11010, 14625, 14993, 11084, 14564, 7551, 13825, 2655, 14995, 14965, 11747, 14096, 12569, 2897, 14412, 14723, 11048, 12901, 14730, 14633, 12813, 14559, 14729, 14855, 12280, 2291, 13464, 4203, 5812, 13553, 12769, 14664, 9909, 14186, 13300, 11458, 14415, 12445, 14781, 12025, 3413, 9779, 14885]","[14471, 9886, 724, 6027, 9309, 4723, 4125, 5884, 3231, 7739, 4041, 7210, 6843, 4368, 6718, 7521, 13984, 9850, 13287, 13297, 14454, 518, 1623, 2818, 14183, 7810, 5765, 4562, 11707, 4123, 529, 1163, 6202, 11916, 1967, 7447, 14020, 3, 581, 5358, 10411, 14817, 10385, 6767, 7288, 15331, 14750, 6449, 4162, 5660, 5700, 3006, 1835, 851, 10935, 10518, 15389, 3653, 6572, 11912, 13152, 5410, 14636, 12221, 8318, 10377, 5338, 1386, 10915, 1664, 4311, 2108, 8751, 12681, 13519, 14211, 12942, 3981, 8565, 7364, 13313, 13077, 14017, 5214, 11387]",274,71,321,122,89,52,3,25,23,15,14,1,0,0
