Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Treated acute,CN Out-of-care,CN Treated chronic,CN Susceptible,CN Untreated chronic,CN Untreated acute,SN Untreated acute,CN Treated acute
0,0,1,986,0,986,1,168,2,168,"[1893, 7216, 1718, 6256, 8885, 14215, 2700, 8081, 14967, 801, 712, 9754, 9116, 14764, 13085, 7598, 2220, 67, 7011, 1681, 5706, 13599, 10309, 13929, 11394, 4420, 5991, 6755, 6298, 11447, 14162, 11251, 3672, 4716, 13644, 6715, 8505, 11598, 12220, 9578, 6269, 2622, 10779, 13920, 2797, 2158, 8468, 3411, 11595, 9796, 14684, 14097, 1276, 649, 11440, 3096, 11098, 2768, 10080, 1186, 3720, 8569, 13731, 14200, 14886, 4048, 14389, 15101, 14826, 12835, 14360, 13111, 14083, 13899, 14729, 11474, 10649, 8943, 11653, 7628, 11857, 699, 13369, 15005, 4327, 14441, 13866, 14772, 13872, 15075, 12219, 11780, 14445, 15031, 14894, 11533, 14837, 14845, 15080, 6499, 11132, 14624, 10631, 10292, 14049, 14558, 13727, 14522, 14378, 14695, 14465, 10658, 15010, 11014, 14969, 14358, 12776, 2019, 15003, 15028, 11283, 5977, 1155, 15061, 11719, 13542, 14544, 11984, 10716, 5063, 12268, 14746, 12879, 14998, 14983, 13987, 12593, 11334, 12889, 10996, 13887, 5916, 14862, 12620, 14942, 12888, 6319, 8616, 14978, 15082, 13707, 15019, 14575, 1996, 14484, 11992, 14782, 12369, 7369, 6688, 15036, 14720, 13563, 10223, 10909, 14157, 14491, 5646, 11448, 13419, 13783, 14948, 4484, 13813, 3446, 3587, 14020, 14038, 14957, 12887, 15086, 8312, 14958, 14294, 14068, 11406, 14573, 14965, 11113, 8702, 13096, 12954, 11041, 14828, 15099, 8577, 12548, 14959, 15088, 14874, 12218, 15090, 12457, 12596, 14237, 12932, 14929, 13950, 15072, 15167, 13830, 11144, 13237, 9874, 13462, 14868, 9307, 3119, 10536, 14912, 12650, 15084, 14342, 2894, 15077, 13098, 13536, 8320, 14092, 7158, 9012, 13100, 14899, 12446, 14775, 13147, 12222, 14846, 14170, 5177, 14831, 7148, 14838, 15002, 14714, 14991, 14847, 14048, 14025, 11084, 12405, 12269, 13346, 12364, 12983, 13840, 14577, 15001, 13398, 3656, 1687, 11812, 10021, 7387, 11955, 13801, 15064, 13386, 14529, 13841, 5365, 14949, 15011, 11012, 11372, 14990, 14393, 13654, 7231, 12309, 15045, 6533, 14253, 13145, 15047, 13641, 3279, 4693, 12833, 14208, 14634, 14479, 14621, 8825, 4573, 13715, 13881, 14457, 9023, 6928, 11337, 13059, 14541, 9583, 4323, 8531, 15021, 10331, 14007, 11375, 11680, 12969, 13883, 14716, 15065, 12712, 13637, 2683, 14588, 13332, 4964, 14830, 7354, 11547, 13464, 13201, 14941, 15070, 13726, 14781, 14974, 14556, 13322, 13541, 11613, 13240, 14861, 12295, 12216, 14014, 14687, 8897, 14079, 11958, 12179, 10109, 10231, 13758, 13058, 1298, 14999, 9550, 13944, 7551, 15018, 11997, 13747, 9589, 14753, 5571, 4402, 13097, 13422, 2801, 14979, 5633, 13444, 8054, 14875, 13734, 14434, 5876, 10218, 11050, 15100, 9200, 14474, 14823, 15083, 9016, 14183, 3611, 13814, 14121, 13852, 14761, 14209, 15053, 14488, 14225, 12068, 13867, 11612, 12576, 14806, 13143, 12741, 15081, 10737, 11862, 14724, 12755, 15097, 11759, 13979, 14926, 14881, 12311, 14821, 13255, 651, 15042, 14234, 13931, 13743, 13074, 14765, 9421, 14641, 14792, 15000, 14013, 13598, 5805, 4414, 14124, 14421, 12952, 7372, 13345, 14970, 5729, 14476, 12024, 14824, 14750, 12060, 5815, 5269, 13923, 14848, 6784, 15054, 12545, 13611, 13539, 14279, 14591, 15076, 8881, 14181, 12665, 12435, 3472, 12019, 10387, 12694, 11326, 14733, 14182, 13342, 14636, 14255, 11681, 14922, 3499, 14500, 15006, 13279, 12923, 12079, 13753, 14369, 2852, 12445, 15041, 9698, 15012, 11943, 15040, 13103, 13576, 14745, 12611, 14944, 14350, 7986, 4195, 7700, 13603, 14883, 12878, 15023, 14747, 9177, 14065, 14665, 9922, 14850, 14405, 15079, 10795, 11184, 9771, 15048, 10023, 12942, 12806, 14089, 6386, 12030, 14778, 14873, 10902, 12177, 13964, 13556, 14231, 6553, 6282, 14816, 12232, 14797, 12846, 15060, 5831, 11827, 11707, 13491, 14535, 9941, 13577, 14877, 13578, 14295, 13900, 14932, 10056, 13418, 15059, 10883, 14717, 14906, 13474, 15055, 5913, 14513, 14148, 14632, 13851, 13121, 13448, 15058, 11313, 15073, 15038, 14110, 9853, 14739, 13702, 11849, 7049, 13584, 14801, 14669, 15046, 14126, 13338, 13458, 11868, 12510, 11974, 14721, 10586, 6652, 15056, 14287, 12699, 14533, 12174, 14376, 8061, 13981, 14895, 14924, 15008, 14467, 14233, 14793, 14286, 8608, 15093, 13811, 13005, 15074, 8198, 4186, 6913, 14320, 8330, 9494, 14394, 10830, 14511]","[5795, 8813, 8540, 2671, 8882, 12100, 328, 3515, 10860, 4968, 6130, 4518, 74, 6125, 1459, 9848, 3559, 14822, 211, 12748, 6943, 8338, 11332, 6501, 5396, 1542, 6993, 561, 4957, 12216, 2508, 13771, 4068, 12255, 14308, 8469, 4023, 11677, 4979, 14429, 7654, 2687, 7216, 6628, 7545, 10314, 5701, 6676, 12381, 10461, 15100, 6446, 8791, 3672, 13894, 3861, 5374, 11285, 7865, 3976, 4556, 11515, 6230, 12149, 14295, 9059, 2136, 14230, 9142, 9964, 11778, 8153, 12490, 15360, 9629, 11015, 8635, 12277, 9496, 14284, 13604, 14328, 13267, 7556, 7981, 13732, 13430, 8397, 10477, 6343, 8749]",271,75,332,124,94,42,1,31,26,16,12,2,0,0
