Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Untreated acute,SN Treated acute,CN Out-of-care,CN Treated chronic,CN Susceptible,CN Untreated chronic,CN Untreated acute,CN Treated acute
0,0,0,422,0,422,1,144,1,144,"[11636, 10085, 540, 5982, 14642, 2871, 5353, 9739, 14289, 3121, 14999, 7160, 10811, 12268, 11722, 11481, 5269, 964, 14901, 410, 13393, 13316, 12615, 14512, 14682, 13512, 4741, 10479, 6167, 9358, 8165, 7932, 2200, 11052, 1054, 5156, 47, 14723, 9061, 4283, 14354, 5859, 4172, 11934, 2066, 12719, 17, 2472, 4, 3223, 11977, 4443, 6943, 7442, 5922, 8163, 11412, 6266, 10396, 5561, 6695, 5688, 12925, 11356, 7101, 14771, 13306, 14996, 14335, 14069, 13295, 12202, 1363, 14781, 14115, 8261, 10391, 11501, 15051, 12604, 6304, 13934, 12133, 12315, 14107, 12441, 7535, 14869, 15016, 14683, 14897, 15075, 14854, 12873, 12183, 14887, 14067, 14219, 15015, 14118, 14490, 11730, 14964, 14956, 15017, 2273, 14162, 13592, 1005, 8882, 7507, 15061, 14471, 12879, 15044, 9427, 7021, 13484, 13853, 14410, 13584, 15097, 13449, 5227, 15064, 14874, 7619, 14163, 13774, 14202, 12269, 12794, 14278, 13888, 14984, 7971, 8749, 14835, 14310, 14792, 15005, 3659, 13299, 4366, 171, 13208, 11682, 14851, 14077, 13685, 13864, 8268, 14440, 14415, 13382, 13088, 6477, 15091, 10176, 14775, 13902, 9128, 14957, 12704, 6750, 15047, 12198, 14773, 14985, 14885, 14294, 14094, 14236, 8243, 13958, 13823, 10221, 14689, 11713, 14606, 15098, 14422, 14053, 14966, 14152, 1936, 11562, 7371, 14778, 14944, 15063, 14610, 14414, 9018, 14925, 14385, 1195, 8613, 15003, 9690, 14987, 15078, 14279, 14893, 13894, 14307, 14592, 13481, 3051, 15081, 14623, 13797, 12375, 14567, 14543, 13668, 14494, 14339, 14178, 10511, 14965, 12860, 10730, 13397, 13417, 14847, 15062, 14625, 14960, 14795, 14706, 14288, 14759, 11623, 15079, 8295, 12368, 14391, 13536, 14728, 149, 12588, 14762, 10486, 6211, 11426, 5137, 8342, 13778, 8950, 15038, 11939, 14125, 10517, 14660, 13434, 13164, 12776, 11689, 10595, 11467, 1111, 14573, 1347, 12090, 8338, 2851, 14283, 9336, 277, 10256, 14605, 6877, 14275, 13642, 15088, 12658, 15074, 14855, 8090, 15035, 14827, 15086, 15095, 12019, 14866, 14914, 11717, 12550, 14145, 2409, 13395, 14934, 14612, 13353, 3116, 15056, 709, 14613, 9443, 14796, 13942, 11795, 14718, 8199, 9166, 13825, 14304, 7956, 14784, 15068, 12691, 14774, 15043, 12692, 15072, 15071, 11117, 10944, 8126, 10317, 10311, 11616, 14472, 9875, 14106, 15083, 4810, 13988, 12599, 14709, 2913, 13940, 8727, 15059, 15053, 13840, 9997, 9605, 14457, 14888, 14864, 7714, 12713, 2140, 3718, 13120, 5461, 14777, 12531, 13398, 7990, 13280, 15094, 7982, 14873, 14839, 8644, 13274, 15001, 14833, 15085, 12718, 15020, 12575, 14298, 12316, 3503, 14316, 12705, 8673, 14976, 11290, 14744, 12384, 10142, 14793, 4652, 12894, 8235, 14119, 14566, 14581, 15021, 13586, 12374, 2888, 11489, 15040, 13009, 8089, 9554, 12964, 14952, 13644, 14695, 12841, 13646, 14128, 14654, 14167, 12226, 6061, 9629, 15092, 13173, 14844, 8064, 13196, 11662, 14811, 12843, 10044, 12654, 10523, 10688, 14650, 8085, 8705, 9282, 14818, 13948, 14662, 15087, 15039, 13809, 15033, 14024, 14787, 15028, 15008, 14856, 12987, 13239, 13362, 14150, 9641, 6314, 10979, 14686, 4514, 14714, 15073, 9073, 13389, 15093, 12999, 1718, 14753, 2964, 14743, 1758, 14870, 8094, 10319, 15042, 14918, 14948, 12473, 12106, 3903, 14997, 10756, 15084, 3278, 9456, 14529, 10607, 14894, 14300, 12642, 14732, 12034, 13046, 14444, 4179, 4307, 14803, 1978, 10065, 14630, 12606, 10865, 11935, 14284, 13288, 7212, 14979, 13097, 12463, 13400, 14836, 10842, 14012, 13710, 14214, 4617, 7340, 14349, 11603, 15082, 11694, 1472, 7726, 15080, 10833, 13873, 11980, 8532, 11524, 11387, 10246, 14799, 15100, 14239, 12928, 14852, 13087, 14517, 11089, 10786, 14582, 7552, 13155, 14282, 11473, 14658, 10076, 14962, 15029, 5407, 11805, 12429, 14711, 15070, 12582, 3161, 3460, 14972, 14800, 13141, 13491, 9785, 13818, 14353, 14043, 11211, 14733, 15041, 14814, 14974, 14789, 12602, 14737, 4676, 14126, 9591, 14601, 15010, 13439, 6724, 14794, 7608, 14007, 1335, 14978, 7897, 14951, 13392, 7441, 14859, 15032, 14218, 10153, 12977, 659, 10271, 11946, 13871, 11316, 14993, 8859, 6233, 10440, 9764, 11883, 8888, 13279, 12172, 14684, 1603, 14156, 12258, 14900, 14867, 10717, 12039, 6701, 6455, 13945, 14200, 15076, 11925]","[759, 8388, 5983, 13696, 11409, 14436, 7882, 13814, 12006, 6548, 3581, 6771, 10851, 7826, 9098, 6159, 1850, 2954, 6365, 3052, 3204, 5864, 11423, 3376, 9451, 11371, 14610, 13765, 8203, 12943, 9133, 6338, 1875, 14533, 2312, 6198, 2553, 14841, 12556, 3180, 3337, 12319, 4094, 2733, 4224, 6676, 2457, 1209, 15344, 8560, 2116, 7310, 13413, 10036, 3357, 11539, 6050, 13845, 4640, 7373, 2198, 4220, 13990, 5638, 10310, 10096, 15029, 15380, 13115, 15059, 5717, 11298, 12611, 10417, 2343, 15064, 14857, 14005, 14927, 12966, 13635, 13231, 8818, 10733, 11718, 10347, 11024, 14446, 12984, 12528, 7161, 12752, 13326, 14347, 8206, 14726, 14761, 12785, 14598, 5705]",256,79,337,108,90,47,2,1,37,24,21,16,0,0
