Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Untreated acute,CN Treated chronic,CN Out-of-care,CN Susceptible,CN Untreated chronic,CN Untreated acute,SN Treated acute,CN Treated acute
0,0,1,414,0,414,1,145,1,145,"[5798, 15104, 8306, 6087, 12406, 8265, 13953, 3751, 1059, 14719, 3092, 6166, 11583, 2880, 195, 346, 10121, 8317, 4065, 8322, 6855, 7975, 12069, 9790, 13458, 1778, 11594, 2725, 2843, 12628, 2863, 7251, 1847, 3391, 5963, 12866, 7061, 5814, 788, 2533, 6645, 15285, 8530, 6549, 3876, 2465, 2216, 9158, 11200, 7631, 3993, 4840, 13837, 9653, 1049, 11644, 10181, 13182, 8686, 8574, 3887, 14924, 13559, 11126, 9002, 8850, 15056, 12852, 5505, 15069, 7321, 14458, 5623, 14214, 15002, 13699, 14967, 14765, 15088, 4989, 10320, 10554, 13856, 12081, 15000, 11682, 14812, 14827, 14817, 15053, 10868, 15061, 8610, 13188, 14617, 14455, 12633, 14999, 14875, 11873, 14748, 13235, 14389, 15060, 12909, 14864, 14113, 14945, 14707, 12515, 12122, 13254, 4975, 5500, 15082, 10542, 14977, 6918, 9886, 15093, 13759, 11697, 13426, 10756, 7095, 11433, 14687, 2895, 14782, 15058, 9696, 10026, 13723, 9545, 14942, 5343, 14730, 8696, 14973, 13127, 12146, 13156, 13703, 8300, 5150, 15016, 13311, 14580, 11795, 9073, 8883, 14728, 15089, 13419, 14692, 13483, 11182, 14810, 2736, 13580, 12634, 14776, 2184, 14673, 13189, 6748, 12109, 12413, 14101, 14344, 14157, 14820, 10774, 14664, 13653, 14930, 1820, 12872, 15078, 15059, 14315, 14623, 10186, 13741, 14108, 13929, 9214, 13171, 12709, 14212, 13390, 13431, 15079, 11768, 14988, 14551, 12743, 15065, 14223, 11010, 12088, 5832, 12110, 15092, 9910, 13624, 15096, 14238, 14685, 13114, 15084, 13030, 14797, 14226, 9244, 10487, 12388, 11948, 9911, 3756, 12641, 14114, 15095, 4627, 10002, 11338, 12212, 15044, 10802, 14420, 6530, 15020, 13791, 15085, 14958, 2801, 12431, 14850, 14979, 9504, 14696, 14272, 14991, 8808, 10908, 14735, 10938, 13280, 14227, 7515, 14653, 14175, 10217, 12441, 12798, 8519, 5694, 14048, 15086, 10466, 14985, 11993, 14910, 15074, 11402, 13795, 15009, 14824, 13629, 11570, 14990, 2591, 13092, 13260, 2123, 13894, 12802, 10289, 10976, 14920, 7430, 14996, 9539, 7694, 15012, 13569, 14833, 2983, 12712, 14395, 11344, 1636, 14373, 14630, 10180, 14919, 15066, 4871, 14759, 14124, 15098, 1662, 15072, 5622, 14848, 12009, 9475, 14816, 14268, 5827, 14527, 11650, 15083, 14287, 15073, 15101, 14834, 5446, 13295, 5404, 14267, 14332, 14747, 9361, 14255, 10595, 14558, 12445, 2488, 13960, 14033, 1697, 11411, 9693, 12056, 14749, 13621, 14509, 14694, 14866, 14221, 12690, 12604, 14786, 4611, 9230, 12532, 12861, 14981, 7277, 13357, 8905, 14865, 14111, 14246, 9519, 14805, 15070, 11811, 14308, 4827, 15023, 11756, 11309, 6885, 3439, 13394, 14956, 14766, 13395, 7934, 7381, 14821, 13037, 12525, 13794, 15064, 9311, 10846, 14641, 14574, 13831, 12960, 14087, 13662, 14804, 12602, 3655, 14143, 14571, 15100, 11692, 2912, 12133, 14818, 4215, 4235, 9437, 13943, 12472, 14474, 15090, 9027, 8587, 12105, 13371, 14801, 15024, 6950, 15035, 8997, 14651, 14264, 10409, 14887, 11617, 15025, 12782, 3685, 14435, 15037, 12214, 14729, 12617, 14382, 9700, 15080, 15028, 14811, 13293, 6206, 11096, 14835, 5597, 15017, 14475, 2157, 12236, 13541, 5836, 10663, 10927, 15040, 15091, 12403, 15042, 7692, 12666, 14304, 15055, 13645, 14785, 11729, 15046, 14403, 14487, 12114, 6179, 14754, 7531, 13649, 12514, 13792, 12481, 13381, 15052, 7005, 13429, 13755, 1075, 15049, 14955, 14690, 15039, 15081, 4021, 3187, 11114, 13353, 11604, 4281, 15048, 10564, 14803, 14498, 8717, 9867, 13669, 9038, 15013, 12823, 11853, 7241, 10198, 14682, 14909, 14660, 13883, 2319, 13340, 13676, 15057, 12301, 7778, 8432, 13790, 14525, 14896, 13278, 14541, 14993, 10141, 12623, 8308, 6992, 9945, 13392, 14232, 8762, 4587, 7524, 14998, 9425, 14986, 9291, 9990, 14021, 7388, 10118, 9144, 14871, 11670, 12358, 15099, 14928, 14244, 10765, 10736, 13230, 6960, 14966, 13836, 2808, 13551, 11693, 10714, 12228, 13294, 13269, 12786, 12531, 14857, 12290, 13512, 14025, 11964, 15054, 8645, 13421, 15038, 11721, 14380, 14674, 5793, 13262, 13322, 15043, 15019, 10039, 13005, 14912, 14493, 11927, 8740, 15067, 9583, 14400, 12965, 11979, 5246, 12465, 11621, 13825, 14448, 13993, 13735, 11202, 13578, 14593, 14771, 9965, 14589, 13936, 10534, 9952, 10269, 14677, 14314, 7266, 14793, 15050, 9915, 14112, 10076]","[2602, 8080, 3868, 1059, 3552, 5989, 13984, 12993, 14798, 3864, 2493, 5475, 8873, 1482, 12575, 949, 6507, 9202, 12163, 8072, 12671, 5883, 9251, 722, 3716, 622, 14920, 3759, 6279, 15128, 755, 7101, 2614, 11613, 13750, 12288, 354, 6101, 8848, 9346, 1393, 10450, 1235, 14601, 5146, 14779, 1829, 9956, 13717, 1816, 11956, 7411, 7047, 9080, 7200, 6857, 753, 13337, 9550, 12032, 5839, 3660, 3873, 3055, 13307, 7912, 12291, 7551, 7622, 14599, 10674, 4426, 10867, 5269, 14023, 12824, 3503, 15109, 12435, 11884, 8805, 1890, 15385, 12008]",261,72,342,120,84,51,1,26,26,12,11,1,0,0
