ID1,ID2,Distance
N6559|10351|0.310943,N6557|3030|0.03824,0.00157679
N6559|10351|0.310943,N6555|14595|0.346942,0.013508
N6474|13526|0.545352,N6469|11633|0.828996,0.0127356
N6053|8305|0.388106,N6060|4818|0.796834,0.0135427
N6053|8305|0.388106,N6059|5974|0.139579,0.0127279
N6053|8305|0.388106,N6056|3674|0.825086,0.0103149
N6513|12176|0.36948,N6512|11948|0.981612,0.0102944
N6513|12176|0.36948,N6510|8008|0.290256,0.0118912
N6177|7550|0.158502,N6182|5925|0.698091,0.0143133
N6513|12176|0.36948,N6511|11817|0.288471,0.0102967
N6513|12176|0.36948,N6508|14168|0.975471,0.0127039
N6177|7550|0.158502,N6181|9565|0.994824,0.0143088
N6177|7550|0.158502,N6178|4115|0.588266,0.00552303
N6177|7550|0.158502,N6176|3193|0.837618,0.00236288
N6303|6894|0.00431,N6302|11689|0.182751,0.0135274
N5973|4674|0.060976,N5972|6257|0.143853,0.0119173
N5976|10295|0.64922,N5977|4161|0.030349,0.0103419
N6346|3616|0.798075,N6347|14070|0.851759,0.0143022
N5976|10295|0.64922,N5974|7943|0.035445,0.0135427
N6470|8960|0.892362,N6469|11633|0.828996,0.0071228
N6528|4965|0.911414,N6523|6537|0.083633,0.00552462
N6528|4965|0.911414,N6524|1415|0.610523,0.00790934
N6528|4965|0.911414,N6522|5044|0.186194,0.0103005
N6528|4965|0.911414,N6526|10591|0.973716,0.0079242
N6528|4965|0.911414,N6527|1416|0.240887,0.000786963
N6528|4965|0.911414,N6529|2851|0.874369,0.00554031
N6528|4965|0.911414,N6525|7043|0.019221,0.00711697
N6528|4965|0.911414,N6531|15350|0.262471,0.0135079
N6620|13949|0.526963,N6618|7914|0.038574,0.00949574
N6620|13949|0.526963,N6619|12158|0.589002,0.00711812
N6091|8488|0.744127,N6093|13003|0.134471,0.0134997
N6091|8488|0.744127,N6094|13840|0.068985,0.0134997
N6091|8488|0.744127,N6095|13744|0.719863,0.0134997
N6335|4980|0.962321,N6338|8317|0.643584,0.0135325
N6287|9913|0.196063,N6288|9790|0.887761,0.00792537
N6335|4980|0.962321,N6337|6739|0.265039,0.0143181
N6325|8835|0.201959,N6326|13270|0.88607,0.00790898
N6381|6964|0.053103,N6380|8825|0.839115,0.00632579
N6628|9832|0.790621,N6627|11406|0.494629,0.00873006
N6149|10715|0.971917,N6151|5474|0.155843,0.00791615
N6397|3331|0.05314,N6396|10160|0.580315,0.010305
N6546|8912|0.079872,N6547|12304|0.118826,0.0135609
N6546|8912|0.079872,N6523|6537|0.083633,0.0143099
N6438|12565|0.319128,N6436|9172|0.111207,0.00873428
N6546|8912|0.079872,N6541|5840|0.169429,0.0135051
N6438|12565|0.319128,N6437|5754|0.722602,0.0095101
N6546|8912|0.079872,N6542|6686|0.495008,0.0134968
N6438|12565|0.319128,N6439|10140|0.292252,0.00952785
N6546|8912|0.079872,N6531|15350|0.262471,0.0143018
N6546|8912|0.079872,N6545|10582|0.305621,0.00950598
N6312|5435|0.031628,N6311|15234|0.545041,0.00951081
N6546|8912|0.079872,N6543|7077|0.066774,0.0126995
N6465|10630|0.928348,N6466|9893|0.435018,0.00554469
N6465|10630|0.928348,N6467|11779|0.99737,0.0143451
N6388|11397|0.132802,N6387|12474|0.931285,0.00157328
N6461|13982|0.655662,N6460|6373|0.613962,0.00315611
N6461|13982|0.655662,N6459|9164|0.921473,0.0126994
N6460|6373|0.613962,N6463|7272|0.484164,0.0143383
N6460|6373|0.613962,N6459|9164|0.921473,0.011095
N6631|9341|0.408379,N6632|2255|0.952968,0.0135399
N6436|9172|0.111207,N6437|5754|0.722602,0.00394384
N6436|9172|0.111207,N6439|10140|0.292252,0.00554484
N6642|6825|0.849923,N6649|6040|0.9688,0.0143224
N6642|6825|0.849923,N6645|13353|0.243381,0.0127101
N6642|6825|0.849923,N6646|4075|0.592773,0.0135193
N6404|10685|0.732418,N6403|7341|0.048701,0.00473052
N6451|3363|0.022306,N6453|8348|0.533317,0.0135392
N6566|4155|0.094915,N6567|8573|0.509278,0.00791616
N6566|4155|0.094915,N6555|14595|0.346942,0.011922
N6502|8647|0.772903,N6501|4597|0.768402,0.00394242
N6214|8476|0.616544,N6215|12591|0.7047,0.00553518
N6211|4108|0.648818,N6212|11773|0.036759,0.0135231
N6078|12966|0.153113,N6079|2271|0.135199,0.00871768
N6401|7105|0.305585,N6402|4043|0.105177,0.0102979
N6296|5534|0.409677,N6295|10920|0.392317,0.00951966
N6296|5534|0.409677,N6297|10313|0.42842,0.00236267
N6512|11948|0.981612,N6510|8008|0.290256,0.00949454
N6512|11948|0.981612,N6511|11817|0.288471,0.00631339
N6512|11948|0.981612,N6508|14168|0.975471,0.0135041
N6267|12126|0.413899,N6268|6127|0.049433,0.00552093
N6267|12126|0.413899,N6269|12259|0.267689,0.00631395
N6267|12126|0.413899,N6266|8519|0.713466,0.000786019
N6143|4562|0.036337,N6142|8336|0.277736,0.00316075
N6143|4562|0.036337,N6144|9112|0.325529,0.00315405
N6172|4297|0.423642,N6173|12124|0.765862,0.00473766
N6527|1416|0.240887,N6529|2851|0.874369,0.00474113
N6527|1416|0.240887,N6525|7043|0.019221,0.0063207
N6527|1416|0.240887,N6531|15350|0.262471,0.0127007
N6491|11969|0.013776,N6492|2698|0.510154,0.0135152
N6150|12257|0.133787,N6152|8814|0.675329,0.0135245
N6150|12257|0.133787,N6153|9620|0.380348,0.0143368
N6150|12257|0.133787,N6148|2918|0.268153,0.0119174
N6300|7491|0.559527,N6299|11142|0.36807,0.012789
N6150|12257|0.133787,N6149|10715|0.971917,0.00951386
N6300|7491|0.559527,N6295|10920|0.392317,0.0135573
N6150|12257|0.133787,N6151|5474|0.155843,0.00951052
N6300|7491|0.559527,N6297|10313|0.42842,0.0127317
N6241|7034|0.458448,N6243|13822|0.29495,0.0127135
N6643|11716|0.965199,N6644|2245|0.628646,0.000786699
N6119|3188|0.814039,N6121|14259|0.751676,0.0103085
N6119|3188|0.814039,N6120|10337|0.889453,0.00157365
N6119|3188|0.814039,N6118|14587|0.965436,0.00315048
N6358|14524|0.83434,N6360|7260|0.67698,0.00871736
N6119|3188|0.814039,N6122|7565|0.71569,0.0127061
N6286|12200|0.376696,N6285|14175|0.687415,0.00236093
N6066|12431|0.48998,N6067|3598|0.354456,0.0063158
N6075|2243|0.637492,N6074|14386|0.914619,0.0095228
N6075|2243|0.637492,N6073|15077|0.652017,0.0095228
N6075|2243|0.637492,N6076|4153|0.405798,0.00315477
N6605|5160|0.831031,N6606|6858|0.109853,0.00157328
N6605|5160|0.831031,N6603|8976|0.928152,0.00552209
