source,target
0,13265
1,14271
1,15173
2,9263
3,14466
4,11369
5,13692
6,8993
7,14789
8,11954
9,4782
10,9115
11,4099
12,13373
13,15098
14,14095
14,14842
15,14488
16,11593
17,14569
18,14850
19,14623
20,14051
21,14944
22,10052
23,14956
24,15042
25,14606
26,15079
27,9535
28,14232
29,15080
30,14923
31,15076
32,14968
32,13332
33,13789
34,13399
35,13331
36,13582
37,11681
38,14386
39,10082
40,14336
41,3885
42,14716
43,14615
44,15097
45,14248
46,11829
47,13326
48,10941
49,13858
50,5570
51,14967
52,14929
53,9773
54,11769
55,14854
56,14183
57,14255
58,12143
59,15101
60,5838
61,14171
62,15098
63,12638
64,13656
65,15026
66,14767
67,9654
68,14208
69,9318
70,14931
71,8912
71,15343
72,11201
73,11516
74,15030
75,13764
76,14353
77,13031
78,13901
79,14419
80,10749
81,13616
82,9577
83,9574
83,15389
84,11955
85,8542
86,15021
87,11959
87,14096
88,3207
89,11906
90,13651
91,7079
92,11624
93,13582
94,13641
95,12792
96,3679
97,14976
98,4011
99,3177
100,14492
101,13397
102,14898
103,12080
104,11817
105,13877
106,15080
107,14927
108,8591
109,15063
109,14437
110,14716
111,12676
112,14688
113,13136
114,13364
115,14076
115,10364
116,15061
117,15056
118,13574
119,14700
120,14634
121,15059
122,7982
123,12713
124,14176
125,14972
126,14710
127,10251
128,5617
129,14148
130,11040
131,10788
132,11492
133,14318
133,13691
134,15051
135,14696
136,14759
137,9321
137,15146
138,397
139,13485
140,13953
141,14662
142,14204
143,13053
144,12143
145,14823
146,8757
147,14696
148,14831
149,13879
150,15079
151,8892
152,14519
153,14672
154,14794
155,10445
155,12324
156,14435
157,2376
158,14890
159,14767
160,15023
161,14982
162,4160
163,14378
164,15031
165,13623
166,3713
167,14857
168,1342
169,14944
170,14930
171,6596
172,6469
173,15019
174,15094
175,14239
176,15079
177,12302
178,12286
179,15094
180,15100
181,13772
182,12528
183,8442
184,15100
185,4870
186,8124
186,13482
187,10568
188,15091
189,13709
190,14972
190,15365
190,14331
191,15042
192,12668
192,15208
193,10508
194,13849
195,11649
196,13467
197,12984
197,14275
198,15057
199,7014
200,14810
201,10302
202,13785
203,14698
203,12234
204,12934
205,14718
206,15035
207,5681
208,8041
208,15310
209,15040
210,15047
211,11126
212,14105
213,14580
214,14957
215,8089
216,14854
217,11122
218,15090
219,12664
220,7810
221,5138
222,14594
223,12463
224,14812
225,5582
226,14584
227,14509
228,14403
229,1908
230,6437
230,13760
231,10264
232,14726
233,14389
234,11142
235,13407
236,14821
237,12263
238,14988
239,14773
240,14523
241,14156
242,12397
243,6086
244,13882
245,12307
246,14866
247,14704
248,14738
248,15339
249,12254
250,12569
251,15090
252,15076
253,1316
254,14935
255,7666
256,12682
257,14068
258,12307
259,4683
260,14859
261,9895
262,14906
263,12372
264,12930
265,14034
265,15371
265,14054
266,14993
267,8732
268,8818
269,15097
270,6518
271,14222
272,15074
273,15077
274,15074
275,5756
276,13230
277,14280
278,14496
279,5651
280,12810
281,15002
282,14473
283,13867
284,12028
285,10575
286,12552
287,14875
288,13892
289,14993
290,12695
291,1623
292,10996
293,10670
294,13313
295,15069
296,14855
297,5647
298,6867
299,11747
300,14216
301,15002
302,15051
303,13453
304,10738
305,14930
306,14454
307,8983
308,9296
309,14253
309,15277
310,13990
310,14374
311,15003
312,14751
313,12796
314,12128
315,15010
316,12763
317,14822
318,13480
319,11586
320,12483
321,15083
322,15091
323,11548
324,15079
324,12680
325,12690
326,14250
327,13308
328,14469
329,15096
330,15001
331,14629
332,7699
333,5119
334,14975
334,11892
335,9044
336,15091
337,13554
338,14380
339,14749
340,13619
341,13219
342,15078
343,12899
344,15039
345,14375
346,15063
347,9795
348,12268
349,15035
350,10388
350,11745
351,14946
352,14348
353,11217
354,14933
355,14146
356,14785
357,5368
358,9754
359,14392
360,14879
361,12526
362,13483
363,14577
363,15139
364,12978
365,15044
366,12049
367,15095
368,15093
369,14450
370,14865
371,13823
372,14966
373,15072
374,13021
375,13457
376,14976
377,13345
378,13780
379,12047
380,15006
380,15378
381,11348
382,15079
383,15055
383,14692
384,14910
385,15084
386,13488
387,7285
388,14730
388,15155
389,14510
390,14353
391,12363
392,9217
393,4280
394,15059
395,5399
396,14922
398,14820
398,15147
399,14066
400,11956
401,13127
402,9841
403,10847
404,15088
405,11389
406,15036
407,9507
408,13716
409,9193
410,15063
411,9494
411,13807
412,13934
413,15069
414,14994
415,14464
416,14075
417,14346
418,15054
419,13356
420,12613
421,12596
422,12287
423,14117
424,14918
425,14765
426,14968
427,5265
428,12286
429,14026
430,15067
431,13707
432,11306
433,15055
433,13255
434,13618
435,15017
436,12728
437,3224
437,11568
438,9333
439,15077
440,14505
441,12093
442,14097
443,1442
444,14720
445,15056
446,12795
447,14318
448,13489
449,15073
450,14112
451,14742
452,15068
452,11951
453,14860
454,14307
455,12175
456,13020
456,15287
457,9839
458,9682
459,14925
460,15090
461,14815
462,14892
463,14326
464,14823
465,6746
466,14157
467,10889
468,1557
468,15205
469,1869
470,14873
471,6330
472,14918
473,14875
474,10487
475,14801
476,9601
477,15062
478,15042
479,12113
480,11658
481,13862
482,11578
483,14123
484,14932
485,14424
486,7572
486,15143
487,12957
488,13742
489,8368
489,13374
490,15034
491,15035
492,15022
493,14996
494,15085
495,14394
496,14184
497,14638
498,15082
499,15076
500,13791
501,14420
502,10844
503,9444
504,13849
505,14633
506,13977
506,12220
507,13272
508,11921
509,13286
510,3305
511,14149
512,14826
513,6707
514,15100
515,15077
516,14148
517,14934
518,13615
519,14824
520,1433
521,8575
522,11880
523,13150
524,15006
525,14733
526,13848
527,12857
528,12240
529,14870
530,13358
531,14421
532,4950
533,14796
534,13504
535,11686
536,6466
537,15075
538,4983
539,13904
540,12631
541,14323
542,9388
543,14536
544,9945
544,13699
545,14559
545,13994
546,14916
547,15001
548,14404
548,12389
549,15100
550,14667
551,12027
552,15089
553,15071
554,14977
555,7274
556,14691
557,5030
558,14166
559,13320
559,14298
560,10271
561,14806
562,11187
563,13696
564,14897
565,14866
566,9372
567,7142
568,15061
569,14421
570,12236
571,15067
571,15194
572,7677
573,14078
574,15044
575,14760
576,7545
577,14914
578,12832
579,10242
580,12276
581,15088
582,15054
583,15042
584,12894
584,13387
585,11445
586,14748
587,14264
587,12178
588,13498
589,10716
590,12180
591,3317
592,14891
593,15066
594,14401
595,14004
596,8635
597,14293
598,14815
599,15023
600,3279
601,14054
602,11555
603,14281
604,8141
605,14498
606,15037
607,15090
608,10731
609,3001
610,7668
611,11634
612,13577
613,12473
614,7681
615,14840
616,3864
617,15082
618,12824
619,13456
620,15100
621,10231
622,14982
623,15082
624,13780
625,893
626,6186
627,7527
628,8672
629,10769
630,14497
631,14985
632,13791
633,7283
634,14622
635,14462
636,14781
637,14811
638,12829
639,14729
640,12451
641,15101
642,15008
643,14196
643,12906
644,14536
644,14544
645,14911
646,15024
647,14843
648,14948
649,14937
650,11611
651,13117
652,14926
653,13350
654,12791
655,15077
656,13737
657,11051
658,12197
659,13604
660,14338
661,14705
662,14964
663,14830
664,14492
665,14462
666,11198
667,5798
667,14717
668,10804
669,15065
670,14730
671,14551
671,15359
672,10388
673,14820
674,12812
675,14100
676,15080
677,15065
678,13789
679,7571
680,14139
681,13576
681,15228
682,14774
683,12853
684,10533
685,15058
686,14969
686,15214
687,14961
688,14116
689,14975
690,13079
691,11829
692,14837
693,14969
694,15071
695,14745
696,5884
697,14664
698,14792
699,13910
700,14959
701,14956
702,15056
703,13480
704,14429
705,14981
706,15056
707,13247
708,12686
709,10993
710,834
710,15116
711,13955
712,14362
713,13998
714,9702
715,14822
716,14970
717,14644
718,14085
719,14032
719,14300
720,15065
721,15084
722,13969
723,14666
723,15128
724,14940
725,14927
726,12099
727,14963
728,1478
729,4092
730,8344
730,13423
731,15003
732,5865
733,15043
734,14149
735,13989
736,13694
737,15072
738,15095
739,15081
740,13679
741,10282
742,13660
743,7498
743,15227
744,13933
745,14023
746,9135
747,13769
748,10844
749,14485
750,12497
751,14955
752,11659
752,15367
753,15059
754,11181
755,13135
756,10605
757,8182
758,7761
759,11596
760,14915
761,8963
762,13156
763,9130
764,10717
765,14972
766,15065
767,14512
768,14714
769,14409
770,7097
771,14421
772,13527
773,9704
774,10954
775,14154
776,15097
777,14526
778,12473
779,13477
780,15070
781,14394
782,14630
783,12724
784,12019
785,14780
786,12205
787,15042
788,12502
789,14100
790,13384
790,12869
791,14427
792,13070
793,10207
794,15090
795,15097
795,12875
796,14914
797,11204
798,13981
799,14053
800,13817
801,14819
802,14975
803,7056
804,10853
805,14823
806,14788
807,14918
808,9226
809,11779
810,11240
811,8064
811,14121
812,14907
813,10893
814,5142
814,15278
815,10811
816,1324
817,9842
818,11636
819,11560
820,1046
821,12256
822,12536
823,13932
824,14569
825,4038
826,14968
827,13364
828,14985
829,14955
830,3284
831,14743
832,9354
833,14068
835,9211
836,8888
837,14506
838,14958
839,12447
839,13260
840,14044
841,13689
842,13595
843,14215
843,15233
844,14876
845,14394
846,8260
847,12855
847,14018
847,14281
848,15013
849,10081
850,10577
851,15055
852,13017
853,13678
854,15082
855,12636
856,14090
857,12554
858,13494
859,14459
860,14919
861,9016
862,15069
863,14878
864,12051
865,10083
866,15045
867,11805
868,15098
869,14189
870,14748
871,10755
872,15091
873,13150
874,14474
875,10363
876,13182
877,14699
878,14259
879,14937
880,13320
881,14040
882,12509
883,14783
884,15067
885,13835
885,14339
886,14615
887,11514
888,11327
889,15082
890,12842
891,14252
892,15057
892,14320
894,13280
895,9099
896,14421
897,11729
898,14472
899,13593
900,4104
901,14300
902,13916
903,10907
904,13854
905,13578
906,1667
907,14123
908,13569
909,12400
910,9949
911,13182
912,15101
913,15055
