ID1,ID2,Distance
N5966|10429|0.708648,N5967|6290|0.356777,0.0123579
N6243|5466|0.419359,N6244|14821|0.482713,0.00460355
N5981|3547|0.421406,N5983|2689|0.793811,0.0115334
N6046|4048|0.768846,N6047|9814|0.690861,0.00382329
N5981|3547|0.421406,N5984|12549|0.578521,0.0146707
N6574|3462|0.330955,N6575|5198|0.839095,0.00152678
N6574|3462|0.330955,N6576|13361|0.63941,0.0123305
N6046|4048|0.768846,N6044|8647|0.125806,0.00458919
N6046|4048|0.768846,N6045|14802|0.441865,0.00152644
N6599|9572|0.693454,N6600|6724|0.876168,0.00382708
N6401|14247|0.117052,N6402|14094|0.976044,0.0115338
N6381|10413|0.100092,N6383|3241|0.417901,0.0115751
N5989|12675|0.209608,N5988|11336|0.399593,0.011545
N6116|14576|0.703358,N6121|1828|0.576283,0.0138935
N6116|14576|0.703358,N6114|5088|0.034,0.0123236
N6123|8168|0.366257,N6125|11786|0.496731,0.0138773
N6123|8168|0.366257,N6124|2179|0.210135,0.0138883
N6033|2430|0.674705,N6032|11084|0.286163,0.0115334
N6033|2430|0.674705,N6036|11097|0.547639,0.0146674
N6033|2430|0.674705,N6035|13551|0.880587,0.0138781
N6123|8168|0.366257,N6121|1828|0.576283,0.0147099
N6123|8168|0.366257,N6126|10432|0.988672,0.012362
N6514|12928|0.939899,N6517|6930|0.158359,0.013889
N6417|7365|0.846569,N6418|8950|0.853239,0.00768591
N6514|12928|0.939899,N6515|1628|0.011373,0.0115377
N6514|12928|0.939899,N6516|13865|0.728757,0.0138806
N6189|11001|0.329378,N6187|14007|0.746844,0.0107867
N6364|8984|0.609584,N6363|2849|0.353923,0.00383075
N6189|11001|0.329378,N6192|14938|0.071931,0.014671
N6233|9982|0.150134,N6230|4335|0.44377,0.0115314
N5956|6455|0.108294,N5955|11972|0.001955,0.00998105
N5956|6455|0.108294,N5957|10388|0.215192,0.00767048
N5956|6455|0.108294,N5954|10298|0.465921,0.0146526
N6520|12338|0.238778,N6523|13641|0.724466,0.0115465
N6530|5564|0.334595,N6525|5914|0.029098,0.0123338
