,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total
0,1492,181598,19,181598,38,3523,14,3523
0,264,39186,8,39186,43,3520,14,3520
0,915,112072,15,112072,66,3551,18,3551
0,358,72685,16,72685,37,3548,12,3548
0,475,82676,12,82676,58,3593,8,3593
0,592,93457,13,93457,40,3550,7,3550
0,759,112387,7,112387,47,3495,5,3495
0,1475,215227,23,215227,50,3553,14,3553
0,288,42354,8,42354,55,3724,7,3724
0,794,92353,15,92353,60,3634,18,3634
0,548,64503,12,64503,84,3601,16,3601
0,432,90778,8,90778,33,3582,12,3582
0,1760,270097,13,270097,63,3577,8,3577
0,651,82779,14,82779,61,3508,11,3508
0,590,71944,15,71944,72,3595,18,3595
0,1062,129827,10,129827,67,3563,9,3563
0,784,110960,14,110960,46,3529,9,3529
0,767,150096,27,150096,35,3577,14,3577
0,1797,162819,16,162819,77,3573,8,3573
0,1226,260570,23,260570,31,3425,12,3425
0,397,49357,8,49357,67,3473,8,3473
0,1572,180210,26,180210,58,3597,14,3597
0,323,59381,8,59381,46,3551,9,3551
0,175,31747,4,31747,44,3420,16,3420
0,314,47861,13,47861,58,3518,18,3518
0,1150,162468,24,162468,60,3643,13,3643
0,344,55326,10,55326,55,3555,11,3555
0,1075,176785,17,176785,54,3602,16,3602
0,755,118066,6,118066,61,3570,11,3570
0,912,130398,27,130398,53,3557,15,3557
0,754,118089,6,118089,62,3478,9,3478
0,1163,171195,17,171195,49,3577,12,3577
0,1088,118647,12,118647,63,3660,13,3660
0,781,91897,5,91897,61,3549,10,3549
0,360,92230,10,92230,48,3602,15,3602
0,237,40953,8,40953,62,3648,13,3648
0,386,56223,10,56223,49,3469,11,3469
0,1036,186728,27,186728,34,3560,17,3560
0,300,59354,12,59354,48,3439,8,3439
0,1171,247636,33,247636,36,3576,16,3576
0,639,115930,20,115930,54,3568,14,3568
0,823,139188,19,139188,52,3502,8,3502
0,402,82453,8,82453,38,3539,6,3539
0,751,121288,13,121288,46,3560,9,3560
0,777,142341,27,142341,62,3497,14,3497
0,1275,145716,20,145716,61,3588,15,3588
0,281,64809,16,64809,46,3628,9,3628
0,207,45047,6,45047,49,3561,11,3561
0,735,105118,7,105118,36,3462,9,3462
0,1227,151556,16,151556,43,3582,11,3582
0,1254,151401,25,151401,57,3491,20,3491
0,464,59313,7,59313,58,3559,13,3559
0,366,82356,12,82356,37,3532,14,3532
0,764,127433,42,127433,41,3600,17,3600
0,10384,1695511,136,1695511,44,3507,8,3507
0,862,135118,10,135118,65,3634,14,3634
0,2121,282555,39,282555,47,3570,13,3570
0,298,54537,14,54537,38,3488,19,3488
0,273,57900,15,57900,41,3617,20,3617
0,960,166023,9,166023,65,3576,11,3576
0,1686,214956,47,214956,42,3607,16,3607
0,641,102499,13,102499,46,3546,14,3546
0,843,128417,19,128417,63,3596,10,3596
0,1663,361289,62,361289,39,3601,11,3601
0,403,80730,9,80730,42,3562,11,3562
0,505,79639,21,79639,52,3552,11,3552
0,693,109293,19,109293,51,3579,11,3579
0,686,102276,12,102276,75,3515,13,3515
0,760,125622,9,125622,44,3612,14,3612
0,962,134849,11,134849,40,3530,11,3530
0,1950,360157,17,360157,51,3666,10,3666
0,907,135001,17,135001,63,3595,11,3595
0,643,78947,12,78947,62,3659,12,3659
0,231,31066,7,31066,60,3498,15,3498
0,600,89999,16,89999,51,3583,15,3583
0,720,93207,18,93207,61,3588,23,3588
0,572,85615,17,85615,63,3534,18,3534
0,1685,244002,27,244002,43,3523,18,3523
0,789,141184,30,141184,51,3529,15,3529
0,555,85587,5,85587,58,3612,8,3612
0,1422,291935,25,291935,44,3532,18,3532
0,613,97576,18,97576,66,3602,18,3602
0,558,100267,11,100267,38,3579,6,3579
0,512,134308,18,134308,31,3559,5,3559
0,370,56032,12,56032,42,3496,19,3496
0,2025,280674,41,280674,74,3561,12,3561
0,1194,196485,44,196485,49,3621,26,3621
0,1405,200588,22,200588,59,3588,15,3588
0,2927,423909,43,423909,60,3484,12,3484
0,673,105245,11,105245,54,3603,10,3603
0,469,84553,10,84553,52,3518,14,3518
0,1154,156054,26,156054,54,3672,20,3672
0,557,55594,10,55594,73,3611,18,3611
0,467,72697,11,72697,60,3609,8,3609
0,161,48170,7,48170,27,3491,10,3491
0,1921,260709,36,260709,55,3563,12,3563
0,833,115598,12,115598,56,3652,12,3652
0,285,59874,11,59874,42,3535,13,3535
0,245,53750,6,53750,30,3515,8,3515
0,1520,278543,27,278543,43,3623,6,3623
0,1539,208145,13,208145,46,3531,9,3531
0,1081,173598,39,173598,44,3573,24,3573
0,609,104299,6,104299,50,3610,8,3610
0,2074,198836,9,198836,81,3579,12,3579
0,482,70940,21,70940,39,3638,20,3638
0,807,100702,7,100702,48,3597,7,3597
0,281,60780,11,60780,52,3600,13,3600
0,656,159361,13,159361,44,3546,10,3546
0,513,83541,8,83541,58,3505,10,3505
0,260,50796,12,50796,40,3587,16,3587
0,499,109709,14,109709,46,3611,9,3611
0,572,90588,12,90588,60,3560,12,3560
0,1312,265357,38,265357,41,3556,9,3556
0,343,75869,10,75869,41,3458,7,3458
0,631,93044,19,93044,62,3544,9,3544
0,844,104531,25,104531,65,3642,11,3642
0,651,109125,5,109125,42,3568,11,3568
0,721,120278,11,120278,53,3511,8,3511
0,725,97891,17,97891,46,3518,7,3518
0,371,71849,18,71849,49,3560,20,3560
0,631,126632,15,126632,45,3526,18,3526
0,1617,205309,19,205309,64,3470,16,3470
0,1220,251804,24,251804,43,3576,17,3576
0,474,73454,9,73454,35,3686,9,3686
0,696,90626,7,90626,57,3546,13,3546
0,446,68850,11,68850,50,3557,7,3557
0,362,58797,10,58797,57,3566,7,3566
0,1261,246462,26,246462,52,3526,10,3526
0,353,97313,14,97313,37,3563,9,3563
0,928,111011,7,111011,49,3620,4,3620
0,526,94948,8,94948,57,3620,8,3620
0,255,43936,6,43936,44,3596,7,3596
0,2835,405581,56,405581,36,3525,7,3525
0,607,88677,13,88677,52,3573,14,3573
0,1948,272492,43,272492,43,3652,12,3652
0,731,124942,17,124942,41,3486,16,3486
0,1015,148900,22,148900,60,3561,15,3561
0,414,49711,5,49711,93,3500,6,3500
0,687,137802,13,137802,37,3592,12,3592
0,1923,271842,22,271842,61,3610,11,3610
0,1311,135094,15,135094,58,3552,7,3552
0,401,45070,15,45070,55,3521,11,3521
0,1823,264922,28,264922,60,3682,10,3682
0,531,91793,11,91793,45,3654,13,3654
0,372,63655,12,63655,44,3584,13,3584
0,6384,864604,90,864604,67,3506,9,3506
0,763,131566,15,131566,43,3566,11,3566
0,347,68425,9,68425,70,3581,12,3581
0,962,130600,19,130600,61,3566,11,3566
0,591,73331,11,73331,73,3543,18,3543
0,386,78219,7,78219,44,3506,5,3506
0,1195,134209,24,134209,49,3688,13,3688
0,488,87777,10,87777,51,3635,12,3635
0,379,114510,6,114510,37,3617,11,3617
0,773,113489,12,113489,56,3561,16,3561
0,490,76245,4,76245,55,3580,7,3580
0,403,59748,7,59748,45,3581,12,3581
0,2529,313211,87,313211,79,3513,20,3513
0,643,75296,4,75296,68,3519,10,3519
0,875,166215,21,166215,46,3563,15,3563
0,4987,517274,51,517274,68,3590,10,3590
0,393,57006,17,57006,37,3629,17,3629
0,1441,271776,32,271776,38,3646,9,3646
0,1398,192646,13,192646,51,3544,14,3544
0,252,41928,2,41928,45,3510,5,3510
0,1750,272992,31,272992,54,3499,12,3499
0,1303,206989,39,206989,43,3464,20,3464
0,598,118841,9,118841,33,3536,9,3536
0,951,146383,11,146383,45,3523,11,3523
0,480,85692,6,85692,65,3582,14,3582
0,390,56817,10,56817,51,3516,11,3516
0,705,157055,7,157055,45,3542,4,3542
0,394,110240,23,110240,24,3560,13,3560
0,316,59129,10,59129,65,3614,9,3614
0,303,86644,7,86644,39,3634,12,3634
0,300,58045,8,58045,47,3621,16,3621
0,1222,248245,23,248245,36,3482,12,3482
0,853,127590,13,127590,37,3554,12,3554
0,1399,160788,12,160788,67,3568,13,3568
0,614,116568,40,116568,49,3525,16,3525
0,389,48573,8,48573,56,3614,10,3614
0,1244,147186,10,147186,53,3536,11,3536
0,769,118930,26,118930,62,3597,14,3597
0,431,58535,18,58535,52,3575,15,3575
0,236,37801,8,37801,47,3550,12,3550
0,526,128746,22,128746,33,3547,9,3547
0,600,107548,18,107548,40,3462,12,3462
0,389,59207,10,59207,47,3444,7,3444
0,827,159897,43,159897,57,3561,11,3561
0,1233,200164,39,200164,61,3597,11,3597
0,6017,695603,152,695603,43,3528,18,3528
0,3408,435098,39,435098,65,3613,11,3613
0,428,100444,8,100444,36,3580,14,3580
0,535,119653,10,119653,39,3624,11,3624
0,2602,387025,66,387025,57,3647,11,3647
0,794,102462,6,102462,53,3509,9,3509
