,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total
0,782,168942,22,168942,34,3553,7,3553
0,583,89471,15,89471,47,3570,11,3570
0,593,91536,10,91536,50,3482,16,3482
0,355,38904,14,38904,44,3539,23,3539
0,743,118352,24,118352,54,3576,10,3576
0,466,63421,13,63421,53,3534,10,3534
0,686,87604,15,87604,76,3522,11,3522
0,883,146844,25,146844,53,3546,18,3546
0,464,71713,21,71713,55,3539,14,3539
0,1712,392778,37,392778,40,3592,5,3592
0,1286,213900,25,213900,50,3523,11,3523
0,421,67889,27,67889,51,3593,18,3593
0,622,93305,10,93305,46,3629,8,3629
0,1460,244172,20,244172,63,3540,9,3540
0,858,112918,16,112918,63,3567,18,3567
0,473,76233,11,76233,62,3587,19,3587
0,382,72196,13,72196,46,3631,14,3631
0,514,113831,13,113831,45,3609,16,3609
0,186,39095,3,39095,44,3538,6,3538
0,2209,286865,39,286865,50,3522,12,3522
0,486,129263,21,129263,44,3544,12,3544
0,3152,513133,92,513133,55,3568,15,3568
0,708,145931,10,145931,54,3581,8,3581
0,501,87341,4,87341,46,3591,10,3591
0,695,118976,13,118976,55,3538,17,3538
0,1288,177873,30,177873,54,3573,20,3573
0,656,130721,20,130721,59,3528,10,3528
0,688,116832,11,116832,49,3604,8,3604
0,1919,327967,39,327967,44,3525,11,3525
0,2062,310655,28,310655,53,3485,17,3485
0,475,95375,16,95375,43,3648,16,3648
0,5039,902181,78,902181,39,3637,16,3637
0,729,133291,16,133291,60,3546,15,3546
0,662,142728,23,142728,36,3667,11,3667
0,197,40870,12,40870,57,3646,13,3646
0,291,51983,8,51983,35,3679,9,3679
0,286,50182,11,50182,57,3597,22,3597
0,438,68291,4,68291,49,3506,8,3506
0,518,53719,7,53719,66,3516,6,3516
0,862,128180,15,128180,60,3641,14,3641
0,486,54727,4,54727,57,3626,8,3626
0,578,77669,9,77669,58,3555,12,3555
0,1003,102371,10,102371,69,3623,10,3623
0,619,69067,16,69067,81,3565,15,3565
0,1993,232547,21,232547,63,3554,15,3554
0,330,60919,6,60919,51,3554,11,3554
0,387,78211,8,78211,39,3633,15,3633
0,621,105228,11,105228,43,3604,9,3604
0,508,75488,6,75488,38,3591,12,3591
0,466,91962,18,91962,35,3637,12,3637
0,574,89418,4,89418,36,3576,13,3576
0,723,92227,16,92227,45,3572,11,3572
0,573,121142,24,121142,49,3551,17,3551
0,705,97836,24,97836,41,3542,22,3542
