SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled
1267,136529,22,136529,24,845,8,845,1369,137
900,92893,24,92893,15,819,7,819,1344,134
1301,152615,42,152615,19,818,4,818,1270,114
1003,111392,33,111392,27,788,5,788,1387,118
1403,167559,70,167559,17,811,7,811,1371,116
1800,185757,39,185757,21,824,3,824,1329,123
512,73027,19,73027,18,860,7,860,1240,125
411,36142,18,36142,29,824,2,824,1328,110
2012,243479,47,243479,18,730,1,730,1474,131
379,66903,14,66903,12,774,2,774,1118,118
2129,223149,68,223149,18,842,4,842,1328,128
1370,131691,24,131691,17,805,2,805,1350,110
887,119066,20,119066,24,829,5,829,1225,118
487,48776,5,48776,13,830,2,830,1405,109
577,69283,21,69283,21,853,0,853,1245,114
609,57387,8,57387,16,802,2,802,1491,112
345,41705,7,41705,21,785,3,785,1261,116
686,65363,9,65363,17,829,6,829,1328,129
392,62231,14,62231,17,771,4,771,1205,112
916,94674,32,94674,20,794,3,794,1370,119
640,67702,15,67702,21,760,4,760,1383,125
681,78658,20,78658,14,795,2,795,1289,125
287,48549,20,48549,10,819,3,819,1095,110
833,70314,12,70314,22,744,5,744,1436,128
435,61370,17,61370,6,812,7,812,1285,119
755,83302,24,83302,16,763,2,763,1289,125
217,36034,4,36034,18,847,3,847,1158,121
663,131812,23,131812,12,832,2,832,1147,115
430,47038,10,47038,15,786,5,786,1327,118
258,43100,8,43100,14,807,8,807,1212,138
3366,381575,83,381575,20,795,2,795,1239,115
723,76579,42,76579,25,805,6,805,1351,127
582,102372,24,102372,12,829,4,829,1150,118
934,131288,33,131288,11,824,4,824,1120,127
1036,102676,44,102676,18,785,10,785,1283,136
1168,131002,30,131002,16,759,3,759,1303,130
992,90733,26,90733,17,795,4,795,1403,112
964,86424,20,86424,21,766,4,766,1388,125
719,79534,26,79534,15,777,5,777,1379,107
874,111370,21,111370,14,815,6,815,1283,114
438,40844,11,40844,15,798,5,798,1425,128
690,91165,37,91165,9,778,3,778,1286,113
741,84821,17,84821,14,828,8,828,1302,130
2530,334609,43,334609,16,749,2,749,1325,118
267,38525,17,38525,28,825,8,825,1240,117
463,76628,25,76628,15,818,4,818,1137,128
623,69479,13,69479,25,807,3,807,1440,118
544,75906,33,75906,17,830,8,830,1231,134
201,39657,5,39657,11,805,6,805,1046,124
490,57117,14,57117,13,830,6,830,1315,125
1060,102016,29,102016,19,828,4,828,1415,128
917,89952,16,89952,11,831,3,831,1250,111
330,50907,9,50907,24,817,0,817,1275,111
1394,196837,51,196837,12,814,3,814,1273,119
1061,65136,12,65136,24,799,3,799,1536,123
1995,219340,23,219340,20,805,8,805,1332,114
634,75691,17,75691,20,852,5,852,1399,121
2321,213398,66,213398,20,830,2,830,1414,124
724,113120,31,113120,15,868,5,868,1261,131
568,87826,20,87826,18,809,5,809,1192,124
783,100208,31,100208,14,755,4,755,1264,127
789,77075,25,77075,19,779,2,779,1426,111
342,35195,6,35195,10,835,6,835,1315,121
577,61092,22,61092,16,785,7,785,1246,113
534,49143,10,49143,27,837,8,837,1372,135
1339,148447,49,148447,16,834,4,834,1362,122
1327,138726,49,138726,23,792,4,792,1330,126
1139,124283,25,124283,12,787,3,787,1296,123
1509,179378,46,179378,30,819,6,819,1350,125
905,86812,15,86812,10,816,6,816,1257,112
351,39779,10,39779,13,805,7,805,1278,126
674,69944,4,69944,19,799,3,799,1418,99
2084,195059,89,195059,16,803,4,803,1395,125
891,135877,41,135877,13,770,3,770,1335,113
674,66120,26,66120,22,817,3,817,1497,130
1401,140594,25,140594,14,794,7,794,1271,129
500,64702,20,64702,16,773,5,773,1219,114
928,82794,27,82794,22,836,7,836,1383,120
888,114381,42,114381,15,760,8,760,1349,134
545,55687,8,55687,26,868,4,868,1438,107
2889,233332,49,233332,21,784,6,784,1427,122
1198,133467,45,133467,21,745,5,745,1378,120
806,70343,11,70343,25,849,5,849,1470,117
516,63273,20,63273,9,801,3,801,1320,113
605,84807,17,84807,15,790,2,790,1219,112
428,52793,12,52793,20,787,2,787,1270,106
1835,145522,38,145522,25,832,5,832,1437,122
1548,149062,40,149062,24,854,5,854,1411,118
352,34608,11,34608,25,775,3,775,1431,106
887,74968,19,74968,22,792,7,792,1334,140
349,41167,4,41167,17,828,5,828,1367,113
1279,124947,27,124947,12,798,4,798,1331,110
886,87026,26,87026,12,838,4,838,1402,119
904,99126,28,99126,22,839,6,839,1309,120
815,83111,14,83111,22,828,3,828,1347,124
798,64536,13,64536,29,779,9,779,1525,126
1098,130927,25,130927,17,832,4,832,1197,120
856,113572,16,113572,11,783,3,783,1123,116
563,64491,30,64491,18,800,1,800,1219,130
503,66481,11,66481,16,808,6,808,1223,113
660,79032,26,79032,21,785,5,785,1326,125
395,48839,18,48839,22,840,5,840,1352,130
1944,228713,70,228713,22,857,2,857,1313,125
870,110820,32,110820,25,787,4,787,1271,123
1784,201475,57,201475,20,835,4,835,1457,129
735,108215,23,108215,16,845,8,845,1159,122
431,56533,34,56533,19,795,5,795,1236,117
472,60202,13,60202,16,836,4,836,1176,119
305,29466,5,29466,12,786,1,786,1384,116
638,69776,16,69776,21,782,5,782,1427,119
2303,404164,98,404164,17,824,4,824,1149,124
1101,111880,34,111880,31,818,3,818,1472,119
544,53379,21,53379,32,832,3,832,1430,113
775,87450,19,87450,17,809,10,809,1288,130
1060,133409,34,133409,16,837,3,837,1217,113
649,55013,9,55013,22,781,2,781,1440,105
3288,316668,74,316668,15,845,7,845,1301,130
771,115444,23,115444,15,773,6,773,1205,119
380,44196,17,44196,16,808,2,808,1308,115
777,93565,23,93565,23,757,6,757,1333,118
326,47147,19,47147,17,833,6,833,1198,127
1004,115225,22,115225,14,824,4,824,1338,121
864,61712,13,61712,31,808,3,808,1561,120
502,64163,26,64163,19,813,2,813,1424,120
446,39679,18,39679,17,816,1,816,1414,108
838,86206,26,86206,20,860,13,860,1425,141
679,70891,22,70891,22,758,1,758,1427,122
596,67252,20,67252,19,795,4,795,1301,115
510,67013,21,67013,16,858,5,858,1221,120
1314,147866,52,147866,24,790,3,790,1332,117
1718,232458,68,232458,18,805,5,805,1223,123
288,38824,6,38824,14,828,5,828,1203,113
735,83324,18,83324,12,794,6,794,1299,127
530,50499,9,50499,24,839,7,839,1397,125
2523,278226,46,278226,19,839,4,839,1377,118
539,90473,25,90473,10,775,3,775,1189,118
1196,114738,25,114738,24,785,0,785,1260,106
533,51140,14,51140,21,779,6,779,1392,124
608,97530,28,97530,11,800,2,800,1118,114
491,80532,17,80532,11,809,3,809,1122,115
1697,142301,26,142301,27,810,3,810,1455,111
505,102791,23,102791,10,840,4,840,1155,122
336,50481,14,50481,13,822,1,822,1241,114
558,51498,6,51498,23,813,4,813,1445,124
1283,150195,36,150195,22,786,2,786,1320,116
237,32658,10,32658,14,831,3,831,1254,117
1084,165083,21,165083,17,830,5,830,1186,118
494,87950,22,87950,16,824,5,824,1168,124
1083,133277,21,133277,9,766,4,766,1311,113
1218,175583,55,175583,17,836,3,836,1170,113
654,76992,28,76992,16,820,4,820,1216,128
1253,141808,19,141808,14,829,10,829,1286,138
440,50020,14,50020,17,841,4,841,1320,116
460,57502,12,57502,16,834,0,834,1202,120
308,36557,8,36557,22,786,4,786,1322,121
437,69893,31,69893,19,795,6,795,1245,129
323,35576,18,35576,19,812,5,812,1288,120
2648,273269,49,273269,13,803,2,803,1221,116
710,71427,17,71427,22,795,3,795,1353,129
410,59062,12,59062,15,790,6,790,1236,117
1506,151350,51,151350,25,799,4,799,1330,118
906,80140,15,80140,17,807,3,807,1258,117
1256,115420,47,115420,20,811,5,811,1376,124
4595,494983,112,494983,23,769,3,769,1348,123
433,47306,4,47306,9,771,3,771,1299,115
793,90251,14,90251,23,822,6,822,1251,123
584,42305,3,42305,32,730,1,730,1641,106
1052,113327,32,113327,17,845,3,845,1300,104
1029,101899,12,101899,16,823,6,823,1244,118
400,47979,9,47979,16,817,5,817,1159,109
347,46253,8,46253,14,775,4,775,1294,108
451,50907,13,50907,19,796,9,796,1268,134
741,60626,9,60626,29,839,2,839,1516,109
608,63026,13,63026,20,798,4,798,1311,120
731,73295,16,73295,21,753,1,753,1397,118
1557,148378,30,148378,19,855,1,855,1346,126
520,75508,16,75508,18,795,2,795,1140,120
1392,158453,38,158453,13,795,5,795,1272,124
1064,118015,30,118015,18,845,2,845,1351,122
12341,1197056,281,1197056,22,790,3,790,1366,117
1356,171386,38,171386,21,821,6,821,1305,112
4734,373138,42,373138,19,819,4,819,1485,120
1227,153039,41,153039,9,802,8,802,1170,125
271,40871,7,40871,13,792,5,792,1308,120
554,55190,5,55190,22,782,2,782,1426,106
423,45581,17,45581,16,743,5,743,1254,131
367,49533,12,49533,11,755,3,755,1180,120
751,70196,20,70196,17,827,4,827,1433,110
377,40225,1,40225,31,840,6,840,1411,119
621,76745,16,76745,29,841,3,841,1423,119
644,69541,22,69541,16,779,5,779,1456,118
748,84454,25,84454,23,810,5,810,1340,109
601,70948,5,70948,16,817,4,817,1192,108
1334,117129,21,117129,23,832,6,832,1443,120
663,66309,16,66309,18,794,4,794,1416,119
841,71537,17,71537,23,799,5,799,1500,131
1342,110876,23,110876,23,811,9,811,1483,121
913,108300,33,108300,16,835,3,835,1251,117
3283,354758,91,354758,24,764,1,764,1329,109
630,75270,17,75270,15,772,6,772,1440,126
710,61636,8,61636,13,789,2,789,1469,110
2520,226529,57,226529,24,842,6,842,1428,114
1104,160365,36,160365,13,790,2,790,1236,116
598,52328,13,52328,24,805,5,805,1631,124
595,68848,22,68848,21,795,4,795,1303,136
292,43492,10,43492,13,899,7,899,1209,125
990,108484,20,108484,14,777,5,777,1332,128
749,75916,15,75916,17,867,7,867,1248,138
523,54527,19,54527,19,774,2,774,1276,111
536,60341,19,60341,13,840,2,840,1329,115
8645,1090195,211,1090195,21,842,5,842,1343,115
696,82580,13,82580,20,814,5,814,1364,113
280,47443,12,47443,12,812,6,812,1210,134
860,71525,11,71525,23,812,4,812,1566,117
777,80821,20,80821,16,829,5,829,1307,117
1045,126196,27,126196,22,858,2,858,1283,111
402,55049,10,55049,12,834,5,834,1232,111
1371,172425,34,172425,18,806,6,806,1291,119
362,46536,17,46536,19,821,3,821,1114,121
657,66717,23,66717,23,796,9,796,1442,125
1649,139689,34,139689,21,807,2,807,1513,123
558,63246,19,63246,20,812,8,812,1270,118
1447,144387,22,144387,9,823,4,823,1274,120
623,63943,13,63943,21,842,4,842,1413,117
418,41974,6,41974,17,787,2,787,1351,130
469,60547,9,60547,19,803,4,803,1308,110
1778,162643,30,162643,18,786,7,786,1373,126
739,69245,11,69245,25,835,2,835,1461,116
922,85525,19,85525,25,843,4,843,1432,113
604,63242,8,63242,17,831,4,831,1341,105
393,42867,8,42867,21,832,6,832,1466,126
422,72167,10,72167,15,793,4,793,1148,114
1512,147998,45,147998,17,868,10,868,1261,125
5367,730372,131,730372,20,770,5,770,1195,117
410,53320,17,53320,13,801,8,801,1160,124
1522,178217,47,178217,26,838,6,838,1411,115
1002,105760,21,105760,20,825,3,825,1246,111
1150,113612,18,113612,14,818,4,818,1278,111
1733,146358,27,146358,13,771,1,771,1516,115
331,44199,8,44199,12,800,7,800,1250,137
810,101214,23,101214,15,766,4,766,1321,112
985,96118,33,96118,16,798,7,798,1279,122
