SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled
2011,136529,59,136529,35,845,7,845,1849,161
1132,92893,34,92893,32,819,10,819,1680,180
1799,152615,56,152615,23,818,8,818,1566,174
1952,111392,33,111392,30,788,3,788,1809,150
2914,167559,78,167559,22,811,6,811,1847,158
2969,185757,96,185757,26,824,8,824,1721,179
1297,73027,37,73027,29,860,10,860,1760,163
508,36142,16,36142,29,824,6,824,1578,162
4365,243479,77,243479,32,730,5,730,1819,158
840,66903,27,66903,32,774,1,774,1692,146
3456,223149,83,223149,23,842,5,842,1672,155
2205,131691,46,131691,20,805,2,805,1736,153
1327,119066,64,119066,28,829,10,829,1591,154
875,48776,17,48776,48,830,2,830,1881,162
1112,69283,38,69283,31,853,4,853,1711,163
875,57387,22,57387,37,802,6,802,1853,178
664,41705,17,41705,27,785,6,785,1770,149
983,65363,26,65363,31,829,5,829,1749,150
909,62231,24,62231,27,771,2,771,1696,165
1448,94674,42,94674,37,794,5,794,1817,150
1323,67702,38,67702,31,760,5,760,1841,177
969,78658,26,78658,19,795,6,795,1740,181
1093,48549,26,48549,41,819,6,819,1960,158
1453,70314,24,70314,36,744,8,744,1904,179
991,61370,30,61370,29,812,8,812,1624,169
1078,83302,41,83302,15,763,10,763,1581,172
755,36034,14,36034,41,847,2,847,1995,158
2425,131812,46,131812,55,832,9,832,1949,185
722,47038,20,47038,40,786,5,786,1678,178
696,43100,31,43100,28,807,7,807,1775,176
7116,381575,122,381575,24,795,8,795,1667,146
1296,76579,35,76579,34,805,6,805,1738,162
1572,102372,38,102372,22,829,7,829,1807,164
2388,131288,53,131288,32,824,6,824,1917,173
1891,102676,44,102676,35,785,6,785,1820,160
1934,131002,61,131002,34,759,6,759,1855,178
1374,90733,40,90733,27,795,6,795,1752,161
1354,86424,34,86424,38,766,5,766,1860,166
1066,79534,61,79534,29,777,5,777,1551,163
1585,111370,45,111370,34,815,5,815,1686,168
773,40844,16,40844,40,798,3,798,1913,161
1112,91165,30,91165,25,778,3,778,1668,162
1169,84821,35,84821,36,828,9,828,1669,153
4703,334609,165,334609,22,749,3,749,1686,170
699,38525,15,38525,33,825,2,825,1789,153
768,76628,25,76628,15,818,2,818,1488,165
1151,69479,46,69479,34,807,2,807,1856,157
1175,75906,39,75906,30,830,9,830,1817,177
613,39657,14,39657,43,805,3,805,1802,148
851,57117,23,57117,28,830,9,830,1657,174
1933,102016,49,102016,41,828,3,828,1904,152
1610,89952,52,89952,38,831,2,831,1788,168
908,50907,13,50907,36,817,9,817,1868,166
3400,196837,95,196837,42,814,6,814,1751,175
965,65136,29,65136,30,799,8,799,1821,174
3996,219340,115,219340,28,805,6,805,1834,157
1363,75691,26,75691,45,852,3,852,1774,155
4317,213398,83,213398,41,830,7,830,1972,171
1871,113120,52,113120,29,868,4,868,1882,156
1468,87826,40,87826,32,809,15,809,1751,185
1411,100208,99,100208,25,755,12,755,1622,174
1079,77075,40,77075,26,779,6,779,1774,170
589,35195,21,35195,42,835,6,835,1826,171
893,61092,23,61092,25,785,6,785,1659,173
816,49143,26,49143,40,837,5,837,1918,171
2852,148447,48,148447,34,834,3,834,1911,156
2965,138726,61,138726,36,792,15,792,1942,168
1765,124283,65,124283,35,787,6,787,1735,166
3486,179378,54,179378,29,819,9,819,1894,169
1279,86812,19,86812,27,816,9,816,1720,162
581,39779,21,39779,29,805,6,805,1660,181
1009,69944,34,69944,25,799,4,799,1723,174
2899,195059,74,195059,34,803,4,803,1720,177
1800,135877,39,135877,23,770,5,770,1734,164
1282,66120,32,66120,43,817,5,817,1905,152
2233,140594,55,140594,34,794,5,794,1826,161
1390,64702,22,64702,25,773,4,773,1864,148
1206,82794,24,82794,31,836,3,836,1827,155
2660,114381,45,114381,36,760,6,760,2216,168
793,55687,18,55687,36,868,7,868,1759,174
4304,233332,80,233332,34,784,8,784,1863,173
