source,target
0,13047
1,14224
2,15036
3,14808
4,13111
5,15077
6,13102
7,14792
8,14841
9,14757
10,14399
11,12084
12,10898
13,12925
14,14354
15,15024
16,10130
17,12380
18,15060
19,14982
20,15093
21,6723
22,14243
23,15055
24,14698
25,14778
26,12807
27,8682
28,14152
29,14438
30,13241
31,11793
32,11348
32,15216
33,10380
34,12426
35,12251
36,12411
37,9764
38,6998
39,13388
40,8917
41,15074
42,3829
43,10245
44,15081
45,9376
46,14219
47,14082
48,8500
49,14452
50,14023
51,7713
52,14381
53,7990
54,8583
55,8810
56,15084
57,11958
58,13777
59,14704
60,14033
61,11054
62,11991
63,9665
64,13569
65,14389
66,8777
67,14920
68,10063
69,14000
70,10434
71,14785
72,14592
73,14951
74,6796
75,14335
76,15038
77,14330
78,11248
79,11470
80,15038
81,15084
82,6552
83,2431
84,8334
85,14494
86,15067
87,14735
87,14251
88,14940
89,10171
90,14992
91,15069
92,12495
93,13805
94,14713
95,14643
96,10546
97,14232
98,12566
99,14772
100,13098
101,8307
102,12942
103,14691
104,10930
105,14384
105,13487
106,6468
107,12201
108,9551
109,14137
110,14061
111,4500
112,13769
113,15085
114,14383
115,14485
115,14212
116,14242
117,13161
118,15084
119,15023
120,14967
121,15098
122,9918
123,11370
124,13385
125,7160
126,15048
127,5358
128,14464
129,13228
130,14615
131,11870
131,14638
132,14704
133,13131
134,7444
135,12604
136,14584
137,13099
138,3693
139,12542
139,14138
140,13803
141,14467
142,14425
143,12259
144,8535
145,14700
146,10108
147,14732
148,15083
149,12241
150,14758
151,6924
152,9823
153,10054
154,15037
155,12517
156,7956
157,14539
158,15061
159,13577
160,14160
161,14972
162,14658
163,15081
164,9825
165,15091
166,8706
167,9858
168,8847
169,14302
170,13577
171,6382
172,14309
173,14849
174,12538
175,13450
176,13976
177,13886
178,14834
179,14180
180,13953
181,14848
182,10500
182,14881
183,14838
184,14932
185,15058
186,9917
187,15080
188,14847
189,13135
190,12026
191,15000
192,15091
193,14753
194,12035
195,14174
196,14897
197,15060
198,13365
199,14861
200,14488
201,14842
202,8155
203,10555
204,11959
205,6126
206,12787
207,13798
208,15026
209,15072
209,12230
210,15030
211,12565
212,9933
213,12403
214,11649
215,12712
216,15083
217,14721
218,10462
219,10250
220,14662
221,14964
222,12585
223,13975
224,9818
225,11262
226,15057
227,1910
228,13419
229,15057
230,14957
231,14052
232,14676
233,9983
234,14359
235,9826
236,13364
237,12091
237,13837
238,6601
239,14935
240,10691
241,9153
242,3183
243,15071
244,4093
244,15236
245,9102
246,14295
247,3577
248,9213
249,14690
250,13462
251,15088
252,14572
253,10356
254,14366
255,14115
256,13964
