SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled
242,77604,84,77604,4,760,9,760,605,229
244,74004,78,74004,6,833,6,833,603,233
152,52532,47,52532,7,807,7,807,605,203
217,79427,48,79427,8,814,6,814,600,225
158,49449,43,49449,3,811,12,811,604,240
239,76421,57,76421,5,787,7,787,600,220
407,122897,87,122897,6,803,4,803,602,232
81,36937,54,36937,7,815,13,815,602,224
137,44736,35,44736,3,774,8,774,601,230
717,234734,206,234734,5,840,8,840,603,222
301,102810,60,102810,7,818,9,818,605,232
108,35482,43,35482,5,804,3,804,601,222
147,41248,22,41248,5,849,3,849,603,217
612,231450,140,231450,8,812,9,812,602,229
261,84507,71,84507,3,839,10,839,604,227
135,47996,32,47996,5,821,6,821,603,212
342,127754,117,127754,8,857,7,857,605,239
209,76213,44,76213,7,790,7,790,600,226
200,58933,57,58933,2,853,4,853,601,211
216,86600,61,86600,7,856,6,856,604,219
841,230746,178,230746,6,786,14,786,602,241
393,110251,65,110251,6,815,6,815,602,211
555,208702,112,208702,10,844,6,844,600,235
165,61423,52,61423,10,809,8,809,600,216
185,55836,40,55836,3,866,7,866,603,220
716,194270,143,194270,5,833,14,833,605,231
335,135360,106,135360,7,814,9,814,602,224
95,31385,36,31385,2,787,15,787,602,240
109,33349,27,33349,6,794,5,794,601,218
401,152491,202,152491,7,796,11,796,601,228
228,70133,63,70133,4,846,9,846,600,230
111,45526,30,45526,8,754,8,754,601,211
140,49889,49,49889,2,813,5,813,603,209
196,59880,46,59880,6,774,5,774,603,220
401,140920,111,140920,10,863,10,863,601,223
104,50511,48,50511,11,852,14,852,603,240
283,118461,100,118461,8,821,7,821,602,213
207,76444,95,76444,6,837,7,837,602,235
144,51483,49,51483,4,835,10,835,603,240
371,118095,122,118095,3,793,5,793,600,220
461,122438,87,122438,3,764,8,764,601,205
65,23452,21,23452,4,717,4,717,600,227
511,159347,112,159347,8,804,9,804,602,230
458,149580,124,149580,10,807,8,807,605,223
451,135468,121,135468,5,815,6,815,601,222
193,58853,43,58853,7,842,5,842,601,218
163,50214,48,50214,6,768,8,768,600,223
265,95406,92,95406,4,800,8,800,603,212
187,62121,45,62121,7,842,8,842,601,219
370,107215,100,107215,6,772,7,772,601,223
362,82151,60,82151,2,767,6,767,602,229
544,157785,170,157785,9,828,7,828,604,228
2151,725812,458,725812,7,830,9,830,600,213
161,65951,54,65951,4,794,7,794,605,204
532,209286,168,209286,5,805,7,805,605,216
185,62463,57,62463,6,856,12,856,600,217
293,83579,72,83579,4,836,4,836,603,220
99,29836,29,29836,7,799,14,799,601,235
187,80820,67,80820,5,802,8,802,600,229
297,107634,128,107634,10,860,8,860,605,222
460,178202,156,178202,7,777,11,777,603,223
105,28821,16,28821,4,844,11,844,600,239
607,204822,140,204822,7,779,4,779,605,226
101,40357,32,40357,3,791,10,791,605,221
56,23521,18,23521,1,822,11,822,605,227
186,65407,53,65407,4,797,8,797,600,213
158,61198,57,61198,10,855,4,855,602,237
324,104081,102,104081,4,790,9,790,600,222
566,210647,226,210647,2,766,8,766,600,233
115,42935,28,42935,4,812,9,812,600,201
366,135024,88,135024,3,792,8,792,604,234
167,65180,66,65180,5,791,8,791,603,224
91,36346,37,36346,9,765,5,765,604,221
266,81031,49,81031,5,787,4,787,602,221
165,72552,74,72552,6,796,11,796,602,219
290,87675,69,87675,5,800,19,800,603,245
165,65216,63,65216,3,763,10,763,604,231
312,108440,88,108440,10,784,11,784,600,225
184,49630,36,49630,7,824,11,824,600,222
363,136836,75,136836,4,793,7,793,600,212
294,117466,109,117466,6,801,9,801,604,233
264,84263,63,84263,2,756,5,756,601,220
238,96508,91,96508,6,828,7,828,600,232
283,87530,37,87530,8,787,13,787,601,207
232,67451,62,67451,4,777,9,777,605,216
404,126581,94,126581,3,829,8,829,603,233
187,64174,37,64174,5,847,11,847,600,230
160,48762,28,48762,8,826,9,826,601,226
472,202130,144,202130,3,800,8,800,601,208
591,125184,149,125184,8,778,6,778,603,209
396,116766,86,116766,7,836,9,836,605,212
366,127776,88,127776,8,790,6,790,605,216
383,145497,85,145497,6,808,4,808,603,221
684,235445,205,235445,6,837,11,837,600,214
491,141985,113,141985,5,769,6,769,605,224
202,72823,54,72823,8,780,12,780,605,223
456,180370,163,180370,8,836,6,836,605,213
252,87296,88,87296,3,813,9,813,601,239
255,94811,70,94811,7,788,13,788,601,234
236,66295,72,66295,4,820,8,820,602,244
276,80609,57,80609,3,822,6,822,600,221
257,81801,57,81801,8,822,1,822,600,216
422,165512,127,165512,7,821,9,821,601,220
244,62578,53,62578,5,785,10,785,603,218
181,55330,57,55330,5,802,10,802,604,231
298,113661,85,113661,8,829,8,829,605,220
261,97797,65,97797,5,859,7,859,603,207
137,44905,29,44905,2,811,3,811,601,218
145,45209,45,45209,7,819,11,819,603,230
307,103551,75,103551,6,829,9,829,605,234
347,85702,70,85702,5,760,7,760,604,216
318,102438,88,102438,10,833,11,833,602,231
365,123185,65,123185,6,813,9,813,603,216
121,46222,37,46222,8,846,8,846,602,225
171,49614,52,49614,9,853,10,853,604,231
390,116149,135,116149,6,796,6,796,601,217
295,119838,130,119838,9,773,10,773,604,241
227,96570,64,96570,6,838,6,838,600,216
200,59050,61,59050,8,813,14,813,601,219
265,103353,79,103353,2,755,8,755,601,237
314,76544,65,76544,9,852,9,852,601,231
183,49597,42,49597,3,834,12,834,604,233
279,85604,52,85604,4,812,7,812,602,223
559,212737,175,212737,4,796,8,796,604,217
269,80125,69,80125,5,786,6,786,605,238
113,33511,24,33511,3,833,8,833,601,220
195,68420,53,68420,11,829,7,829,603,222
489,99611,85,99611,2,770,12,770,601,224
438,156568,100,156568,6,759,3,759,605,201
163,51005,36,51005,8,812,5,812,604,206
216,62664,64,62664,7,800,7,800,605,218
382,113152,118,113152,7,767,3,767,603,211
705,299976,248,299976,8,789,4,789,600,230
250,88291,74,88291,3,830,6,830,600,211
172,44979,32,44979,10,789,7,789,602,217
154,50926,36,50926,4,844,5,844,604,206
248,86568,77,86568,8,851,11,851,604,217
346,96812,96,96812,6,801,10,801,604,229
266,81290,103,81290,5,781,9,781,602,227
159,52777,50,52777,10,807,11,807,600,233
155,54348,41,54348,7,821,8,821,602,237
329,111777,86,111777,3,794,9,794,600,222
151,40277,36,40277,3,797,12,797,601,228
213,64433,38,64433,3,824,4,824,601,212
205,72154,66,72154,8,802,10,802,600,238
151,55620,24,55620,3,829,7,829,601,218
246,85762,63,85762,3,852,14,852,603,242
153,49300,40,49300,6,826,6,826,603,224
132,44098,28,44098,7,783,6,783,601,225
236,78335,73,78335,9,859,9,859,601,219
284,96125,92,96125,7,791,9,791,601,221
399,146687,136,146687,6,831,8,831,601,240
238,78290,83,78290,10,816,12,816,600,230
651,163890,75,163890,10,803,12,803,600,226
107,46584,18,46584,7,765,3,765,600,213
116,34371,23,34371,5,772,7,772,602,221
804,280854,245,280854,7,815,12,815,603,235
253,60134,52,60134,5,882,9,882,603,243
182,55499,62,55499,3,852,8,852,602,220
138,48574,31,48574,9,799,14,799,602,237
226,81199,62,81199,6,797,5,797,603,213
358,85300,83,85300,6,823,8,823,602,233
118,44624,28,44624,5,801,11,801,605,234
152,41725,26,41725,1,771,6,771,600,210
257,91830,58,91830,7,813,9,813,600,203
165,50072,43,50072,6,796,5,796,605,217
613,145176,98,145176,4,786,9,786,605,225
74,25523,23,25523,5,773,8,773,600,233
458,143622,127,143622,4,797,15,797,602,235
166,52612,42,52612,2,772,13,772,605,228
103,43066,29,43066,5,807,6,807,602,223
187,60975,50,60975,5,803,11,803,605,224
175,60430,38,60430,2,737,6,737,601,214
162,49712,35,49712,6,842,6,842,600,211
270,96097,115,96097,7,826,9,826,603,229
261,80084,82,80084,6,785,8,785,600,248
474,151734,137,151734,6,797,8,797,601,230
304,107133,87,107133,5,754,11,754,604,214
405,129978,69,129978,5,797,6,797,602,224
121,34701,43,34701,5,787,7,787,600,221
335,141676,142,141676,8,782,9,782,605,218
1820,514969,527,514969,4,846,8,846,601,214
209,69865,61,69865,5,775,11,775,604,226
549,164064,179,164064,3,782,8,782,601,242
131,42099,31,42099,0,753,6,753,602,220
152,74838,48,74838,7,822,6,822,604,201
469,134598,123,134598,6,787,7,787,601,218
295,87151,70,87151,9,827,8,827,602,214
244,95210,60,95210,7,798,8,798,601,224
286,92646,133,92646,3,811,10,811,604,243
93,39882,33,39882,6,803,7,803,605,222
731,152941,97,152941,8,821,13,821,600,214
259,63505,41,63505,10,820,9,820,604,233
280,96045,75,96045,6,837,8,837,605,220
123,39885,35,39885,2,880,6,880,600,228
88,32060,24,32060,9,823,7,823,605,236
111,42698,31,42698,10,854,6,854,605,210
189,52309,47,52309,5,829,9,829,600,235
325,112578,79,112578,4,847,5,847,604,227
425,155078,114,155078,5,810,9,810,600,221
301,89498,90,89498,6,831,10,831,601,225
291,103344,69,103344,5,806,9,806,604,211
419,173530,151,173530,7,820,5,820,603,232
110,34322,24,34322,9,778,4,778,605,227
174,58194,70,58194,3,827,5,827,600,226
795,196865,172,196865,5,835,8,835,602,232
296,84216,63,84216,5,828,7,828,602,214
218,69000,68,69000,6,809,10,809,604,226
