Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,CN Out-of-care,CN Treated chronic,CN Susceptible,CN Untreated chronic,SN Untreated acute,SN Treated acute,CN Untreated acute,CN Treated acute
0,0,1,537,0,537,2,155,2,155,"[6476, 1908, 15317, 15019, 15220, 1123, 14569, 8095, 8527, 7277, 8254, 14910, 12581, 2270, 1966, 3212, 12144, 2602, 13261, 1620, 12716, 14760, 5519, 9270, 12456, 3259, 8166, 8690, 12796, 12829, 4131, 9016, 6431, 7766, 14264, 1846, 15260, 7722, 9951, 11128, 769, 1746, 11013, 10558, 11779, 10702, 4105, 8254, 3206, 6774, 1454, 12937, 2556, 6095, 15271, 11057, 14819, 7357, 9592, 9498, 5701, 14865, 14504, 14380, 15079, 14218, 15116, 9858, 15024, 14033, 11643, 14424, 12706, 14223, 13878, 15052, 15016, 9075, 15032, 9160, 13942, 13765, 3885, 14661, 13368, 8814, 6546, 7740, 15047, 13152, 13384, 13954, 13460, 14314, 14356, 10072, 14199, 14348, 13238, 12726, 7266, 15098, 11923, 10432, 13333, 7235, 15041, 9483, 11424, 14451, 15031, 15026, 15076, 9662, 15066, 12681, 199, 13400, 14465, 14740, 14939, 14251, 14022, 15006, 14698, 14615, 9806, 14810, 11813, 9630, 14503, 12635, 14671, 10784, 7059, 14931, 13840, 7982, 14672, 15065, 8586, 9847, 11623, 11537, 10817, 11913, 15092, 15078, 13798, 14214, 15033, 12281, 13583, 14625, 14876, 15093, 7669, 13067, 13555, 14739, 15000, 14505, 12746, 13237, 15036, 7582, 12669, 15061, 8860, 7286, 14780, 15073, 14062, 10437, 9473, 15056, 12405, 15097, 14692, 7651, 14967, 12831, 15043, 14224, 14298, 13731, 10280, 14964, 12578, 9184, 2413, 15046, 12692, 13702, 14336, 14960, 14966, 14492, 14990, 14054, 14575, 15023, 12602, 14290, 10945, 15018, 12119, 7659, 5429, 11380, 14659, 1740, 14993, 13148, 10900, 11975, 12063, 13562, 13946, 11168, 14068, 9582, 14744, 14157, 9563, 15089, 13893, 14925, 14984, 14979, 5851, 12005, 14557, 15028, 9722, 14486, 10347, 13999, 5706, 2662, 8773, 14601, 10185, 14953, 13872, 8754, 4487, 15051, 11075, 14345, 9393, 14085, 11741, 3824, 14425, 9682, 13551, 14604, 12612, 14288, 15091, 12621, 14726, 15011, 11091, 14246, 11618, 10717, 15004, 13249, 13414, 4685, 14847, 12869, 9683, 14139, 14878, 13603, 13563, 11449, 14629, 14696, 14282, 14030, 3256, 13613, 11648, 14341, 13631, 5877, 14191, 13185, 14442, 14717, 9577, 14570, 14592, 13986, 13692, 13968, 8827, 15057, 13687, 14066, 10059, 15083, 14612, 14458, 14167, 14873, 13221, 13880, 14265, 15077, 11119, 3116, 13184, 6671, 10269, 15096, 10551, 13095, 15039, 12797, 15084, 14807, 13529, 6434, 13375, 2536, 14468, 11153, 13890, 13509, 11706, 8256, 8106, 13597, 14999, 15090, 4485, 10492, 13074, 12185, 11678, 14904, 12769, 14788, 14418, 14665, 14303, 10760, 5860, 13128, 6128, 14704, 2582, 13083, 14718, 14956, 3376, 10844, 12641, 14767, 14805, 13507, 15055, 12316, 13224, 14879, 9442, 11865, 14936, 14449, 12463, 8317, 14358, 13106, 12911, 12644, 15020, 14228, 14996, 8397, 14791, 9596, 12782, 14350, 14323, 15053, 14658, 13975, 14308, 13595, 14453, 13689, 350, 12745, 12311, 14231, 6127, 9385, 14015, 15040, 12941, 4456, 14915, 14808, 6947, 13869, 14339, 14302, 14275, 10725, 11910, 12950, 14540, 9202, 12360, 11536, 14720, 14909, 8666, 11634, 7479, 14013, 9797, 7199, 14588, 13708, 12151, 2967, 7188, 15071, 13403, 13660, 13280, 12089, 11784, 11529, 13456, 15086, 12392, 5291, 14818, 11149, 6205, 13585, 12904, 8361, 7108, 13725, 14832, 14795, 14531, 13965, 12044, 14402, 10774, 14971, 15080, 7371, 13739, 14858, 15070, 169, 7226, 14660, 15027, 14049, 3263, 11170, 14667, 4099, 14088, 15067, 4874, 13868, 15094, 14145, 14346, 12219, 14775, 13556, 12658, 15015, 12427, 12484, 13364, 9619, 5615, 13807, 9191, 10340, 12473, 14908, 14552, 13864, 13846, 13571, 14750, 14748, 15063, 14924, 12162, 10141, 11829, 14783, 13788, 13347, 13127, 14840, 12389, 11494, 12975, 14134, 14546, 14017, 11335, 15099, 14705, 14978, 8305, 14676, 13633, 799, 15049, 12875, 15081, 14992, 14824, 14937, 13850, 7724, 11677, 9449, 15012, 8406, 15013, 9227, 10507, 12195, 11385, 13734, 13430, 11021, 8752, 12238, 4970, 1406, 14711, 4296, 13696, 15045, 13922, 10511, 10490, 15100, 14759, 14528, 14929, 2744, 13898, 14005, 6413, 8053, 13759, 14334, 11545, 14072, 14871, 9397, 10828, 14609, 14256, 14662, 14554, 13022, 15007, 14052, 12539, 14403, 9823, 12304, 12233, 14803, 9174, 10961, 14980, 13927, 13662, 8713, 12969, 11750, 14787, 14495, 14648, 9256, 6987, 14883, 5953, 14437, 15058, 15082, 14800]","[14758, 13368, 14890, 2295, 12475, 14907, 1747, 7588, 5331, 11160, 10865, 423, 13998, 4043, 14605, 4434, 12450, 5747, 7080, 15264, 5779, 4334, 5060, 7299, 15022, 2279, 15315, 1835, 8287, 3405, 2089, 10074, 5705, 13056, 4358, 1416, 8918, 9129, 5412, 2168, 14089, 12045, 4484, 10947, 13004, 10981, 14406, 6198, 3760, 6278, 4782, 2063, 2473, 11740, 9977, 15102, 1460, 13216, 2144, 3318, 13192, 14283, 10590, 9952, 12545, 15057, 2543, 14180, 15129, 7206, 5306, 14678, 4049, 12782, 12943, 10921, 12841, 13115, 4367, 1456, 6861, 10810, 13371, 15001, 13406, 14866, 11976, 12189, 12357, 13888, 12724, 9299, 10368, 10422, 7261, 10439, 13995, 14221, 10249, 6499, 7467, 8720, 3685, 3429, 10346, 14016]",258,86,346,115,98,39,40,29,20,16,0,0,0,0
