Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Treated chronic,SN Out-of-care,SN Untreated chronic,SN Treated acute,CN Out-of-care,CN Treated chronic,CN Untreated chronic,CN Susceptible,SN Untreated acute,CN Untreated acute,CN Treated acute
0,0,1,437,1,437,0,138,1,138,"[1183, 8173, 8808, 3385, 6073, 11079, 5432, 6074, 10551, 15218, 2478, 14525, 6230, 1647, 1194, 9005, 8592, 2805, 15052, 2019, 3726, 514, 1123, 7066, 12831, 5339, 12472, 13921, 9761, 8305, 13643, 9248, 1571, 3171, 4574, 7823, 6989, 13820, 6695, 854, 8581, 9672, 11299, 14551, 7440, 11683, 1363, 4214, 10604, 13265, 9231, 14291, 9241, 3305, 4670, 12688, 13940, 10477, 4213, 6099, 14265, 615, 2832, 10125, 13105, 13523, 14633, 11239, 14703, 10180, 11906, 9536, 14581, 15083, 14877, 8285, 2598, 14379, 13405, 14261, 14839, 2556, 14972, 9699, 10814, 2625, 11796, 11692, 12166, 14267, 14106, 6937, 14790, 11869, 9572, 13312, 14896, 14960, 12572, 13960, 7462, 15062, 13541, 15100, 7929, 11772, 9986, 14128, 14836, 13568, 14876, 14822, 8272, 8602, 4977, 13166, 12553, 14198, 15079, 14787, 13963, 14142, 13652, 15086, 15069, 10667, 12582, 15067, 14488, 13636, 14601, 7029, 14249, 10652, 5979, 10344, 13282, 14964, 15096, 11747, 13149, 10411, 10069, 13772, 14785, 15088, 14025, 1445, 14741, 6150, 14743, 15091, 8924, 14910, 13751, 14864, 14022, 15023, 11851, 13691, 15054, 15095, 14996, 15094, 14020, 14182, 14635, 10611, 7344, 11467, 14487, 14608, 12697, 14948, 15031, 12493, 14130, 13284, 13787, 6002, 14664, 13591, 14653, 13853, 2300, 13359, 14909, 15063, 14677, 10377, 10323, 14427, 14012, 12592, 14253, 11228, 12309, 13811, 14305, 13318, 9833, 15082, 11738, 14338, 14199, 13979, 14723, 13870, 12307, 12123, 13351, 14671, 15068, 12731, 12894, 14467, 9200, 15065, 9682, 13578, 15014, 15092, 11907, 14754, 14557, 14190, 11314, 8309, 11962, 15002, 14561, 8471, 9898, 14406, 9172, 4834, 12835, 14192, 10631, 12794, 14028, 9154, 14688, 11950, 1278, 14229, 11704, 12076, 15057, 10833, 10282, 6216, 15021, 15011, 11616, 14770, 14135, 12158, 13674, 14696, 14955, 13904, 15045, 10623, 10058, 13356, 8320, 13427, 11925, 14989, 14778, 12368, 6331, 11940, 9114, 14932, 14416, 3926, 15049, 14280, 7026, 4879, 13362, 14898, 15085, 6829, 12526, 14037, 13144, 7649, 12710, 12904, 15098, 15017, 14180, 13614, 15034, 12619, 9538, 9786, 14035, 14886, 14145, 14874, 14959, 15077, 14089, 14141, 12463, 15040, 13275, 15058, 11803, 14111, 14117, 14480, 13415, 15099, 14980, 14941, 12419, 12917, 15076, 4222, 14332, 14026, 14304, 12346, 13890, 14420, 14976, 15027, 3568, 13655, 12684, 14624, 7058, 12074, 9413, 14364, 14515, 14273, 15036, 11916, 15053, 14859, 7088, 14815, 5107, 8634, 15070, 14132, 8719, 13687, 14639, 12893, 14530, 7996, 1706, 6188, 14134, 9881, 15075, 11694, 14729, 15080, 13403, 8313, 12613, 8750, 12735, 15032, 15008, 3392, 14456, 13627, 14837, 10304, 14992, 8757, 12590, 3093, 12885, 15120, 14544, 9639, 14504, 14755, 14766, 11135, 12237, 12991, 5847, 11136, 13384, 7004, 12256, 10470, 14831, 9126, 15056, 14627, 13759, 14378, 14854, 13858, 14090, 14321, 14958, 774, 6949, 13009, 12202, 6463, 10256, 14383, 15044, 12631, 9146, 6049, 11752, 13974, 13778, 13800, 13822, 10731, 10111, 14114, 10066, 11548, 12418, 14459, 15060, 14950, 15055, 13354, 14562, 6307, 2459, 14722, 12427, 8278, 13364, 14852, 14893, 11729, 12796, 11489, 8315, 13447, 13080, 14443, 13528, 14318, 14476, 14902, 12559, 11585, 13593, 6502, 12993, 14296, 14374, 11345, 2820, 14951, 9385, 8645, 14078, 14611, 14981, 4774, 12757, 14554, 8887, 13449, 14803, 14668, 12277, 13549, 14513, 14834, 14973, 13808, 13218, 14784, 10281, 14506, 14161, 14626, 14765, 14961, 5825, 12696, 9371, 13268, 12832, 1893, 15015, 14986, 14962, 14936, 13370, 11937, 8561, 11110, 13151, 4328, 13956, 12455, 8192, 7959, 8446, 13087, 10460, 14260, 14179, 9687, 9046, 12159, 13895, 7878, 14270, 14942, 14969, 14157, 7024, 14302, 9016, 12121, 14344, 14751, 7694, 3791, 9716, 14643, 14999, 13287, 12215, 13004, 10348, 11684, 14278, 12305, 4269, 14363, 14112, 12147, 14578, 3128, 14282, 10676, 13402, 14777, 13766, 12303, 11650, 14175, 14690, 10582, 7775, 8338, 14756, 3064, 15072, 7632, 4827, 14673, 11293, 9973, 11240, 14791, 12982, 13736, 15084, 14375, 14207, 1028, 14147, 12287, 9402, 3394, 14742, 14957, 8918, 14569, 6577, 14390, 14360, 13348, 13993, 12167, 9468, 9809, 9458, 15047, 15101, 14880, 2056, 14977, 14979, 9415, 5765]","[5698, 6643, 11560, 4349, 10867, 9483, 3345, 5128, 8428, 8323, 8696, 223, 10237, 14458, 8092, 2024, 6552, 1144, 12916, 1640, 14379, 4654, 248, 5607, 14932, 7202, 10386, 8282, 12580, 14237, 2195, 9841, 9808, 6515, 10529, 6152, 12023, 11354, 5459, 7562, 3185, 13489, 10738, 5334, 13700, 7801, 12476, 6549, 3906, 2094, 10503, 15303, 1179, 5470, 6933, 14056, 9312, 12236, 3451, 12680, 12993, 15159, 10441, 8726, 14028, 13807, 5207, 12786, 9606, 13894, 13695, 12156, 12268, 14748, 11278, 10088, 13932, 10758, 4021, 9980, 8746, 11244, 9683, 10248, 14278, 4647, 12369, 10024, 4903]",264,73,338,106,98,50,1,30,23,16,16,0,0,0
