Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,CN Out-of-care,CN Treated chronic,CN Untreated chronic,CN Susceptible,SN Untreated acute,SN Treated acute,CN Untreated acute,CN Treated acute
0,0,1,365,0,365,0,173,1,173,"[10567, 10637, 7359, 2546, 4919, 11364, 4743, 5819, 7149, 1497, 3314, 7001, 2219, 4988, 5095, 2118, 1641, 1274, 2906, 12133, 4796, 11114, 3141, 6201, 12301, 2657, 1404, 517, 476, 15306, 11214, 6705, 12700, 4367, 13220, 13095, 13603, 379, 6140, 11497, 1189, 4423, 4632, 1990, 9513, 15392, 7241, 2526, 11472, 9067, 8390, 10500, 15043, 12005, 8667, 710, 2130, 6824, 2571, 8281, 8420, 14534, 8547, 13884, 14811, 15038, 11603, 11769, 13396, 8965, 13098, 10156, 11743, 11855, 13916, 15052, 15063, 15031, 8700, 10239, 15027, 14127, 15000, 7122, 14659, 14669, 14396, 15076, 11817, 15040, 13958, 15086, 9073, 13364, 14908, 13369, 3114, 15019, 15008, 14314, 14432, 15073, 15097, 14746, 14561, 14799, 14986, 14084, 11712, 9020, 4892, 6772, 14878, 14785, 13412, 15090, 14703, 13796, 14201, 12911, 12977, 14903, 14193, 15017, 13776, 9304, 15002, 2479, 9564, 14683, 13625, 15088, 13321, 8943, 13957, 14914, 15065, 15092, 9313, 14985, 3658, 13448, 14635, 13238, 14744, 13149, 12006, 12751, 15013, 12998, 12195, 14970, 7084, 12881, 9727, 15060, 15011, 14704, 11705, 12490, 12687, 14656, 12568, 15049, 14864, 14630, 13609, 9017, 15223, 13973, 14987, 4050, 14939, 7383, 14650, 14349, 14972, 12738, 14984, 14320, 8790, 15077, 13879, 13668, 14963, 15046, 13906, 15082, 11124, 5640, 14115, 10523, 14935, 7198, 14916, 13023, 14296, 13855, 12439, 15054, 14337, 13306, 12535, 14264, 12248, 4581, 2715, 9616, 13867, 1880, 264, 14834, 13742, 14119, 4474, 14050, 14139, 8028, 10737, 12304, 803, 7604, 11232, 14786, 15059, 9579, 1406, 14229, 14889, 14826, 4826, 15034, 14729, 9323, 14839, 10752, 12395, 11629, 11489, 8725, 11001, 10556, 15014, 10279, 9959, 13628, 13433, 9035, 12338, 15071, 14492, 8577, 14983, 15061, 14775, 14977, 13527, 3737, 14559, 14043, 15032, 13659, 12202, 12785, 11970, 13972, 15029, 15089, 8167, 10622, 13647, 14866, 15078, 14769, 13811, 13166, 8950, 14957, 12211, 14322, 14394, 13100, 13692, 9587, 6479, 9162, 10296, 1545, 14474, 14569, 15001, 2288, 9453, 14092, 13101, 13911, 13929, 15091, 9954, 12741, 14915, 13818, 14110, 15074, 14936, 5479, 10272, 14938, 9737, 14979, 13824, 12473, 9066, 11728, 15036, 13618, 8774, 13381, 13046, 9516, 13266, 13913, 13219, 11874, 15023, 14266, 12381, 10823, 15026, 2423, 15100, 14923, 13620, 14827, 14995, 12352, 14947, 10338, 13800, 14870, 13932, 13365, 15101, 14965, 15045, 14208, 14177, 14904, 11359, 14057, 7495, 12235, 15022, 12733, 12996, 12528, 10526, 5979, 13853, 14216, 9855, 13048, 7562, 6066, 9339, 7543, 15069, 9345, 14858, 14875, 10885, 14978, 10268, 10554, 14999, 14685, 9467, 14901, 12379, 10043, 14241, 13849, 14652, 14303, 14504, 12186, 12391, 14231, 14817, 14038, 14618, 12631, 6087, 5890, 13367, 14757, 10909, 14075, 9815, 13892, 12000, 9252, 12269, 13459, 12539, 14835, 13960, 13633, 14789, 13106, 14898, 14641, 12201, 11854, 13058, 14398, 15068, 11288, 14614, 14606, 15099, 4208, 13525, 13829, 14966, 13317, 15070, 15056, 14336, 15075, 14515, 14005, 13366, 8441, 14894, 10922, 14968, 9041, 4628, 6047, 10377, 14862, 14992, 15044, 8273, 14998, 5053, 12419, 13069, 1195, 14137, 4305, 14018, 8041, 15098, 15087, 8869, 13900, 13977, 14804, 15030, 14958, 14873, 10917, 13389, 6835, 14472, 9446, 9388, 14233, 14103, 14962, 2476, 13429, 14951, 15006, 13037, 10595, 14891, 15079, 12511, 15035, 14503, 14855, 14708, 14141, 14161, 6064, 14333, 8732, 6719, 15041, 14924, 5422, 12618, 6232, 13693, 9598, 13351, 15057, 14884, 12988, 9889, 14198, 10552, 13748, 12354, 11213, 13887, 9049, 11773, 12589, 9782, 14813, 14622, 6269, 15066, 14149, 14842, 14491, 14436, 14589, 5822, 14621, 10580, 2165, 14868, 9383, 3219, 11616, 13954, 14420, 14140, 14971, 14722, 15360, 15094, 12907, 14354, 11901, 13817, 14369, 7518, 14289, 10225, 14754, 13570, 14964, 14742, 14522, 11097, 12619, 13868, 14185, 8696, 11033, 14004, 6145, 14739, 10691, 13291, 14996, 10768, 14033, 14384, 5835, 7790, 14157, 14815, 15083, 14941, 1399, 15039, 15058, 10346, 14736, 11481, 14654, 14857, 10247, 15024, 13230, 14801, 6437, 14544, 5790, 12256, 13403, 12319, 12367, 12243, 10818, 14666, 15012, 12705, 10927, 10455, 15048, 14239, 10009, 12250, 11565, 14796]","[15303, 8534, 10967, 10841, 14275, 10371, 10893, 8672, 5191, 10966, 6016, 12242, 5480, 3741, 9389, 888, 13737, 727, 1834, 3760, 10793, 10876, 8244, 1023, 13140, 3279, 12597, 12600, 13785, 3573, 2442, 3812, 10347, 5725, 9372, 13025, 8110, 13171, 9648, 3155, 2812, 9298, 1828, 4652, 6526, 13059, 11475, 4459, 11644, 9345, 13846, 13886, 7059, 754, 12751, 10611, 216, 2550, 3916, 2215, 14, 13374, 13636, 12400, 5592, 1592, 14330, 9831, 10453, 10363, 13892, 11060, 13521, 13929, 12182, 6596, 12768, 1973, 13068, 6959, 7153]",265,74,336,126,90,42,34,25,9,7,0,0,0,0
