ID1,ID2,Distance
N6371|5746|0.847678,N6372|11769|0.273878,0.0136851
N6393|15365|0.333014,N6391|4189|0.154105,0.00479381
N6393|15365|0.333014,N6390|11400|0.169848,0.00720715
N6393|15365|0.333014,N6392|13809|0.674875,0.00478933
N6547|5108|0.717483,N6548|14910|0.594985,0.0136945
N5981|11226|0.265727,N5980|4836|0.42448,0.007996
N6523|11376|0.927342,N6525|3806|0.574535,0.0144692
N6523|11376|0.927342,N6524|12213|0.50302,0.014466
N6160|4883|0.778534,N6159|5697|0.362062,0.0112563
N6160|4883|0.778534,N6161|11992|0.003195,0.00961923
N6160|4883|0.778534,N6158|8326|0.571907,0.0104307
N6428|15127|0.22695,N6424|8253|0.88652,0.0144947
N6411|6007|0.075557,N6410|4405|0.013141,0.00962257
N6411|6007|0.075557,N6409|8769|0.715043,0.00799617
N6428|15127|0.22695,N6429|12338|0.361903,0.0128511
N6192|7570|0.155091,N6191|15012|0.251143,0.0144935
N6025|11801|0.775004,N6024|3133|0.294094,0.00239523
N5955|5387|0.823832,N5956|14384|0.481582,0.0120428
N6419|10872|0.306038,N6422|10678|0.597407,0.0112398
N6446|9297|0.516765,N6445|8814|0.037941,0.00719421
N6419|10872|0.306038,N6418|6426|0.583396,0.00238911
N6419|10872|0.306038,N6421|7971|0.805104,0.00639261
N6419|10872|0.306038,N6423|10460|0.936292,0.0128636
N6419|10872|0.306038,N6420|12534|0.608568,0.00639261
N6618|9146|0.373661,N6603|2592|0.605043,0.0120464
N6618|9146|0.373661,N6607|3145|0.65209,0.0128437
N5959|9435|0.942003,N5960|2018|0.292383,0.0136658
N6497|2120|0.055233,N6496|6941|0.237993,0.00559883
N5943|5710|0.95176,N5942|3098|0.012249,0.00319151
N6605|2313|0.401266,N6604|9195|0.113478,0.00239095
N6148|5271|0.616272,N6147|5561|0.49917,0.0104271
N6148|5271|0.616272,N6146|3143|0.594266,0.0112533
N6148|5271|0.616272,N6152|13042|0.315754,0.0144794
N6459|14015|0.978292,N6463|12663|0.879586,0.0145257
N6459|14015|0.978292,N6461|14309|0.822122,0.013719
N6355|6772|0.361212,N6356|4626|0.113896,0.000796081
N6500|13963|0.910506,N6499|2027|0.434969,0.00639248
N6500|13963|0.910506,N6498|15121|0.825762,0.0144885
N6513|3127|0.524748,N6512|14623|0.347009,0.00561021
N6499|2027|0.434969,N6498|15121|0.825762,0.0144758
N6379|5647|0.205116,N6381|9179|0.678284,0.01448
N6225|6831|0.146881,N6227|5063|0.948384,0.0144837
N6304|2737|0.934586,N6303|10092|0.028604,0.0112349
N6432|11559|0.637868,N6435|7334|0.973437,0.0144944
N6432|11559|0.637868,N6434|12053|0.472832,0.00882289
N6432|11559|0.637868,N6433|9360|0.0097,0.00238912
N6620|5448|0.508451,N6619|10082|0.513511,0.00159202
N6620|5448|0.508451,N6624|5069|0.050212,0.0128761
N6620|5448|0.508451,N6621|3089|0.927616,0.00799609
N5994|9930|0.872004,N5995|8196|0.366254,0.00159247
N5994|9930|0.872004,N5993|1379|0.973142,0.00639729
N6620|5448|0.508451,N6623|15343|0.187614,0.0136823
N6620|5448|0.508451,N6622|12259|0.269611,0.0136823
N5994|9930|0.872004,N5991|5503|0.426199,0.0128528
N6203|8368|0.635483,N6202|12810|0.640308,0.0136918
N6203|8368|0.635483,N6204|7288|0.762833,0.0144949
N6334|4818|0.668661,N6341|7437|0.610192,0.0144738
N6414|2900|0.449355,N6415|13008|0.902111,0.00399586
N6065|9540|0.712806,N6068|4841|0.634661,0.0136723
N6002|11066|0.186519,N5999|11315|0.683273,0.00880417
N6065|9540|0.712806,N6064|12966|0.944033,0.00479452
N6002|11066|0.186519,N6001|4537|0.633423,0.00639257
N6002|11066|0.186519,N6000|6573|0.064214,0.0104207
N6065|9540|0.712806,N6067|3317|0.930738,0.0128549
