SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled
162,77604,3,77604,4,760,0,760,603,38
150,74004,1,74004,3,833,1,833,601,46
108,52532,1,52532,6,807,1,807,601,48
193,79427,5,79427,6,814,6,814,601,53
76,49449,3,49449,5,811,2,811,600,53
133,76421,0,76421,2,787,2,787,603,41
199,122897,2,122897,1,803,0,803,604,42
70,36937,2,36937,5,815,4,815,601,66
108,44736,0,44736,5,774,0,774,604,47
518,234734,3,234734,3,840,4,840,603,41
192,102810,3,102810,3,818,6,818,604,52
87,35482,2,35482,3,804,2,804,603,48
87,41248,2,41248,2,849,1,849,600,46
429,231450,9,231450,4,812,1,812,600,48
186,84507,2,84507,6,839,0,839,604,45
142,47996,3,47996,4,821,2,821,601,40
215,127754,16,127754,5,857,2,857,602,56
188,76213,5,76213,6,790,2,790,601,44
121,58933,2,58933,8,853,2,853,601,47
181,86600,3,86600,4,856,0,856,604,48
411,230746,26,230746,6,786,1,786,601,46
229,110251,0,110251,3,815,1,815,603,37
413,208702,10,208702,3,844,2,844,601,40
143,61423,1,61423,3,809,2,809,600,53
74,55836,0,55836,2,866,3,866,601,45
377,194270,2,194270,5,833,1,833,600,52
242,135360,2,135360,3,814,1,814,600,39
64,31385,3,31385,3,787,0,787,600,42
86,33349,1,33349,9,794,1,794,603,45
293,152491,5,152491,2,796,0,796,601,45
147,70133,1,70133,3,846,2,846,602,48
82,45526,1,45526,5,754,0,754,600,43
115,49889,0,49889,7,813,2,813,603,47
141,59880,3,59880,5,774,1,774,600,38
214,140920,1,140920,2,863,0,863,601,39
96,50511,1,50511,2,852,2,852,600,47
217,118461,6,118461,3,821,3,821,601,44
151,76444,1,76444,3,837,1,837,605,38
144,51483,3,51483,4,835,0,835,601,36
266,118095,5,118095,6,793,2,793,600,45
222,122438,3,122438,2,764,1,764,604,42
36,23452,1,23452,2,717,0,717,604,45
352,159347,2,159347,5,804,2,804,600,42
291,149580,2,149580,9,807,2,807,601,44
259,135468,8,135468,8,815,1,815,603,42
187,58853,1,58853,8,842,1,842,602,46
160,50214,1,50214,1,768,1,768,603,38
163,95406,2,95406,2,800,1,800,600,39
110,62121,1,62121,8,842,0,842,604,43
243,107215,3,107215,4,772,0,772,605,45
169,82151,3,82151,6,767,0,767,601,41
311,157785,8,157785,4,828,2,828,602,44
1593,725812,15,725812,4,830,0,830,603,44
105,65951,2,65951,2,794,1,794,603,48
391,209286,8,209286,5,805,2,805,600,41
154,62463,3,62463,12,856,3,856,600,42
232,83579,2,83579,2,836,1,836,605,46
60,29836,1,29836,3,799,2,799,600,41
173,80820,1,80820,5,802,0,802,600,41
289,107634,14,107634,5,860,3,860,604,46
359,178202,8,178202,4,777,1,777,602,40
69,28821,0,28821,10,844,0,844,604,41
429,204822,5,204822,4,779,0,779,602,43
79,40357,3,40357,7,791,1,791,603,38
61,23521,0,23521,9,822,3,822,603,52
129,65407,1,65407,5,797,2,797,600,40
157,61198,2,61198,7,855,2,855,600,42
140,104081,4,104081,4,790,1,790,602,45
403,210647,2,210647,2,766,2,766,602,46
86,42935,0,42935,4,812,1,812,603,39
266,135024,1,135024,4,792,0,792,601,48
142,65180,1,65180,5,791,1,791,604,45
69,36346,2,36346,6,765,1,765,602,37
167,81031,3,81031,5,787,0,787,602,43
156,72552,1,72552,6,796,2,796,603,52
255,87675,4,87675,4,800,1,800,602,50
116,65216,6,65216,4,763,1,763,600,43
218,108440,2,108440,5,784,0,784,601,47
98,49630,3,49630,3,824,4,824,602,43
237,136836,2,136836,4,793,1,793,600,36
154,117466,3,117466,4,801,2,801,602,44
191,84263,2,84263,1,756,1,756,600,42
176,96508,4,96508,7,828,0,828,604,45
133,87530,0,87530,4,787,0,787,600,44
169,67451,1,67451,6,777,0,777,602,43
250,126581,2,126581,3,829,1,829,602,40
140,64174,9,64174,5,847,4,847,601,48
95,48762,0,48762,2,826,1,826,605,41
406,202130,8,202130,6,800,3,800,601,50
148,125184,4,125184,9,778,0,778,603,44
246,116766,5,116766,5,836,0,836,605,45
298,127776,0,127776,2,790,0,790,600,38
283,145497,12,145497,2,808,1,808,602,51
389,235445,8,235445,8,837,2,837,602,57
361,141985,6,141985,2,769,1,769,605,48
128,72823,3,72823,3,780,1,780,603,41
422,180370,18,180370,2,836,2,836,601,39
162,87296,2,87296,3,813,0,813,605,38
222,94811,4,94811,4,788,3,788,602,53
163,66295,1,66295,8,820,3,820,603,43
146,80609,0,80609,3,822,1,822,605,46
146,81801,1,81801,6,822,1,822,600,42
319,165512,10,165512,3,821,3,821,605,49
130,62578,4,62578,6,785,2,785,603,45
180,55330,2,55330,2,802,3,802,600,45
268,113661,5,113661,6,829,2,829,604,46
199,97797,3,97797,5,859,0,859,603,39
84,44905,1,44905,5,811,0,811,602,38
91,45209,2,45209,9,819,1,819,602,36
226,103551,1,103551,5,829,0,829,600,42
222,85702,3,85702,1,760,1,760,603,41
278,102438,7,102438,4,833,2,833,603,45
281,123185,0,123185,4,813,0,813,605,43
96,46222,0,46222,8,846,0,846,605,48
159,49614,0,49614,3,853,1,853,601,43
191,116149,3,116149,6,796,1,796,602,40
321,119838,6,119838,5,773,2,773,604,41
236,96570,5,96570,6,838,3,838,601,46
148,59050,4,59050,4,813,4,813,603,49
190,103353,5,103353,4,755,2,755,602,44
215,76544,1,76544,3,852,1,852,602,47
105,49597,4,49597,3,834,1,834,604,43
206,85604,2,85604,7,812,0,812,600,44
409,212737,6,212737,2,796,1,796,604,41
182,80125,3,80125,2,786,1,786,605,49
59,33511,1,33511,6,833,2,833,600,48
111,68420,5,68420,5,829,2,829,605,51
172,99611,2,99611,6,770,1,770,603,46
326,156568,6,156568,4,759,2,759,603,57
106,51005,2,51005,9,812,5,812,603,50
139,62664,4,62664,4,800,1,800,604,43
167,113152,3,113152,6,767,2,767,602,45
821,299976,10,299976,2,789,2,789,602,43
275,88291,3,88291,8,830,3,830,600,42
100,44979,0,44979,0,789,4,789,605,51
132,50926,2,50926,6,844,3,844,605,43
204,86568,2,86568,6,851,1,851,600,40
261,96812,1,96812,5,801,1,801,604,47
198,81290,5,81290,4,781,2,781,604,50
101,52777,0,52777,6,807,1,807,602,38
93,54348,6,54348,7,821,5,821,605,60
200,111777,1,111777,8,794,2,794,603,42
100,40277,4,40277,5,797,3,797,604,59
114,64433,1,64433,5,824,0,824,600,40
132,72154,2,72154,2,802,1,802,602,41
109,55620,4,55620,3,829,2,829,600,37
141,85762,4,85762,5,852,0,852,602,37
110,49300,0,49300,2,826,0,826,603,44
71,44098,1,44098,1,783,0,783,600,44
222,78335,6,78335,3,859,2,859,603,50
227,96125,3,96125,6,791,0,791,602,42
363,146687,2,146687,2,831,1,831,601,40
118,78290,1,78290,5,816,0,816,605,43
251,163890,1,163890,8,803,0,803,604,40
61,46584,3,46584,3,765,3,765,605,41
69,34371,1,34371,5,772,1,772,602,43
468,280854,11,280854,4,815,1,815,600,44
116,60134,1,60134,5,882,3,882,605,45
117,55499,1,55499,5,852,1,852,600,46
86,48574,3,48574,5,799,4,799,605,51
191,81199,9,81199,4,797,2,797,601,42
181,85300,2,85300,6,823,0,823,603,43
73,44624,3,44624,3,801,2,801,601,44
69,41725,1,41725,3,771,0,771,604,41
178,91830,4,91830,2,813,3,813,603,61
84,50072,1,50072,5,796,2,796,601,42
335,145176,3,145176,4,786,1,786,603,41
39,25523,1,25523,2,773,3,773,600,49
293,143622,1,143622,5,797,1,797,603,43
84,52612,2,52612,1,772,4,772,604,44
86,43066,3,43066,7,807,0,807,600,41
110,60975,1,60975,6,803,4,803,601,44
151,60430,3,60430,2,737,2,737,601,38
89,49712,3,49712,4,842,7,842,600,59
162,96097,1,96097,4,826,2,826,605,43
121,80084,3,80084,4,785,2,785,602,53
364,151734,2,151734,9,797,2,797,600,43
184,107133,4,107133,4,754,1,754,602,51
