SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total
942,136529,22,136529,13,845,2,845
648,92893,20,92893,15,819,9,819
726,152615,10,152615,9,818,3,818
482,111392,23,111392,9,788,2,788
1440,167559,60,167559,21,811,2,811
925,185757,31,185757,10,824,4,824
516,73027,9,73027,7,860,1,860
201,36142,4,36142,15,824,3,824
977,243479,26,243479,4,730,3,730
319,66903,8,66903,10,774,4,774
1098,223149,34,223149,13,842,8,842
663,131691,20,131691,13,805,6,805
684,119066,13,119066,11,829,4,829
247,48776,8,48776,13,830,9,830
517,69283,10,69283,23,853,7,853
262,57387,6,57387,13,802,2,802
218,41705,8,41705,12,785,2,785
565,65363,12,65363,23,829,3,829
500,62231,16,62231,17,771,2,771
841,94674,9,94674,11,794,6,794
524,67702,14,67702,16,760,5,760
470,78658,21,78658,16,795,5,795
358,48549,15,48549,16,819,1,819
568,70314,11,70314,15,744,8,744
418,61370,17,61370,12,812,4,812
592,83302,7,83302,17,763,4,763
216,36034,6,36034,17,847,2,847
553,131812,36,131812,12,832,3,832
263,47038,19,47038,5,786,11,786
298,43100,7,43100,17,807,5,807
2700,381575,52,381575,9,795,5,795
500,76579,21,76579,10,805,7,805
463,102372,13,102372,5,829,4,829
502,131288,13,131288,8,824,2,824
517,102676,33,102676,6,785,6,785
654,131002,16,131002,10,759,5,759
312,90733,25,90733,8,795,9,795
544,86424,6,86424,17,766,3,766
411,79534,14,79534,6,777,4,777
565,111370,15,111370,15,815,5,815
244,40844,10,40844,11,798,6,798
647,91165,29,91165,11,778,4,778
471,84821,7,84821,8,828,3,828
1625,334609,96,334609,11,749,2,749
151,38525,3,38525,13,825,8,825
520,76628,12,76628,19,818,4,818
466,69479,13,69479,8,807,4,807
487,75906,35,75906,16,830,8,830
202,39657,9,39657,14,805,1,805
493,57117,6,57117,12,830,4,830
546,102016,13,102016,11,828,2,828
639,89952,32,89952,12,831,4,831
231,50907,13,50907,11,817,3,817
