Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Untreated acute,CN Out-of-care,CN Treated chronic,CN Susceptible,CN Untreated chronic,CN Untreated acute,SN Treated acute,CN Treated acute
0,0,2,449,0,449,1,140,0,140,"[13433, 8080, 11395, 1129, 589, 5149, 786, 8538, 9402, 4493, 6266, 918, 8339, 9190, 706, 3138, 12291, 8277, 704, 5142, 1598, 13716, 821, 6816, 649, 13044, 12263, 982, 12279, 4809, 3142, 311, 11891, 1252, 6432, 3755, 2300, 9954, 3144, 6432, 14032, 1611, 7723, 9106, 15138, 8602, 11643, 2061, 1676, 4316, 10442, 2284, 1145, 2603, 11336, 12952, 8757, 2542, 6358, 693, 13125, 10824, 14664, 11750, 3933, 12551, 8802, 14960, 14697, 12196, 12059, 6777, 13498, 14965, 14981, 14648, 14234, 14720, 12645, 14039, 15035, 14948, 14562, 15070, 14332, 6685, 9082, 14083, 12730, 15119, 14994, 14131, 7199, 15041, 8243, 12482, 12957, 13432, 15083, 14710, 14883, 13525, 12116, 13750, 15031, 14775, 13323, 15087, 13068, 15012, 14515, 14437, 15097, 10158, 14999, 13229, 13693, 15030, 8286, 12425, 14590, 12468, 14932, 11504, 11522, 13986, 11385, 13140, 14146, 3711, 13142, 14882, 8369, 5747, 15072, 15091, 13920, 5963, 14969, 13235, 14426, 12700, 3073, 14890, 6936, 15075, 10815, 14690, 14315, 13794, 10639, 10202, 11662, 14556, 14930, 6576, 9062, 13573, 14937, 7621, 7255, 8294, 9590, 7945, 12262, 11661, 14184, 14210, 9796, 9083, 11972, 14034, 14972, 13063, 10891, 13929, 12311, 12927, 15100, 15145, 14739, 10303, 8105, 11845, 2057, 15044, 15084, 14143, 4419, 14679, 7682, 11422, 14613, 14302, 14713, 13685, 11813, 15027, 14170, 13351, 14894, 14535, 14971, 10211, 14792, 14742, 2642, 15078, 10806, 14587, 8591, 14922, 14619, 14970, 13638, 8121, 14920, 15048, 10979, 14760, 14483, 6191, 5244, 12594, 13400, 13475, 15045, 14128, 9693, 894, 3277, 14622, 10201, 15026, 12219, 14647, 14326, 13227, 9218, 10752, 6558, 14172, 8355, 2245, 14799, 14847, 14022, 13288, 11672, 4963, 14239, 13714, 14631, 15049, 6565, 9878, 13305, 12644, 15004, 12172, 14993, 14242, 13699, 12289, 13655, 8588, 13119, 14858, 3210, 13431, 14178, 5905, 10718, 14768, 8647, 15071, 14848, 14691, 2410, 14818, 13951, 9258, 14657, 14117, 13172, 12932, 14763, 15064, 15024, 10583, 11615, 15073, 10633, 10920, 15017, 6633, 12408, 12330, 15068, 12222, 14672, 14733, 2831, 14463, 11980, 12228, 14408, 13903, 13928, 9211, 2279, 13650, 9356, 14441, 11563, 11832, 9735, 11251, 15023, 14934, 11089, 14322, 12854, 6695, 14731, 14736, 10987, 14979, 9891, 10116, 14588, 2778, 14928, 12823, 15056, 12951, 14715, 14320, 13567, 14891, 14996, 10727, 9583, 10026, 12746, 8442, 1518, 12084, 5925, 10701, 14986, 11381, 13255, 14594, 14682, 14230, 14973, 14355, 14195, 14028, 14129, 14698, 4708, 1550, 14851, 12267, 14941, 14433, 11308, 11156, 14135, 14110, 11442, 12302, 1131, 14656, 12810, 15009, 11283, 4351, 14951, 9650, 14077, 12589, 12963, 8406, 6698, 5780, 12651, 14108, 10298, 12194, 14598, 6931, 14620, 13263, 11339, 12068, 8204, 10042, 12588, 14006, 15058, 12526, 11677, 11405, 8394, 13355, 13239, 7449, 15003, 11108, 5491, 13946, 13234, 13012, 6264, 12398, 15067, 15098, 14850, 15085, 14576, 15032, 13265, 12895, 13743, 13570, 14748, 1651, 11214, 14123, 14221, 12831, 11545, 9139, 13995, 12170, 15093, 13737, 10503, 13496, 14725, 14924, 14872, 14561, 14875, 15086, 9722, 10184, 14244, 9873, 11100, 15028, 12734, 6041, 13745, 15033, 3344, 14777, 8720, 14187, 14939, 14957, 14830, 14921, 14400, 14945, 5504, 15034, 14950, 9539, 12412, 15090, 13035, 2650, 14293, 7004, 14274, 8583, 15052, 7376, 14995, 11792, 14905, 13245, 9248, 14629, 12205, 11915, 724, 9093, 15057, 15007, 11039, 3213, 14327, 14204, 13927, 11634, 10345, 14959, 14786, 4718, 15094, 8470, 9862, 14685, 14281, 12724, 14781, 2944, 14552, 13786, 10333, 12000, 14819, 9249, 12301, 13866, 14581, 14678, 14943, 12507, 11488, 10807, 14247, 14481, 14551, 13490, 14699, 14349, 14832, 14764, 10441, 14358, 14903, 15001, 14865, 13341, 12928, 9011, 13856, 10754, 14854, 14695, 12123, 15025, 5601, 13850, 15095, 13202, 14795, 12847, 14224, 9388, 9961, 11919, 12548, 14798, 13335, 13146, 14987, 11998, 14035, 3915, 11344, 14901, 13898, 15063, 10695, 13489, 12716, 2491, 13957, 5102, 4138, 6309, 5426, 3761, 13320, 15037, 15065, 11249, 8251, 13361, 14671, 14119, 13863, 11399, 9995, 13486, 12322, 13553, 15092, 14030, 14144, 11239, 15055, 12909, 11808]","[4857, 14497, 13737, 5828, 13991, 9652, 9280, 8183, 14927, 14818, 5038, 307, 2813, 5233, 9408, 145, 9769, 12663, 4996, 10867, 6580, 10343, 6685, 15298, 14761, 13196, 729, 8296, 10685, 7897, 15335, 13329, 15203, 5706, 11240, 4527, 12481, 9464, 6315, 8601, 11264, 3505, 14856, 4774, 13751, 10694, 11163, 10555, 8976, 11540, 4091, 8548, 7938, 13801, 10929, 8203, 5266, 10839, 15036, 14018, 8188, 8980, 13766, 8859, 13561, 13512, 14586, 13756, 7134, 12775, 13776, 7120, 6291, 8619, 12157, 6832, 8710, 13685, 12705, 13241, 2507, 11156, 10147, 13893, 4007, 4348, 14200, 8230, 15164, 10718, 4143, 14161, 7112, 14975, 2707, 14368, 15347, 10828, 6369, 10825, 15277, 11283]",262,78,337,120,89,35,3,35,29,24,10,1,0,0
