SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total
1774,136529,1185,136529,18,845,25,845
1273,92893,766,92893,34,819,32,819
1975,152615,1446,152615,30,818,29,818
1548,111392,1017,111392,27,788,35,788
2369,167559,1275,167559,33,811,29,811
2506,185757,1775,185757,34,824,38,824
1120,73027,704,73027,33,860,28,860
637,36142,406,36142,22,824,46,824
3271,243479,2492,243479,18,730,34,730
957,66903,717,66903,27,774,46,774
3425,223149,1984,223149,18,842,25,842
2082,131691,1410,131691,24,805,34,805
1735,119066,1123,119066,23,829,47,829
719,48776,388,48776,28,830,30,830
1027,69283,653,69283,25,853,24,853
925,57387,554,57387,20,802,23,802
486,41705,326,41705,19,785,28,785
983,65363,538,65363,28,829,24,829
948,62231,520,62231,31,771,20,771
1226,94674,762,94674,19,794,26,794
1123,67702,564,67702,30,760,31,760
1163,78658,681,78658,27,795,26,795
685,48549,417,48549,15,819,30,819
1143,70314,644,70314,19,744,29,744
875,61370,433,61370,29,812,28,812
1101,83302,765,83302,29,763,20,763
551,36034,331,36034,32,847,32,847
1857,131812,1262,131812,32,832,37,832
688,47038,401,47038,30,786,40,786
647,43100,353,43100,30,807,34,807
6752,381575,2948,381575,29,795,28,795
857,76579,660,76579,22,805,30,805
1372,102372,776,102372,29,829,23,829
2258,131288,1235,131288,32,824,35,824
1432,102676,935,102676,20,785,33,785
2037,131002,1205,131002,30,759,29,759
1140,90733,770,90733,35,795,33,795
1012,86424,804,86424,22,766,28,766
953,79534,556,79534,18,777,27,777
1692,111370,921,111370,21,815,30,815
614,40844,362,40844,29,798,33,798
1277,91165,633,91165,27,778,26,778
1265,84821,737,84821,22,828,31,828
4535,334609,2684,334609,25,749,27,749
428,38525,383,38525,26,825,32,825
934,76628,801,76628,26,818,21,818
1003,69479,613,69479,18,807,17,807
986,75906,811,75906,27,830,27,830
508,39657,333,39657,33,805,32,805
704,57117,731,57117,19,830,25,830
1434,102016,899,102016,36,828,26,828
1554,89952,792,89952,26,831,27,831
717,50907,438,50907,24,817,34,817
2382,196837,1497,196837,33,814,31,814
830,65136,577,65136,28,799,25,799
3109,219340,1572,219340,27,805,28,805
1149,75691,682,75691,25,852,29,852
2986,213398,2206,213398,28,830,27,830
1708,113120,1053,113120,26,868,21,868
1127,87826,1024,87826,21,809,29,809
1971,100208,1017,100208,34,755,32,755
872,77075,635,77075,24,779,34,779
556,35195,281,35195,29,835,40,835
1224,61092,547,61092,32,785,23,785
634,49143,349,49143,29,837,22,837
1633,148447,1128,148447,24,834,36,834
1853,138726,1309,138726,24,792,34,792
1787,124283,1102,124283,18,787,29,787
2769,179378,1477,179378,24,819,20,819
1121,86812,620,86812,28,816,31,816
606,39779,353,39779,30,805,30,805
904,69944,577,69944,27,799,31,799
3321,195059,1520,195059,32,803,33,803
2068,135877,973,135877,23,770,33,770
985,66120,453,66120,25,817,25,817
1714,140594,1248,140594,22,794,28,794
1070,64702,503,64702,32,773,26,773
987,82794,697,82794,23,836,33,836
1822,114381,1113,114381,24,760,26,760
806,55687,511,55687,27,868,34,868
3808,233332,1975,233332,34,784,25,784
1769,133467,1226,133467,22,745,29,745
834,70343,653,70343,26,849,24,849
885,63273,615,63273,26,801,24,801
1283,84807,713,84807,21,790,34,790
815,52793,425,52793,28,787,42,787
2233,145522,1300,145522,23,832,31,832
2357,149062,1427,149062,30,854,34,854
590,34608,267,34608,24,775,34,775
959,74968,664,74968,17,792,30,792
649,41167,354,41167,28,828,35,828
1715,124947,1222,124947,22,798,31,798
1337,87026,721,87026,30,838,27,838
1177,99126,797,99126,27,839,37,839
974,83111,767,83111,31,828,23,828
833,64536,455,64536,25,779,26,779
1852,130927,1209,130927,31,832,30,832
1619,113572,870,113572,19,783,20,783
782,64491,489,64491,13,800,38,800
951,66481,591,66481,29,808,31,808
1254,79032,691,79032,29,785,38,785
681,48839,503,48839,21,840,32,840
3153,228713,1969,228713,18,857,34,857
1890,110820,1012,110820,23,787,28,787
3108,201475,1874,201475,29,835,34,835
1551,108215,1129,108215,35,845,28,845
778,56533,457,56533,18,795,25,795
901,60202,533,60202,32,836,31,836
471,29466,251,29466,34,786,30,786
1052,69776,684,69776,29,782,30,782
6270,404164,2891,404164,25,824,26,824
1578,111880,876,111880,21,818,29,818
835,53379,410,53379,33,832,33,832
1241,87450,796,87450,29,809,33,809
1781,133409,995,133409,26,837,40,837
827,55013,564,55013,26,781,34,781
5718,316668,3011,316668,36,845,30,845
1453,115444,891,115444,18,773,29,773
594,44196,399,44196,22,808,41,808
1506,93565,752,93565,36,757,26,757
652,47147,368,47147,21,833,36,833
2102,115225,855,115225,25,824,30,824
938,61712,481,61712,30,808,35,808
880,64163,563,64163,16,813,28,813
611,39679,349,39679,15,816,29,816
1103,86206,748,86206,31,860,25,860
1086,70891,574,70891,27,758,33,758
1073,67252,653,67252,25,795,28,795
1048,67013,497,67013,28,858,32,858
2140,147866,1169,147866,32,790,23,790
3269,232458,2241,232458,23,805,34,805
548,38824,376,38824,20,828,31,828
1375,83324,684,83324,26,794,26,794
752,50499,427,50499,26,839,23,839
3337,278226,2492,278226,28,839,29,839
1377,90473,723,90473,24,775,28,775
1851,114738,918,114738,27,785,18,785
705,51140,452,51140,22,779,29,779
1365,97530,873,97530,21,800,30,800
1361,80532,603,80532,21,809,24,809
1885,142301,1389,142301,24,810,31,810
1743,102791,856,102791,25,840,40,840
916,50481,522,50481,34,822,38,822
755,51498,373,51498,17,813,33,813
1723,150195,1211,150195,22,786,26,786
544,32658,283,32658,27,831,28,831
2468,165083,1217,165083,23,830,36,830
1597,87950,784,87950,27,824,36,824
1686,133277,871,133277,22,766,32,766
2501,175583,1738,175583,18,836,46,836
1380,76992,729,76992,20,820,31,820
2004,141808,1129,141808,37,829,40,829
697,50020,383,50020,26,841,32,841
746,57502,557,57502,26,834,26,834
564,36557,310,36557,16,786,34,786
1083,69893,635,69893,22,795,37,795
491,35576,303,35576,20,812,26,812
4172,273269,2439,273269,19,803,38,803
1258,71427,675,71427,24,795,34,795
941,59062,394,59062,28,790,31,790
2321,151350,1316,151350,27,799,34,799
1305,80140,613,80140,18,807,40,807
1949,115420,1068,115420,28,811,34,811
7950,494983,3879,494983,16,769,32,769
749,47306,462,47306,19,771,25,771
1195,90251,775,90251,27,822,29,822
594,42305,286,42305,28,730,27,730
1905,113327,1027,113327,31,845,35,845
1317,101899,772,101899,22,823,24,823
636,47979,429,47979,19,817,26,817
669,46253,435,46253,23,775,31,775
692,50907,352,50907,22,796,29,796
863,60626,614,60626,30,839,22,839
949,63026,506,63026,23,798,33,798
1149,73295,618,73295,37,753,27,753
2557,148378,1374,148378,31,855,36,855
1086,75508,702,75508,22,795,33,795
2200,158453,1077,158453,27,795,39,795
1549,118015,843,118015,20,845,42,845
15591,1197056,15318,1197056,21,790,32,790
2716,171386,1484,171386,33,821,23,821
6426,373138,3282,373138,28,819,35,819
2143,153039,1105,153039,17,802,32,802
538,40871,398,40871,24,792,36,792
869,55190,427,55190,21,782,32,782
671,45581,363,45581,28,743,28,743
794,49533,420,49533,23,755,26,755
1092,70196,575,70196,31,827,25,827
582,40225,332,40225,20,840,28,840
1025,76745,556,76745,29,841,30,841
804,69541,623,69541,24,779,34,779
1026,84454,692,84454,27,810,35,810
1058,70948,599,70948,24,817,35,817
1836,117129,1008,117129,23,832,38,832
907,66309,574,66309,24,794,33,794
1032,71537,685,71537,37,799,30,799
1853,110876,877,110876,22,811,21,811
1204,108300,1066,108300,28,835,18,835
4950,354758,2979,354758,20,764,21,764
874,75270,635,75270,10,772,29,772
872,61636,650,61636,27,789,29,789
3436,226529,2192,226529,24,842,31,842
2240,160365,1221,160365,22,790,30,790
687,52328,502,52328,21,805,35,805
935,68848,614,68848,23,795,33,795
593,43492,360,43492,18,899,43,899
1637,108484,955,108484,17,777,28,777
1032,75916,649,75916,23,867,30,867
684,54527,406,54527,25,774,26,774
774,60341,521,60341,21,840,25,840
14395,1090195,10476,1090195,24,842,38,842
1227,82580,735,82580,28,814,28,814
669,47443,343,47443,20,812,33,812
830,71525,549,71525,27,812,35,812
1257,80821,629,80821,25,829,43,829
1933,126196,1095,126196,27,858,34,858
745,55049,413,55049,23,834,28,834
2055,172425,1226,172425,23,806,27,806
576,46536,374,46536,23,821,21,821
781,66717,483,66717,27,796,38,796
2240,139689,1249,139689,31,807,30,807
880,63246,463,63246,23,812,33,812
1965,144387,1436,144387,17,823,30,823
996,63943,607,63943,19,842,26,842
720,41974,359,41974,22,787,28,787
804,60547,509,60547,28,803,22,803
1772,162643,1194,162643,19,786,25,786
1257,69245,488,69245,29,835,33,835
1180,85525,753,85525,23,843,39,843
1202,63242,481,63242,34,831,26,831
599,42867,437,42867,18,832,34,832
1125,72167,682,72167,29,793,39,793
1838,147998,1094,147998,15,868,30,868
8917,730372,6985,730372,24,770,31,770
595,53320,462,53320,30,801,31,801
2054,178217,1707,178217,23,838,32,838
1458,105760,1246,105760,38,825,20,825
1722,113612,920,113612,26,818,30,818
1738,146358,1242,146358,30,771,30,771
542,44199,384,44199,23,800,22,800
1494,101214,766,101214,28,766,25,766
1316,96118,824,96118,19,798,40,798
1142,70282,604,70282,34,842,26,842
1694,108162,820,108162,25,827,28,827
1205,72215,711,72215,24,814,21,814
1953,150573,1392,150573,29,810,32,810
1166,74585,643,74585,24,816,36,816
1158,84757,689,84757,28,815,33,815
841,57354,519,57354,25,816,38,816
2273,138006,1133,138006,19,797,37,797
