SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled
1723,136529,1050,136529,24,845,29,845,1657,744
1641,92893,916,92893,28,819,39,819,1767,774
2075,152615,1006,152615,32,818,23,818,1712,714
1523,111392,829,111392,25,788,28,788,1689,712
2243,167559,1427,167559,20,811,22,811,1685,732
2602,185757,1706,185757,32,824,25,824,1740,730
1175,73027,627,73027,31,860,40,860,1732,715
521,36142,334,36142,28,824,27,824,1687,748
3598,243479,1730,243479,22,730,21,730,1758,702
953,66903,508,66903,17,774,39,774,1729,745
2927,223149,1818,223149,19,842,39,842,1725,765
1792,131691,1155,131691,27,805,28,805,1663,761
1806,119066,779,119066,30,829,26,829,1726,722
692,48776,407,48776,39,830,30,830,1747,727
982,69283,637,69283,32,853,27,853,1713,735
797,57387,487,57387,26,802,25,802,1709,721
545,41705,306,41705,27,785,27,785,1676,750
832,65363,519,65363,21,829,31,829,1698,709
972,62231,521,62231,36,771,24,771,1735,737
1252,94674,798,94674,15,794,32,794,1668,711
1018,67702,583,67702,12,760,27,760,1683,758
1077,78658,701,78658,22,795,23,795,1721,746
684,48549,439,48549,23,819,31,819,1674,755
1000,70314,576,70314,18,744,26,744,1702,719
930,61370,697,61370,26,812,22,812,1774,734
1128,83302,772,83302,22,763,23,763,1712,696
458,36034,318,36034,29,847,26,847,1703,718
2024,131812,1282,131812,31,832,34,832,1801,748
615,47038,394,47038,22,786,29,786,1634,718
659,43100,426,43100,19,807,33,807,1717,740
5427,381575,2625,381575,23,795,30,795,1684,730
999,76579,544,76579,21,805,26,805,1660,712
1311,102372,1032,102372,21,829,35,829,1660,731
1840,131288,1243,131288,21,824,34,824,1722,740
1787,102676,959,102676,33,785,23,785,1779,740
1544,131002,1266,131002,28,759,24,759,1764,721
1388,90733,671,90733,26,795,32,795,1737,700
1204,86424,786,86424,30,766,30,766,1735,748
1018,79534,823,79534,23,777,29,777,1750,711
1553,111370,783,111370,25,815,29,815,1734,703
572,40844,347,40844,20,798,36,798,1662,722
1763,91165,829,91165,28,778,22,778,1791,722
1171,84821,764,84821,30,828,26,828,1757,735
4440,334609,3145,334609,24,749,30,749,1677,762
662,38525,463,38525,32,825,35,825,1737,753
1023,76628,686,76628,18,818,30,818,1681,749
988,69479,564,69479,24,807,36,807,1702,760
1073,75906,693,75906,29,830,36,830,1698,744
494,39657,373,39657,34,805,25,805,1712,732
877,57117,499,57117,20,830,24,830,1727,733
1737,102016,888,102016,25,828,25,828,1732,717
1579,89952,686,89952,35,831,23,831,1692,724
686,50907,422,50907,27,817,27,817,1691,735
3099,196837,1869,196837,23,814,26,814,1768,717
1003,65136,786,65136,20,799,32,799,1773,748
2431,219340,1788,219340,22,805,31,805,1672,746
1168,75691,604,75691,22,852,36,852,1686,739
3798,213398,2098,213398,26,830,36,830,1753,734
1486,113120,1098,113120,31,868,38,868,1730,728
1385,87826,864,87826,23,809,20,809,1751,686
1690,100208,804,100208,25,755,26,755,1746,714
1325,77075,662,77075,26,779,39,779,1786,728
421,35195,325,35195,29,835,37,835,1692,764
915,61092,494,61092,29,785,33,785,1728,727
706,49143,515,49143,24,837,35,837,1710,748
1876,148447,1393,148447,22,834,25,834,1696,730
2308,138726,1137,138726,25,792,32,792,1730,718
1641,124283,1302,124283,17,787,34,787,1728,742
2415,179378,1502,179378,28,819,26,819,1738,734
1119,86812,740,86812,18,816,24,816,1688,739
607,39779,345,39779,34,805,31,805,1764,726
1008,69944,581,69944,37,799,33,799,1796,745
3279,195059,1786,195059,20,803,29,803,1727,717
1591,135877,1255,135877,21,770,33,770,1708,718
892,66120,647,66120,18,817,37,817,1670,728
2017,140594,925,140594,25,794,23,794,1748,708
1001,64702,565,64702,25,773,21,773,1738,718
1225,82794,750,82794,27,836,37,836,1703,769
1591,114381,922,114381,20,760,25,760,1663,720
779,55687,501,55687,26,868,30,868,1811,734
3277,233332,2068,233332,26,784,30,784,1683,758
2167,133467,1105,133467,31,745,23,745,1765,728
828,70343,796,70343,14,849,41,849,1666,735
924,63273,512,63273,26,801,27,801,1760,714
1460,84807,765,84807,23,790,34,790,1766,734
738,52793,494,52793,24,787,27,787,1743,734
2157,145522,1148,145522,26,832,44,832,1661,755
2124,149062,1405,149062,22,854,36,854,1718,742
383,34608,271,34608,31,775,21,775,1625,693
917,74968,658,74968,25,792,29,792,1654,741
564,41167,359,41167,26,828,20,828,1814,702
1754,124947,1277,124947,34,798,28,798,1736,727
1147,87026,775,87026,18,838,35,838,1715,731
1583,99126,856,99126,24,839,36,839,1773,763
1329,83111,669,83111,29,828,27,828,1767,713
886,64536,591,64536,20,779,24,779,1698,715
2123,130927,1301,130927,29,832,33,832,1753,741
1467,113572,793,113572,21,783,32,783,1704,717
948,64491,704,64491,26,800,24,800,1694,755
983,66481,538,66481,24,808,33,808,1723,712
1013,79032,632,79032,22,785,21,785,1635,733
715,48839,489,48839,22,840,33,840,1674,747
2961,228713,1842,228713,25,857,32,857,1627,718
1394,110820,888,110820,21,787,39,787,1737,737
2575,201475,1564,201475,16,835,34,835,1732,721
1447,108215,839,108215,35,845,35,845,1724,759
950,56533,455,56533,30,795,21,795,1679,735
852,60202,532,60202,26,836,25,836,1718,706
329,29466,274,29466,19,786,18,786,1728,735
983,69776,542,69776,13,782,20,782,1659,728
