ID1,ID2,Distance
N6560|5994|0.326054,N6565|4718|0.623065,0.0104448
N5998|10257|0.609907,N5997|13144|0.298805,0.00639804
N6560|5994|0.326054,N6564|2363|0.534732,0.00719978
N6560|5994|0.326054,N6562|8282|0.144871,0.0015937
N6560|5994|0.326054,N6561|7860|0.60242,0.00319172
N5998|10257|0.609907,N5999|5120|0.416395,0.0137257
N6560|5994|0.326054,N6563|5800|0.332959,0.0015937
N6198|5786|0.548487,N6196|2541|0.287849,0.0104457
N6198|5786|0.548487,N6200|12118|0.514288,0.0128992
N6198|5786|0.548487,N6195|3354|0.410238,0.010431
N6198|5786|0.548487,N6202|11781|0.414813,0.0136871
N6198|5786|0.548487,N6199|7782|0.485768,0.0072363
N6198|5786|0.548487,N6197|13821|0.759921,0.0112531
N6536|4696|0.490189,N6540|3048|0.272354,0.0128754
N6536|4696|0.490189,N6537|8919|0.877816,0.0120673
N6198|5786|0.548487,N6201|4860|0.705279,0.0145069
N6344|7605|0.620852,N6343|8195|0.405559,0.011236
N6344|7605|0.620852,N6341|2061|0.944381,0.0112616
N6344|7605|0.620852,N6339|1683|0.785805,0.00882358
N6344|7605|0.620852,N6338|6401|0.783825,0.0120735
N6344|7605|0.620852,N6340|3728|0.390036,0.00720747
N6344|7605|0.620852,N6337|1380|0.202901,0.0145004
N6344|7605|0.620852,N6347|14379|0.875269,0.0137249
N6344|7605|0.620852,N6336|13590|0.323685,0.0136833
N6063|7883|0.325751,N6062|13582|0.846283,0.0136933
N6344|7605|0.620852,N6342|10487|0.518213,0.0129026
N6261|9872|0.101195,N6259|8064|0.222535,0.0136927
N6378|15162|0.125051,N6379|12540|0.39855,0.0120675
N6261|9872|0.101195,N6260|3665|0.448778,0.0145205
N6261|9872|0.101195,N6254|7761|0.154037,0.0136865
N6261|9872|0.101195,N6263|6913|0.965928,0.0047967
N6020|4542|0.091337,N6019|7232|0.138248,0.00881682
N6565|4718|0.623065,N6564|2363|0.534732,0.0145033
N6565|4718|0.623065,N6562|8282|0.144871,0.00882785
N6565|4718|0.623065,N6561|7860|0.60242,0.0104344
N6565|4718|0.623065,N6563|5800|0.332959,0.00882785
N6429|5392|0.513435,N6431|9133|0.235147,0.012098
N6565|4718|0.623065,N6573|11626|0.223222,0.0128611
N6413|14308|0.395721,N6411|8112|0.085068,0.0128781
N6413|14308|0.395721,N6406|12535|0.538254,0.0144915
N6413|14308|0.395721,N6412|7064|0.327592,0.0112578
N6346|8856|0.159615,N6340|3728|0.390036,0.0113048
N6413|14308|0.395721,N6414|9930|0.707988,0.00641237
N6346|8856|0.159615,N6347|14379|0.875269,0.00479666
N6097|2989|0.853503,N6095|2198|0.268909,0.0144847
N6097|2989|0.853503,N6099|6862|0.559633,0.0120393
N6097|2989|0.853503,N6098|12873|0.956951,0.0144847
N6097|2989|0.853503,N6100|5418|0.272267,0.0128534
N6383|12428|0.593183,N6382|9952|0.591039,0.00159569
N6312|6130|0.254569,N6313|9041|0.727584,0.0145258
N6312|6130|0.254569,N6314|13155|0.913968,0.0112574
N6383|12428|0.593183,N6384|11107|0.123419,0.0015969
N6383|12428|0.593183,N6385|6446|0.105973,0.0120557
N6497|6792|0.90872,N6496|7553|0.755408,0.00881687
N5943|14063|0.809152,N5942|3916|0.436506,0.00479083
N6511|8316|0.455107,N6513|9458|0.986534,0.0120857
N6511|8316|0.455107,N6512|13509|0.091774,0.00721294
N6597|10763|0.804276,N6600|6315|0.077846,0.0128683
N6597|10763|0.804276,N6599|3046|0.920697,0.0128683
N6328|3134|0.926485,N6329|13043|0.201689,0.0104307
N6490|9434|0.50583,N6489|13420|0.154115,0.00399343
N6490|9434|0.50583,N6488|14252|0.353141,0.00802413
N6162|14794|0.898216,N6163|10545|0.193058,0.0104378
N6167|8847|0.033329,N6161|11533|0.47506,0.0104315
N6167|8847|0.033329,N6165|9341|0.107269,0.00639814
N6167|8847|0.033329,N6164|1592|0.556299,0.00880603
N6167|8847|0.033329,N6168|13238|0.169237,0.010444
N6167|8847|0.033329,N6162|14794|0.898216,0.0137054
N6167|8847|0.033329,N6163|10545|0.193058,0.0120378
N6167|8847|0.033329,N6166|11910|0.800306,0.0080073
N6259|8064|0.222535,N6260|3665|0.448778,0.013691
N6259|8064|0.222535,N6258|13134|0.673232,0.0112611
N6598|1629|0.783825,N6601|4924|0.038964,0.0145017
N6598|1629|0.783825,N6597|10763|0.804276,0.0128762
N6370|12508|0.198957,N6368|13103|0.717255,0.0120736
N6598|1629|0.783825,N6600|6315|0.077846,0.0128832
N6598|1629|0.783825,N6599|3046|0.920697,0.0128832
N6327|5124|0.947844,N6326|8086|0.625034,0.00641196
N6196|2541|0.287849,N6195|3354|0.410238,0.00722372
N6196|2541|0.287849,N6202|11781|0.414813,0.0128759
N6360|13485|0.996911,N6361|7861|0.429945,0.0136765
N6196|2541|0.287849,N6199|7782|0.485768,0.00964133
N6196|2541|0.287849,N6197|13821|0.759921,0.00399773
N6196|2541|0.287849,N6201|4860|0.705279,0.0136957
N6371|2678|0.859104,N6367|11052|0.62811,0.00640385
N6371|2678|0.859104,N6369|13832|0.988755,0.00640091
N6371|2678|0.859104,N6370|12508|0.198957,0.00801403
N6219|3671|0.230733,N6220|11723|0.654816,0.00399347
N6371|2678|0.859104,N6368|13103|0.717255,0.00881905
N6157|7723|0.156392,N6158|5717|0.261464,0.00560043
N6076|12056|0.924198,N6077|11494|0.358329,0.0144851
N6033|12353|0.516132,N6032|10065|0.786377,0.0104202
N6232|4449|0.112711,N6233|5447|0.507151,0.0136838
N6340|3728|0.390036,N6337|1380|0.202901,0.01125
N6340|3728|0.390036,N6347|14379|0.875269,0.00967974
N6340|3728|0.390036,N6336|13590|0.323685,0.0104367
N6340|3728|0.390036,N6342|10487|0.518213,0.0120828
N6367|11052|0.62811,N6369|13832|0.988755,0.00640638
N6270|2926|0.143291,N6269|9243|0.767679,0.0145415
N6367|11052|0.62811,N6370|12508|0.198957,0.00964434
N6199|7782|0.485768,N6197|13821|0.759921,0.0104457
N6199|7782|0.485768,N6201|4860|0.705279,0.0136958
N6367|11052|0.62811,N6368|13103|0.717255,0.00882774
N5965|1884|0.244352,N5966|13339|0.175424,0.00881296
N5965|1884|0.244352,N5964|9572|0.736618,0.00639295
N5975|7446|0.219328,N5977|8449|0.382533,0.0112565
N5975|7446|0.219328,N5969|14395|0.765608,0.014552
N6454|8096|0.281648,N6453|11201|0.306648,0.00320056
N6551|8695|0.148357,N6552|7638|0.159821,0.00480369
N6343|8195|0.405559,N6339|1683|0.785805,0.011255
N6268|4096|0.097115,N6269|9243|0.767679,0.0145002
N6343|8195|0.405559,N6340|3728|0.390036,0.0104316
N5984|1837|0.432536,N5983|6504|0.019075,0.013691
N6343|8195|0.405559,N6342|10487|0.518213,0.0128797
N6066|13750|0.116811,N6067|5651|0.333096,0.008817
N6505|9213|0.736027,N6506|1849|0.62503,0.00967633
N6528|14902|0.851439,N6526|12430|0.832174,0.0136827
N6528|14902|0.851439,N6527|9479|0.006531,0.0136827
N6505|9213|0.736027,N6507|13533|0.319169,0.0105037
N6528|14902|0.851439,N6529|5017|0.536599,0.00800809
N6528|14902|0.851439,N6532|7511|0.205044,0.0145342
N6600|6315|0.077846,N6599|3046|0.920697,0
N6412|7064|0.327592,N6414|9930|0.707988,0.0112653
N6064|5165|0.488886,N6063|7883|0.325751,0.00881709
N6611|10523|0.700087,N6610|10849|0.595895,0.0112579
