ID1,ID2,Distance
N6152|14533|0.891594,N6154|8414|0.084156,0.0142889
N6490|12199|0.707002,N6487|11826|0.681708,0.0102731
N6490|12199|0.707002,N6486|7929|0.283163,0.00947414
N6490|12199|0.707002,N6485|9353|0.695809,0.00789744
N6280|10716|0.206707,N6279|7122|0.032847,0.00156867
N6130|9820|0.72503,N6131|1382|0.830862,0.00550523
N6175|12057|0.89244,N6176|9496|0.889873,0.0134652
N6175|12057|0.89244,N6177|13321|0.287503,0.0142722
N6008|7452|0.316025,N6009|6827|0.950201,0.00868349
N6153|14471|0.74912,N6154|8414|0.084156,0.00788812
N6198|6421|0.840322,N6197|10945|0.744762,0.0102732
N6191|12339|0.825541,N6189|8066|0.681586,0.00629693
N6191|12339|0.825541,N6190|12429|0.49695,0.00392793
N6049|12517|0.990656,N6048|13782|0.392112,0.0142754
N6176|9496|0.889873,N6179|14923|0.007566,0.0142608
N6176|9496|0.889873,N6183|5779|0.146392,0.0134866
N6176|9496|0.889873,N6177|13321|0.287503,0.000784195
N5983|13795|0.400097,N5982|2238|0.932303,0.0126734
N6189|8066|0.681586,N6190|12429|0.49695,0.00392967
N5938|13665|0.534362,N5937|6407|0.325456,0.0118633
N5938|13665|0.534362,N5940|8069|0.65867,0.0134779
N6533|7828|0.746625,N6534|11703|0.390455,0.0118895
N6478|1645|0.52777,N6477|15255|0.047833,0.0118716
N6533|7828|0.746625,N6535|11915|0.308469,0.0102919
N6533|7828|0.746625,N6532|6798|0.343672,0.00550863
N6533|7828|0.746625,N6531|6924|0.380695,0.0118782
N6088|13598|0.916193,N6090|5558|0.068891,0.0118648
N6364|5671|0.674252,N6365|1486|0.334514,0.0118712
N6088|13598|0.916193,N6089|4150|0.120098,0.00235347
N6088|13598|0.916193,N6087|14771|0.282314,0.0134653
N5932|15154|0.211182,N5931|10590|0.589205,0.0143027
N6250|7617|0.816213,N6257|14538|0.684136,0.0127365
N6017|4630|0.186546,N6018|5699|0.841412,0.0102724
N6148|1723|0.45736,N6149|4342|0.973008,0.0134794
N6077|8904|0.673494,N6076|3670|0.179973,0.0118704
N6077|8904|0.673494,N6080|1961|0.904029,0.0142857
N6077|8904|0.673494,N6078|1405|0.338922,0.0102913
N6257|14538|0.684136,N6244|10677|0.457015,0.0142715
N6257|14538|0.684136,N6237|1537|0.091116,0.0126836
N5999|11651|0.109477,N5995|4760|0.295737,0.0142889
N5999|11651|0.109477,N5993|5837|0.708447,0.0142889
N5999|11651|0.109477,N5998|5689|0.260026,0.00789851
N6135|8043|0.804017,N6136|10211|0.651618,0.00392677
N6594|7887|0.743053,N6593|3240|0.576564,0.00235511
N6194|8982|0.097029,N6195|11231|0.444623,0.00947406
N6374|3593|0.1584,N6377|5493|0.398111,0.00631074
N6374|3593|0.1584,N6375|8924|0.118654,0.00393605
N6374|3593|0.1584,N6376|12596|0.759299,0.005515
N6563|8857|0.840418,N6564|3459|0.72637,0.00867364
N6518|6107|0.312811,N6519|6067|0.079837,0.00947417
N6230|7745|0.043244,N6234|12620|0.969637,0.0142725
N6242|1470|0.567851,N6241|9015|0.480278,0.0142426
N6336|1998|0.406225,N6337|3274|0.85615,0.00550857
N6002|12239|0.682428,N6001|8418|0.684945,0.00946508
N6169|6484|0.961259,N6170|7999|0.375279,0.0135097
N6484|10045|0.44437,N6483|5959|0.695403,0.00631054
N6484|10045|0.44437,N6482|12900|0.818283,0.0135074
N6463|10766|0.209499,N6466|1509|0.11072,0.0118652
N6494|3566|0.212515,N6493|14962|0.146006,0.00710084
N6494|3566|0.212515,N6495|9469|0.423542,0.0110715
N6028|3160|0.019012,N6030|13651|0.69018,0.01427
N6178|5683|0.905634,N6176|9496|0.889873,0.014278
N6178|5683|0.905634,N6179|14923|0.007566,0.0110636
N6233|1498|0.329285,N6231|12476|0.303784,0.0142643
