SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled
144,77604,12,77604,4,760,5,760,602,98
112,74004,13,74004,1,833,4,833,605,92
96,52532,9,52532,3,807,5,807,604,86
194,79427,10,79427,3,814,4,814,600,98
92,49449,1,49449,4,811,6,811,604,91
100,76421,8,76421,3,787,2,787,601,93
176,122897,14,122897,2,803,1,803,605,93
59,36937,15,36937,7,815,6,815,600,98
113,44736,13,44736,5,774,2,774,605,88
522,234734,35,234734,9,840,9,840,603,92
124,102810,21,102810,1,818,5,818,600,95
50,35482,7,35482,5,804,2,804,601,89
50,41248,7,41248,7,849,4,849,603,97
461,231450,25,231450,7,812,2,812,605,90
150,84507,13,84507,2,839,2,839,601,86
92,47996,3,47996,5,821,4,821,600,91
281,127754,18,127754,3,857,4,857,604,92
135,76213,23,76213,5,790,3,790,603,98
92,58933,2,58933,10,853,1,853,604,93
117,86600,11,86600,5,856,3,856,603,90
329,230746,35,230746,0,786,2,786,605,102
186,110251,20,110251,5,815,2,815,601,96
333,208702,11,208702,5,844,3,844,600,84
98,61423,11,61423,4,809,1,809,602,96
96,55836,9,55836,5,866,3,866,601,91
336,194270,57,194270,3,833,4,833,602,98
220,135360,23,135360,6,814,2,814,602,86
53,31385,6,31385,5,787,4,787,602,88
50,33349,5,33349,3,794,3,794,604,90
258,152491,21,152491,1,796,7,796,601,109
155,70133,10,70133,3,846,2,846,601,78
96,45526,6,45526,4,754,3,754,601,93
119,49889,6,49889,4,813,1,813,602,93
139,59880,14,59880,7,774,7,774,601,98
252,140920,14,140920,3,863,3,863,605,80
102,50511,11,50511,1,852,1,852,605,85
212,118461,26,118461,3,821,6,821,603,104
231,76444,13,76444,10,837,3,837,605,110
108,51483,10,51483,1,835,4,835,603,92
305,118095,8,118095,5,793,0,793,603,84
194,122438,19,122438,3,764,3,764,601,89
27,23452,2,23452,3,717,2,717,601,87
405,159347,23,159347,1,804,2,804,603,83
218,149580,26,149580,4,807,2,807,605,97
256,135468,34,135468,4,815,3,815,600,101
142,58853,3,58853,4,842,1,842,601,81
155,50214,10,50214,3,768,3,768,600,87
168,95406,14,95406,2,800,7,800,602,103
93,62121,7,62121,2,842,4,842,600,91
179,107215,13,107215,8,772,5,772,602,94
149,82151,19,82151,2,767,2,767,604,105
397,157785,18,157785,4,828,5,828,602,93
2118,725812,123,725812,6,830,6,830,602,98
96,65951,11,65951,5,794,4,794,604,89
448,209286,32,209286,6,805,3,805,604,90
114,62463,12,62463,8,856,3,856,604,96
130,83579,25,83579,2,836,1,836,603,86
63,29836,6,29836,5,799,3,799,603,84
146,80820,16,80820,7,802,8,802,601,110
214,107634,19,107634,3,860,4,860,605,82
277,178202,22,178202,7,777,2,777,605,83
43,28821,3,28821,5,844,2,844,602,91
