SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled
127,77604,16,77604,6,760,5,760,601,109
127,74004,9,74004,2,833,2,833,601,96
89,52532,6,52532,2,807,4,807,602,100
153,79427,12,79427,6,814,3,814,600,91
111,49449,4,49449,3,811,2,811,600,99
142,76421,9,76421,0,787,0,787,604,83
159,122897,8,122897,3,803,3,803,603,87
50,36937,10,36937,1,815,2,815,605,84
86,44736,8,44736,1,774,5,774,601,99
432,234734,18,234734,5,840,2,840,605,84
166,102810,10,102810,3,818,1,818,605,92
73,35482,6,35482,0,804,2,804,600,88
111,41248,6,41248,6,849,7,849,605,91
360,231450,32,231450,6,812,3,812,604,94
173,84507,7,84507,6,839,5,839,604,103
101,47996,3,47996,4,821,5,821,600,91
205,127754,32,127754,5,857,3,857,604,105
107,76213,8,76213,5,790,3,790,600,76
78,58933,12,58933,4,853,3,853,600,92
121,86600,21,86600,2,856,2,856,601,92
582,230746,90,230746,3,786,1,786,601,84
201,110251,14,110251,6,815,2,815,602,91
299,208702,25,208702,9,844,4,844,600,91
118,61423,8,61423,3,809,4,809,601,87
67,55836,11,55836,2,866,6,866,601,106
259,194270,25,194270,3,833,1,833,600,86
224,135360,20,135360,4,814,1,814,601,90
47,31385,6,31385,3,787,3,787,605,90
80,33349,5,33349,3,794,6,794,602,100
186,152491,31,152491,2,796,6,796,600,96
149,70133,16,70133,6,846,2,846,602,99
105,45526,5,45526,3,754,4,754,600,84
105,49889,10,49889,3,813,2,813,603,96
124,59880,14,59880,2,774,8,774,605,109
276,140920,28,140920,4,863,1,863,605,99
94,50511,12,50511,6,852,6,852,604,105
260,118461,14,118461,2,821,2,821,604,89
148,76444,11,76444,1,837,3,837,601,88
81,51483,5,51483,6,835,2,835,604,96
247,118095,15,118095,3,793,4,793,602,99
258,122438,44,122438,2,764,2,764,601,85
45,23452,1,23452,4,717,1,717,602,89
266,159347,27,159347,4,804,2,804,603,93
271,149580,29,149580,9,807,3,807,603,91
263,135468,20,135468,2,815,7,815,600,103
99,58853,10,58853,5,842,7,842,603,100
131,50214,5,50214,6,768,1,768,603,89
210,95406,20,95406,4,800,5,800,600,109
113,62121,6,62121,1,842,7,842,600,100
243,107215,14,107215,7,772,2,772,602,90
134,82151,9,82151,2,767,2,767,603,78
268,157785,26,157785,1,828,2,828,604,95
1486,725812,168,725812,5,830,6,830,601,101
146,65951,5,65951,5,794,5,794,602,94
363,209286,31,209286,5,805,1,805,603,93
101,62463,15,62463,3,856,4,856,600,91
179,83579,10,83579,4,836,0,836,605,85
60,29836,2,29836,5,799,3,799,601,91
126,80820,12,80820,4,802,2,802,603,93
174,107634,15,107634,2,860,2,860,603,101
337,178202,32,178202,2,777,6,777,602,95
68,28821,11,28821,3,844,4,844,604,96
425,204822,39,204822,3,779,4,779,600,94
75,40357,8,40357,4,791,6,791,601,97
43,23521,6,23521,6,822,4,822,605,82
75,65407,11,65407,5,797,3,797,600,88
146,61198,6,61198,2,855,1,855,601,91
172,104081,8,104081,3,790,3,790,603,104
334,210647,36,210647,2,766,5,766,600,94
76,42935,8,42935,2,812,4,812,602,82
282,135024,23,135024,2,792,5,792,603,94
140,65180,5,65180,4,791,1,791,603,80
66,36346,8,36346,2,765,3,765,604,108
157,81031,14,81031,5,787,3,787,600,90
122,72552,13,72552,7,796,5,796,601,96
196,87675,15,87675,1,800,6,800,605,98
154,65216,4,65216,1,763,0,763,600,88
131,108440,15,108440,2,784,1,784,603,94
92,49630,2,49630,2,824,1,824,600,87
184,136836,10,136836,5,793,1,793,603,87
211,117466,11,117466,4,801,2,801,601,85
190,84263,11,84263,3,756,4,756,602,95
168,96508,9,96508,10,828,3,828,602,104
107,87530,7,87530,4,787,6,787,605,86
104,67451,9,67451,0,777,5,777,603,96
203,126581,14,126581,5,829,6,829,600,88
97,64174,16,64174,3,847,4,847,603,91
75,48762,7,48762,6,826,5,826,600,105
334,202130,24,202130,6,800,1,800,600,88
303,125184,9,125184,6,778,2,778,601,88
139,116766,9,116766,4,836,2,836,603,84
219,127776,20,127776,0,790,4,790,602,89
260,145497,28,145497,6,808,5,808,600,91
420,235445,51,235445,5,837,3,837,602,99
250,141985,38,141985,4,769,5,769,605,107
101,72823,10,72823,5,780,4,780,603,91
443,180370,52,180370,2,836,4,836,604,102
151,87296,6,87296,5,813,2,813,602,87
222,94811,18,94811,3,788,5,788,603,86
182,66295,15,66295,7,820,3,820,603,92
134,80609,6,80609,4,822,5,822,603,93
145,81801,6,81801,1,822,5,822,602,94
190,165512,10,165512,4,821,1,821,601,79
99,62578,11,62578,3,785,2,785,600,104
149,55330,9,55330,4,802,3,802,604,90
167,113661,33,113661,7,829,2,829,602,90
160,97797,19,97797,7,859,5,859,605,95
90,44905,5,44905,3,811,8,811,600,88
94,45209,7,45209,4,819,4,819,605,93
134,103551,13,103551,6,829,3,829,601,94
175,85702,23,85702,5,760,4,760,602,101
205,102438,11,102438,9,833,3,833,600,96
222,123185,16,123185,7,813,4,813,601,95
57,46222,8,46222,5,846,3,846,600,85
83,49614,6,49614,2,853,4,853,603,89
248,116149,24,116149,7,796,4,796,602,102
233,119838,19,119838,3,773,7,773,605,112
143,96570,6,96570,8,838,2,838,600,101
123,59050,22,59050,4,813,6,813,600,98
147,103353,10,103353,4,755,1,755,600,84
115,76544,15,76544,4,852,3,852,600,99
98,49597,10,49597,2,834,3,834,600,86
204,85604,13,85604,2,812,6,812,600,103
358,212737,33,212737,1,796,2,796,601,92
160,80125,7,80125,1,786,4,786,603,88
60,33511,5,33511,5,833,1,833,604,90
123,68420,11,68420,1,829,3,829,601,100
167,99611,11,99611,3,770,8,770,602,94
358,156568,20,156568,4,759,4,759,602,87
87,51005,9,51005,4,812,2,812,600,97
140,62664,5,62664,4,800,1,800,601,88
211,113152,9,113152,2,767,5,767,602,88
454,299976,31,299976,2,789,3,789,602,93
182,88291,14,88291,3,830,1,830,600,82
95,44979,5,44979,6,789,2,789,605,94
98,50926,18,50926,6,844,4,844,603,94
117,86568,9,86568,4,851,5,851,602,92
229,96812,12,96812,2,801,4,801,600,89
147,81290,8,81290,3,781,4,781,603,90
98,52777,10,52777,5,807,2,807,601,87
120,54348,1,54348,3,821,1,821,602,86
192,111777,12,111777,5,794,5,794,600,83
77,40277,15,40277,3,797,7,797,603,102
124,64433,7,64433,4,824,2,824,604,88
107,72154,13,72154,2,802,2,802,604,103
69,55620,6,55620,4,829,3,829,602,88
219,85762,12,85762,2,852,2,852,605,96
81,49300,4,49300,4,826,3,826,602,92
94,44098,10,44098,5,783,6,783,603,98
135,78335,6,78335,6,859,2,859,601,86
134,96125,13,96125,6,791,1,791,604,98
254,146687,27,146687,3,831,5,831,605,101
151,78290,10,78290,4,816,0,816,601,95
272,163890,19,163890,2,803,6,803,604,96
97,46584,10,46584,0,765,1,765,601,92
75,34371,5,34371,1,772,2,772,602,87
488,280854,46,280854,3,815,5,815,600,90
101,60134,19,60134,3,882,4,882,600,92
103,55499,12,55499,5,852,4,852,602,104
96,48574,18,48574,3,799,3,799,605,112
183,81199,15,81199,5,797,2,797,600,100
139,85300,9,85300,3,823,4,823,604,96
106,44624,9,44624,6,801,5,801,603,100
69,41725,6,41725,2,771,6,771,604,91
190,91830,16,91830,3,813,5,813,605,92
60,50072,13,50072,5,796,5,796,600,106
272,145176,20,145176,4,786,5,786,604,103
44,25523,5,25523,2,773,3,773,604,89
269,143622,20,143622,5,797,3,797,603,93
88,52612,17,52612,2,772,8,772,602,102
85,43066,4,43066,5,807,1,807,605,86
117,60975,10,60975,2,803,2,803,601,90
139,60430,5,60430,3,737,0,737,603,86
82,49712,19,49712,7,842,5,842,602,100
237,96097,16,96097,8,826,1,826,603,87
198,80084,16,80084,6,785,0,785,602,99
342,151734,25,151734,6,797,2,797,603,95
168,107133,15,107133,1,754,2,754,604,85
229,129978,16,129978,2,797,1,797,602,93
62,34701,4,34701,5,787,0,787,604,84
214,141676,37,141676,4,782,5,782,604,106
781,514969,51,514969,5,846,3,846,603,93
134,69865,4,69865,2,775,4,775,603,98
334,164064,24,164064,4,782,4,782,600,86
78,42099,6,42099,5,753,6,753,600,93
159,74838,11,74838,5,822,3,822,603,100
254,134598,25,134598,2,787,7,787,602,96
167,87151,12,87151,4,827,3,827,601,94
160,95210,19,95210,3,798,8,798,605,101
153,92646,13,92646,6,811,1,811,605,89
62,39882,4,39882,3,803,2,803,600,85
323,152941,38,152941,5,821,4,821,603,98
123,63505,6,63505,6,820,3,820,603,99
156,96045,9,96045,4,837,2,837,605,87
59,39885,5,39885,4,880,2,880,603,85
69,32060,2,32060,6,823,2,823,605,90
68,42698,2,42698,4,854,0,854,601,90
166,52309,12,52309,4,829,5,829,603,104
150,112578,9,112578,4,847,0,847,605,85
213,155078,23,155078,4,810,2,810,602,95
113,89498,18,89498,7,831,5,831,601,101
232,103344,11,103344,8,806,4,806,602,98
367,173530,24,173530,6,820,4,820,601,89
43,34322,15,34322,8,778,6,778,602,94
142,58194,9,58194,7,827,6,827,604,93
304,196865,25,196865,5,835,2,835,600,81
168,84216,9,84216,8,828,4,828,603,90
172,69000,16,69000,8,809,4,809,603,94
288,141371,10,141371,3,846,4,846,603,83
112,70949,10,70949,3,800,3,800,604,91
83,66795,12,66795,2,857,4,857,603,98
61,41451,7,41451,4,845,2,845,602,81
281,172665,21,172665,2,784,8,784,605,93
49,33586,3,33586,3,826,6,826,601,98
205,145519,62,145519,1,787,8,787,600,96
100,71872,11,71872,1,838,2,838,603,98
326,194412,35,194412,3,835,5,835,600,96
274,178183,29,178183,5,844,7,844,600,102
154,76387,12,76387,3,821,6,821,602,99
117,79901,9,79901,5,859,1,859,604,90
202,99201,11,99201,5,796,6,796,601,93
110,58596,12,58596,4,817,4,817,601,94
195,107050,9,107050,2,739,1,739,604,91
142,84373,14,84373,5,815,6,815,603,106
134,79936,7,79936,1,794,0,794,603,87
746,437969,43,437969,5,761,4,761,600,102
532,392599,44,392599,7,721,0,721,601,91
298,205204,25,205204,5,887,5,887,605,89
290,98777,22,98777,3,811,5,811,605,99
103,53465,15,53465,5,800,6,800,603,101
221,110771,17,110771,7,831,6,831,600,103
174,115490,21,115490,3,833,2,833,600,84
102,58585,5,58585,2,775,5,775,600,99
