Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,CN Out-of-care,CN Treated chronic,CN Susceptible,CN Untreated chronic,CN Untreated acute,SN Untreated acute,SN Treated acute,CN Treated acute
0,0,2,489,0,489,1,184,0,184,"[12779, 512, 6655, 2794, 11133, 3082, 13574, 14286, 873, 8085, 15172, 14397, 14264, 7130, 5846, 14982, 5811, 4426, 7626, 14691, 4209, 9013, 14684, 3689, 3058, 4181, 9935, 12654, 13725, 12357, 3793, 4683, 9027, 13742, 7585, 169, 7946, 8373, 6674, 5698, 1479, 2216, 10517, 10750, 9883, 2931, 11420, 971, 8767, 4639, 5230, 3492, 15033, 2624, 10614, 5846, 4387, 6499, 15192, 6119, 781, 1425, 14637, 14454, 14018, 15101, 1881, 14977, 11119, 15100, 13440, 13385, 6428, 14964, 3594, 15338, 14612, 15094, 4555, 14504, 14993, 13906, 6505, 1087, 10165, 14148, 15037, 10373, 11437, 7675, 15063, 13854, 6439, 14931, 1314, 14141, 5246, 9254, 8839, 14533, 14822, 13646, 13199, 3915, 11081, 13736, 12880, 13659, 14753, 14387, 14723, 13587, 5510, 14846, 933, 14994, 6891, 8623, 15096, 14968, 15030, 14770, 14971, 14610, 10944, 14627, 3715, 15067, 6048, 5222, 14572, 15054, 12592, 15077, 13143, 13738, 14006, 8076, 14807, 4614, 13503, 14857, 15079, 2183, 7209, 14829, 15081, 14942, 9866, 4403, 14615, 15047, 14308, 14075, 13664, 14486, 13989, 14731, 15056, 15012, 9292, 14808, 13483, 13737, 14795, 14338, 14816, 10775, 15006, 5329, 14996, 14696, 6843, 13780, 10496, 12604, 14792, 9410, 14730, 14897, 12691, 13805, 14757, 13565, 11154, 3553, 10887, 10871, 13912, 14933, 15026, 4434, 14940, 2566, 12725, 6676, 14884, 11838, 9574, 9643, 15031, 10588, 13474, 14276, 14619, 13240, 15035, 4007, 14828, 14729, 13185, 14975, 11913, 10078, 14851, 6376, 14428, 14718, 13647, 5020, 15036, 14880, 10730, 3616, 10597, 2908, 13432, 14577, 11050, 10651, 15065, 11019, 13735, 1598, 14545, 14120, 15002, 13811, 13507, 11606, 13768, 15051, 14419, 13669, 7373, 13744, 14032, 14939, 13308, 13808, 9127, 13417, 13514, 14294, 14759, 14097, 11879, 14268, 10084, 14956, 15073, 12675, 14853, 10265, 12165, 2688, 14962, 10856, 2872, 14806, 15066, 7042, 14747, 13777, 11007, 9503, 1807, 14352, 12926, 15086, 6796, 15019, 5697, 2311, 12595, 12462, 6487, 14882, 12430, 11079, 15052, 15022, 14817, 7294, 3241, 14647, 15070, 12684, 14958, 14724, 14909, 14990, 13484, 10548, 3658, 14093, 14716, 12137, 13296, 8126, 13967, 14385, 10449, 13834, 12299, 15099, 11884, 2963, 7663, 6507, 14602, 14694, 11167, 12373, 9821, 13885, 13928, 11944, 14350, 13223, 14904, 680, 12293, 11381, 9028, 4626, 10655, 13377, 13350, 14047, 14894, 14702, 8414, 14835, 14237, 10230, 14342, 15057, 1102, 11751, 15082, 8877, 4976, 15044, 15071, 13129, 13183, 13394, 14527, 14677, 14713, 15018, 14358, 15088, 14222, 13400, 14782, 9746, 10899, 7865, 12620, 12200, 7173, 14673, 6228, 14563, 3676, 14652, 10865, 73, 13674, 15011, 11612, 14589, 14209, 15017, 14366, 14960, 15050, 14841, 11764, 12196, 6451, 10271, 13243, 13748, 14885, 11996, 15098, 11665, 15025, 13793, 14699, 14891, 14316, 9968, 13804, 15053, 11160, 7227, 15087, 14927, 10613, 5197, 13944, 11681, 13153, 1390, 13897, 14622, 8482, 13817, 11179, 11003, 13806, 9951, 13883, 12503, 11191, 15027, 3107, 13825, 14833, 14306, 14873, 5139, 15078, 13336, 15080, 15089, 12932, 14567, 8225, 11906, 14469, 8380, 14706, 15091, 14265, 12907, 12047, 15003, 11624, 12289, 13734, 15085, 14270, 13144, 14364, 12881, 14984, 10419, 13783, 13088, 13678, 7928, 12287, 14875, 12346, 11931, 14991, 12119, 9829, 14422, 14986, 14802, 11738, 14959, 14980, 9401, 9669, 13414, 14418, 9417, 13270, 3294, 14225, 14899, 14029, 4935, 7494, 10041, 15061, 15043, 12876, 14453, 14154, 13727, 14944, 11728, 14667, 14042, 6934, 11927, 14100, 13764, 628, 14812, 15068, 2050, 14031, 13740, 13248, 14028, 14896, 9657, 15041, 5165, 12930, 12273, 14534, 8286, 11760, 13755, 14199, 14131, 14683, 13378, 9246, 12690, 15075, 3577, 2801, 9202, 13370, 14876, 14888, 15039, 15084, 14862, 11663, 9244, 13973, 14708, 14324, 11651, 11492, 1618, 10417, 12500, 15142, 10249, 14758, 13618, 10606, 10924, 14686, 13892, 14989, 2420, 5381, 13968, 1337, 13343, 11898, 8741, 14063, 14979, 15007, 15069, 14003, 10693, 14981, 11891, 13941, 8596, 14092, 14479, 14137, 7369, 14250, 9752, 9411, 12204, 14606, 14289, 14013, 13138, 1630, 14858, 14756, 10115, 8766, 14392, 15049, 14462, 12269, 14287, 13558, 14832, 14058, 12152, 9294, 13999, 14680]","[288, 11689, 14732, 8435, 6890, 664, 10416, 374, 12515, 3164, 1271, 11048, 1005, 14837, 6986, 7969, 5422, 8153, 9041, 10789, 11431, 10494, 6215, 7174, 14529, 414, 10081, 10420, 1783, 4595, 659, 7346, 9790, 13829, 4911, 10237, 3759, 1988, 992, 10351, 7552, 9306, 60, 7006, 7295, 1880, 3125, 12897, 14638, 4110, 7232, 13433, 11858, 14075, 3691, 2206, 1150, 8171, 10096, 1476, 12300, 1076, 7115, 7492, 13421, 13488, 7266, 12333, 14930, 10976, 4672, 12182, 2293, 15035, 14286, 13471, 13157, 11891, 10739, 14109, 11084, 14198, 15321, 10158, 10705, 14912, 12778, 7590, 14816]",281,73,319,117,105,50,28,22,16,11,1,0,0,0
