ID1,ID2,Distance
N6298|13325|0.825521,N6299|10381|0.990073,0.012556
N6472|15360|0.85962,N6473|5813|0.92203,0.00499286
N6540|9909|0.323592,N6541|9149|0.803131,0.00165842
N6183|6258|0.277938,N6180|5741|0.402279,0.0142294
N6376|4629|0.049404,N6378|8941|0.774576,0.0133947
N6376|4629|0.049404,N6377|2733|0.219482,0.0116937
N6159|14329|0.075548,N6162|3491|0.323218,0.0134254
N6159|14329|0.075548,N6164|3069|0.939408,0.0134059
N6183|6258|0.277938,N6181|12394|0.840424,0.0100101
N6183|6258|0.277938,N6182|6219|0.464017,0.0041567
N6548|9329|0.341169,N6549|13361|0.854275,0.00499357
N6548|9329|0.341169,N6547|2375|0.074456,0.0125588
N6207|2247|0.152151,N6206|9018|0.576854,0.00665826
N6207|2247|0.152151,N6205|14699|0.141026,0.01091
N6207|2247|0.152151,N6208|14988|0.875389,0.00498981
N6207|2247|0.152151,N6204|4110|0.957369,0.0143058
N6346|8434|0.578476,N6345|1674|0.223454,0.0100523
N6355|12449|0.217305,N6357|3851|0.812938,0.00833691
N6355|12449|0.217305,N6356|7899|0.723376,0.00836824
N6073|12298|0.631026,N6072|11499|0.5446,0.00923623
N6578|14766|0.910936,N6577|14409|0.179341,0.0125517
N6401|2417|0.966013,N6400|13612|0.391494,0.00834341
N6353|14631|0.087546,N6354|9409|0.995249,0.0100011
N6244|2725|0.267998,N6242|12920|0.539652,0.0134056
N6170|14110|0.15061,N6172|13252|0.104905,0.00919043
N6219|2841|0.161198,N6220|9497|0.654408,0.00499362
N6384|14904|0.25515,N6385|5247|0.284175,0.00665513
N6066|4903|0.459585,N6065|9452|0.988714,0.013406
N6267|8903|0.071751,N6268|5605|0.964344,0.0100162
N6559|6703|0.789087,N6556|12365|0.040773,0.0108831
N6559|6703|0.789087,N6558|8235|0.547666,0.00166077
N6559|6703|0.789087,N6555|3152|0.316899,0.00834919
N6559|6703|0.789087,N6557|1982|0.140205,0.0117179
N6559|6703|0.789087,N6554|14644|0.576629,0.0108724
N6570|3083|0.217665,N6571|5135|0.76796,0.00499276
N6153|8468|0.806325,N6164|3069|0.939408,0.0134196
N6153|8468|0.806325,N6155|6811|0.033527,0.00249081
N6153|8468|0.806325,N6154|10769|0.145265,0.00166173
N6200|13333|0.537575,N6201|3923|0.288082,0.0109158
N6200|13333|0.537575,N6204|4110|0.957369,0.0143137
N6312|4379|0.236099,N6311|14893|0.729381,0.00667903
N6312|4379|0.236099,N6313|13460|0.204245,0.0033225
N6380|1486|0.721337,N6379|15284|0.219806,0.00665935
N6312|4379|0.236099,N6314|1962|0.753602,0.00833727
N5984|11902|0.600781,N5981|12039|0.203875,0.0134209
N5984|11902|0.600781,N5985|13671|0.679063,0.00498856
N6032|14954|0.317974,N6033|1839|0.529676,0.00415751
N6145|13159|0.267546,N6146|12434|0.04646,0.00165805
N6187|3054|0.365187,N6188|8306|0.970565,0.0125487
N6453|2916|0.116117,N6452|12562|0.840808,0.0108721
N6366|10657|0.197341,N6365|9027|0.446745,0.00249162
N6453|2916|0.116117,N6454|13929|0.027695,0.00332248
N6341|1925|0.248091,N6342|7063|0.794273,0.00749644
N6184|14172|0.460864,N6186|14247|0.58798,0.00750679
N6206|9018|0.576854,N6205|14699|0.141026,0.0125665
N6206|9018|0.576854,N6208|14988|0.875389,0.00833376
N5929|3037|0.662443,N5928|9665|0.700704,0.00833711
N6003|13112|0.515574,N6002|14685|0.069047,0.00332045
N6028|11570|0.57248,N6027|5388|0.803287,0.00750211
N6496|7274|0.578712,N6495|10603|0.68505,0.00249007
N6496|7274|0.578712,N6497|12218|0.899858,0.0142383
N6408|3411|0.343305,N6410|5923|0.420957,0.0142467
N6230|10904|0.33762,N6229|4182|0.020805,0.00165843
N5956|1592|0.335794,N5957|4168|0.649732,0.0125664
N6382|5927|0.599929,N6383|9840|0.397506,0.0117098
N6429|6076|0.821513,N6428|7377|0.159085,0.00332042
N6429|6076|0.821513,N6431|6374|0.709917,0.0134429
N6235|11322|0.022578,N6233|14150|0.905906,0.0133818
N6221|10821|0.568348,N6222|4199|0.803885,0.0142562
N6509|9069|0.25956,N6508|13368|0.582104,0.00416264
N6509|9069|0.25956,N6507|8973|0.408061,0.00750163
N6293|6315|0.442904,N6294|1420|0.55019,0.00416109
N6415|12134|0.175297,N6414|5318|0.203611,0.00667567
N5987|2193|0.211637,N5988|6501|0.551051,0.00749851
N6158|9375|0.671581,N6161|12260|0.007327,0.0142636
N6136|4264|0.722736,N6134|8281|0.041025,0.0134375
N6591|9072|0.141761,N6590|5506|0.455276,0.00666423
N6180|5741|0.402279,N6181|12394|0.840424,0.0100139
N6534|11479|0.479803,N6536|3315|0.450593,0.0126197
N6534|11479|0.479803,N6533|7677|0.268844,0.00165843
N6054|2494|0.780396,N6055|2631|0.087267,0.011713
N6074|8382|0.877339,N6073|12298|0.631026,0.00918405
N6074|8382|0.877339,N6072|11499|0.5446,0.0117178
N6247|3790|0.10827,N6246|12078|0.913654,0.0100737
N6357|3851|0.812938,N6356|7899|0.723376,0.00666408
N6216|2581|0.754333,N6218|8116|0.659012,0.0117025
N6595|4808|0.844689,N6594|10395|0.238587,0.00920139
N6392|11641|0.838137,N6391|7829|0.458862,0.0108827
N6370|9368|0.27687,N6369|11154|0.627236,0.000829093
N6370|9368|0.27687,N6368|6449|0.310547,0.00667567
N6370|9368|0.27687,N6367|12779|0.09824,0.00583291
N6209|2473|0.714681,N6201|3923|0.288082,0.0142801
N6209|2473|0.714681,N6204|4110|0.957369,0.0125667
N6593|1405|0.431144,N6592|3784|0.081948,0.0100159
N6243|3339|0.379345,N6242|12920|0.539652,0.0116967
N6369|11154|0.627236,N6368|6449|0.310547,0.00583291
N6369|11154|0.627236,N6367|12779|0.09824,0.0049928
N5930|5808|0.653661,N5929|3037|0.662443,0.00499269
N5930|5808|0.653661,N5928|9665|0.700704,0.010014
N6196|9486|0.525053,N6197|7007|0.915206,0.00249009
N6004|8892|0.197719,N6007|2309|0.761697,0.0133981
N6269|14987|0.415948,N6267|8903|0.071751,0.0108533
N6004|8892|0.197719,N6005|12548|0.637909,0.00498542
N6269|14987|0.415948,N6268|5605|0.964344,0.0133688
N6201|3923|0.288082,N6204|4110|0.957369,0.0134729
N6192|8810|0.03196,N6191|9679|0.384472,0.00834362
N6192|8810|0.03196,N6193|5775|0.151883,0.0134206
N6489|2749|0.578491,N6488|14371|0.153181,0.0125486
N6311|14893|0.729381,N6313|13460|0.204245,0.0083438
N6311|14893|0.729381,N6314|1962|0.753602,0.0117023
N6527|9084|0.271931,N6526|3367|0.57627,0.0142547
N6122|2019|0.837577,N6124|7258|0.866429,0.00582472
N5963|2114|0.028751,N5961|5520|0.543514,0.0075024
N5963|2114|0.028751,N5962|3947|0.504291,0.00749393
N6007|2309|0.761697,N6006|14514|0.188515,0.0100097
N6271|2203|0.340339,N6272|12479|0.096593,0.0125585
N6007|2309|0.761697,N6005|12548|0.637909,0.0117203
N6410|5923|0.420957,N6409|11091|0.489649,0.0100101
N6553|6978|0.338604,N6551|12901|0.516515,0.00919067
N5890|11063|0.979193,N5891|2042|0.488947,0.0125488
N5921|3515|0.572638,N5920|4158|0.931737,0.00918434
N6359|4654|0.024975,N6360|7734|0.532515,0.0116906
N6277|11542|0.272621,N6278|9848|0.509427,0.0125438
N6434|10015|0.652406,N6436|11991|0.12542,0.0134063
N5936|6558|0.481516,N5935|9619|0.347656,0.0116934
N5936|6558|0.481516,N5934|10075|0.077137,0.0142296
