Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Untreated acute,CN Treated chronic,CN Out-of-care,CN Susceptible,CN Untreated chronic,SN Treated acute,CN Untreated acute,CN Treated acute
0,0,3,876,0,876,0,150,2,150,"[12344, 10446, 8186, 9574, 12061, 2149, 7133, 3600, 7037, 3332, 3306, 4325, 9150, 5771, 9494, 3877, 12328, 3828, 7344, 11022, 12360, 213, 5965, 3296, 965, 14393, 6199, 106, 12134, 3415, 7492, 12700, 8942, 2627, 595, 7009, 9608, 2820, 13221, 681, 1572, 8047, 1168, 15142, 13963, 3674, 5849, 7325, 8483, 10762, 13664, 11206, 2273, 12296, 2341, 4048, 9774, 3719, 8277, 8469, 1973, 1336, 8498, 14671, 15095, 14597, 13066, 15096, 15062, 14593, 15091, 14644, 14778, 7858, 14811, 1093, 12678, 11937, 14976, 6712, 14191, 13761, 14741, 14776, 12126, 15090, 14578, 14100, 14375, 14696, 14945, 7353, 13377, 13199, 14728, 14758, 2769, 4665, 657, 14994, 15063, 14407, 10631, 13131, 14459, 10089, 14708, 13510, 9958, 14587, 13173, 13535, 14040, 12680, 14723, 14964, 1589, 2947, 14732, 12593, 6248, 14056, 13637, 15092, 11851, 14784, 14939, 10827, 12756, 6935, 13881, 10032, 14218, 10949, 14957, 14379, 14408, 15072, 15030, 7447, 9712, 14995, 7578, 10319, 220, 14996, 8846, 13825, 12341, 12440, 10657, 13499, 15074, 619, 13306, 269, 10352, 10231, 3258, 13864, 8265, 14843, 14963, 14275, 14536, 15100, 14083, 14738, 11975, 14844, 14890, 13859, 15046, 13884, 13034, 15070, 14184, 9698, 3800, 14971, 13795, 3442, 11761, 12506, 15313, 15064, 1591, 14997, 13956, 14248, 13926, 15066, 9310, 14864, 14736, 6204, 14006, 14081, 13951, 15056, 10411, 14764, 15097, 8363, 14937, 14833, 9264, 15034, 14965, 12095, 14988, 14901, 2828, 13850, 8948, 13040, 14582, 13102, 14051, 13109, 9149, 14690, 13647, 12730, 13814, 13050, 14915, 12574, 15075, 15101, 12077, 14270, 15033, 10361, 15071, 9071, 6861, 7742, 14699, 5094, 10698, 12565, 14800, 6414, 14301, 9893, 14117, 12976, 12660, 15023, 10158, 14684, 14948, 14047, 14878, 10510, 5780, 7330, 13584, 10966, 12067, 12852, 12948, 14090, 12392, 7253, 10666, 11360, 13428, 13749, 11370, 14230, 14749, 15081, 8169, 9613, 14059, 14968, 15076, 14342, 15086, 14806, 9997, 15058, 7480, 14886, 9684, 8565, 14857, 10140, 12707, 11815, 13599, 9837, 13966, 2930, 11500, 13563, 14926, 13878, 13751, 13796, 11623, 14952, 7735, 14479, 15041, 14669, 2474, 6267, 3041, 13960, 12101, 15013, 14940, 14777, 13959, 12969, 14960, 8660, 14752, 13663, 8904, 15032, 13739, 1807, 12314, 15088, 2795, 14981, 14685, 14334, 10307, 14200, 14455, 12600, 14663, 14956, 14329, 15012, 12378, 15001, 8176, 632, 14999, 14726, 14354, 14267, 15079, 14628, 13368, 10156, 14413, 13855, 12353, 11462, 11144, 6898, 11766, 15099, 14312, 9120, 1062, 14702, 10742, 12966, 14902, 12172, 12438, 11718, 14237, 5405, 14791, 14405, 5877, 15078, 14219, 12171, 4126, 7625, 10489, 14481, 14719, 1799, 15149, 6360, 8448, 12919, 14797, 14615, 12338, 9270, 14168, 2653, 13049, 10103, 12303, 13993, 11635, 12465, 13498, 8452, 11400, 11940, 13656, 14474, 14953, 11757, 14648, 14513, 14688, 14245, 12174, 15083, 13621, 12612, 8470, 11936, 14856, 14676, 15098, 14706, 14987, 11425, 13933, 12194, 12647, 14865, 10835, 13685, 909, 14176, 15051, 14887, 14929, 14164, 15020, 15005, 14600, 13614, 13388, 13845, 4405, 13688, 12397, 12629, 14712, 12137, 15007, 14942, 15093, 11248, 15065, 11664, 14208, 14060, 13362, 3679, 13508, 14680, 11019, 5657, 13115, 14992, 15045, 9509, 15036, 15003, 14704, 14816, 14930, 8907, 3398, 10848, 14905, 7982, 14768, 14993, 7671, 13549, 14977, 12786, 14199, 14832, 11395, 14010, 7198, 14067, 11196, 14651, 15037, 11235, 10625, 10441, 12543, 9985, 11840, 14055, 12596, 6395, 13226, 10545, 10868, 15094, 10154, 6944, 14766, 13753, 15089, 13911, 14846, 7699, 14947, 11219, 10770, 10207, 2608, 14007, 12238, 15050, 14017, 5018, 7834, 14880, 9699, 8308, 14892, 8069, 13806, 14771, 14534, 14920, 15040, 15053, 13424, 8075, 13007, 7321, 9464, 14192, 4653, 14839, 9960, 14204, 14693, 12087, 13654, 12276, 14714, 14665, 7153, 13294, 14710, 14989, 12410, 13018, 822, 10173, 12870, 14876, 13001, 14106, 8360, 11991, 7148, 10654, 12230, 1233, 14626, 11272, 11669, 14490, 14325, 13358, 14936, 5113, 14635, 13633, 12978, 14982, 14740, 6276, 15191, 15027, 13762, 14730, 8805, 14910, 14854, 12611, 12934, 11797, 9911, 10208, 12806, 7430, 14703, 14240, 9353, 15087, 13260, 1736]","[10734, 9170, 10548, 303, 748, 13655, 8524, 12798, 7169, 4361, 9249, 12046, 5921, 11327, 5463, 2178, 6964, 8252, 15090, 15344, 436, 9168, 1981, 13813, 750, 2144, 2543, 13011, 13130, 12653, 7753, 14741, 8354, 2402, 10319, 1503, 9453, 4453, 12572, 14257, 3628, 13580, 4041, 3905, 6257, 13208, 3650, 8181, 12247, 15101, 606, 5788, 4917, 13217, 3273, 10432, 6971, 3362, 6881, 5966, 14393, 179, 5724, 2155, 5856, 11851, 14525, 11697, 13407, 10790, 12367, 13916, 12265, 7553, 13712, 8854, 13207, 11469, 10683, 8299, 7347, 7112, 5987, 13331, 6066, 6870, 10267, 11462, 10929, 13250, 13002, 10884, 15247, 5858, 15291]",247,74,347,114,80,43,1,28,27,21,13,0,0,0
