Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Treated acute,CN Out-of-care,CN Treated chronic,CN Susceptible,CN Untreated chronic,SN Untreated acute,CN Untreated acute,CN Treated acute
0,0,2,454,0,454,1,136,0,136,"[2341, 4985, 10463, 1925, 7462, 6360, 7390, 14334, 7129, 3340, 1483, 5808, 7323, 10264, 13317, 7619, 9848, 14705, 2796, 12565, 5556, 2641, 4407, 5446, 8420, 5810, 10562, 8416, 5126, 14095, 11226, 2361, 11989, 8802, 213, 11825, 11793, 2375, 7030, 12386, 4113, 4150, 13733, 5212, 9514, 3226, 5568, 11982, 12191, 10523, 10873, 2165, 8160, 10821, 1472, 13042, 5283, 9278, 2211, 11572, 7220, 500, 15013, 14002, 13171, 13039, 7797, 8202, 13034, 15083, 14809, 11139, 14955, 12469, 1854, 12997, 14094, 15042, 14488, 15024, 7217, 14810, 14976, 14644, 12882, 14936, 14882, 14634, 13312, 14281, 14638, 13985, 14871, 13404, 10660, 14706, 14440, 15005, 11338, 15023, 14591, 14601, 15037, 14436, 14794, 14983, 12139, 13306, 15030, 8576, 11114, 14524, 14191, 15077, 14032, 8075, 9775, 12500, 14866, 10331, 13057, 15055, 11746, 13582, 14466, 12265, 13397, 12136, 14694, 15100, 14876, 11633, 10302, 13889, 15057, 14537, 15009, 10307, 11742, 6703, 14337, 7663, 9059, 11802, 14874, 12666, 14077, 14749, 13798, 14380, 13909, 6939, 12407, 14256, 11832, 13864, 6794, 15076, 13912, 14455, 10832, 9175, 10822, 5053, 13325, 14793, 10497, 9236, 11228, 10328, 13287, 15101, 14804, 14345, 14412, 15027, 11283, 15035, 13533, 13888, 13944, 14648, 15056, 4907, 14054, 8752, 14752, 14944, 12848, 14639, 2969, 8601, 9925, 12484, 13280, 15060, 3791, 14989, 14899, 10371, 11194, 12552, 15068, 15049, 14990, 13941, 8836, 14268, 11388, 11077, 4212, 13605, 14652, 12430, 14836, 15061, 10227, 13755, 15063, 14659, 10980, 14044, 12063, 12389, 15091, 14965, 14388, 14684, 10374, 12482, 14914, 12751, 15039, 15090, 14774, 14391, 14847, 12607, 14063, 15033, 15028, 7809, 14397, 11521, 9067, 11679, 14669, 15066, 14888, 9942, 6144, 14755, 15082, 2878, 12318, 12992, 14429, 13263, 14545, 574, 15086, 14695, 15036, 14301, 11737, 12502, 10640, 6704, 13884, 9326, 14829, 14967, 7357, 13215, 2567, 8052, 14756, 12526, 5270, 14603, 13487, 9520, 14993, 14820, 11321, 12979, 13107, 14932, 14915, 14180, 11853, 12052, 9773, 13010, 12634, 4422, 10134, 11638, 14214, 15043, 5648, 14352, 9296, 14995, 14815, 14779, 15065, 13015, 14351, 13538, 12567, 15093, 9374, 14946, 7989, 4078, 10038, 15080, 13330, 14110, 14744, 13792, 7684, 14447, 7182, 14934, 5913, 12955, 10714, 14196, 13570, 8064, 14715, 14943, 14020, 14118, 13545, 14979, 8397, 14711, 873, 13754, 14783, 10647, 14512, 14328, 10588, 13824, 15044, 14987, 12554, 13734, 7947, 14868, 13711, 8960, 14150, 14956, 11318, 15006, 9358, 13229, 14720, 6828, 14247, 15008, 12316, 11921, 13551, 15087, 10092, 14947, 14786, 11175, 14315, 11985, 14971, 12575, 5315, 14245, 14189, 13575, 12934, 12561, 12398, 14362, 2980, 10887, 14910, 13089, 15048, 14981, 12344, 5558, 15072, 11174, 9817, 14929, 7162, 13100, 13087, 7291, 14469, 10114, 14454, 13628, 14696, 9104, 11799, 14966, 14230, 15007, 14848, 15045, 13748, 11828, 13547, 14332, 4709, 14100, 9219, 12394, 11998, 14698, 2661, 14586, 9560, 13958, 14655, 13373, 6635, 13638, 13447, 15081, 12534, 14326, 5287, 3615, 8826, 13863, 15047, 7137, 9905, 14988, 14409, 6971, 6900, 10214, 2167, 14731, 9343, 9838, 5922, 14877, 5993, 13703, 13137, 12155, 15011, 3293, 11391, 11930, 14194, 11303, 8393, 13834, 14550, 11789, 13830, 12616, 9784, 12544, 14948, 14975, 13477, 13700, 13417, 10627, 10426, 14763, 8137, 11048, 6680, 14775, 14643, 10515, 14873, 14843, 14177, 14286, 14508, 14973, 13770, 13104, 11517, 14111, 13208, 14051, 12721, 8603, 13647, 13527, 12993, 14890, 14838, 13357, 14835, 13055, 14725, 13885, 15053, 7519, 6708, 13631, 14604, 13868, 14494, 12846, 4708, 4627, 4734, 6567, 12306, 9954, 14845, 14856, 15088, 13676, 13268, 14646, 14937, 11991, 9258, 11466, 14084, 11596, 4268, 12406, 13683, 14467, 14154, 15018, 15067, 14141, 13871, 15031, 10559, 14148, 11014, 4131, 14625, 10728, 11693, 8554, 14922, 14202, 1416, 5399, 10567, 14806, 14013, 14740, 15079, 12204, 14844, 14762, 13091, 14347, 3089, 14080, 10464, 14754, 10780, 6126, 14434, 14665, 12134, 14982, 9370, 14904, 14299, 2166, 14534, 5783, 7047, 14846, 14296, 3560, 13904, 5183, 14340, 12227, 4741, 14353, 14424, 14223, 12660, 10533, 15094, 12429, 13579, 14900]","[74, 8701, 11579, 2765, 4180, 11257, 7900, 10473, 13165, 146, 13235, 3091, 9310, 5433, 10815, 9129, 12935, 4052, 5290, 2718, 2422, 14335, 3639, 6405, 3048, 9153, 13337, 4134, 11308, 2534, 14449, 14490, 3752, 2151, 11870, 14324, 14830, 3504, 11408, 803, 8594, 6398, 12530, 13672, 14466, 14061, 10024, 6863, 2833, 577, 1438, 6697, 3406, 14356, 2550, 3608, 10849, 2893, 446, 4268, 503, 4962, 12748, 10345, 9603, 10955, 15387, 11559, 15137, 13419, 15350, 13907, 8050, 12972, 13392, 5598, 10286, 10199, 15030, 14584, 12962, 14565, 7439, 6821, 8746, 7737, 14416, 10329, 13951, 11317, 14963, 15268, 7892, 6793]",253,76,348,102,87,60,1,33,23,18,14,0,0,0
