ID1,ID2,Distance
N6348|6117|0.002828,N6349|7390|0.456679,0.00860182
N6348|6117|0.002828,N6351|13577|0.776679,0.00946952
N6348|6117|0.002828,N6347|2657|0.953607,0.00687038
N6348|6117|0.002828,N6344|13602|0.894052,0.0120638
N6348|6117|0.002828,N6350|2322|0.981677,0.0129624
N6448|10680|0.671517,N6447|11608|0.625149,0.00257364
N5942|2513|0.625355,N5941|9143|0.474806,0.0120874
N6329|7675|0.833777,N6328|8791|0.404762,0.00600456
N6137|9400|0.11836,N6138|12876|0.381246,0.0121009
N6471|12340|0.879856,N6469|6639|0.807642,0.0120967
N6471|12340|0.879856,N6473|11397|0.849469,0.0138579
N6471|12340|0.879856,N6477|11264|0.319406,0.0129847
N6471|12340|0.879856,N6475|6618|0.96069,0.0138445
N6392|2788|0.409168,N6396|9746|0.092138,0.012082
N6137|9400|0.11836,N6139|12488|0.602038,0.012094
N6358|10632|0.69525,N6359|13352|0.88219,0.00171044
N6358|10632|0.69525,N6357|11389|0.438828,0.00257366
N6358|10632|0.69525,N6356|6361|0.811089,0.00947974
N6359|13352|0.88219,N6357|11389|0.438828,0.00429393
N6359|13352|0.88219,N6356|6361|0.811089,0.0112187
N6022|5288|0.234513,N6019|10464|0.797306,0.0138369
N6022|5288|0.234513,N6021|4869|0.059464,0.00600938
N6322|5046|0.032375,N6321|5086|0.20212,0.00863181
N6388|2208|0.335912,N6386|4004|0.227478,0.0129703
N6388|2208|0.335912,N6387|2925|0.641389,0.0120931
N6388|2208|0.335912,N6382|2699|0.344497,0.0147473
N6388|2208|0.335912,N6384|14847|0.713558,0.0138309
N6388|2208|0.335912,N6385|14214|0.566004,0.0146869
N6265|7205|0.398864,N6266|13605|0.15444,0.00774037
N6444|10041|0.847066,N6443|15021|0.211837,0.0138835
N6502|6335|0.080852,N6500|12408|0.340529,0.00946267
N6502|6335|0.080852,N6495|9133|0.037818,0.00947172
N6460|13260|0.151749,N6458|15357|0.946921,0.00860277
N6460|13260|0.151749,N6459|4272|0.070467,0.00950189
N6460|13260|0.151749,N6457|13199|0.351654,0.00860988
N6133|15032|0.677762,N6136|9923|0.292464,0.0129787
N6398|7070|0.806496,N6397|7455|0.334932,0.000855261
N6398|7070|0.806496,N6400|13714|0.733395,0.0138455
N6393|4045|0.534353,N6391|10705|0.325826,0.0147108
N6397|7455|0.334932,N6400|13714|0.733395,0.012965
N6393|4045|0.534353,N6394|8081|0.578375,0.00256674
N6393|4045|0.534353,N6395|7589|0.180431,0.0129652
N6393|4045|0.534353,N6392|2788|0.409168,0.00171044
N6029|8949|0.233784,N6030|5964|0.959007,0.00514668
N6393|4045|0.534353,N6396|9746|0.092138,0.0138196
N5931|7067|0.211288,N5932|11000|0.403757,0.00773487
N6130|1409|0.998455,N6129|12165|0.716159,0.0147286
N6081|6235|0.561043,N6091|8939|0.149527,0.0147058
N6081|6235|0.561043,N6090|11660|0.930919,0.0146935
N6081|6235|0.561043,N6089|9592|0.868131,0.0138257
N6081|6235|0.561043,N6082|1482|0.837489,0.0120937
N6222|5149|0.306621,N6226|11676|0.526964,0.0138818
N6081|6235|0.561043,N6079|11285|0.414046,0.0103487
N6081|6235|0.561043,N6080|12294|0.971591,0.0103487
N6081|6235|0.561043,N6088|9412|0.178489,0.0138196
N6085|12534|0.599276,N6088|9412|0.178489,0.0148032
N6007|9823|0.951839,N6008|15203|0.967149,0.00171313
N6214|3682|0.286531,N6215|9842|0.725706,0.00774621
N6007|9823|0.951839,N6006|12330|0.025599,0.00773492
N6339|2000|0.31454,N6340|2408|0.458053,0.00947806
N6280|4336|0.583263,N6281|3557|0.736167,0.00687701
N6280|4336|0.583263,N6282|6660|0.205566,0.00601031
N6246|10367|0.390404,N6248|11809|0.301139,0.0120817
N6399|3000|0.76105,N6398|7070|0.806496,0.00688695
N6399|3000|0.76105,N6397|7455|0.334932,0.00602845
N6399|3000|0.76105,N6400|13714|0.733395,0.0138252
N5966|2496|0.191136,N5965|13416|0.257739,0.000855267
N6041|7320|0.376774,N6042|1847|0.394503,0.0120869
N5966|2496|0.191136,N5964|5724|0.245306,0.00429082
N6180|2648|0.278802,N6179|2715|0.596639,0.00861857
N5958|11283|0.086336,N5957|11854|0.235848,0.0103547
N6361|13071|0.639977,N6360|5141|0.990141,0.0129626
N6361|13071|0.639977,N6363|12697|0.244378,0.00946292
N6361|13071|0.639977,N6362|10080|0.597787,0.00775027
N6418|10960|0.187837,N6417|11385|0.657577,0.0129977
N6418|10960|0.187837,N6416|2975|0.531045,0.00861967
N6418|10960|0.187837,N6415|11992|0.927107,0.0129653
N6173|3369|0.373627,N6172|11275|0.654395,0.00688004
N5954|15020|0.053353,N5952|5028|0.675334,0.0129676
N5954|15020|0.053353,N5953|8541|0.191511,0.00601047
N6379|8573|0.459129,N6377|10240|0.53334,0.0121227
N6379|8573|0.459129,N6378|13036|0.065662,0.0148111
N5954|15020|0.053353,N5950|13723|0.663321,0.0129528
N6200|13141|0.562793,N6197|11351|0.356643,0.0103472
N5954|15020|0.053353,N5951|7574|0.717113,0.0147037
N6245|13598|0.207857,N6247|13702|0.34783,0.0120875
N6314|11254|0.48956,N6315|6815|0.599137,0.0146928
N6245|13598|0.207857,N6246|10367|0.390404,0.00773761
N6314|11254|0.48956,N6316|8229|0.79087,0.0146872
N6245|13598|0.207857,N6248|11809|0.301139,0.0112039
N6072|2123|0.974508,N6076|12511|0.276857,0.00946212
N6072|2123|0.974508,N6070|6367|0.992969,0.0129774
N6072|2123|0.974508,N6073|9858|0.07197,0.00256893
N5890|8444|0.494648,N5891|11362|0.989574,0.0146993
N5890|8444|0.494648,N5888|12686|0.391327,0.0129501
N6453|10004|0.365529,N6457|13199|0.351654,0.013846
N6420|10274|0.663532,N6419|12573|0.313749,0.0129527
N6454|10553|0.738461,N6455|13460|0.929576,0.013825
N6458|15357|0.946921,N6465|5266|0.777711,0.0147118
N6458|15357|0.946921,N6459|4272|0.070467,0.00774849
N6458|15357|0.946921,N6457|13199|0.351654,0.00515823
N6458|15357|0.946921,N6467|6201|0.371258,0.0138374
N6196|9217|0.886548,N6192|3118|0.525591,0.014761
N6196|9217|0.886548,N6195|4729|0.289061,0.00863036
N6414|1851|0.484027,N6412|6473|0.486768,0.0120835
N6414|1851|0.484027,N6413|5304|0.001046,0.0138338
N6067|11562|0.236399,N6068|12830|0.169736,0.00429251
N6067|11562|0.236399,N6069|4331|0.77029,0.00688615
N6067|11562|0.236399,N6066|7670|0.552444,0.014758
N5950|13723|0.663321,N5951|7574|0.717113,0.00171095
N6188|11153|0.861856,N6187|10114|0.846158,0.0121129
N6036|3943|0.824962,N6035|4446|0.383888,0.00774606
N6417|11385|0.657577,N6416|2975|0.531045,0.00429248
N6417|11385|0.657577,N6415|11992|0.927107,0.0120875
N6433|3896|0.461464,N6436|8503|0.044123,0.012943
N6152|6068|0.790008,N6153|13312|0.923775,0.011234
