Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Untreated acute,CN Out-of-care,CN Treated chronic,CN Susceptible,CN Untreated chronic,CN Treated acute,SN Treated acute,CN Untreated acute
0,0,4,1102,0,1102,1,157,0,157,"[5148, 12884, 4213, 1805, 2966, 7128, 4069, 13604, 800, 5169, 8378, 13870, 10559, 7020, 15122, 6249, 13397, 6824, 9548, 3675, 2316, 8759, 1675, 14965, 6026, 9572, 6459, 13317, 14987, 11841, 8766, 4264, 714, 3677, 9716, 13604, 14682, 6979, 12562, 9965, 2338, 10279, 15182, 12922, 8377, 2843, 12262, 8130, 11457, 9934, 7674, 8131, 9771, 3336, 4364, 6110, 9774, 560, 14138, 14645, 4746, 3698, 5393, 14412, 15081, 15012, 14323, 14443, 14670, 8038, 10117, 12996, 14409, 14589, 15096, 10458, 11963, 11621, 13743, 15076, 12604, 14757, 14536, 11897, 7432, 14999, 13709, 11877, 14504, 3221, 14828, 14935, 15077, 8412, 14852, 14506, 10735, 124, 5026, 12478, 15072, 15028, 553, 14941, 9713, 15100, 14488, 10211, 12822, 10606, 13405, 6964, 3628, 14836, 14955, 14218, 13395, 14121, 15046, 15022, 14986, 13437, 11324, 3438, 14364, 14261, 11443, 14058, 3417, 14324, 9866, 13781, 14918, 14123, 2326, 15083, 10240, 14907, 15079, 13713, 14775, 14739, 14900, 15067, 14839, 2899, 9340, 14251, 13810, 14077, 563, 9039, 13359, 12246, 9622, 14937, 14758, 15073, 4190, 14818, 12651, 15053, 7533, 14498, 14519, 11828, 14963, 14704, 13264, 8707, 13498, 14916, 14268, 4707, 14009, 9796, 15047, 14859, 10604, 9362, 11586, 14098, 13842, 14117, 14200, 13614, 14532, 13815, 10214, 10787, 15087, 8573, 10261, 12358, 15049, 9704, 14348, 15080, 14864, 11028, 13896, 6495, 14064, 4130, 5488, 14971, 12296, 7139, 14779, 5916, 13378, 15029, 7638, 14686, 14181, 14689, 12460, 12088, 14361, 14476, 14169, 13840, 14658, 5421, 10935, 15092, 13830, 14401, 11409, 13486, 14855, 14885, 10767, 14619, 4582, 14312, 14253, 10288, 15025, 6654, 15030, 12069, 12399, 12738, 15085, 15064, 14562, 15023, 12802, 14848, 14264, 9908, 10808, 13922, 14464, 10360, 13320, 11801, 14840, 15059, 9989, 13929, 14770, 11697, 9566, 14982, 12602, 13491, 14799, 14574, 15052, 10001, 11308, 9601, 10187, 12891, 14939, 14204, 14499, 14173, 9766, 10642, 13524, 12519, 5848, 13139, 14653, 14214, 14665, 12616, 12070, 14964, 2095, 14334, 12958, 6175, 2810, 15051, 14330, 12765, 15002, 1799, 12885, 13654, 13836, 12236, 15032, 15074, 14535, 15094, 10353, 15335, 14379, 14967, 11218, 14933, 9959, 10637, 13911, 11900, 14005, 7918, 14804, 13440, 174, 13012, 7958, 14394, 14806, 11531, 8484, 10299, 7202, 13760, 13968, 3573, 12025, 14832, 13997, 13763, 12763, 14960, 15066, 13615, 14768, 15048, 10376, 12175, 9779, 7769, 11784, 15097, 12875, 14157, 2090, 1831, 13748, 8956, 6191, 13293, 7879, 13236, 15056, 14698, 14047, 15086, 14981, 14048, 14876, 8026, 14425, 14111, 15098, 4728, 12737, 14854, 12784, 5898, 14565, 7510, 14837, 15015, 2626, 13144, 14732, 11684, 14756, 14458, 13906, 11293, 7633, 13260, 11688, 14229, 121, 13379, 10052, 9528, 13732, 12384, 14640, 14347, 7737, 13197, 14728, 14980, 14996, 14210, 12212, 14990, 11673, 15036, 14879, 14201, 12468, 15044, 14951, 10527, 6925, 10260, 14244, 11759, 14742, 7333, 7023, 12210, 13800, 10806, 7443, 13923, 13424, 13632, 14677, 14726, 14985, 14353, 12976, 13285, 6485, 13790, 13242, 14736, 5073, 11112, 14231, 13375, 13755, 8286, 14352, 14692, 15018, 3222, 14092, 14898, 13664, 11776, 13255, 3766, 8258, 14646, 7544, 13316, 12892, 13490, 15090, 10638, 14040, 14366, 11981, 14817, 12575, 14983, 9435, 14403, 9824, 12867, 14142, 15013, 15007, 15045, 12276, 15041, 11401, 11901, 12969, 15084, 7073, 7811, 8948, 14569, 14477, 15095, 8430, 8809, 14962, 13092, 11493, 13814, 14674, 8672, 13955, 13544, 12332, 13875, 1293, 14777, 15088, 14993, 14166, 5191, 13657, 13599, 14889, 11693, 14797, 14410, 13708, 13610, 14683, 14954, 14291, 9496, 9532, 15070, 14929, 14393, 5813, 14553, 13154, 7043, 12075, 4254, 3046, 4541, 6562, 14958, 13163, 13267, 9967, 14792, 13803, 11370, 12988, 14707, 11859, 13419, 13528, 11371, 13427, 14062, 13688, 14463, 6414, 14542, 14928, 13627, 11222, 6813, 14515, 14741, 7067, 14793, 15054, 7634, 14989, 10359, 12991, 12852, 2689, 12923, 14796, 14559, 4118, 14678, 13238, 11746, 14872, 11644, 15078, 14437, 13429, 14374, 14325, 13495, 14787, 12220, 14696, 14899, 10703, 11164, 6380, 14101, 13757, 10813, 14675, 6713, 9403, 12390, 14419, 14340]","[3569, 5560, 5353, 1711, 12320, 13898, 5871, 7462, 13440, 525, 14431, 3657, 627, 6672, 12602, 5508, 1402, 10036, 11291, 9970, 15106, 7996, 10732, 5357, 1347, 548, 12348, 14799, 12539, 1435, 8688, 929, 10885, 12664, 6194, 10992, 3590, 10407, 8416, 3636, 6809, 12474, 3670, 746, 9487, 14161, 4709, 11282, 1705, 10848, 6541, 5702, 795, 6033, 11644, 5697, 9827, 9412, 15116, 4652, 9291, 14228, 9191, 3171, 10509, 13234, 3020, 11043, 8174, 7827, 15139, 10538, 3404, 3622, 14305, 10514, 10319, 7430, 7566, 4081, 13338, 8050, 4617, 7901, 12693, 11717, 11963, 13635, 14879]",275,69,320,121,92,55,2,29,21,20,11,1,0,0
