Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,CN Out-of-care,CN Treated chronic,CN Susceptible,CN Untreated chronic,CN Treated acute,CN Untreated acute,SN Untreated acute,SN Treated acute
0,0,0,473,0,473,2,136,1,136,"[4579, 13712, 2367, 3552, 4329, 3568, 12668, 6382, 14128, 12698, 14694, 4327, 6466, 6040, 563, 12653, 2068, 8891, 2660, 2990, 9757, 14488, 11387, 11300, 8819, 3021, 13755, 11566, 11036, 5636, 8635, 3242, 2530, 8000, 7763, 887, 7459, 3925, 6026, 11795, 1129, 10119, 14519, 7952, 7513, 12216, 1280, 13549, 135, 14696, 7685, 2266, 10994, 4276, 1919, 3332, 4569, 6389, 9106, 15116, 12280, 14296, 9145, 15011, 15289, 15087, 12196, 13914, 7507, 14997, 14301, 8129, 15072, 15047, 15077, 15084, 995, 7546, 14506, 13773, 10539, 10805, 11308, 14325, 15069, 13114, 10800, 13116, 13652, 14217, 14684, 14998, 13735, 14790, 13526, 11101, 12680, 14641, 15022, 11547, 11973, 9679, 9405, 11334, 11262, 14333, 14297, 14656, 15071, 14744, 15086, 13226, 6596, 7411, 12593, 13119, 10714, 13994, 14740, 4360, 29, 14871, 9700, 9950, 15009, 14688, 13756, 14215, 14957, 12113, 14305, 14232, 5294, 11007, 15058, 10408, 13664, 7097, 12328, 9986, 10527, 11082, 14695, 11504, 14895, 15006, 15050, 14792, 14999, 13558, 14636, 12691, 14486, 12565, 13900, 15082, 13046, 8981, 14190, 14356, 12706, 14762, 12559, 12699, 15065, 14046, 5378, 12903, 14930, 14481, 14580, 15090, 9864, 14126, 14853, 15096, 14793, 15108, 5799, 14391, 9411, 15092, 13456, 15100, 5694, 408, 15015, 14786, 13162, 14132, 12479, 9650, 14020, 14111, 14909, 15037, 13053, 12832, 5909, 14945, 13404, 12030, 2561, 5236, 14091, 11689, 12733, 2900, 7542, 14906, 12525, 14414, 14349, 6062, 8675, 11836, 15032, 14329, 4928, 12639, 14918, 15040, 14820, 14995, 14974, 8653, 13763, 3825, 10797, 4941, 12136, 6885, 13753, 8088, 305, 15089, 8872, 12585, 14747, 15095, 15093, 14489, 14758, 15039, 14397, 15081, 14429, 15043, 14976, 14746, 12173, 13936, 13249, 14751, 13080, 10785, 13682, 13568, 15024, 9373, 14465, 2159, 14949, 15091, 4080, 10599, 14602, 14134, 13475, 14595, 14533, 14742, 11539, 14546, 14484, 15054, 14866, 10298, 7485, 3933, 14591, 9551, 11977, 14986, 14981, 11216, 14149, 15094, 15020, 9321, 10589, 14389, 11741, 12619, 14672, 10053, 11245, 13723, 14947, 14390, 8860, 14511, 2089, 15023, 14375, 13172, 15017, 6594, 11918, 11780, 14776, 14399, 14366, 13792, 13852, 14703, 15080, 8253, 13627, 12817, 14940, 14032, 15083, 5387, 10370, 9887, 15056, 8443, 13953, 14987, 7348, 11085, 10428, 5655, 14175, 13687, 14723, 10368, 14913, 15038, 11468, 9615, 14805, 14522, 12620, 12965, 6399, 1122, 13580, 14394, 6073, 11948, 14101, 8759, 14638, 14789, 8352, 15097, 14532, 14669, 10652, 15053, 5557, 11698, 12176, 6529, 13911, 15021, 15042, 14916, 15029, 15101, 13917, 15079, 14384, 13644, 14963, 5260, 8889, 14848, 9062, 15030, 13369, 6517, 14288, 12615, 15076, 15005, 13200, 14138, 14359, 7008, 14942, 14225, 14888, 7217, 6947, 12147, 6289, 14980, 14122, 14827, 7975, 11756, 14114, 12282, 9929, 14479, 14825, 2635, 12380, 12764, 15070, 14962, 14607, 10789, 10075, 14988, 12959, 14600, 12707, 11069, 9366, 14878, 11040, 12449, 12949, 13915, 14868, 13600, 14326, 12896, 14968, 14642, 12839, 7490, 15026, 14679, 14438, 14444, 15085, 14725, 10846, 11617, 6622, 14894, 6746, 14545, 14620, 12701, 14526, 14845, 15059, 13856, 15041, 12955, 11634, 10114, 12041, 14265, 15036, 14864, 11632, 14896, 12159, 13243, 13480, 10239, 11227, 13212, 14516, 14459, 5084, 14447, 10211, 15073, 11838, 13708, 9975, 14191, 14720, 12446, 14637, 11297, 7657, 13103, 10819, 8477, 8226, 11816, 8082, 3328, 11056, 15052, 13777, 12224, 14185, 14065, 9867, 12452, 14838, 13223, 14477, 14817, 14170, 14239, 14027, 14652, 14874, 10583, 13317, 12767, 14627, 14341, 12221, 13628, 14663, 14542, 14167, 11158, 14990, 8873, 14755, 13464, 14759, 14984, 7623, 13784, 7662, 12445, 11804, 5270, 4130, 14829, 12607, 14719, 2264, 14416, 13465, 11404, 13330, 14785, 3899, 12169, 14253, 14710, 13361, 8584, 14562, 10716, 14734, 8235, 14124, 14500, 1233, 13011, 6273, 14592, 11000, 10118, 14955, 14530, 9380, 9489, 14983, 12422, 14731, 12264, 14924, 14433, 12372, 11570, 14609, 13347, 6675, 13304, 12459, 13802, 14702, 13242, 14938, 13216, 11618, 9067, 10854, 3476, 14105, 15068, 15063, 13499, 14991, 14911, 14578, 14560, 6276, 13795, 7630, 7419, 11824, 6633, 14971, 13720, 13958]","[6041, 1710, 3070, 11819, 12644, 14008, 14490, 14, 8839, 1008, 7751, 6508, 5102, 6766, 8118, 3242, 11064, 4036, 5295, 11054, 169, 4448, 4299, 2918, 10333, 4347, 4611, 11908, 11440, 4002, 6911, 5370, 1147, 13725, 14209, 11413, 3619, 5555, 6317, 2985, 13390, 2457, 4811, 3907, 14822, 12173, 3239, 13442, 14567, 10673, 4223, 13068, 1080, 14113, 9818, 12808, 6618, 8071, 5442, 6007, 8857, 12637, 7664, 13608, 9221, 12465, 7660, 12517, 14926, 13095, 10555, 4193, 9431, 12569, 15343, 9180, 8051, 5514, 8386, 5587, 9623, 14602, 12638, 12244, 14867, 11815, 5415, 9981, 9904, 8597]",268,74,333,126,90,43,33,26,16,8,1,1,0,0
