Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Untreated acute,CN Out-of-care,CN Treated chronic,CN Untreated chronic,CN Susceptible,SN Treated acute,CN Untreated acute,CN Treated acute
0,0,1,714,0,714,0,180,1,180,"[937, 3534, 8657, 850, 2183, 3013, 11848, 7610, 12224, 14405, 8385, 13672, 13181, 6022, 5310, 6558, 13284, 4147, 7586, 8605, 6538, 11464, 225, 2419, 13560, 10247, 1213, 4819, 322, 815, 9170, 7570, 10102, 11434, 7697, 10250, 12819, 1272, 6662, 3901, 11001, 12451, 8326, 15359, 11089, 13565, 5522, 1171, 6540, 9530, 6901, 14816, 12260, 9451, 10322, 7842, 10245, 8624, 290, 13160, 14499, 4423, 13470, 13818, 14705, 11402, 11651, 14622, 3975, 13662, 14933, 14401, 12144, 14978, 14395, 14859, 14751, 11945, 14903, 11192, 14501, 15030, 14948, 10773, 2594, 5980, 14024, 7672, 11490, 11537, 14713, 11369, 14679, 15037, 12686, 15019, 14982, 12408, 13626, 14833, 14860, 14328, 15023, 14155, 15060, 13833, 14834, 10588, 15022, 14964, 11764, 14996, 443, 13460, 10792, 14988, 15089, 14304, 11373, 13618, 12307, 8197, 12709, 13429, 6249, 14596, 11748, 13106, 12733, 3619, 15055, 13750, 15064, 12500, 15088, 15013, 7189, 13957, 15083, 10688, 14645, 8783, 13677, 15067, 11980, 10354, 11929, 15053, 14109, 14234, 15024, 11952, 12784, 9092, 14938, 7583, 15005, 12914, 4494, 14736, 14697, 14549, 2689, 14915, 12701, 12530, 14078, 3284, 15076, 11150, 14582, 10812, 14241, 14904, 15046, 12161, 12390, 7110, 14990, 11930, 9025, 3263, 10460, 14627, 7217, 14574, 14662, 14000, 4045, 14711, 15051, 8811, 15094, 6258, 14434, 12310, 15050, 12190, 14307, 9018, 13822, 14800, 11106, 9243, 13787, 13334, 14512, 12860, 1522, 14888, 12966, 13834, 13652, 14226, 15057, 9594, 13867, 10096, 15093, 14965, 13428, 8423, 12931, 5297, 13689, 14655, 3530, 14913, 12990, 13327, 14807, 4869, 2735, 13542, 11051, 8171, 11562, 15044, 11357, 13155, 4098, 14981, 6448, 13753, 9733, 10798, 12207, 12622, 15054, 3630, 14912, 14870, 6884, 14159, 14297, 13661, 15018, 9110, 14056, 12605, 13695, 15071, 5068, 12328, 12812, 13650, 13332, 2089, 14293, 14891, 14218, 15031, 15039, 14726, 14830, 12487, 9970, 14802, 13004, 15092, 11121, 13844, 14854, 14135, 14106, 13197, 15077, 13449, 15070, 14559, 10467, 12387, 14317, 12598, 6691, 14755, 8898, 14754, 14998, 14644, 15078, 10909, 13916, 13910, 15066, 8560, 14132, 15058, 15027, 14513, 11713, 14961, 14820, 13876, 14878, 14384, 15059, 15016, 2817, 6732, 1639, 14031, 13486, 14939, 13545, 14735, 14847, 15101, 12995, 13997, 13898, 13390, 14560, 14471, 13634, 11278, 10034, 8817, 10567, 14954, 15100, 9962, 14882, 14043, 8131, 11294, 13217, 7231, 9188, 14455, 14793, 15090, 10268, 10141, 14194, 14246, 14466, 13125, 13873, 1983, 10587, 14953, 13413, 13627, 14389, 9440, 14980, 6018, 12943, 13244, 15079, 13972, 10674, 12912, 11724, 9924, 14973, 15049, 11942, 11495, 12456, 10164, 14864, 14634, 4204, 15007, 5414, 14021, 14962, 14927, 13896, 14950, 15034, 15015, 14841, 15017, 13484, 15085, 13093, 9089, 13660, 5339, 15080, 14478, 10357, 9220, 13401, 13351, 14249, 9749, 14975, 14373, 11469, 11303, 4607, 14780, 8788, 5218, 14968, 14067, 15075, 14703, 11776, 13402, 13894, 8116, 8182, 14886, 14989, 13534, 13965, 5301, 15004, 13228, 14992, 9927, 14335, 12519, 14994, 14319, 14483, 12284, 10431, 14997, 14099, 15095, 11199, 15020, 14772, 7145, 13579, 13529, 13697, 12679, 3487, 6101, 7468, 14671, 15074, 14720, 11011, 5320, 14601, 15047, 9435, 4740, 14699, 6309, 14749, 13208, 14986, 11116, 12690, 14896, 15099, 11966, 4389, 5730, 12297, 12883, 13412, 11686, 13802, 5766, 9923, 14221, 7956, 13450, 12951, 9960, 15069, 14757, 14761, 2591, 11211, 2052, 14196, 14910, 12009, 11613, 5692, 11835, 10256, 15061, 6752, 5613, 11865, 15068, 9972, 15026, 9673, 9491, 14604, 15098, 5421, 12844, 6211, 14832, 11594, 11068, 15097, 13970, 6817, 13397, 10972, 9411, 9279, 12462, 12274, 10501, 14879, 13044, 14160, 14438, 14565, 7531, 10701, 9164, 2373, 10651, 11287, 5370, 9906, 13658, 4640, 14544, 14782, 9996, 8671, 14202, 6564, 14570, 7386, 14794, 10330, 14054, 14974, 12218, 8993, 14743, 12882, 14397, 11701, 14778, 15035, 14942, 6682, 14991, 7348, 13907, 11349, 12977, 14491, 14877, 10834, 10300, 14546, 9739, 10922, 14072, 14406, 12115, 11988, 13510, 14894, 3347, 12536, 10341, 14256, 14151, 13930, 11620, 15065, 3173, 13968, 6829, 13777, 14376, 12692, 10653]","[10443, 4492, 1318, 12078, 9705, 10458, 8932, 5210, 11794, 12301, 11650, 13611, 12297, 13238, 1674, 6900, 2277, 247, 6166, 8832, 9862, 5811, 6808, 10305, 12480, 15198, 11971, 8623, 549, 5580, 7824, 15395, 11965, 3245, 9016, 10776, 15384, 450, 14016, 5874, 1280, 5546, 1100, 5797, 14679, 10312, 2588, 9952, 11917, 13093, 7716, 9775, 8174, 12301, 10004, 6830, 5839, 7428, 5787, 12958, 760, 12158, 10420, 13754, 13600, 8523, 13953, 14191, 8086, 10253, 11071, 6062, 11691, 10550, 12988, 14542, 13992, 12388, 4955, 14310, 14698, 11221, 10287, 12687, 15340, 14930, 8138, 5940, 13786, 12556]",281,82,318,126,96,48,2,35,24,14,8,0,0,0
